precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MIHĂESCU MUGUR-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","OPRESCU MARIUS-PARTIDUL SOCIAL DEMOCRAT-voturi","OPROIU IONEL-EMANUEL-PARTIDUL NAȚIONAL LIBERAL-voturi","ŢIU MIHAI-ADRIAN-PARTIDUL S.O.S. ROMÂNIA-voturi","DOAGĂ MARIAN-EMANUEL-ALIANȚA DREAPTA UNITĂ USR - FORȚA DREPTEI-voturi"
30,OLT,"BIBLIOTECA COMUNALĂ",365,"VIŞINA NOUĂ",130375,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:34:13",1482,1365,1,20,96,917,800,1,20,96,903,14,1503,586,67,730,64,12,30
30,OLT,"CAMIN C ULTURAL",320,STREJEŞTI,129139,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:21:02",420,395,4,18,3,307,286,0,18,3,300,7,435,128,30,78,172,11,9
30,OLT,"CAMIN CULTURAL",151,CEZIENI,126102,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:01:25",177,171,0,3,3,115,109,0,3,3,112,3,187,72,8,68,26,9,1
30,OLT,"CĂMIN CULTURAL",283,RADOMIREŞTI,128472,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:11:07",976,946,0,10,20,541,511,0,10,20,493,22,1040,525,52,306,110,13,12
30,OLT,"CĂMIN CULTURAL",222,"GURA PADINII",130339,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:52:02",1451,1360,0,10,81,939,848,0,10,81,894,45,1491,552,55,700,101,18,20
30,OLT,"CĂMIN CULTURAL",276,PERIEŢI,128052,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:08:05",1666,1601,0,48,17,1081,1016,0,48,17,997,84,1745,664,110,539,256,36,56
30,OLT,"CĂMIN CULTURAL COMĂNIȚA",334,TESLUI,129380,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:51:17",734,687,0,24,23,512,465,0,24,23,492,20,784,272,50,344,76,16,6
30,OLT,"CAMIN CULTURAL LELEASCA",238,LELEASCA,127411,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:56:20",413,382,0,28,3,275,244,0,28,3,259,16,440,165,21,105,122,9,2
30,OLT,"CAMIN CULTURAL STUDINA",322,STUDINA,129184,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:50:49",1243,1170,1,24,48,801,728,1,24,48,755,46,1340,539,72,132,520,16,15
30,OLT,"CAMIN CULTURAL STUDINIȚA",323,STUDINA,129184,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:55:02",910,872,0,11,27,544,506,0,11,27,504,40,983,439,78,70,327,18,11
30,OLT,"CAMINUL CULTURAL",349,"VALEA MARE",129656,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:53:49",694,668,0,23,3,389,363,0,23,3,355,34,730,341,87,182,75,6,5
30,OLT,"CAMINUL CULTURAL",176,DĂNEASA,126585,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:38:44",422,401,0,13,8,266,245,0,13,8,248,18,465,199,31,158,18,8,33
30,OLT,"CĂMINUL CULTURAL",285,RADOMIREŞTI,128472,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:17:34",269,255,0,5,9,269,255,0,5,9,253,16,539,270,23,179,36,8,7
30,OLT,"CĂMINUL CULTURAL",180,DEVESELU,126647,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:08:12",1001,923,1,15,62,734,657,0,15,62,690,44,1084,350,161,341,149,28,11
30,OLT,"CĂMINUL CULTURAL",136,BOBICEŞTI,125873,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:21:22",1240,1212,1,8,19,700,673,0,8,19,685,15,1365,665,105,485,42,31,22
30,OLT,"CĂMINUL CULTURAL",266,ORLEA,127938,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:32:32",1275,1224,0,8,43,838,787,0,8,43,813,23,1345,507,103,508,165,20,17
30,OLT,"CĂMINUL CULTURAL",328,"ŞTEFAN CEL MARE",129282,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:07:01",941,799,1,91,50,724,583,0,91,50,696,28,940,216,34,232,404,8,18
30,OLT,"CĂMINUL CULTURAL",353,VĂDĂSTRIŢA,129745,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:40:51",1098,1058,0,31,9,756,716,0,31,9,685,71,1156,400,130,180,222,46,107
30,OLT,"CĂMINUL CULTURAL",145,BUCINIŞU,126077,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:13:44",1728,1513,0,162,53,1374,1159,0,162,53,1292,82,1700,326,173,566,500,33,20
30,OLT,"CĂMINUL CULTURAL",354,VĂDĂSTRIŢA,129745,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:41:02",1452,1423,0,14,15,1031,1002,0,14,15,950,81,1585,554,159,290,257,53,191
30,OLT,"CĂMINUL CULTURAL",352,VĂDASTRA,129718,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:23:49",1084,1016,1,32,35,809,742,0,32,35,765,44,1152,343,58,567,96,21,23
30,OLT,"CĂMINUL CULTURAL",267,ORLEA,127938,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:21:34",537,518,1,1,17,380,361,1,1,17,380,0,570,190,21,256,89,9,5
30,OLT,"CĂMINUL CULTURAL",178,DEVESELU,126647,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:05:57",1495,1354,0,70,71,994,853,0,70,71,944,48,1490,440,169,440,280,27,28
30,OLT,"CĂMINUL CULTURAL BĂBICIU",125,BĂBICIU,125659,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:15:08",722,631,0,39,52,633,542,0,39,52,511,33,745,201,69,284,148,5,5
30,OLT,"CĂMINUL CULTURAL BĂBICIU",126,BĂBICIU,125659,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:26:05",1133,997,0,136,0,835,699,0,136,0,780,38,1085,267,85,489,186,20,0
30,OLT,"CAMINUL CULTURAL BOBICESTI",133,BOBICEŞTI,125873,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:00:56",864,850,0,8,6,481,467,0,8,6,468,13,936,455,106,309,35,14,4
30,OLT,"CĂMINUL CULTURAL CURTIŞOARA",181,DOBREŢU,126674,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 15:41:10",662,569,0,69,24,491,398,0,69,24,481,10,655,164,22,219,221,13,6
30,OLT,"CĂMINUL CULTURAL ” DAMIAN STĂNOIU”",170,CURTIŞOARA,126433,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:06:25",1279,1236,2,19,22,754,712,1,19,22,704,50,1350,596,69,522,63,36,14
30,OLT,"CAMINUL CULTURAL FLORU",230,ICOANA,127322,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:36:31",356,336,0,16,4,275,255,0,16,4,269,6,370,95,24,129,103,8,5
30,OLT,"CĂMINUL CULTURAL HOREZU",182,DOBREŢU,126674,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:54:24",395,342,0,40,13,317,264,0,40,13,298,19,383,66,28,179,84,7,0
30,OLT,"CAMINUL CULTURAL ILIE MARTIN",155,COLONEŞTI,126228,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:54:29",543,501,0,25,17,331,289,0,25,17,329,2,562,231,3,315,2,3,6
30,OLT,"CĂMINUL CULTURAL OPORELU",264,OPORELU,127858,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:31:22",1025,840,0,117,68,803,618,0,117,68,772,31,866,63,60,405,277,20,10
30,OLT,"CĂMINUL CULTURAL POGANU",362,VERGULEASA,129816,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:35:14",919,876,0,13,30,556,513,0,13,30,533,23,953,397,67,385,55,16,10
30,OLT,"CĂMINUL CULTURAL REDIŞOARA",289,REDEA,128524,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:56:23",466,405,1,36,24,312,252,0,36,24,309,3,410,91,34,212,50,10,3
30,OLT,"CĂMINUL CULTURAL SLĂVENI",214,GOSTAVĂŢU,127144,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:21:42",1056,1023,2,23,8,722,691,0,23,8,679,43,1136,414,74,393,175,21,16
30,OLT,"CAMINUL CULTURAL SPINENI",309,SPINENI,128962,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:05:02",475,387,0,46,42,312,224,0,46,42,305,7,473,161,24,268,4,5,4
30,OLT,"CĂMINUL CULTURAL STOENEŞTI",315,STOENEŞTI,129095,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:41:12",1001,939,0,25,37,586,524,0,25,37,558,28,1030,444,97,405,38,9,9
30,OLT,"CĂMINUL CULTURAL ULMI",249,MILCOV,127563,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:42:44",551,504,1,26,20,422,376,0,26,20,405,17,585,163,28,188,160,14,15
30,OLT,"CAMINUL CULTURAL URSI",240,LELEASCA,127411,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:18:34",381,341,0,37,3,262,222,0,37,3,236,23,386,127,38,95,99,1,3
30,OLT,"CĂMINUL CULTURAL VALEA SOARELUI",290,REDEA,128524,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:03:53",236,213,0,7,16,170,147,0,7,16,159,11,232,62,17,93,38,6,5
30,OLT,"CAMINUL CULTURAL VIESPESTI",312,SPRÂNCENATA,129040,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:22:32",1058,988,0,48,22,707,637,0,48,22,643,64,1110,403,59,436,139,8,1
30,OLT,"CASA ARMATEI",179,DEVESELU,126647,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:02:36",232,205,0,23,4,135,108,0,23,4,131,4,232,97,26,71,25,3,6
30,OLT,"CASA DE CULTURĂ",95,"ORAŞ DRĂGĂNEŞTI-OLT",125622,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:49:16",1215,1178,0,20,17,739,702,0,20,17,644,61,1297,558,60,272,295,17,0
30,OLT,"CASA DE CULTURĂ",96,"ORAŞ DRĂGĂNEŞTI-OLT",125622,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:33:20",870,846,0,13,11,442,418,0,13,11,335,107,937,495,31,175,121,4,4
30,OLT,"CASA SPECIALISTULUI",357,VĂLENI,129763,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:12:56",514,466,0,26,22,365,317,0,26,22,341,24,512,147,56,194,24,13,54
30,OLT,"CENTRU DE PROMOVARE A SĂNĂTĂŢII",273,"OSICA DE SUS",127983,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:24:17",491,466,0,15,10,369,344,0,15,10,356,13,510,128,36,180,132,4,4
30,OLT,"CENTRUL CULTURAL MUNICIPAL CARACAL",61,"MUNICIPIUL CARACAL",125472,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:46:08",1148,1111,0,20,17,671,634,0,20,17,646,25,1232,561,76,397,101,18,54
30,OLT,"CENTRUL DE ZI PENTRU COPII AFLAȚI ÎN SITUAȚII DE RISC",298,SÂRBII-MĂGURA,130366,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:51:05",642,594,0,11,37,445,397,0,11,37,427,18,692,247,48,286,70,17,6
30,OLT,"CENTRUL SOCIAL",152,CEZIENI,126102,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:07:08",253,238,0,11,4,253,238,0,11,4,180,11,260,69,11,102,54,10,3
30,OLT,"CENTRUL SOCIAL DĂNEASA",173,DĂNEASA,126585,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:26:47",1168,1109,4,26,29,696,637,4,26,29,676,20,1220,524,74,436,19,40,107
30,OLT,"CENTRU SOCIAL",218,GRĂDINILE,130320,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:09:48",1224,1177,0,7,40,813,766,0,7,40,787,26,1286,473,53,666,33,23,12
30,OLT,"COLEGIUL NAŢIONALAL I.CUZA",85,"ORAŞ CORABIA",125542,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:33:53",1119,1112,0,7,0,565,558,0,7,0,519,46,1224,659,79,265,125,18,32
30,OLT,"COLEGIUL NAŢIONALAL I.CUZA",84,"ORAŞ CORABIA",125542,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:13:44",846,837,2,7,0,396,389,0,7,0,375,21,954,558,59,192,81,12,31
30,OLT,"COLEGIUL NAŢIONAL ION MINULESCU",8,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:34:13",1369,1350,3,16,0,765,749,0,16,0,748,17,1471,706,67,330,238,28,85
30,OLT,"COLEGIUL NAŢIONAL ION MINULESCU",6,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:39:42",1338,1324,2,7,5,640,628,0,7,5,616,24,1456,816,71,265,194,24,62
30,OLT,"COLEGIUL NAŢIONAL ION MINULESCU",9,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:00:18",1312,1307,0,5,0,707,702,0,5,0,691,16,1403,696,82,322,169,37,81
30,OLT,"COLEGIUL NAŢIONAL ION MINULESCU",7,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:24:43",1468,1465,0,3,0,713,710,0,3,0,697,16,1601,888,88,245,265,34,65
30,OLT,"COLEGIUL NAŢIONAL RADU GRECEANU",2,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:51:27",1486,1472,6,5,3,768,760,0,5,3,738,30,1646,878,79,362,220,32,45
30,OLT,"COLEGIUL NAŢIONAL RADU GRECEANU",1,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:59:24",1278,1266,2,9,1,629,619,0,9,1,585,44,1391,762,55,266,185,29,50
30,OLT,"COLEGIUL NAŢIONAL RADU GRECEANU",3,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:11:02",1871,1862,0,9,0,917,908,0,9,0,844,64,2031,1123,49,609,160,21,5
30,OLT,"COLEGIUL TEHNIC",76,"ORAŞ BALŞ",125418,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:44:21",1345,1325,0,16,4,574,554,0,16,4,536,18,1446,892,92,296,107,19,22
30,OLT,"COLEGIUL TEHNIC",77,"ORAŞ BALŞ",125418,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:50:58",1348,1327,1,17,3,595,575,0,17,3,569,23,1449,854,86,317,94,31,41
30,OLT,"FOSTA SC. CU CLASELE I-IV PRISACA",377,VULPENI,130124,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:14:28",314,289,0,15,10,186,161,0,15,10,175,11,325,139,16,101,14,17,27
30,OLT,"GPN BIRSESTII DE SUS",313,SPRÂNCENATA,129040,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:55:07",397,330,0,62,5,287,220,0,62,5,271,16,360,73,21,146,97,4,3
30,OLT,GRADINITA,335,"TIA MARE",129460,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:02:14",1207,1192,0,7,8,763,748,0,7,8,739,24,1310,547,48,468,31,17,175
30,OLT,GRADINITA,337,"TIA MARE",129460,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:30:05",1195,1187,0,0,8,681,673,0,0,8,653,28,1307,626,66,462,27,17,81
30,OLT,GRADINITA,351,"VALEA MARE",129656,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:22:59",509,489,0,16,4,328,308,0,16,4,305,23,535,207,70,149,65,13,8
30,OLT,GRĂDINIŢĂ,124,BALDOVINEŞTI,125677,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:43:19",278,259,0,7,12,183,164,0,7,12,178,5,291,108,14,149,6,2,7
30,OLT,"GRADINITA CIOFLANU",175,DĂNEASA,126585,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:51:52",507,469,0,10,28,304,266,0,10,28,296,8,545,241,24,217,20,7,28
30,OLT,"GRĂDINIȚA COMANI",99,"ORAŞ DRĂGĂNEŞTI-OLT",125622,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:23:56",1222,1189,0,17,16,831,798,0,17,16,746,85,1348,517,69,414,220,23,20
30,OLT,"GRĂDINIȚA COMANI",98,"ORAŞ DRĂGĂNEŞTI-OLT",125622,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 16:59:33",1159,1128,0,17,14,797,766,0,17,14,760,37,1273,476,74,390,251,22,23
30,OLT,"GRADINITA CONSTANTINESTI",115,"ORAŞ SCORNICEŞTI",128711,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:45:11",439,421,2,13,3,326,309,1,13,3,317,9,446,120,17,282,4,11,3
30,OLT,"GRADINITA CU PROGRAM NORMAL",104,"ORAŞ PIATRA-OLT",128105,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:03:09",279,259,0,13,7,195,175,0,13,7,189,6,286,91,7,154,10,13,5
30,OLT,"GRADINITA CU PROGRAM NORMAL",103,"ORAŞ PIATRA-OLT",128105,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:19:27",1002,956,0,29,17,713,667,0,29,17,700,13,1056,343,52,559,49,22,18
30,OLT,"GRĂDINIŢA CU PROGRAM NORMAL",210,GHIMPEŢENI,130311,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:18:17",365,340,1,13,11,292,268,0,13,11,277,15,388,96,78,179,11,7,2
30,OLT,"GRĂDINIȚA CU PROGRAM NORMAL",232,IPOTEŞTI,130348,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:57:23",1226,1210,0,16,0,819,803,0,16,0,765,54,1323,504,62,580,88,25,10
30,OLT,"GRĂDINIȚA CU PROGRAM NORMAL",219,GROJDIBODU,127224,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:03:28",787,750,0,9,28,527,490,0,9,28,498,29,858,331,44,377,59,11,7
30,OLT,"GRĂDINIȚA CU PROGRAM NORMAL",220,GROJDIBODU,127224,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:08:56",800,778,0,0,22,518,497,0,0,21,481,37,881,363,44,368,43,15,11
30,OLT,"GRĂDINIȚA CU PROGRAM NORMAL",46,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 20:41:11",1348,1341,1,5,1,767,761,0,5,1,743,24,1438,671,98,311,217,35,82
30,OLT,"GRADINITA CU PROGRAM NORMAL BATARENI",156,COLONEŞTI,126228,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-09 23:40:10",168,136,0,27,5,141,109,0,27,5,141,0,155,14,0,140,0,0,1
30,OLT,"GRADINITA CU PROGRAM NORMAL CÂMPU MARE",188,DOBROTEASA,126772,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:16:52",420,378,1,26,15,261,220,0,26,15,249,12,414,141,54,169,17,7,2
30,OLT,"GRĂDINIȚA CU PROGRAM NORMAL CORNĂȚELU",280,POBORU,128301,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:38:04",720,711,0,9,0,434,425,0,9,0,421,13,775,341,40,336,22,20,3
