precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA NAȚIONAL CREȘTINĂ-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","PARTIDUL VERDE-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL ROMÂNIA MARE-voturi"
20,GORJ,"ȘCOALA GIMNAZIALĂ MUȘETEȘTI",252,MUŞETEŞTI,80908,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:39:05",680,638,0,17,25,542,500,0,17,25,535,7,700,158,335,7,134,26,5,10,2,1,10,3,2
20,GORJ,"ŞCOALA GIMNAZIALĂ NEGRENI",240,LICURICI,80711,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 19:10:03",533,502,0,14,17,354,323,0,14,17,335,19,600,246,60,3,233,29,0,2,1,0,3,3,1
20,GORJ,"ȘCOALA GIMNAZIALĂ” NICOLAE TOMOVICI PLOPȘOR” PLOPȘORU",265,PLOPŞORU,81264,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 13:04:11",1885,1860,0,10,15,1248,1223,0,10,15,1220,28,2000,752,331,7,404,384,1,43,0,1,28,21,0
20,GORJ,"ŞCOALA GIMNAZIALĂ NOVACI",82,"ORAŞ NOVACI",78258,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 16:38:29",1626,1596,6,4,20,1066,1042,0,4,20,989,77,1800,734,409,12,287,141,10,70,11,6,20,9,14
20,GORJ,"ȘCOALA GIMNAZIALĂ NOVACI",83,"ORAŞ NOVACI",78258,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 11:06:33",1099,1083,1,8,7,721,706,0,8,7,672,49,1200,479,332,6,204,66,5,31,3,1,7,11,6
20,GORJ,"ȘCOALA GIMNAZIALĂ NR.1 BUMBEȘTI-JIU",76,"ORAŞ BUMBEŞTI-JIU",79308,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:36:21",1325,1314,0,9,2,529,518,0,9,2,493,36,1500,971,223,4,102,57,0,30,5,38,23,3,8
20,GORJ,"ȘCOALA GIMNAZIALĂ NR.1 BUMBEȘTI-JIU",77,"ORAŞ BUMBEŞTI-JIU",79308,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:03:40",820,813,1,6,0,342,336,0,6,0,335,7,900,558,163,9,46,49,1,18,3,26,13,5,2
20,GORJ,"ŞCOALA GIMNAZIALĂ NR.1 MOTRU",63,"MUNICIPIUL MOTRU",78141,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 16:51:16",1488,1475,2,9,2,682,671,0,9,2,653,29,1700,1018,274,5,228,74,3,33,6,2,14,3,11
20,GORJ,"ȘCOALA GIMNAZIALĂ NR. 1 MOTRU",68,"MUNICIPIUL MOTRU",78141,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:19:04",1489,1480,0,9,0,676,667,0,9,0,657,19,1700,1024,243,8,235,94,2,40,3,5,12,11,4
20,GORJ,"ȘCOALA GIMNAZIALĂ NR.1 NEGOMIR",255,NEGOMIR,80980,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:23:04",1072,1047,1,7,17,768,744,0,7,17,737,31,1200,432,407,3,128,143,0,31,4,1,15,2,3
20,GORJ,"ŞCOALA GIMNAZIALĂ NR.1 POLOVRAGI",269,POLOVRAGI,81380,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 13:54:32",916,899,1,8,8,653,637,0,8,8,624,29,1000,347,330,4,119,75,4,21,6,35,16,8,6
20,GORJ,"ȘCOALA GIMNAZIALĂ NR.1 POLOVRAGI",270,POLOVRAGI,81380,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:46:13",941,936,0,3,2,668,663,0,3,2,557,111,1000,332,296,10,106,77,2,14,7,20,21,4,0
20,GORJ,"ŞCOALA GIMNAZIALĂ NR. 1 ROVINARI",87,"ORAŞ ROVINARI",82895,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:00:32",1157,1133,0,24,0,502,478,0,24,0,482,20,1300,798,104,5,198,104,0,14,6,1,25,19,6
20,GORJ,"ŞCOALA GIMNAZIALĂ NR. 1 ROVINARI",86,"ORAŞ ROVINARI",82895,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 14:26:12",1312,1295,1,13,3,599,583,0,13,3,583,16,1400,801,130,5,249,109,3,21,5,2,27,21,11
20,GORJ,"ȘCOALA GIMNAZIALĂ NR. 1 ȚICLENI",119,"ORAŞ ŢICLENI",78454,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:24:07",1005,982,1,13,9,659,636,1,13,9,638,21,1100,441,319,2,161,86,1,43,5,3,11,3,4
20,GORJ,"ȘCOALA GIMNAZIALĂ NR. 1 ȚICLENI",120,"ORAŞ ŢICLENI",78454,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:53:54",894,885,1,6,2,527,519,0,6,2,505,22,1000,473,263,3,129,48,3,38,1,1,12,7,0
20,GORJ,"ŞCOALA GIMNAZIALĂ NR. 1 TOTEA",241,LICURICI,80711,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 11:26:53",595,560,0,10,25,391,356,0,10,25,374,17,599,208,47,0,231,74,0,8,1,0,5,1,7
20,GORJ,"ŞCOALA GIMNAZIALĂ NR. 1 URDARI",327,URDARI,82733,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:58:04",1310,1285,0,9,16,869,844,0,9,16,832,37,1400,531,193,7,342,201,0,45,2,0,24,8,10
20,GORJ,"ŞCOALA GIMNAZIALĂ NR. 2 MOTRU",59,"MUNICIPIUL MOTRU",78141,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 17:34:16",1329,1305,4,18,2,617,597,0,18,2,595,22,1500,883,266,12,172,76,2,43,9,4,9,2,0
20,GORJ,"ŞCOALA GIMNAZIALĂ NR. 3 ROVINARI",89,"ORAŞ ROVINARI",82895,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 10:56:28",1236,1213,0,20,3,506,483,0,20,3,486,20,1400,894,97,6,191,100,1,24,5,7,20,32,3
20,GORJ,"ŞCOALA GIMNAZIALĂ NR. 3 ROVINARI",88,"ORAŞ ROVINARI",82895,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 10:43:14",1263,1244,2,17,0,577,560,0,17,0,545,32,1400,823,86,5,271,113,1,17,5,0,25,16,6
20,GORJ,"ŞCOALA GIMNAZIALĂ NR.7",48,"MUNICIPIUL TÂRGU JIU",77812,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-14 19:55:31",1654,1643,4,7,0,746,738,1,7,0,722,24,1900,1154,252,6,164,94,7,27,106,9,38,6,13
20,GORJ,"ŞCOALA GIMNAZIALĂ NR.7",47,"MUNICIPIUL TÂRGU JIU",77812,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-14 17:50:03",1696,1687,2,7,0,781,774,0,7,0,744,37,1900,1119,299,4,211,98,6,31,50,7,21,9,8
20,GORJ,"ŞCOALA GIMNAZIALĂ NR.9",54,"MUNICIPIUL TÂRGU JIU",77812,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:09:16",1516,1505,5,6,0,750,743,1,6,0,731,19,1700,950,209,3,177,65,3,38,169,5,42,8,12
20,GORJ,"ȘCOALA GIMNAZIALĂ OBÂRȘIA",202,DĂNCIULEŞTI,80043,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 14:16:14",479,442,1,21,15,315,278,1,21,15,305,10,500,185,206,2,54,24,1,6,0,1,4,6,1
20,GORJ,"ȘCOALA GIMNAZIALĂ PADEȘ",259,PADEŞ,81095,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 19:55:29",1341,1317,1,11,12,883,860,0,11,12,844,39,1400,517,421,3,253,101,1,32,2,1,23,3,4
20,GORJ,"ȘCOALA GIMNAZIALĂ PEȘTIȘANI",263,PEŞTIŞANI,81184,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:12:34",1318,1278,1,25,14,847,808,0,25,14,833,14,1400,553,501,5,139,76,4,50,7,5,24,5,17
20,GORJ,"ȘCOALA GIMNAZIALĂ PISCURI",267,PLOPŞORU,81264,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:28:55",1025,1009,1,7,8,724,709,0,7,8,706,18,1100,376,300,4,254,115,0,6,0,2,14,7,4
20,GORJ,"ŞCOALA GIMNAZIALĂ POCIOVALIŞTEA",85,"ORAŞ NOVACI",78258,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:54:20",1413,1372,2,26,13,913,873,1,26,13,868,45,1474,561,264,5,383,134,6,21,4,4,15,21,11
20,GORJ,"ŞCOALA GIMNAZIALĂ POJOGENI",101,"ORAŞ TÂRGU CĂRBUNEŞTI",78329,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:47:46",597,574,0,15,8,318,295,0,15,8,310,8,600,282,182,2,49,41,0,14,6,0,6,8,2
20,GORJ,"ŞCOALA GIMNAZIALĂ POMPILIU MARCEA",21,"MUNICIPIUL TÂRGU JIU",77812,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:50:38",1612,1602,4,6,0,659,653,0,6,0,655,4,1800,1141,244,8,164,88,3,44,46,6,25,15,12
20,GORJ,"ŞCOALA GIMNAZIALĂ POMPILIU MARCEA",20,"MUNICIPIUL TÂRGU JIU",77812,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-14 16:03:45",1554,1547,0,7,0,561,554,0,7,0,549,12,1700,1139,193,4,149,66,3,41,36,6,36,7,8
20,GORJ,"ŞCOALA GIMNAZIALĂ PRIGORIA",272,PRIGORIA,81415,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:07:29",342,323,0,17,2,225,206,0,17,2,218,7,400,175,78,1,112,19,1,5,0,0,0,1,1
20,GORJ,"ŞCOALA GIMNAZIALĂ PROF. NICOLAE CARANDA",221,GLOGOVA,80365,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 23:04:06",574,540,0,14,20,401,367,0,14,20,386,15,600,199,246,3,46,66,0,7,5,1,9,1,2
20,GORJ,"ȘCOALA GIMNAZIALĂ RACI",257,NEGOMIR,80980,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 00:50:48",799,782,0,8,9,551,534,0,8,9,540,11,845,294,357,0,87,81,0,7,0,1,7,0,0
20,GORJ,"ȘCOALA GIMNAZIALĂ SĂULEȘTI",291,SĂULEŞTI,81816,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:40:51",1275,1185,1,58,31,884,795,0,58,31,842,42,1300,416,624,6,74,84,2,8,1,4,21,7,11
20,GORJ,"ŞCOALA GIMNAZIALĂ SFÂNTU NICOLAE",41,"MUNICIPIUL TÂRGU JIU",77812,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:32:01",1166,1147,0,7,12,588,569,0,7,12,574,14,1300,712,203,5,162,54,7,38,55,8,22,9,11
20,GORJ,"ŞCOALA GIMNAZIALĂ SFÂNTU NICOLAE",40,"MUNICIPIUL TÂRGU JIU",77812,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-14 17:32:59",732,705,1,7,19,338,312,0,7,19,325,13,800,462,128,2,86,34,2,8,32,5,13,7,8
20,GORJ,"ŞCOALA GIMNAZIALĂ SFÂNTU NICOLAE",39,"MUNICIPIUL TÂRGU JIU",77812,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:26:56",1507,1481,16,10,0,752,742,0,10,0,730,22,1600,848,327,11,194,48,3,42,67,7,20,4,7
20,GORJ,"ŞCOALA GIMNAZIALĂ VOIEVOD LITOVOI",50,"MUNICIPIUL TÂRGU JIU",77812,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:44:30",1635,1629,2,4,0,920,916,0,4,0,894,26,1800,880,445,7,208,67,10,46,56,4,36,8,7
20,GORJ,"ŞCOALA GIMNAZIALĂ VOIEVOD LITOVOI",49,"MUNICIPIUL TÂRGU JIU",77812,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:02:29",1546,1538,2,6,0,733,727,0,6,0,709,24,1700,967,273,6,173,74,4,45,78,5,32,10,9
20,GORJ,"ŞCOALA GIMNAZIALĂ VOIEVOD LITOVOI",52,"MUNICIPIUL TÂRGU JIU",77812,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-14 18:44:41",1354,1344,3,7,0,679,672,0,7,0,654,25,1500,821,227,2,209,74,5,28,50,6,27,11,15
20,GORJ,"ŞCOALA GIMNAZIALĂ VOIEVOD LITOVOI",51,"MUNICIPIUL TÂRGU JIU",77812,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-14 19:20:38",1470,1467,0,3,0,650,647,0,3,0,626,24,1600,950,250,10,161,81,3,28,33,6,38,8,8
20,GORJ,"ŞCOALA HORĂŞTI",69,"MUNICIPIUL MOTRU",78141,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:55:17",373,354,0,7,12,230,211,0,7,12,222,8,400,170,62,2,104,43,0,3,0,0,4,4,0
20,GORJ,"ŞCOALA LEURDA",70,"MUNICIPIUL MOTRU",78141,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:40:58",614,609,0,5,0,344,339,0,5,0,327,17,800,456,146,3,123,33,1,6,2,2,5,1,5
20,GORJ,"ȘCOALA PÎRÎU DE VALE",226,GODINEŞTI,80427,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 12:36:18",173,164,0,8,1,105,96,0,8,1,99,6,195,90,58,10,15,6,0,5,0,2,0,2,1
20,GORJ,"ȘCOALA PRIMARÂ ALBENI",123,ALBENI,78472,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 22:01:45",816,797,1,15,3,448,430,0,15,3,414,34,900,452,124,2,216,38,1,5,0,0,15,9,4
20,GORJ,"ȘCOALA PRIMARĂ ARTANU",256,NEGOMIR,80980,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 23:46:48",936,905,1,16,14,659,628,1,16,14,628,31,1000,341,360,7,117,105,3,16,1,0,14,0,5
20,GORJ,"ȘCOALA PRIMARĂ BĂDEȘTI",168,BRĂNEŞTI,79237,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:52:55",192,179,0,4,9,124,111,0,4,9,121,3,200,76,42,2,46,13,0,9,0,0,1,3,5
20,GORJ,"ŞCOALA PRIMARĂ BĂLĂCEŞTI",161,BOLBOŞI,79077,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:19:06",532,524,0,3,5,373,365,0,3,5,344,29,600,227,124,7,157,35,0,8,3,1,3,4,2
20,GORJ,"ȘCOALA PRIMARĂ BĂLANEȘTI",137,BĂLĂNEŞTI,78748,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 23:06:06",678,646,1,18,13,478,447,0,18,13,459,19,700,222,247,9,69,85,2,11,5,2,13,4,12
20,GORJ,"ŞCOALA PRIMARĂ BALOŞANI",308,STEJARI,82243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:59:24",429,376,0,45,8,322,269,0,45,8,313,9,400,78,192,0,18,90,0,8,0,0,2,3,0
20,GORJ,"ȘCOALA PRIMARĂ BIBEȘTI",292,SĂULEŞTI,81816,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:06:29",620,585,0,17,18,405,370,0,17,18,379,26,671,266,284,1,23,37,5,9,1,0,12,3,4
20,GORJ,"ȘCOALA PRIMARÂ BOLBOCEȘTI",124,ALBENI,78472,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 22:16:50",420,406,1,2,11,286,273,0,2,11,271,15,500,214,72,4,148,20,0,18,0,0,7,1,1
20,GORJ,"ŞCOALA PRIMARĂ BOLBOŞI",160,BOLBOŞI,79077,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 15:19:58",895,875,0,9,11,629,609,0,9,11,596,33,1000,371,337,20,171,36,0,16,1,0,12,3,0
20,GORJ,"ȘCOALA PRIMARĂ BRĂDICENI",264,PEŞTIŞANI,81184,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 09:31:44",508,504,0,4,0,335,331,0,4,0,330,5,610,275,163,2,110,34,0,11,3,0,5,1,1
20,GORJ,"ȘCOALA PRIMARĂ BRĂNEȘTI",167,BRĂNEŞTI,79237,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:10:29",571,546,0,15,10,394,369,0,15,10,363,31,600,206,145,3,166,34,0,8,0,2,0,3,2
20,GORJ,"ŞCOALA PRIMARĂ BRĂTUIA",205,DĂNEŞTI,80123,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 19:01:05",803,731,0,53,19,595,523,0,53,19,542,53,800,205,343,3,51,117,1,2,10,4,7,0,4
20,GORJ,"ȘCOALA PRIMARĂ BROȘTENI",266,PLOPŞORU,81264,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:29:04",808,795,1,0,12,538,526,0,0,12,506,32,900,362,196,5,161,103,0,18,0,0,11,9,3
20,GORJ,"ŞCOALA PRIMARĂ BULBUCENI",180,CĂPRENI,79497,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:56:34",368,362,0,2,4,221,215,0,2,4,211,10,400,179,82,0,27,88,0,13,0,0,0,1,0
20,GORJ,"ȘCOALA PRIMARĂ BUMBEȘTI-JIU",79,"ORAŞ BUMBEŞTI-JIU",79308,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:08:25",851,835,3,10,3,494,480,1,10,3,476,18,900,406,283,2,58,59,3,22,5,22,9,8,5
20,GORJ,"ŞCOALA PRIMARĂ CĂPRENI DE SUS",181,CĂPRENI,79497,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:28:40",500,481,0,9,10,276,257,0,9,10,258,18,573,297,133,0,9,92,0,12,0,2,5,2,3
20,GORJ,"ŞCOALA PRIMARĂ CHICIORA",324,ŢÂNŢĂRENI,82680,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:19:49",257,246,0,11,0,129,118,0,11,0,122,7,300,171,88,1,22,5,0,2,1,0,1,1,1
20,GORJ,"ŞCOALA PRIMARĂ CÎLNICU DE SUS",187,CÂLNIC,79736,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 17:53:52",698,670,1,18,9,414,387,0,18,9,404,10,700,286,68,6,170,120,1,0,2,0,14,20,3
20,GORJ,"ȘCOALA PRIMARĂ CIOCADIA",156,BENGEŞTI-CIOCADIA,78873,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:51:25",718,704,1,12,1,413,400,0,12,1,392,21,800,387,211,5,92,54,0,8,2,1,7,4,8
20,GORJ,"ŞCOALA PRIMARĂ COCORENI",149,BÂLTENI,79004,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:45:54",1058,1047,0,8,3,615,604,0,8,3,587,28,1200,585,194,7,145,179,0,35,1,2,11,10,3
20,GORJ,"ŞCOALA PRIMARĂ COCOROVA",318,TURBUREA,82555,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:28:42",366,356,0,3,7,192,182,0,3,7,187,5,400,208,117,2,27,19,0,12,0,3,4,2,1
20,GORJ,"ŞCOALA PRIMARĂ COJANI",99,"ORAŞ TÂRGU CĂRBUNEŞTI",78329,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 10:52:06",368,352,1,9,6,228,212,1,9,6,220,8,400,172,117,6,48,29,0,4,1,0,11,4,0
20,GORJ,"ŞCOALA PRIMARĂ COPĂCIOASA",299,SCOARŢA,81861,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 13:06:20",766,725,1,30,10,487,447,0,30,10,473,14,800,313,272,1,124,32,1,13,4,0,11,13,2
20,GORJ,"ŞCOALA PRIMARĂ COSTEȘTI",129,ANINOASA,78604,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 19:08:46",805,763,1,30,11,572,531,0,30,11,552,20,900,328,240,1,181,98,0,18,3,0,5,5,1
20,GORJ,"ŞCOALA PRIMARĂ CROICI",251,MĂTĂSARI,80846,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:53:20",263,249,0,5,9,151,137,0,5,9,145,6,300,149,86,1,19,19,0,17,0,0,1,0,2
20,GORJ,"ȘCOALA PRIMARĂ CRUȘEȚ",198,CRUŞEŢ,79932,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:30:16",1397,1323,2,47,25,888,816,0,47,25,845,43,1500,612,675,4,48,86,0,10,0,0,18,1,3
20,GORJ,"ȘCOALA PRIMARĂ CU CLASELE I - IV GORNĂCEL",295,SCHELA,81987,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:44:35",463,457,0,6,0,322,316,0,6,0,305,17,529,207,145,2,91,33,1,5,2,7,7,11,1
20,GORJ,"ŞCOALA PRIMARĂ DĂNEȘTI",204,DĂNEŞTI,80123,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:43:24",1179,1136,1,35,7,760,718,0,35,7,737,23,1300,540,427,6,125,63,2,41,37,6,20,5,5
20,GORJ,"ȘCOALA PRIMARĂ DEALU VIILOR",182,CĂTUNELE,79585,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:40:03",500,499,1,0,0,347,347,0,0,0,332,15,500,153,181,1,39,60,0,33,2,2,11,0,3
20,GORJ,"ȘCOALA PRIMARĂ DINKĂ SKELERU",148,BÂLTENI,79004,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 17:35:29",1580,1566,2,6,6,875,863,0,6,6,830,45,1700,825,266,6,229,247,2,45,4,5,18,5,3
20,GORJ,"ŞCOALA PRIMARĂ DIN LOCALITATEA COMPONENTĂ DRĂGOENI",55,"MUNICIPIUL TÂRGU JIU",77812,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-14 19:25:23",1579,1571,3,5,0,743,738,0,5,0,723,20,1800,1057,254,4,195,79,2,47,86,5,34,9,8
20,GORJ,"ȘCOALA PRIMARĂ DIN LOCALITATEA COMPONENTĂ ROMANEȘTI",57,"MUNICIPIUL TÂRGU JIU",77812,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-14 19:36:31",814,808,2,4,0,385,382,0,3,0,373,12,900,515,151,4,102,40,0,18,32,2,10,11,3
20,GORJ,"ŞCOALA PRIMARĂ DRĂGOIEŞTI",196,CRASNA,79834,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:04:44",1032,994,2,29,7,668,630,2,29,7,656,12,1100,432,298,5,133,157,2,20,6,9,12,6,8
20,GORJ,"ŞCOALA PRIMARĂ FĂRCĂŞEŞTI",215,FĂRCĂŞEŞTI,80285,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:11:37",623,583,0,22,18,449,409,0,22,18,427,22,611,162,108,1,199,67,0,19,0,1,17,6,9
20,GORJ,"ȘCOALA PRIMARĂ FLOREȘTI NR. 2",325,ŢÂNŢĂRENI,82680,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 10:55:18",995,974,0,14,7,642,621,0,14,7,619,23,1100,458,434,3,101,40,0,19,0,1,20,0,1
20,GORJ,"ȘCOALA PRIMARĂ GILORTU",170,BRĂNEŞTI,79237,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 21:17:15",498,478,0,4,16,328,308,0,4,16,305,23,507,179,143,5,115,13,1,15,0,2,3,4,4
20,GORJ,"ȘCOALA PRIMARĂ GLODENI",138,BĂLĂNEŞTI,78748,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 23:11:41",640,619,0,10,11,435,414,0,10,11,411,24,736,301,284,8,33,49,1,18,1,0,9,5,3
20,GORJ,"ŞCOALA PRIMARĂ HĂLĂNGEȘTI",201,DĂNCIULEŞTI,80043,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:02:51",704,619,0,64,21,469,384,0,64,21,443,26,700,231,242,4,133,34,0,14,1,1,10,1,3
20,GORJ,"ŞCOALA PRIMARĂ HODOREASCA",188,CÂLNIC,79736,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:26:33",334,314,0,18,2,229,209,0,18,2,221,8,400,171,54,2,103,44,0,2,2,1,2,10,1
20,GORJ,"ȘCOALA PRIMARĂ IAȘI-GORJ",212,DRĂGUŢEŞTI,78016,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:39:58",876,827,0,39,10,641,592,0,39,10,598,43,900,259,412,8,78,62,1,13,1,8,11,2,2
20,GORJ,"ȘCOALA PRIMARĂ ILIEȘTI",231,IONEŞTI,80560,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 22:28:38",452,424,0,9,19,347,319,0,9,19,308,39,500,153,170,3,82,35,0,10,0,1,6,0,1
20,GORJ,"ȘCOALA PRIMARĂ ”ÎNVĂȚĂTOR GRIGORE MAGHERESCU”",290,SĂCELU,81754,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:44:49",468,443,1,21,3,361,337,0,21,3,341,20,462,101,126,3,117,53,1,20,2,6,8,1,4
20,GORJ,"ŞCOALA PRIMARĂ LARGA",254,MUŞETEŞTI,80908,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 21:10:24",475,453,1,10,11,367,346,0,10,11,356,11,529,162,194,4,79,33,1,14,25,0,4,1,1
20,GORJ,"ŞCOALA PRIMARĂ LARGA",288,SAMARINEŞTI,81656,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:34:25",367,322,0,40,5,283,238,0,40,5,272,11,348,65,41,6,204,17,0,0,0,0,1,2,1
20,GORJ,"ŞCOALA PRIMARĂ LICURICI",239,LICURICI,80711,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 14:56:43",630,582,0,20,28,402,354,0,20,28,385,17,700,298,88,2,201,77,0,3,0,1,8,3,2
20,GORJ,"ȘCOALA PRIMARĂ MĂRU",245,LOGREŞTI,80766,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:39:06",284,265,0,16,3,191,172,0,16,3,178,13,300,109,82,7,44,35,1,1,0,0,1,6,1
20,GORJ,"ȘCOALA PRIMARĂ MOȘTENI",244,LOGREŞTI,80766,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:31:33",461,445,0,14,2,305,289,0,14,2,282,23,500,195,153,6,48,34,3,4,0,0,9,21,4
20,GORJ,"ŞCOALA PRIMARĂ NR.1 BUDUHALA",314,TELEŞTI,82396,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:18:19",715,680,0,15,20,405,370,0,15,20,397,8,738,333,275,6,56,45,1,4,1,0,4,2,3
20,GORJ,"ŞCOALA PRIMARĂ NR 1 VLADIMIR",333,VLADIMIR,82831,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:59:16",845,791,0,28,26,570,516,0,28,26,537,33,900,330,249,7,65,154,1,33,2,0,18,8,0
