precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA NAȚIONAL CREȘTINĂ-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","PARTIDUL VERDE-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL ROMÂNIA MARE-voturi"
20,GORJ,"CĂMINUL CULTURAL BOBU",297,SCOARŢA,81861,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:17:25",998,950,2,32,14,620,573,1,32,14,581,39,1000,380,337,5,142,43,2,26,6,2,12,3,3
20,GORJ,"CĂMINUL CULTURAL BRĂDET",250,MĂTĂSARI,80846,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:00:39",678,650,0,11,17,455,427,0,11,17,437,18,700,245,143,2,119,58,1,97,4,2,8,1,2
20,GORJ,"CĂMINUL CULTURAL BUDIENI",298,SCOARŢA,81861,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 12:57:14",671,609,0,46,16,448,386,0,46,16,429,19,700,252,281,3,66,41,1,18,3,2,7,5,2
20,GORJ,"CĂMINUL CULTURAL BUMBEŞTI-PIŢIC",171,BUMBEŞTI-PIŢIC,79362,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 20:15:21",1033,964,1,41,27,701,632,1,41,27,662,39,1100,399,361,6,188,44,1,27,5,1,15,5,9
20,GORJ,"CĂMINUL CULTURAL CĂRPINIŞ",195,CRASNA,79834,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 18:09:52",1555,1506,1,33,15,993,945,0,33,15,965,28,1700,707,461,8,172,187,8,75,8,7,21,5,13
20,GORJ,"CĂMINUL CULTURAL CÎLNIC",186,CÂLNIC,79736,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:59:34",717,676,1,30,10,519,479,0,30,10,506,13,710,191,101,3,235,117,2,10,2,2,8,22,4
20,GORJ,"CĂMINUL CULTURAL CIUPERCENI",190,CIUPERCENI,79656,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:21:28",429,392,2,27,8,315,279,1,27,8,309,6,450,135,137,5,129,18,5,4,2,0,8,1,0
20,GORJ,"CĂMINUL CULTURAL COVRIGI",331,VĂGIULEŞTI,82779,5,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 11:50:43",933,883,0,15,35,653,603,0,15,35,623,30,981,328,223,8,135,231,1,13,3,0,6,0,3
20,GORJ,"CĂMINUL CULTURAL DOBRIŢA",284,RUNCU,81576,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:30:32",835,774,1,30,30,561,502,0,30,29,550,11,900,339,426,3,36,44,2,11,2,2,6,10,8
20,GORJ,"CĂMINUL CULTURAL DUMBRĂVENI",197,CRASNA,79834,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:55:52",675,661,2,5,7,401,387,2,5,7,386,15,773,372,226,1,49,82,0,11,0,4,7,2,4
20,GORJ,"CĂMINUL CULTURAL FRĂTEȘTI",237,LELEŞTI,80677,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 10:08:12",329,290,0,39,0,256,217,0,39,0,250,6,300,44,173,0,33,27,1,5,3,0,4,2,2
20,GORJ,"CĂMINUL CULTURAL „IZVORUL”",278,"ROŞIA DE AMARADIA",81497,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 12:16:20",1114,1081,0,12,21,747,714,0,12,21,725,22,1200,453,154,11,498,46,0,4,1,0,2,9,0
20,GORJ,"CĂMINUL CULTURAL LUPOAIA",183,CĂTUNELE,79585,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:07:42",741,729,0,11,1,505,493,0,11,1,492,13,800,295,253,2,104,78,1,20,3,1,23,2,5
20,GORJ,"CĂMINUL CULTURAL MĂIAG",199,CRUŞEŢ,79932,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 15:05:15",648,615,0,14,19,387,354,0,14,19,371,16,700,313,298,1,34,25,0,5,0,0,4,3,1
20,GORJ,"CĂMINUL CULTURAL ”MIHAI EMINESCU”",208,DRĂGOTEŞTI,80249,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:18:59",913,888,0,3,22,582,557,0,3,22,570,12,1000,418,325,1,74,93,2,27,10,3,20,4,11
20,GORJ,"CĂMINUL CULTURAL PÂRÂU VIU",159,BERLEŞTI,78926,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:43:45",607,573,1,25,8,407,374,0,25,8,382,25,604,197,88,8,245,17,0,3,1,0,5,15,0
20,GORJ,"CĂMINUL CULTURAL PEŞTEANA-VULCAN",191,CIUPERCENI,79656,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 14:11:03",283,238,0,36,9,208,163,0,36,9,203,5,300,92,64,3,86,9,18,4,5,0,12,1,1
20,GORJ,"CĂMINUL CULTURAL POMPILIU MARCEA",296,SCOARŢA,81861,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:20:28",775,712,0,43,20,477,417,0,43,17,462,15,800,323,246,6,127,42,0,17,6,2,10,1,5
20,GORJ,"CĂMINUL CULTURAL SCRADA",157,BERLEŞTI,78926,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:42:08",483,477,0,6,0,312,306,0,6,0,291,21,500,188,74,8,166,27,0,8,0,0,2,4,2
20,GORJ,"CĂMINUL CULTURAL SLĂVUȚA",200,CRUŞEŢ,79932,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:58:57",515,485,1,22,7,324,294,1,22,7,311,13,501,177,183,4,81,22,1,15,0,0,3,2,0
20,GORJ,"CĂMINUL CULTURAL SUSENI",285,RUNCU,81576,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 21:45:56",272,244,1,12,15,159,132,0,12,15,152,7,300,141,118,1,11,13,0,1,2,2,4,0,0
20,GORJ,"CĂMINUL CULTURAL VALEA MARE",286,RUNCU,81576,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 00:01:15",691,655,1,25,10,471,436,0,25,10,452,19,764,293,351,0,30,56,0,1,1,0,9,2,2
20,GORJ,"CĂMINUL CULTURAL VÂRTOPU",193,CIUPERCENI,79656,5,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 14:29:31",333,324,0,7,2,250,241,0,7,2,237,13,348,98,90,9,89,11,2,15,10,2,6,3,0
20,GORJ,"CASA DE CULTURĂ MOTRU",61,"MUNICIPIUL MOTRU",78141,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 17:10:02",1541,1521,1,17,2,725,706,0,17,2,696,29,1800,1075,287,3,228,86,1,40,11,12,15,6,7
20,GORJ,"CENTRUL CULTURAL ”GH.ZAMFIR”",307,STEJARI,82243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:11:43",935,807,0,112,16,691,563,0,112,16,665,26,900,209,301,3,47,293,1,8,6,1,1,2,2
20,GORJ,"CLĂDIREA DE LÂNGĂ SEDIUL PRIMĂRIEI COMUNEI TELEŞTI - SALA DE ŞEDINŢE A CONSILIULUI LOCAL TELEŞTI",312,TELEŞTI,82396,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:05:49",549,513,3,22,11,368,335,0,22,11,362,6,600,232,194,6,69,62,1,11,5,0,8,0,6
20,GORJ,"CLUBUL PENSIONARILOR",249,MĂTĂSARI,80846,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 13:41:39",499,480,1,7,11,295,277,0,7,11,286,9,595,300,135,76,31,1,23,9,5,5,1,0,0
20,GORJ,"COLEGIUL ECONOMIC VIRGIL MADGEARU",32,"MUNICIPIUL TÂRGU JIU",77812,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-14 20:00:21",1517,1501,11,5,0,766,761,0,5,0,754,12,1600,834,269,6,220,71,17,48,57,5,41,11,9
20,GORJ,"COLEGIUL ECONOMIC VIRGIL MADGEARU",33,"MUNICIPIUL TÂRGU JIU",77812,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:52:09",1278,1261,10,7,0,636,629,0,7,0,624,12,1400,764,207,6,187,64,8,52,60,7,17,5,11
20,GORJ,"COLEGIUL ECONOMIC VIRGIL MADGEARU",31,"MUNICIPIUL TÂRGU JIU",77812,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-14 19:47:28",1662,1652,2,8,0,786,778,0,8,0,757,21,1800,1014,268,7,233,73,4,28,74,4,47,7,12
20,GORJ,"COLEGIUL ”GHEORGHE TĂTĂRESCU” ROVINARI",90,"ORAŞ ROVINARI",82895,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 12:52:37",1274,1254,2,11,7,522,504,0,11,7,496,26,1400,878,94,5,251,93,0,10,3,6,20,8,6
20,GORJ,"COLEGIUL ”GHEORGHE TĂTĂRESCU” ROVINARI",91,"ORAŞ ROVINARI",82895,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 11:51:35",1119,1106,1,12,0,520,508,0,12,0,502,18,1200,680,90,6,240,93,2,14,11,2,25,15,4
20,GORJ,"COLEGIUL NAŢIONAL ECATERINA TEODOROIU",27,"MUNICIPIUL TÂRGU JIU",77812,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-14 20:27:59",1460,1451,4,5,0,555,550,0,5,0,522,15,1600,1045,198,3,158,50,5,38,39,3,13,8,7
20,GORJ,"COLEGIUL NAŢIONAL ECATERINA TEODOROIU",28,"MUNICIPIUL TÂRGU JIU",77812,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:27:44",1361,1355,1,4,1,555,550,0,4,1,541,14,1500,945,244,3,125,57,4,46,24,4,12,4,18
20,GORJ,"COLEGIUL NAȚIONAL ECATERINA TEODOROIU",26,"MUNICIPIUL TÂRGU JIU",77812,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:04:03",1368,1361,0,7,0,569,562,0,7,0,556,13,1500,931,235,6,157,49,6,38,24,8,14,4,15
20,GORJ,"COLEGIUL NAŢIONAL GEORGE COŞBUC MOTRU",62,"MUNICIPIUL MOTRU",78141,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:28:21",1422,1402,3,15,2,602,585,0,15,2,585,17,1500,898,245,3,199,86,1,15,6,1,17,4,8
20,GORJ,"COLEGIUL NAŢIONAL SPIRU HARET",13,"MUNICIPIUL TÂRGU JIU",77812,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:34:05",1037,1031,0,6,0,492,486,0,6,0,475,17,1200,708,196,8,111,71,3,21,32,1,21,4,7
20,GORJ,"COLEGIUL NAŢIONAL SPIRU HARET",12,"MUNICIPIUL TÂRGU JIU",77812,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:34:58",1275,1266,2,7,0,561,554,0,7,0,541,20,1400,839,210,9,135,72,3,24,50,1,22,6,9
20,GORJ,"COLEGIUL NAŢIONAL SPIRU HARET",10,"MUNICIPIUL TÂRGU JIU",77812,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:53:49",938,933,0,5,0,461,456,0,5,0,446,15,1100,639,172,2,125,37,5,40,32,5,17,2,9
20,GORJ,"COLEGIUL NAŢIONAL SPIRU HARET",11,"MUNICIPIUL TÂRGU JIU",77812,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:53:30",1407,1403,0,4,0,588,584,0,4,0,568,20,1600,1012,213,3,156,62,4,36,51,2,22,6,13
20,GORJ,"COLEGIUL NAȚIONAL SPIRU HARET",9,"MUNICIPIUL TÂRGU JIU",77812,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:14:47",1029,1020,0,9,0,468,459,0,9,0,451,17,1200,732,177,3,120,46,5,38,42,7,10,0,3
20,GORJ,"COLEGIUL NAȚIONAL TUDOR VLADIMIRESCU",3,"MUNICIPIUL TÂRGU JIU",77812,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-14 15:27:37",1155,1143,1,8,3,563,552,0,8,3,548,15,1300,737,224,4,168,42,16,49,22,2,7,5,9
20,GORJ,"COLEGIUL NAȚIONAL TUDOR VLADIMIRESCU",2,"MUNICIPIUL TÂRGU JIU",77812,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-14 17:00:06",1046,1031,1,6,8,547,533,0,6,8,534,13,1200,653,222,4,147,42,7,54,36,4,7,4,7
20,GORJ,"COLEGIUL TEHNIC GENERAL GHEORGHE MAGHERU",46,"MUNICIPIUL TÂRGU JIU",77812,5,PROV,PRCNCT,CJ,CJ_SV,"2024-06-14 21:10:04",1744,1725,9,10,0,703,693,0,10,0,675,15,2000,1297,241,4,197,90,8,32,61,3,20,11,8
20,GORJ,"COLEGIUL TEHNIC GENERAL GHEORGHE MAGHERU",45,"MUNICIPIUL TÂRGU JIU",77812,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-14 18:25:33",1667,1660,0,7,0,599,592,0,7,0,592,7,1800,1201,247,4,129,92,4,23,45,6,23,8,11
20,GORJ,"COLEGIUL TEHNIC HENRI COANDĂ",53,"MUNICIPIUL TÂRGU JIU",77812,5,PROV,PRCNCT,CJ,CJ_SV,"2024-06-14 18:00:39",784,767,3,14,0,375,361,0,14,0,352,23,900,525,145,6,91,48,2,0,32,4,12,4,8
20,GORJ,"COLEGIUL TEHNIC ION MINCU",43,"MUNICIPIUL TÂRGU JIU",77812,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-14 19:27:34",1249,1242,0,7,0,521,514,0,7,0,506,15,1400,879,207,5,111,74,4,20,49,5,23,1,7
20,GORJ,"COLEGIUL TEHNIC ION MINCU",44,"MUNICIPIUL TÂRGU JIU",77812,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-14 18:10:00",1118,1111,2,5,0,475,470,0,5,0,465,10,1300,825,193,1,123,47,1,26,37,5,19,5,8
20,GORJ,"COLEGIUL TEHNIC MOTRU",60,"MUNICIPIUL MOTRU",78141,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 17:23:31",899,891,0,7,1,464,456,0,7,1,448,16,1000,536,186,2,162,62,1,14,0,1,15,3,2
20,GORJ,"COLEGIUL TEHNIC NR.2",6,"MUNICIPIUL TÂRGU JIU",77812,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-14 18:38:31",1307,1297,4,6,0,590,584,0,6,0,575,15,1500,910,229,7,163,44,4,43,32,5,22,11,15
20,GORJ,"COLEGIU NAŢIONAL TUDOR ARGHEZI",97,"ORAŞ TÂRGU CĂRBUNEŞTI",78329,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:45:06",1500,1474,2,16,8,796,771,1,16,8,751,45,1600,804,454,11,143,94,0,28,4,1,6,4,6
20,GORJ,"FOSTA ŞCOALĂ GENERALĂ CU CLASELE I - VIII SCHELA",294,SCHELA,81987,5,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 14:02:14",489,473,0,11,5,343,327,0,11,5,315,28,500,157,147,2,119,26,0,1,0,1,10,5,4
20,GORJ,"FOSTA ŞCOALA PRIMARĂ SÎMBOTIN",293,SCHELA,81987,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:36:25",490,469,0,20,1,387,366,0,20,1,376,11,500,113,146,4,131,56,0,7,1,0,9,19,3
20,GORJ,"GRĂDINIŢA BERCEŞTI",84,"ORAŞ NOVACI",78258,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:53:02",519,509,2,2,6,367,358,1,2,6,357,10,600,233,131,4,155,37,0,15,0,2,8,1,4
20,GORJ,"GRĂDINIȚA BUMBEȘTI-JIU",75,"ORAŞ BUMBEŞTI-JIU",79308,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:54:30",1013,1008,2,3,0,431,428,0,3,0,406,25,1200,769,162,5,77,69,4,28,15,17,14,7,8
20,GORJ,"GRĂDINIŢA CÂRLIGEI",172,BUMBEŞTI-PIŢIC,79362,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:38:50",190,158,0,28,4,130,98,0,28,4,121,9,200,70,74,3,29,8,0,1,0,0,3,2,1
20,GORJ,"GRĂDINIȚA CARTIER VÎRȚ",94,"ORAŞ ROVINARI",82895,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 12:31:34",581,565,0,11,5,389,373,0,11,5,371,18,624,235,85,1,193,55,0,16,2,2,11,3,3
20,GORJ,"GRĂDINIŢA CATOLICĂ MOTRU",65,"MUNICIPIUL MOTRU",78141,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:04:42",1471,1463,3,5,0,668,662,1,5,0,649,19,1700,1032,247,7,210,121,1,20,5,2,25,4,7
20,GORJ,"GRĂDINIŢA CREŞĂ NR.1 MOTRU",66,"MUNICIPIUL MOTRU",78141,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:32:35",1582,1565,0,11,6,723,706,0,11,6,698,25,1800,1077,319,4,220,97,3,19,7,5,17,2,5
20,GORJ,"GRĂDINIȚA CU PROGRAM NORMAL TISMANA",104,"ORAŞ TISMANA",82430,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 10:50:38",723,715,0,4,4,463,455,0,4,4,458,5,800,337,249,5,117,53,3,24,0,0,4,0,3
20,GORJ,"GRĂDINIȚA CU PROGRAM NORMAL TISMANA",105,"ORAŞ TISMANA",82430,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 11:29:33",1044,1034,2,5,3,661,653,0,5,3,645,16,1100,439,391,8,100,102,1,13,1,0,20,6,3
20,GORJ,"GRĂDINIȚA GURA ȘUȘIȚEI",230,IONEŞTI,80560,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 22:13:24",517,475,0,21,21,375,333,0,21,21,362,13,529,154,187,2,119,28,0,7,0,0,15,1,3
20,GORJ,"GRĂDINIŢA HOTĂROASA",328,URDARI,82733,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:14:17",440,429,0,8,3,302,291,0,8,3,277,25,500,198,104,2,127,26,0,14,2,1,1,0,0
20,GORJ,"GRĂDINIŢA MĂTĂSARI",247,MĂTĂSARI,80846,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:26:45",1007,991,2,9,5,430,416,0,9,5,409,21,1100,670,173,4,102,42,1,50,6,2,26,2,1
20,GORJ,"GRĂDINIŢA MĂTĂSARI",248,MĂTĂSARI,80846,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 12:43:04",1497,1478,0,16,3,639,620,0,16,3,616,23,1600,961,250,5,136,80,5,89,9,1,29,4,8
20,GORJ,"GRĂDINIȚA NR. 2 TUNȘI",118,"ORAŞ ŢICLENI",78454,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 14:50:03",761,753,0,3,5,542,534,0,3,5,520,22,800,258,247,5,91,84,2,66,3,0,17,2,3
20,GORJ,"GRĂDINIȚA NR. 3 RĂȘINA",121,"ORAŞ ŢICLENI",78454,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 15:18:50",1148,1137,2,3,6,658,649,0,3,6,634,24,1280,622,325,6,187,53,1,41,1,1,12,4,3
20,GORJ,"GRĂDINIŢA NR. 3 ROVINARI",92,"ORAŞ ROVINARI",82895,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 12:10:09",1245,1237,1,7,0,572,565,0,7,0,552,20,1400,828,81,5,255,103,0,31,4,6,37,22,8
20,GORJ,"GRĂDINIȚA NR. 3 ROVINARI",93,"ORAŞ ROVINARI",82895,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 12:22:47",1156,1140,1,14,1,485,470,0,14,1,471,14,1300,815,84,1,218,99,0,18,3,3,29,9,7
20,GORJ,"GRĂDINIȚA PEȘTEANA DE JOS",216,FĂRCĂŞEŞTI,80285,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:46:00",698,642,0,39,17,534,478,0,39,17,498,36,700,166,84,0,313,59,1,24,2,0,6,4,5
20,GORJ,"GRĂDINIȚA ȘITOAIA",281,"ROŞIA DE AMARADIA",81497,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 12:52:10",279,267,0,5,7,170,158,0,5,7,165,5,300,130,26,1,120,5,0,5,0,0,2,5,1
20,GORJ,"GRĂDINIȚA VALEA PERILOR",185,CĂTUNELE,79585,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:38:07",552,547,0,5,0,363,358,0,5,0,352,11,629,266,206,7,59,52,0,14,0,0,11,3,0
20,GORJ,"IMOBIL NR.42",56,"MUNICIPIUL TÂRGU JIU",77812,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:47:10",736,726,4,5,1,347,341,0,5,1,339,8,800,453,134,4,98,41,3,10,26,3,13,4,3
20,GORJ,"LICEUL CU PROGRAM SPORTIV",30,"MUNICIPIUL TÂRGU JIU",77812,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:42:09",889,886,0,3,0,382,379,0,3,0,373,9,1000,618,163,2,93,38,1,19,19,1,16,7,14
20,GORJ,"LICEUL CU PROGRAM SPORTIV",29,"MUNICIPIUL TÂRGU JIU",77812,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-14 21:13:25",1020,1015,1,4,0,455,451,0,4,0,445,10,1100,645,193,4,90,53,2,28,35,3,14,11,12
20,GORJ,"LICEUL DE ARTE CONSTANTIN BRĂILOIU",37,"MUNICIPIUL TÂRGU JIU",77812,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:40:52",1176,1171,2,3,0,529,526,0,3,0,504,25,1300,771,189,3,129,55,5,31,53,6,17,5,11
20,GORJ,"LICEUL DE ARTE CONSTANTIN BRĂILOIU",34,"MUNICIPIUL TÂRGU JIU",77812,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:03:18",1183,1176,1,6,0,566,560,0,6,0,547,19,1300,734,208,3,154,45,5,46,55,6,10,6,9
20,GORJ,"LICEUL DE ARTE CONSTANTIN BRĂILOIU",35,"MUNICIPIUL TÂRGU JIU",77812,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-14 16:45:28",1463,1454,1,8,0,714,706,0,8,0,693,21,1700,986,259,7,157,59,8,51,100,17,16,7,12
20,GORJ,"LICEUL DE ARTE CONSTANTIN BRĂILOIU",36,"MUNICIPIUL TÂRGU JIU",77812,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-14 18:30:06",1378,1370,0,8,0,577,569,0,8,0,535,42,1600,1023,280,3,157,27,2,21,33,1,8,0,3
