county_nce,county_name,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,g1.1,g1.2,g1.3,g4,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-1","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-1","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-2","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-1","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-2","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-faza-1","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-faza-2","ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi","ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-mandate-faza-1","ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-mandate-faza-2","CSORBA IOSIF-ANDREI-voturi","CSORBA IOSIF-ANDREI-mandate-faza-1","CSORBA IOSIF-ANDREI-mandate-faza-2","RÎPA IOAN-voturi","RÎPA IOAN-mandate-faza-1","RÎPA IOAN-mandate-faza-2","UNIUNEA UCRAINENILOR DIN ROMÂNIA-voturi","UNIUNEA UCRAINENILOR DIN ROMÂNIA-mandate-faza-1","UNIUNEA UCRAINENILOR DIN ROMÂNIA-mandate-faza-2","FORȚA DREPTEI-voturi","FORȚA DREPTEI-mandate-faza-1","FORȚA DREPTEI-mandate-faza-2","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-1","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-2","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-1","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-2","UNIUNEA SALVAȚI ROMÂNIA-voturi","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-1","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-2","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL ECOLOGIST ROMÂN-mandate-faza-1","PARTIDUL ECOLOGIST ROMÂN-mandate-faza-2","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL PRO ROMÂNIA-mandate-faza-1","PARTIDUL PRO ROMÂNIA-mandate-faza-2","DRAGOŞ ANA-ADRIANA-voturi","DRAGOŞ ANA-ADRIANA-mandate-faza-1","DRAGOŞ ANA-ADRIANA-mandate-faza-2","FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA-voturi","FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA-mandate-faza-1","FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA-mandate-faza-2","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-1","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-2","PARTIDUL VERDE-voturi","PARTIDUL VERDE-mandate-faza-1","PARTIDUL VERDE-mandate-faza-2","PARTIDUL LEGE EDUCAȚIE UNITATE-voturi","PARTIDUL LEGE EDUCAȚIE UNITATE-mandate-faza-1","PARTIDUL LEGE EDUCAȚIE UNITATE-mandate-faza-2","ALIANȚA ELECTORALĂ PNL - PRO ROMÂNIA-voturi","ALIANȚA ELECTORALĂ PNL - PRO ROMÂNIA-mandate-faza-1","ALIANȚA ELECTORALĂ PNL - PRO ROMÂNIA-mandate-faza-2","KŰRTI GÁBOR-voturi","KŰRTI GÁBOR-mandate-faza-1","KŰRTI GÁBOR-mandate-faza-2","PARTIDUL ALIANȚA RENAȘTEREA NAȚIONALĂ-voturi","PARTIDUL ALIANȚA RENAȘTEREA NAȚIONALĂ-mandate-faza-1","PARTIDUL ALIANȚA RENAȘTEREA NAȚIONALĂ-mandate-faza-2","ELEKES ALEXANDRU-voturi","ELEKES ALEXANDRU-mandate-faza-1","ELEKES ALEXANDRU-mandate-faza-2","ALIANȚA ELECTORALĂ PSD PNL-voturi","ALIANȚA ELECTORALĂ PSD PNL-mandate-faza-1","ALIANȚA ELECTORALĂ PSD PNL-mandate-faza-2","MOIŞ GHEORGHE-voturi","MOIŞ GHEORGHE-mandate-faza-1","MOIŞ GHEORGHE-mandate-faza-2","GAL NICOLAE-voturi","GAL NICOLAE-mandate-faza-1","GAL NICOLAE-mandate-faza-2","POP VASILE-voturi","POP VASILE-mandate-faza-1","POP VASILE-mandate-faza-2","SAS PETRU-ADRIAN-voturi","SAS PETRU-ADRIAN-mandate-faza-1","SAS PETRU-ADRIAN-mandate-faza-2","FORȚA CIVICĂ MAGHIARĂ - MAGYAR POLGÁRI ERŐ-voturi","FORȚA CIVICĂ MAGHIARĂ - MAGYAR POLGÁRI ERŐ-mandate-faza-1","FORȚA CIVICĂ MAGHIARĂ - MAGYAR POLGÁRI ERŐ-mandate-faza-2","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-1","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-2","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-mandate-faza-1","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-mandate-faza-2","CÂCĂU IOAN-voturi","CÂCĂU IOAN-mandate-faza-1","CÂCĂU IOAN-mandate-faza-2","KOVACS ŞTEFAN-voturi","KOVACS ŞTEFAN-mandate-faza-1","KOVACS ŞTEFAN-mandate-faza-2","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-mandate-faza-1","ALIANȚA DREAPTA UNITĂ USR - PMP-mandate-faza-2","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL PATRIOȚILOR-mandate-faza-1","PARTIDUL PATRIOȚILOR-mandate-faza-2","POMIAN EMIL-voturi","POMIAN EMIL-mandate-faza-1","POMIAN EMIL-mandate-faza-2","GYENES SZABOLCS-GÁBOR-voturi","GYENES SZABOLCS-GÁBOR-mandate-faza-1","GYENES SZABOLCS-GÁBOR-mandate-faza-2","PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU-MIHALACHE-voturi","PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU-MIHALACHE-mandate-faza-1","PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU-MIHALACHE-mandate-faza-2","SĂLĂGEAN GHEORGHE-VIOREL-voturi","SĂLĂGEAN GHEORGHE-VIOREL-mandate-faza-1","SĂLĂGEAN GHEORGHE-VIOREL-mandate-faza-2","BABAN DOREL-voturi","BABAN DOREL-mandate-faza-1","BABAN DOREL-mandate-faza-2","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-g8","SOLOMEŞ IACOB-voturi","SOLOMEŞ IACOB-mandate-faza-1","SOLOMEŞ IACOB-mandate-faza-2","UNIUNEA UCRAINENILOR DIN ROMÂNIA-mandate-g8","FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA-mandate-g8","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-faza-1","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-faza-2"
32,"SATU MARE",CĂLINEŞTI-OAŞ,137229,2,FINAL,UAT,CL,CL_CE,"2024-06-11 23:21:02",4245,4167,2,43,33,2313,2237,0,43,33,2202,111,4597,2284,110,154,176,140,687,4,1,0,0,0,370,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,1,0,195,1,0,110,0,1,398,2,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,189,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"SATU MARE",CĂMĂRZANA,137274,2,FINAL,UAT,CL,CL_CE,"2024-06-11 22:19:38",1982,1888,2,13,79,807,713,2,13,79,769,38,2156,1349,38,53,61,69,369,5,0,0,0,0,153,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,2,1,53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"SATU MARE",CĂMIN,179677,2,FINAL,UAT,CL,CL_CE,"2024-06-12 14:20:45",1138,1103,4,9,22,697,664,2,9,22,665,32,1236,539,33,46,53,73,66,0,1,0,0,0,0,0,0,262,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"SATU MARE",CĂPLENI,136553,2,FINAL,UAT,CL,CL_CE,"2024-06-12 14:27:01",2689,2622,5,4,58,1528,1466,0,4,58,1490,38,2900,1372,74,104,119,112,0,0,0,0,0,0,0,0,0,1286,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"SATU MARE",CĂUAŞ,137292,2,FINAL,UAT,CL,CL_CE,"2024-06-12 14:33:56",2025,1951,2,44,28,1290,1217,1,44,28,1240,50,2144,854,62,86,99,103,356,3,0,0,0,0,227,2,0,469,4,1,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,91,0,1,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"SATU MARE",CEHAL,137363,2,FINAL,UAT,CL,CL_CE,"2024-06-12 14:39:34",1286,1192,9,30,55,900,810,7,30,53,863,37,1326,426,43,60,69,92,0,0,0,0,0,0,0,0,0,206,2,0,0,0,0,0,0,0,0,0,0,0,0,0,112,1,0,34,0,0,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"SATU MARE",CERTEZE,137407,2,FINAL,UAT,CL,CL_CE,"2024-06-12 14:47:27",5016,4964,1,18,33,1925,1874,0,18,33,1799,126,5483,3558,89,125,143,102,518,5,0,0,0,0,172,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,1,0,59,0,0,270,2,1,56,0,0,43,0,0,0,0,0,0,0,0,0,0,0,95,0,1,147,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,26,0,0,81,0,0,105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"SATU MARE",CIUMEŞTI,179882,2,FINAL,UAT,CL,CL_CE,"2024-06-11 17:33:53",1130,1108,2,4,16,659,639,0,4,16,616,43,1225,566,30,43,49,66,0,0,0,0,0,0,22,0,0,369,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"SATU MARE",CRAIDOROLŢ,137443,2,FINAL,UAT,CL,CL_CE,"2024-06-12 14:57:49",1652,1611,6,29,6,998,960,3,29,6,889,109,1797,799,44,62,71,74,177,2,1,0,0,0,304,4,0,169,2,0,0,0,0,0,0,0,0,0,0,0,0,0,165,2,0,36,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"SATU MARE",CRUCIŞOR,137504,2,FINAL,UAT,CL,CL_CE,"2024-06-11 23:05:08",2127,1997,0,40,90,1517,1387,0,40,90,1434,83,2286,769,71,100,114,116,226,1,1,0,0,0,510,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,82,0,1,0,0,0,88,0,1,375,3,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"SATU MARE",CULCIU,137540,2,FINAL,UAT,CL,CL_CE,"2024-06-12 11:20:46",3367,3271,7,35,54,1885,1794,2,35,54,1810,75,3637,1752,90,126,144,137,340,2,0,0,0,0,358,2,1,952,6,1,0,0,0,0,0,0,0,0,0,0,0,0,131,0,1,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"SATU MARE",DOBA,137611,2,FINAL,UAT,CL,CL_CE,"2024-06-12 09:47:07",2469,2397,6,32,34,1388,1328,1,25,34,1315,73,2662,1274,65,92,105,98,574,5,1,0,0,0,244,2,0,247,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,1,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"SATU MARE",DOROLŢ,137675,2,FINAL,UAT,CL,CL_CE,"2024-06-11 23:13:20",3249,3156,15,11,67,1993,1914,1,11,67,1905,88,3572,1579,95,133,152,136,0,0,0,0,0,0,0,0,0,1780,13,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"SATU MARE",FOIENI,137728,2,FINAL,UAT,CL,CL_CE,"2024-06-12 15:07:40",1596,1590,2,4,0,972,968,0,4,0,952,20,1767,795,47,66,76,86,0,0,0,0,0,0,0,0,0,762,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"SATU MARE","GHERŢA MICĂ",137746,2,FINAL,UAT,CL,CL_CE,"2024-06-12 15:11:11",2934,2890,1,10,33,1103,1060,0,10,33,1010,93,3176,2073,50,70,80,73,256,3,1,0,0,0,322,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,3,1,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"SATU MARE",HALMEU,137764,2,FINAL,UAT,CL,CL_CE,"2024-06-11 20:19:24",4138,4039,8,45,46,1877,1784,2,45,46,1769,108,4499,2622,88,123,141,109,368,3,0,0,0,0,341,3,0,809,7,1,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,125,1,0,21,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"SATU MARE",HODOD,137844,2,FINAL,UAT,CL,CL_CE,"2024-06-12 15:18:03",2274,2183,1,26,64,1298,1208,0,26,64,1244,54,2464,1166,62,87,99,111,129,1,0,0,0,0,213,1,1,888,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"SATU MARE",HOMOROADE,137899,2,FINAL,UAT,CL,CL_CE,"2024-06-12 18:35:29",1433,1306,0,71,56,870,743,0,71,56,835,35,1490,620,41,58,66,75,172,2,0,0,0,0,421,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,1,1,0,0,0,118,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"SATU MARE",LAZURI,137960,2,FINAL,UAT,CL,CL_CE,"2024-06-12 15:27:33",5231,5164,4,20,43,2967,2904,0,20,43,2896,69,5743,2778,144,202,231,183,68,0,0,0,0,0,279,1,1,2468,13,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"SATU MARE","MEDIEŞU AURIT",138084,2,FINAL,UAT,CL,CL_CE,"2024-06-12 09:57:58",5527,5343,6,105,73,3215,3037,0,105,73,3083,132,5963,2748,154,215,246,194,1562,8,0,0,0,0,612,3,0,303,1,1,0,0,0,0,0,0,0,0,0,0,0,0,249,1,0,197,1,0,82,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"SATU MARE",MICULA,138164,2,FINAL,UAT,CL,CL_CE,"2024-06-12 01:05:08",3297,3226,4,4,63,1716,1649,0,4,63,1617,99,3612,1896,80,113,129,121,142,1,0,0,0,0,339,2,1,714,5,1,0,0,0,0,0,0,0,0,0,242,2,0,32,0,0,148,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"SATU MARE",MOFTIN,138208,2,FINAL,UAT,CL,CL_CE,"2024-06-12 15:36:17",3588,3487,10,51,40,2036,1943,2,51,40,1895,141,3885,1849,94,132,151,137,321,2,0,0,0,0,1003,7,0,265,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,1,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"SATU MARE","MUNICIPIUL CAREI",136526,2,FINAL,UAT,CL,CL_CE,"2024-06-13 12:41:01",19931,19739,40,123,29,8814,8661,2,123,28,8563,251,21905,13091,428,599,685,421,1522,3,1,0,0,0,1435,3,0,5058,12,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"SATU MARE","MUNICIPIUL SATU MARE",136483,2,FINAL,UAT,CL,CL_CE,"2024-06-12 18:39:28",96735,95397,270,615,453,43279,42293,13,542,431,42307,972,106297,63018,2115,2961,3384,1748,4868,2,1,0,0,0,6045,3,1,23271,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1209,0,0,2421,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3608,2,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"SATU MARE",ODOREU,138280,2,FINAL,UAT,CL,CL_CE,"2024-06-12 15:43:07",5328,5260,7,26,35,2897,2834,2,26,35,2837,60,5810,2913,141,198,226,172,1595,9,0,0,0,0,523,3,0,474,2,1,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,66,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"SATU MARE","ORAŞ ARDUD",136848,2,FINAL,UAT,CL,CL_CE,"2024-06-12 12:07:41",5932,5854,5,57,16,2777,2704,0,57,16,2632,145,6483,3706,131,184,210,165,765,4,1,0,0,0,339,2,0,467,2,1,0,0,0,0,0,0,0,0,0,0,0,0,192,1,0,483,2,1,117,0,0,242,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"SATU MARE","ORAŞ LIVADA",138039,2,FINAL,UAT,CL,CL_CE,"2024-06-12 12:30:23",5785,5696,9,27,53,2804,2723,1,27,53,2687,117,6361,3557,134,188,214,171,350,2,0,0,0,0,377,2,0,1849,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
