precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
3,ARGEŞ,"ŞCOALA GENERALĂ NR.1",377,MĂRĂCINENI,13365,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:15:10",1486,1484,2,0,0,855,855,0,0,0,830,25,1600,745,457,141,86,4,5,94,43
3,ARGEŞ,"ŞCOALA GENERALA NR. 1 RECEA",447,RECEA,18411,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:33:16",1457,1374,2,40,41,858,782,0,40,36,810,48,1484,626,491,99,160,0,14,23,23
3,ARGEŞ,"ŞCOALA GENERALĂ NR.1 ŞTEFĂNEŞTI, CORP C (GRĂDINIŢĂ)",173,"ORAŞ ŞTEFĂNEŞTI",13392,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:14:50",972,971,0,1,0,529,528,0,1,0,507,22,1071,542,240,63,85,15,80,0,24
3,ARGEŞ,"ŞCOALA GENERALĂ NR.2 - CLASA NR. 1",454,RUCĂR,18527,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:40:38",1042,1019,0,8,15,723,700,0,8,15,694,29,1120,397,273,47,209,1,6,142,16
3,ARGEŞ,"ȘCOALA GENERALĂ NR.3 ”SFÂNTUL APOSTOL ANDREI”",134,"MUNICIPIUL CURTEA DE ARGEŞ",13622,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 18:01:42",1358,1355,2,1,0,555,554,0,1,0,530,25,1500,945,213,81,105,7,4,87,33
3,ARGEŞ,"ŞCOALA GENERALĂ NR.4 ”APA SĂRATĂ”",112,"MUNICIPIUL CÂMPULUNG",13490,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:55:00",713,703,0,9,1,312,302,0,9,1,305,7,800,488,75,22,27,2,4,167,8
3,ARGEŞ,"ŞCOALA GENERALĂ NR. 5",97,"MUNICIPIUL CÂMPULUNG",13490,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:25:33",1096,1090,3,3,0,530,526,1,3,0,513,17,1200,670,120,55,84,6,11,227,10
3,ARGEŞ,"ȘCOALA GENERALĂ NR.5 ”ARMAND CĂLINESCU” (I)",129,"MUNICIPIUL CURTEA DE ARGEŞ",13622,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:49:29",1304,1292,0,11,1,517,505,0,11,1,505,12,1450,933,179,90,97,9,12,102,16
3,ARGEŞ,"ȘCOALA GENERALĂ NR 5 ”ARMAND CĂLINESCU” (II)",130,"MUNICIPIUL CURTEA DE ARGEŞ",13622,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 18:54:03",991,981,2,6,2,390,381,1,6,2,371,19,1100,710,125,62,80,6,10,75,13
3,ARGEŞ,"ŞCOALA GENERALĂ PÎRVU ROŞU",142,"ORAŞ COSTEŞTI",13668,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:17:53",478,470,0,8,0,287,279,0,8,0,282,5,516,229,93,44,101,1,15,18,10
3,ARGEŞ,"ŞCOALA GENERALĂ PODU BROŞTENI",143,"ORAŞ COSTEŞTI",13668,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:20:29",535,517,0,18,0,263,245,0,18,0,254,9,554,291,95,23,48,0,64,14,10
3,ARGEŞ,"ŞCOALA GENERALĂ SCHIAU",209,BASCOV,13187,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 20:48:07",1553,1541,0,7,5,807,795,0,7,5,781,26,1705,898,352,154,104,6,9,116,40
3,ARGEŞ,"ŞCOALA GENERALĂ STÎRCI",144,"ORAŞ COSTEŞTI",13668,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:32:42",191,181,0,9,1,107,97,0,9,1,106,1,198,91,49,9,26,3,1,12,6
3,ARGEŞ,"ŞCOALA GENERALĂ STROEŞTI",408,MUŞĂTEŞTI,17619,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:45:17",840,812,0,13,15,569,541,0,13,15,530,39,910,341,253,68,140,12,15,25,17
3,ARGEŞ,"ŞCOALA GENERALĂ ŢIGĂNEŞTI - CENTRU",188,"ORAŞ TOPOLOVENI",13757,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 09:54:28",657,649,0,8,0,383,375,0,8,0,362,20,700,317,223,50,41,0,4,27,17
3,ARGEŞ,"ȘCOALA GENERALĂ VALEA CORBULUI",280,CĂLINEŞTI,15108,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:50:36",968,962,0,6,0,446,440,0,6,0,378,68,900,454,241,19,52,3,39,7,17
3,ARGEŞ,"ȘCOALA GENERALĂ VALEA SASULUI",131,"MUNICIPIUL CURTEA DE ARGEŞ",13622,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:39:52",855,853,0,2,0,399,397,0,2,0,378,21,950,551,176,62,66,10,3,48,13
3,ARGEŞ,"ŞCOALA GENERALĂ VALEA URSULUI",210,BASCOV,13187,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:02:39",1581,1574,4,2,1,882,879,0,2,1,871,11,1746,864,448,202,89,6,9,85,32
3,ARGEŞ,"SCOALA GENERALA VRANESTI",271,CĂLINEŞTI,15108,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:22:03",1038,1032,3,3,0,570,567,0,3,0,540,28,910,340,179,103,152,5,10,70,21
3,ARGEŞ,"ŞCOALA GENERALĂ ZORILE",140,"ORAŞ COSTEŞTI",13668,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:49:45",814,802,0,12,0,476,464,0,12,0,463,13,880,404,222,67,81,3,12,54,24
3,ARGEŞ,"ŞCOALA GEN. I-IV FUREŞTI",338,DOBREŞTI,16427,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 14:08:00",721,699,1,9,12,525,505,0,8,12,495,28,745,220,241,78,58,62,14,23,19
3,ARGEŞ,"ŞCOALA GEN.NR.2 CLASELE I-IV",467,SLOBOZIA,18741,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 10:41:33",1836,1824,0,0,12,1066,1054,0,0,12,1009,57,2000,934,396,84,459,4,3,34,29
3,ARGEŞ,"ŞCOALA GEN. VALEA BĂDENILOR",476,STOENEŞTI,18858,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 12:53:05",610,597,0,10,3,405,392,0,10,3,380,25,700,295,307,19,20,2,4,26,2
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”ADRIAN PĂUNESCU” (FOSTĂ ŞCOALA NR. 15 )",28,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 12:38:20",1657,1648,1,8,0,644,636,0,8,0,635,9,1900,1256,211,95,160,9,17,110,33
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”ADRIAN PĂUNESCU” (FOSTĂ ŞCOALA NR. 15 )",27,"MUNICIPIUL PITEŞTI",13169,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:15:13",1603,1598,0,5,0,601,596,0,5,0,573,28,1800,1199,197,96,106,11,16,118,29
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU DAVILA” (FOSTĂ ŞCOALĂ NR.14)",41,"MUNICIPIUL PITEŞTI",13169,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 18:07:55",1728,1722,3,3,0,733,730,0,3,0,706,23,1900,1167,231,92,163,5,17,166,32
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ „ALEXANDRU DAVILA” (INTRAREA B) (FOSTA ŞCOALĂ NR.14)",21,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:11:44",1069,1058,4,7,0,417,410,0,7,0,411,6,1200,783,143,61,89,8,10,82,18
3,ARGEŞ,"ȘCOALA GIMNAZIALĂ BRĂTIA",298,CIOMĂGEŞTI,15554,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 20:41:29",381,319,1,51,10,300,239,0,51,10,279,18,350,50,127,28,102,0,3,11,8
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ BROŞTENI - ANINOASA, CORP B",199,ANINOASA,13999,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:55:05",1226,1188,0,20,18,803,765,0,20,18,747,56,1288,485,321,86,281,1,4,28,26
3,ARGEŞ,"SCOALA GIMNAZIALA BUGHEA DE JOS",257,"BUGHEA DE JOS",14922,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 15:19:40",1379,1375,0,4,0,854,850,0,4,0,817,37,1530,676,329,135,150,3,87,82,31
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”C.D. ARICESCU”",115,"MUNICIPIUL CÂMPULUNG",13490,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:27:31",828,813,1,7,7,431,417,0,7,7,416,14,1000,570,110,46,56,3,8,185,8
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ CICĂNEŞTI",294,CICĂNEŞTI,15448,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:13:25",1663,1622,1,16,24,1089,1049,0,16,24,1026,63,1808,719,459,149,319,1,3,75,20
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ CORNĂŢEL",264,BUZOEŞTI,14940,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:03:57",754,735,2,13,4,515,498,0,13,4,477,38,800,285,351,55,14,38,1,9,9
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ COTEȘTI-GODENI, NR.198",348,GODENI,16551,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:34:39",1391,1377,1,1,12,845,832,0,1,12,796,49,1523,678,408,103,129,3,11,122,20
3,ARGEŞ,"ȘCOALA GIMNAZIALĂ ”C. RĂDULESCU CODIN”",439,PRIBOIENI,18242,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 16:08:26",1383,1353,0,4,26,955,925,0,4,26,911,44,1530,575,617,101,136,6,8,16,27
3,ARGEŞ,"ȘCOALA GIMNAZIALĂ CU CLASELE I-VIII",407,MUŞĂTEŞTI,17619,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:31:06",1175,1139,0,19,17,796,760,0,19,17,760,36,1246,450,315,101,246,28,0,46,24
3,ARGEŞ,"ȘCOALA GIMNAZIALĂ ”D. RĂDULESCU” OARJA",416,OARJA,17824,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:32:15",1426,1377,0,15,34,912,863,0,15,34,878,34,1600,688,441,263,80,2,6,47,39
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ DUMITRU UDRESCU SĂPATA",461,SĂPATA,18581,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:25:21",341,322,0,11,8,232,213,0,11,8,225,7,370,138,165,32,10,0,1,11,6
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ELENA DAVILA PERTICARI",355,IZVORU,16739,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:42:32",867,862,0,5,0,563,558,0,5,0,519,44,940,377,200,39,222,2,4,38,14
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ELENA DAVILA PERTICARI",356,IZVORU,16739,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:59:53",858,843,0,13,2,562,547,0,13,2,524,38,940,378,153,52,233,2,69,5,10
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”GENERAL CONSTANTIN CRISTESCU” LUNCA CORBULUI",365,"LUNCA CORBULUI",16944,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:40:11",796,784,1,8,3,500,489,0,8,3,467,33,800,300,258,73,110,0,4,13,9
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ GEORGE STEPHĂNESCU",202,AREFU,14049,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:24:30",871,859,1,3,8,559,549,0,3,7,507,52,1005,446,240,64,59,3,3,128,10
3,ARGEŞ,"ȘCOALA GIMNAZIALĂ ”GEORGE TOPÂRCEANU”",161,"ORAŞ MIOVENI",13301,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:21:14",792,772,2,8,10,432,414,0,8,10,418,14,900,468,163,64,90,4,9,74,14
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”GHEORGHE MOCANU” PRIMAR, GIMNAZIAL, ŞERBĂNEŞTI",452,ROCIU,18475,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:35:14",790,767,0,10,13,556,533,0,10,13,525,31,850,294,113,106,231,5,8,53,9
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”I. L. CARAGIALE” (FOSTĂ ŞCOALĂ NR.16)",85,"MUNICIPIUL PITEŞTI",13169,5,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 15:47:26",1470,1459,0,10,1,568,557,0,10,1,552,16,1600,1032,219,62,101,6,11,129,24
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”I. L. CARAGIALE” (FOSTĂ ŞCOALĂ NR.16)",86,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:15:23",1616,1609,1,6,0,641,635,0,6,0,622,19,1800,1159,231,89,113,9,22,139,19
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”I. L. CARAGIALE” (FOSTĂ ŞCOALĂ NR.16)",87,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:48:30",1527,1517,0,10,0,666,656,0,10,0,641,25,1700,1034,237,68,135,9,12,160,20
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”ION MINULESCU” (FOSTA ŞCOALĂ NR.2)",75,"MUNICIPIUL PITEŞTI",13169,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:07:28",1300,1293,0,6,1,495,488,0,6,1,483,12,1600,1105,148,70,106,23,21,90,25
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”ION MINULESCU” (FOSTA ŞCOALĂ NR.2)",76,"MUNICIPIUL PITEŞTI",13169,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:00:51",1524,1515,2,7,0,666,659,0,7,0,624,42,1700,1034,259,73,130,10,22,101,29
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”ION PILLAT” ( FOSTĂ ŞCOALĂ NR.3)",3,"MUNICIPIUL PITEŞTI",13169,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:36:37",1024,1004,8,12,0,407,395,0,12,0,391,16,1200,793,140,66,61,7,7,101,9
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ IOSIF CATRINESCU CLS. V-VIII",341,DRAGOSLAVELE,16472,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:20:17",631,627,0,2,2,429,425,0,2,2,390,39,695,266,184,36,113,1,3,43,10
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”LIVIU REBREANU” (CĂMIN ȘCOALĂ) - CORP B",150,"ORAŞ MIOVENI",13301,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 13:08:25",1812,1810,0,2,0,841,839,0,2,0,821,18,1900,1059,344,112,220,4,21,96,24
3,ARGEŞ,"ȘCOALA GIMNAZIALĂ LIVIU REBREANU” - INTRARE ELEVI",152,"ORAŞ MIOVENI",13301,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:56:49",894,889,1,4,0,439,435,0,4,0,431,8,1008,569,180,51,103,2,17,57,21
3,ARGEŞ,"ȘCOALA GIMNAZIALĂ ”LIVIU REBREANU” - INTRARE PROFESORI",153,"ORAŞ MIOVENI",13301,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:18:18",1074,1064,2,8,0,519,511,0,8,0,507,12,1200,681,233,57,115,3,4,67,28
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ MAREŞ",198,ALBOTA,13935,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:33:12",871,866,0,5,0,569,564,0,5,0,549,20,936,367,358,48,112,2,5,15,9
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ MARIN BRANIŞTE",479,SUSENI,19007,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:09:30",857,845,2,3,7,492,482,0,3,7,467,25,950,458,130,62,179,2,9,59,26
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”MARIN PREDA” (FOSTA ŞCOALĂ NR.10)",43,"MUNICIPIUL PITEŞTI",13169,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:49:19",1307,1302,2,3,0,578,575,0,3,0,566,12,1500,922,204,64,144,6,11,117,20
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”MARIN PREDA” (FOSTA ŞCOALĂ NR.10)",42,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:19:51",1696,1674,15,7,0,724,717,0,7,0,703,21,1800,1076,283,70,132,5,15,168,30
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”MARIN PREDA” (FOSTA ŞCOALĂ NR.10)",44,"MUNICIPIUL PITEŞTI",13169,5,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 15:45:14",1526,1506,5,14,1,679,664,0,14,1,655,24,1700,1021,208,87,144,12,8,166,30
3,ARGEŞ,"ȘCOALA GIMNAZIALĂ ”MARIN SORESCU” RACOVIȚA",167,"ORAŞ MIOVENI",13301,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:00:18",1209,1156,0,37,16,745,692,0,37,16,723,22,1300,555,336,97,159,1,12,98,20
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”MATEI BASARAB” ( FOSTA ŞCOALA NR. 19)",37,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:12:40",2186,2155,18,13,0,1007,994,0,13,0,997,10,2300,1293,313,110,246,13,23,252,40
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”MATEI BASARAB” ( FOSTA ŞCOALA NR. 19)",36,"MUNICIPIUL PITEŞTI",13169,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 15:21:35",1859,1851,5,3,0,780,777,0,3,0,760,19,2000,1220,259,104,172,11,15,160,39
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ „MATEI BASARAB” (FOSTA ŞCOALĂ NR.19)",38,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:15:50",1770,1760,6,4,0,752,748,0,4,0,734,18,1900,1148,245,90,150,22,13,190,24
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”MIHAI EMINESCU” (FOSTA ŞCOALA NR.11)",69,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:59:35",1342,1337,0,5,0,522,517,0,5,0,508,14,1496,974,196,70,109,11,17,92,13
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”MIHAI EMINESCU” (FOSTA ŞCOALA NR.11)",68,"MUNICIPIUL PITEŞTI",13169,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 18:00:18",1414,1410,0,3,1,569,565,0,3,1,545,23,1600,1031,194,56,132,5,8,132,18
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”MIRCEA CEL BĂTRAN” (FOSTĂ ŞCOALA NR. 13)",13,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:03:05",1653,1644,0,9,0,706,697,0,9,0,683,23,1800,1094,262,79,148,9,19,131,35
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”MIRCEA CEL BĂTRAN” (FOSTĂ ŞCOALA NR. 13)",11,"MUNICIPIUL PITEŞTI",13169,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:23:17",1710,1700,1,9,0,670,661,0,9,0,648,21,1900,1230,254,85,127,6,20,131,25
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”MIRCEA CEL BĂTRAN” (FOSTĂ ŞCOALA NR. 13)",10,"MUNICIPIUL PITEŞTI",13169,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:41:09",1732,1721,2,9,0,740,731,0,9,0,725,15,1900,1160,250,90,187,10,28,133,27
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”MIRCEA CEL BĂTRAN” (FOSTĂ ŞCOALA NR. 13)",12,"MUNICIPIUL PITEŞTI",13169,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:04:37",1814,1808,1,5,0,717,712,0,5,0,699,18,2000,1283,268,100,139,7,16,143,26
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ” MIRCEA ELIADE” ( FOSTĂ ŞCOALĂ NR.18)",57,"MUNICIPIUL PITEŞTI",13169,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 15:48:03",1583,1575,0,8,0,588,580,0,8,0,563,20,1700,1112,247,62,94,5,13,110,32
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ” MIRCEA ELIADE” ( FOSTĂ ŞCOALĂ NR.18)",58,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:10:24",1517,1512,0,5,0,606,601,0,5,0,589,17,1700,1094,233,73,132,3,12,107,29
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”MIRCEA GHIŢULESCU” CUCA",322,CUCA,16132,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 16:21:25",394,358,0,31,5,275,239,0,31,5,258,17,414,139,142,27,67,0,4,12,6
3,ARGEŞ,"ȘCOALA GIMNAZIALĂ ”NAE A. GHICA” - SALA CLASĂ PREGĂTITOARE",456,RUCĂR,18527,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 14:48:17",1406,1361,3,9,33,1018,975,1,9,33,968,45,1505,487,294,114,291,6,10,227,26
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”NAE A GHICA” - SALA DE SPORT",455,RUCĂR,18527,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:45:25",1008,979,0,9,20,758,729,0,9,20,703,53,1086,330,237,60,270,0,0,136,0
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ NANU MUSCEL",92,"MUNICIPIUL CÂMPULUNG",13490,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 16:17:17",1082,1077,0,5,0,561,556,0,5,0,545,16,1200,639,175,58,90,0,23,185,14
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ” NEGRU VODĂ” ( FOSTĂ ŞCOALA NR. 12)",8,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:31:54",1722,1712,7,3,0,700,697,0,3,0,674,26,1900,1200,226,110,124,7,22,135,50
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ” NEGRU VODĂ” ( FOSTĂ ŞCOALA NR. 12)",7,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:29:16",1569,1561,1,7,0,570,563,0,7,0,552,18,1700,1130,186,110,104,9,15,103,25
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ” NEGRU VODĂ” ( FOSTĂ ŞCOALA NR. 12)",6,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:10:47",1679,1674,1,4,0,585,581,0,4,0,560,25,1900,1315,201,70,127,11,10,117,24
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ” NEGRU VODĂ” ( FOSTĂ ŞCOALA NR. 12)",5,"MUNICIPIUL PITEŞTI",13169,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 16:17:20",1623,1619,0,4,0,628,624,0,4,0,615,13,1800,1172,207,85,114,9,18,139,43
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”NICOLAE BĂLCESCU” ( FOSTA ŞCOALĂ NR.6)",24,"MUNICIPIUL PITEŞTI",13169,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 18:09:59",1613,1608,0,4,1,639,634,0,4,1,619,20,1800,1161,239,90,140,12,14,101,23
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”NICOLAE BĂLCESCU” ( FOSTA ŞCOALĂ NR.6)",22,"MUNICIPIUL PITEŞTI",13169,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 13:54:28",1649,1645,1,3,0,660,657,0,3,0,645,15,1900,1240,225,98,142,2,16,125,37
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”NICOLAE BĂLCESCU” ( FOSTA ŞCOALĂ NR.6)",23,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:19:28",1531,1522,3,6,0,490,484,0,6,0,477,13,1700,1210,187,62,95,7,19,85,22
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”NICOLAE BĂLCESCU” ( FOSTA ŞCOALĂ NR.6)",25,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:01:43",1768,1742,20,6,0,707,701,0,6,0,697,10,1900,1193,238,85,177,12,20,143,22
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ” NICOLAE CRISTESCU” SALA DE SPORT",185,"ORAŞ TOPOLOVENI",13757,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:08:56",1071,1064,1,6,0,601,595,0,6,0,579,22,1145,544,289,85,95,17,9,68,16
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”NICOLAE CRISTESCU” TOPOLOVENI",184,"ORAŞ TOPOLOVENI",13757,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:02:27",889,887,0,2,0,442,440,0,2,0,436,6,1008,566,192,67,96,10,11,38,22
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”NICOLAE CRISTESCU” TOPOLOVENI",183,"ORAŞ TOPOLOVENI",13757,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:27:18",864,848,5,8,3,497,486,0,8,3,486,11,935,438,253,49,69,21,6,58,30
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA”(FOSTĂ ŞCOALĂ NR.5)",52,"MUNICIPIUL PITEŞTI",13169,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 15:27:31",1297,1293,0,4,0,536,532,0,4,0,512,22,1500,964,159,57,126,4,12,140,14
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA”(FOSTĂ ŞCOALĂ NR.5)",53,"MUNICIPIUL PITEŞTI",13169,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 15:15:36",1004,995,1,8,0,423,414,1,8,0,387,27,1200,777,136,44,94,5,5,92,11
