precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL PATRIOȚILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
34,SIBIU,"COLEGIUL TEHNIC DE INDUSTRIE ALIMENTARĂ TEREZIANUM SIBIU",20,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:55:45",1368,1355,2,11,0,607,596,0,11,0,601,6,1495,888,76,204,107,69,25,4,5,88,23
34,SIBIU,"COLEGIUL TEHNIC DE INDUSTRIE ALIMENTARĂ TEREZIANUM SIBIU",19,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:56:58",1436,1428,2,6,0,637,631,0,6,0,624,13,1580,943,71,201,89,64,23,16,18,118,24
34,SIBIU,"COLEGIUL TEHNIC ENERGETIC",73,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:54:01",1459,1452,0,7,0,639,632,0,7,0,620,19,1620,981,77,221,96,55,30,7,8,112,14
34,SIBIU,"COLEGIUL TEHNIC ENERGETIC",74,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:38:44",1174,1162,1,11,0,410,399,0,11,0,392,7,1316,917,68,112,61,49,12,6,8,65,11
34,SIBIU,"COLEGIUL TEHNIC ENERGETIC",76,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:24:21",1355,1351,0,4,0,468,464,0,4,0,461,7,1490,1022,92,126,82,41,28,7,6,63,16
34,SIBIU,"COLEGIUL TEHNIC ENERGETIC",75,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:37:32",1420,1414,1,5,0,538,533,0,5,0,519,19,1563,1025,85,135,96,71,18,5,14,76,19
34,SIBIU,"COLEGIUL TEHNIC INDEPENDENŢA",18,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:19:44",1211,1203,0,8,0,483,475,0,8,0,468,15,1340,857,59,133,71,64,23,14,20,70,14
34,SIBIU,"COLEGIUL TEHNIC INDEPENDENŢA SIBIU",42,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:27:11",1054,1037,11,6,0,373,367,0,6,0,370,3,1165,792,68,87,62,47,26,9,10,55,6
34,SIBIU,"FACULTATEA DE INGINERIE",65,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:55:01",1120,1100,9,11,0,490,479,0,11,0,471,19,1244,754,75,144,76,25,24,9,7,98,13
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT ELEFĂNŢELUL CURIOS",99,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:48:05",1296,1288,0,8,0,498,490,0,8,0,472,26,1418,920,69,137,74,54,26,10,16,74,12
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 17",34,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:27:31",941,936,0,4,1,326,321,0,4,1,318,8,1041,715,52,92,49,43,13,9,8,41,11
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 22",54,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:12:49",1507,1466,36,5,0,737,732,0,5,0,721,16,1655,918,71,228,154,47,30,8,7,163,13
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 22",57,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:36:53",988,982,0,6,0,438,432,0,6,0,426,12,1100,662,64,125,65,34,18,11,14,73,22
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 22",55,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:04:38",1405,1389,12,4,0,709,703,2,4,0,689,18,1550,843,103,240,119,54,26,12,10,115,10
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 22",56,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:59:17",1732,1705,16,10,1,848,836,1,10,1,829,19,1918,1070,94,238,185,54,28,14,20,178,18
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.29",84,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:34:04",1070,1066,0,4,0,448,444,0,4,0,431,15,1177,731,75,114,71,49,20,4,16,66,16
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.33",87,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:26:41",1114,1105,6,3,0,436,433,0,3,0,426,10,1225,789,67,125,66,45,17,5,11,75,15
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 37",35,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:56:29",1228,1204,16,8,0,454,446,0,8,0,434,20,1345,891,80,123,62,63,13,10,9,58,16
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 42",102,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:38:28",1238,1230,4,4,0,549,545,0,4,0,536,13,1364,815,95,157,93,39,18,8,10,105,11
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 43",104,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:00:41",1353,1344,3,6,0,497,491,0,6,0,489,8,1494,997,79,137,64,58,26,11,15,80,19
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 43",103,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:49:35",1540,1522,4,14,0,672,658,0,14,0,641,31,1684,1011,88,174,108,68,33,12,13,127,18
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 5",105,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:27:46",1582,1566,4,12,0,628,616,0,12,0,620,8,1725,1094,77,163,112,71,31,8,12,118,28
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 5",106,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:44:06",1545,1535,6,4,0,634,630,0,4,0,623,11,1698,1064,91,173,105,60,35,14,8,116,21
34,SIBIU,"LICEUL DE ARTĂ SIBIU",40,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:18:46",752,698,20,5,29,274,238,2,5,29,268,6,794,520,61,73,44,28,8,4,6,36,8
34,SIBIU,"LICEUL DE ARTĂ SIBIU",41,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:15:51",862,831,9,15,7,295,269,4,15,7,280,11,941,650,35,90,39,31,9,4,8,47,17
34,SIBIU,"LICEUL TEHNOLOGIC CONSTRUCȚII ŞI ARHITECTURĂ CAROL I SIBIU",10,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:16:23",1029,919,38,30,42,506,436,0,28,42,426,10,1055,619,61,152,65,30,17,8,10,71,12
34,SIBIU,"LICEUL TEHNOLOGIC CONSTRUCȚII ȘI ARHITECTURĂ CAROL I SIBIU",11,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:08:34",1608,1594,9,5,0,600,595,0,5,0,597,3,1765,1165,66,144,139,68,22,7,16,117,18
34,SIBIU,"LICEUL TEHNOLOGIC HENRI COANDĂ",28,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:32:09",963,952,3,6,2,429,421,0,6,2,418,11,1049,619,39,123,75,61,27,5,10,67,11
34,SIBIU,"LICEUL TEHNOLOGIC HENRI COANDĂ",29,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:57:58",1595,1584,3,8,0,532,524,0,8,0,516,16,1748,1216,84,112,86,80,26,16,15,65,32
34,SIBIU,"LICEUL TEHNOLOGIC HENRI COANDĂ",27,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:58:41",1009,1000,3,6,0,372,366,0,6,0,366,6,1107,732,44,95,71,53,16,3,11,46,27
34,SIBIU,"LICEUL TEORETIC CONSTANTIN NOICA",97,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:58:11",1223,1219,1,3,0,480,477,0,3,0,451,29,1355,875,79,127,60,35,18,6,12,94,20
34,SIBIU,"LICEUL TEORETIC CONSTANTIN NOICA",96,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:35:18",1177,1170,1,6,0,459,453,0,6,0,446,13,1288,829,74,128,82,43,18,7,5,76,13
34,SIBIU,"LICEUL TEORETIC CONSTANTIN NOICA",98,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:45:13",1292,1284,5,3,0,517,514,0,3,0,495,22,1443,926,79,165,83,26,16,8,10,84,24
34,SIBIU,"LICEUL TEORETIC ONISIFOR GHIBU",49,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:40:27",1152,1137,9,6,0,507,500,1,6,0,493,14,1263,756,73,151,92,37,20,4,14,86,16
34,SIBIU,PĂLTINIŞ,107,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-09 23:47:42",33,19,0,14,0,15,1,0,14,0,13,2,25,10,5,3,3,1,0,0,0,1,0
34,SIBIU,"ŞCOALA GIMNAZIALĂ IOAN SLAVICI",25,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:32:14",1655,1643,4,8,0,799,791,0,8,0,783,16,1820,1021,110,238,140,61,30,13,11,150,30
34,SIBIU,"ŞCOALA GIMNAZIALĂ IOAN SLAVICI",26,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:58:17",1492,1480,6,6,0,728,722,0,6,0,700,24,1638,913,110,185,122,71,47,30,21,94,20
34,SIBIU,"ŞCOALA GIMNAZIALĂ IOAN SLAVICI CU STRUCTURA ŞCOALA GIMNAZIALĂ NR. 11",23,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:46:20",1577,1564,9,4,0,540,535,1,4,0,518,22,1738,1197,73,161,81,63,23,15,13,63,26
34,SIBIU,"ŞCOALA GIMNAZIALĂ IOAN SLAVICI CU STRUCTURA ŞCOALA GIMNAZIALĂ NR. 11",24,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:53:38",1738,1718,15,5,0,668,659,4,5,0,652,16,1906,1238,91,177,115,67,29,24,16,102,31
34,SIBIU,"ŞCOALA GIMNAZIALĂ ION LUCA CARAGIALE",62,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:43:48",1422,1377,33,12,0,724,710,2,12,0,705,19,1560,836,62,206,156,45,24,3,16,178,15
34,SIBIU,"ŞCOALA GIMNAZIALĂ ION LUCA CARAGIALE",63,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:46:08",1195,1170,15,9,1,566,553,3,9,1,554,12,1309,741,68,164,117,31,19,6,10,131,8
34,SIBIU,"ŞCOALA GIMNAZIALĂ ION LUCA CARAGIALE",64,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 09:41:48",1190,1141,43,6,0,602,594,2,6,0,594,8,1308,703,60,190,107,33,31,14,8,142,9
34,SIBIU,"ŞCOALA GIMNAZIALĂ NICOLAE IORGA",95,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:11:31",963,951,5,7,0,367,360,0,7,0,362,5,1061,694,73,99,67,31,13,4,9,54,12
34,SIBIU,"ŞCOALA GIMNAZIALĂ NICOLAE IORGA",94,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:01:20",1231,1221,5,5,0,521,516,0,5,0,504,17,1351,830,67,151,82,40,31,9,5,100,19
34,SIBIU,"ŞCOALA GIMNAZIALĂ NICOLAE IORGA",93,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:29:32",1286,1282,0,4,0,541,537,0,4,0,528,11,1420,881,97,157,98,50,15,12,11,73,15
34,SIBIU,"ŞCOALA GIMNAZIALĂ NICOLAE IORGA",92,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:34:43",1274,1263,2,9,0,522,513,0,9,0,511,11,1410,888,92,155,79,44,19,8,7,91,16
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR. 1",52,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:28:06",1475,1464,4,7,0,624,616,1,7,0,610,14,1620,939,97,181,99,43,41,11,13,115,10
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR. 1",53,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:15:02",1668,1641,14,13,0,834,820,1,13,0,821,13,1835,1001,116,231,156,59,29,20,14,180,16
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR. 1",51,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:19:07",1400,1395,1,4,0,633,629,0,4,0,613,20,1545,912,105,189,98,36,25,18,13,120,9
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR. 1",50,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:00:05",1379,1366,10,3,0,629,626,0,3,0,615,14,1535,906,71,194,124,44,25,13,5,126,13
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR.10",4,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:22:44",1525,1514,5,6,0,637,631,0,6,0,616,21,1667,1030,79,170,85,57,27,7,19,146,26
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR.10",5,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:47:52",1718,1697,10,11,0,726,715,0,11,0,701,25,1902,1176,87,196,143,70,21,14,26,122,22
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR.10",3,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:42:28",1762,1722,30,10,0,744,733,1,10,0,723,21,1947,1203,83,219,139,58,38,14,16,136,20
34,SIBIU,"ȘCOALA GIMNAZIALĂ NR.10",6,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:31:50",1268,1255,9,4,0,533,528,1,4,0,525,8,1397,864,37,161,92,29,26,11,13,140,16
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR. 10 CU STRUCTURA GRADINIŢA CU PROGRAM PRELUNGIT NR. 20",2,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:48:28",1854,1824,17,13,0,713,698,2,13,0,690,23,2027,1313,98,225,127,67,35,9,26,92,11
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR. 10 CU STRUCTURA GRADINIŢA CU PROGRAM PRELUNGIT NR. 20",1,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:39:53",1937,1916,17,4,0,656,652,0,4,0,633,23,2162,1506,67,181,129,76,15,9,20,112,24
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR.13",13,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:58:38",1173,1166,0,7,0,459,452,0,7,0,441,18,1288,829,87,128,70,46,19,4,8,73,6
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR.13",14,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:07:16",1196,1185,1,9,1,542,532,0,9,1,533,9,1306,764,79,187,97,39,16,14,14,68,19
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR.13",12,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:00:52",1023,1016,4,3,0,454,451,0,3,0,439,11,1125,671,44,156,90,39,10,9,8,74,9
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR. 13 CU STRUCTURA ŞCOALA GIMNAZIALĂ NR. 12",8,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:39:28",1623,1613,8,2,0,705,703,0,2,0,686,19,1805,1100,100,205,103,58,27,11,22,136,24
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR. 13 CU STRUCTURA ŞCOALA GIMNAZIALĂ NR. 12",9,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:09:07",1475,1469,5,1,0,659,658,0,1,0,644,15,1622,963,88,194,124,64,19,23,19,98,15
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR. 13 CU STRUCTURA ŞCOALA GIMNAZIALĂ NR. 12",7,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:46:25",1629,1604,15,10,0,719,709,0,10,0,698,21,1785,1066,92,229,111,54,33,15,12,136,16
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR.18",21,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:23:58",1758,1753,0,5,0,750,745,0,5,0,736,14,1970,1220,81,237,143,89,28,11,14,111,22
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR.18",22,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:07:07",1678,1636,5,2,35,728,693,0,2,33,704,24,1830,1102,84,213,130,84,24,16,16,116,21
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR.2",38,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:34:49",999,979,8,12,0,350,338,0,12,0,336,14,1108,758,51,91,47,43,12,4,7,71,10
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR. 21",88,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 09:42:01",1208,1192,6,10,0,517,507,0,10,0,505,12,1338,517,74,154,91,42,26,14,14,81,9
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR. 21",90,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:00:32",916,913,1,2,0,390,388,0,2,0,382,8,1010,620,56,128,59,33,10,5,6,79,6
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR. 21",91,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:51:44",1082,1068,0,14,0,415,401,0,14,0,399,11,1193,783,66,114,47,42,33,7,9,67,14
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR. 21",89,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:40:34",883,873,3,6,1,376,370,0,5,1,366,10,960,584,53,99,58,39,11,8,16,65,17
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR.23",15,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:12:05",1855,1855,0,0,0,886,886,0,0,0,862,24,2048,1162,78,265,193,89,37,16,17,147,20
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR.23",17,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:02:05",556,537,12,7,0,544,537,0,7,0,529,15,1738,1184,70,131,116,70,19,14,14,74,21
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR.23",16,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:22:35",1769,1750,13,6,0,673,667,0,6,0,658,13,1950,1279,76,176,128,90,22,16,18,108,24
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR. 25",58,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:06:41",1213,1205,3,5,0,502,497,0,5,0,487,15,1332,830,53,165,71,39,26,12,25,82,14
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR. 25",61,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:17:50",1577,1569,3,5,0,674,669,0,5,0,655,19,1760,1086,81,206,118,59,24,22,20,110,15
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR. 25",60,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:51:43",1186,1171,9,6,0,537,529,2,6,0,527,10,1311,774,66,143,114,54,22,12,18,89,9
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR. 25",59,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:23:09",1213,1203,2,8,0,524,516,0,8,0,500,18,1352,828,76,170,97,33,16,11,21,65,11
34,SIBIU,"ȘCOALA GIMNAZIALĂ NR.2 SIBIU",36,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:48:24",1229,1212,6,10,1,473,460,2,10,1,456,17,1345,872,70,155,87,32,12,10,16,59,15
34,SIBIU,"ȘCOALA GIMNAZIALĂ NR.2 SIBIU",37,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:50:47",994,942,29,8,15,448,425,0,8,15,437,11,1068,620,64,140,79,41,13,6,12,70,12
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR.4",71,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:06:07",1130,1122,5,3,0,507,503,1,3,0,499,8,1244,737,73,133,80,38,25,15,9,116,10
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR.4",72,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:07:15",1411,1385,21,4,1,651,644,2,4,1,632,19,1548,897,70,223,123,45,31,12,9,106,13
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR.4",70,"MUNICIPIUL SIBIU",143450,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:38:27",1294,1280,6,8,0,584,573,3,8,0,576,8,1435,851,61,179,108,40,20,15,11,121,21
