precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GOVOR MIRCEA-VASILE-PARTIDUL SOCIAL DEMOCRAT-voturi","COZMA ADRIAN-FELICIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","PATAKI CSABA-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","POP LIVIU-ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","DEAC VASILE-PARTIDUL S.O.S. ROMÂNIA-voturi","CSORDAŞ ŞTEFAN-FORȚA DREPTEI-voturi"
32,"SATU MARE","SCOALA GIMNAZIALA TARSOLT",306,TÂRŞOLŢ,139143,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 15:39:06",855,842,0,7,6,238,225,0,7,6,203,35,1000,762,49,128,3,15,2,6
32,"SATU MARE","SCOALA GIMNAZIALA TARSOLT",305,TÂRŞOLŢ,139143,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 15:22:21",1339,1319,0,8,12,466,446,0,8,12,394,72,1400,934,105,213,6,18,11,41
32,"SATU MARE","ŞCOALA GIMNAZIALĂ TĂŞNAD",114,"ORAŞ TĂŞNAD",136642,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:46:13",1534,1496,0,16,22,916,878,0,16,22,895,21,1600,684,159,338,360,16,7,15
32,"SATU MARE","ŞCOALA GIMNAZIALĂ TĂŞNAD",112,"ORAŞ TĂŞNAD",136642,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:49:47",1178,1153,0,9,16,679,654,0,9,16,659,20,1350,671,143,198,283,14,13,8
32,"SATU MARE","ŞCOALA GIMNAZIALĂ TĂŞNAD",113,"ORAŞ TĂŞNAD",136642,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 15:48:41",1440,1423,1,10,6,715,698,1,10,6,696,19,1600,885,121,260,263,14,22,16
32,"SATU MARE","SCOALA GIMNAZIALA TURULUNG",320,TURULUNG,139214,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:44:04",1250,1233,2,8,7,725,710,0,8,7,526,199,1353,628,45,16,446,4,9,6
32,"SATU MARE","ȘCOALA GIMNAZIALĂ VALEA SEACĂ",304,"TARNA MARE",139009,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:40:27",942,932,1,5,4,364,355,0,5,4,342,22,1100,736,192,116,6,3,21,4
32,"SATU MARE","SCOALA GIMNAZIALA VAMA",330,VAMA,139330,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 00:07:33",1613,1603,0,5,5,805,795,0,5,5,756,49,1822,1017,138,263,275,47,25,8
32,"SATU MARE","ȘCOALA GIMNAZIALĂ VAMA",329,VAMA,139330,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:51:54",1788,1767,3,14,4,918,900,0,14,4,860,58,1900,982,249,317,167,100,15,12
32,"SATU MARE","SCOALA GIMNAZIALĂ ”VASILE LUCACIU” APA",130,APA,136802,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 20:59:43",885,849,0,7,29,522,486,0,7,29,429,93,967,445,98,224,60,20,21,6
32,"SATU MARE","ŞCOALA GIMNAZIALĂ ”VASILE LUCACIU” NR.2",79,"MUNICIPIUL CAREI",136526,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 18:16:02",1633,1621,3,8,1,687,678,0,8,1,669,18,1800,1113,102,141,385,15,14,12
32,"SATU MARE","ȘCOALA HUTA-CERTEZE",177,CERTEZE,137407,5,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:46:01",960,944,0,3,13,381,365,0,3,13,349,32,1052,671,41,244,5,37,18,4
32,"SATU MARE","SCOALA LECHINTA",159,CĂLINEŞTI-OAŞ,137229,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 20:56:18",700,679,0,19,2,424,403,0,19,2,402,22,800,376,59,245,6,17,8,67
32,"SATU MARE","ȘCOALA LIPA",337,"VIILE SATU MARE",139394,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:01:18",733,673,2,13,45,460,402,0,13,45,453,7,717,257,15,39,387,5,5,2
32,"SATU MARE","SCOALA MEDIESU AURIT",227,"MEDIEŞU AURIT",138084,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 14:34:46",1324,1295,1,19,9,803,775,0,19,9,759,44,1400,597,174,462,24,16,12,71
32,"SATU MARE","SCOALA PASUNEA MARE",160,CĂLINEŞTI-OAŞ,137229,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 21:06:59",360,352,0,4,4,167,159,0,4,4,159,8,407,240,22,102,5,16,8,6
32,"SATU MARE","SCOALA PRIMARA",263,PIR,138538,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 16:53:04",104,88,0,6,10,69,53,0,6,10,64,5,148,79,36,15,8,2,0,3
32,"SATU MARE","ŞCOALA PRIMARĂ",276,RACŞA,180091,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:47:06",223,216,0,3,4,141,134,0,3,4,134,7,276,135,51,38,6,22,10,7
32,"SATU MARE","ŞCOALA PRIMARĂ ADRIAN",98,"ORAŞ LIVADA",138039,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:04:14",471,460,2,7,2,297,288,0,7,2,277,20,500,203,11,16,244,1,2,3
32,"SATU MARE","ŞCOALA PRIMARĂ CIUPERCENI",125,AGRIŞ,179873,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 15:18:06",510,494,0,15,1,288,272,0,15,1,270,18,532,244,20,106,117,5,9,13
32,"SATU MARE","ŞCOALA PRIMARĂ CRIŞENI",181,CRAIDOROLŢ,137443,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:02:54",142,136,0,6,0,68,62,0,6,0,62,6,197,129,34,13,2,1,3,9
32,"SATU MARE","ŞCOALA PRIMARĂ CULCIU-MIC",191,CULCIU,137540,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 01:57:17",615,596,2,7,10,326,309,0,7,10,311,15,666,340,30,62,213,4,1,1
32,"SATU MARE","ŞCOALA PRIMARĂ DEALU MARE",336,"VIILE SATU MARE",139394,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 00:52:06",571,534,0,8,29,326,289,0,8,29,302,24,658,332,51,99,130,8,10,4
32,"SATU MARE","ŞCOALA PRIMARĂ ERIU SÂNCRAI",182,CRAIDOROLŢ,137443,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:39:47",484,474,0,5,5,306,296,0,5,5,284,22,500,194,71,21,69,13,3,107
32,"SATU MARE","ŞCOALA PRIMARĂ GHIRIŞA",139,BELTIUG,136964,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:53:49",601,580,0,7,14,378,357,0,7,14,343,35,650,272,7,72,257,1,3,3
32,"SATU MARE","ȘCOALA PRIMARĂ ” IOAN GALU” SUPURU DE SUS",301,SUPUR,138921,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:53:47",412,402,2,6,2,216,207,1,6,2,211,5,450,234,101,100,2,2,5,1
32,"SATU MARE","SCOALA PRIMARA LELEI",212,HODOD,137844,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:46:57",478,462,0,6,10,276,260,0,6,10,273,3,500,224,13,6,253,0,1,0
32,"SATU MARE","ŞCOALA PRIMARĂ LIPĂU",192,CULCIU,137540,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:57:15",428,417,4,3,4,231,222,2,3,4,220,11,461,230,40,83,19,10,6,62
32,"SATU MARE","ŞCOALA PRIMARĂ MEDIŞA",339,"VIILE SATU MARE",139394,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 01:15:43",191,178,0,8,5,123,110,0,8,5,112,11,198,75,21,61,26,1,2,1
32,"SATU MARE","SCOALĂ PRIMARĂ REMETEA OAȘ",253,"ORAŞU NOU",138351,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 20:17:32",447,410,2,13,22,290,255,0,13,22,283,7,475,185,5,7,242,2,2,25
32,"SATU MARE","ŞCOALA PRIMARĂ SATU MIC",183,CRAIDOROLŢ,137443,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:30:51",171,159,1,11,0,108,97,0,11,0,98,10,200,92,48,10,4,2,2,32
32,"SATU MARE","ŞCOALA PRIMARĂ TĂTĂREŞTI",340,"VIILE SATU MARE",139394,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 01:34:23",564,524,0,12,28,300,260,0,12,28,275,25,596,296,72,99,73,10,18,3
32,"SATU MARE","SCOALA SILVAS",289,SĂUCA,138805,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:33:23",133,128,0,5,0,91,86,0,5,0,84,7,244,153,34,44,3,3,0,0
32,"SATU MARE","ȘCOALA SOLTESZ JANOS AMBUD",256,PĂULEŞTI,138431,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:52:11",987,965,1,10,11,591,570,0,10,11,557,34,1000,409,37,151,359,2,7,1
32,"SATU MARE","SC. PRIMARA DINDESTI",127,ANDRID,136768,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:17:40",611,590,1,4,16,391,371,0,4,16,369,22,665,274,16,104,191,11,6,41
32,"SATU MARE","SC. PRIM. CHEREUŞA",282,SANTĂU,138734,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:47:35",470,450,1,5,14,307,288,0,5,14,291,16,500,193,32,211,44,1,2,1
32,"SATU MARE","SECŢIA DE DRUMURI NAŢIONALE",47,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:04:11",1708,1650,14,9,35,940,895,1,9,35,921,19,1900,960,92,175,564,49,26,15
32,"SATU MARE","SEDIU ADMINISTRATIV",136,BÂRSĂU,137103,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 21:35:51",508,476,1,17,14,320,288,1,17,14,297,23,800,480,129,131,6,9,7,15
32,"SATU MARE","SEDIUL CONSILIULUI LOCAL AL COMUNEI CULCIU",187,CULCIU,137540,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 18:24:04",689,673,0,7,9,390,374,0,7,9,374,16,751,361,105,92,159,4,5,9
32,"SATU MARE","SEDIUL PRIMARIEI COMUNEI HODOD",210,HODOD,137844,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:47:40",699,682,0,5,12,361,344,0,5,12,354,7,771,410,16,16,316,1,2,3
32,"SATU MARE","SPCLEP CALINESTI OAS",157,CĂLINEŞTI-OAŞ,137229,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 21:09:35",908,897,0,3,8,522,511,0,3,8,494,28,1000,478,113,194,13,140,20,14
32,"SATU MARE","TRIP SCOALA GENERALA",148,BIXAD,137069,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 18:44:40",1367,1335,0,25,7,636,604,0,25,7,560,76,1494,858,180,245,32,53,36,14
32,"SATU MARE","TRIP SCOALA GENERALA",149,BIXAD,137069,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:33:04",1226,1201,0,15,10,547,522,0,15,10,479,68,1325,778,109,228,15,54,37,36
32,"SATU MARE","UNIVERSITATEA TEHNICĂ CLUJ NAPOCA - FILIALA SATU MARE (GRĂDINIŢA CU PROGRAM NORMAL NR.21)",18,"MUNICIPIUL SATU MARE",136483,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:53:00",1749,1737,7,2,3,791,786,0,2,3,774,17,2000,1209,107,195,379,58,14,21
32,"SATU MARE","UNIVERSITATEA TEHNICĂ CLUJ NAPOCA - FILIALA SATU MARE (GRĂDINIŢA CU PROGRAM NORMAL NR.21)",19,"MUNICIPIUL SATU MARE",136483,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 15:19:30",1529,1516,2,8,3,678,667,0,8,3,653,25,1700,1022,78,206,284,44,21,20
