precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA ELECTORALĂ PSD PNL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL ROMÂNIA PUTERNICĂ-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL PATRIOȚILOR-voturi","ALIANȚA TIMIȘOARA UNITĂ USR - PMP - FORȚA DREPTEI - UDMR-voturi","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi"
37,TIMIŞ,"COLEGIUL ECONOMIC ”FRANCESCO SEVERIO NITTI” TIMIȘOARA",72,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:53:38",1210,1169,31,10,0,471,461,0,10,0,464,7,1200,729,131,38,12,1,5,8,5,2,256,6
37,TIMIŞ,"COLEGIUL ECONOMIC ”FRANCESCO SEVERIO NITTI” TIMIȘOARA",70,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:51:03",1101,1075,10,7,9,407,391,0,7,9,401,6,1200,793,157,54,25,2,6,11,7,5,131,3
37,TIMIŞ,"COLEGIUL NAȚIONAL PEDAGOGIC ”CARMEN SYLVA” TIMIȘOARA",3,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:51:38",628,586,26,9,7,249,233,0,9,7,244,5,700,451,74,25,4,3,5,13,2,0,114,4
37,TIMIŞ,"COLEGIUL TEHNIC ”EMANUIL UNGUREANU” TIMIȘOARA",4,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:28:54",1621,1386,218,17,0,569,546,6,17,0,562,7,1500,931,212,46,14,0,9,22,7,0,246,6
37,TIMIŞ,"COLEGIUL TEHNIC ”HENRI COANDĂ” (ŞCOALA PRIMARĂ NR.11)",57,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:01:45",1924,1903,12,9,0,899,889,1,9,0,874,25,2000,1101,311,99,29,4,7,37,16,9,345,17
37,TIMIŞ,"COLEGIUL TEHNIC ”HENRI COANDĂ” (ŞCOALA PRIMARĂ NR.11)",56,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:23:06",1610,1602,4,4,0,698,694,0,4,0,679,19,1700,1002,232,84,38,9,12,22,7,3,263,9
37,TIMIŞ,"COLEGIUL TEHNIC ”HENRI COANDĂ” (ŞCOALA PRIMARĂ NR.11)",55,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:43:18",1731,1712,16,3,0,793,790,0,3,0,758,35,2000,1207,281,79,24,1,14,38,13,3,300,5
37,TIMIŞ,"COLEGIUL TEHNIC ”HENRI COANDĂ” TIMIȘOARA",8,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:37:18",754,733,10,11,0,284,273,0,11,0,274,10,1200,916,68,30,7,3,3,19,6,1,135,2
37,TIMIŞ,"COLEGIUL TEHNIC ”HENRI COANDĂ” TIMIȘOARA",9,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:11:52",1102,1088,9,5,0,472,466,1,5,0,456,16,1100,628,149,36,9,5,5,20,10,2,214,6
37,TIMIŞ,"DIRECȚIA DE ASISTENȚĂ SOCIALĂ A MUNICIPIULUI TIMIȘOARA, COMPLEXUL DE SERVICII SOCIALE PENTRU PERSOANE VÂRSTNICE „SF. ARH. MIHAIL ȘI GAVRIL”",179,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:57:11",1250,1230,11,9,0,525,516,0,9,0,510,15,1300,775,187,62,14,4,9,18,6,2,205,3
37,TIMIŞ,"DIRECȚIA DE ASISTENȚĂ SOCIALĂ A MUNICIPIULUI TIMIȘOARA, COMPLEXUL DE SERVICII SOCIALE PENTRU PERSOANE VÂRSTNICE „SF. ARH. MIHAIL ȘI GAVRIL”",180,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:13:17",1171,1151,13,6,1,463,456,0,6,1,448,14,1200,738,157,50,15,6,9,23,12,4,169,3
37,TIMIŞ,"FUNDAŢIA IOAN SLAVICI",13,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:22:01",1189,1156,24,9,0,502,493,0,9,0,488,14,1200,698,183,69,21,2,11,22,8,6,160,6
37,TIMIŞ,"FUNDAŢIA IOAN SLAVICI",14,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:03:32",1286,1264,8,14,0,567,552,1,14,0,560,7,1500,933,184,68,21,2,9,15,9,6,242,4
37,TIMIŞ,"FUNDAŢIA JUDEŢEANĂ PENTRU TINERET TIMIŞ (FOSTA CASA TINERETULUI)",112,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:41:10",1775,1676,63,26,10,781,745,0,26,10,761,20,2237,1456,249,55,16,3,10,38,6,4,379,1
37,TIMIŞ,"FUNDAŢIA JUDEŢEANĂ PENTRU TINERET TIMIŞ (FOSTA CASA TINERETULUI)",113,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:44:18",1022,1000,6,11,5,407,391,0,11,5,397,10,1300,893,170,38,17,1,7,22,3,7,129,3
37,TIMIŞ,"FUNDAŢIA JUDEŢEANĂ PENTRU TINERET TIMIŞ (FOSTA CASA TINERETULUI)",111,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:54:57",1146,1114,1,16,15,540,509,0,16,15,521,19,1200,660,230,35,8,3,8,26,8,1,201,1
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 11 ( GRĂDINIŢA CU PROGRAM PRELUNGIT NR.12)",138,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:31:53",732,723,2,7,0,282,275,0,7,0,272,10,900,618,113,25,11,1,8,6,1,4,102,1
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.11 TIMIȘOARA",125,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:09:21",961,954,3,4,0,439,435,0,4,0,418,21,1200,761,172,48,13,1,8,17,2,2,154,1
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.11 TIMIȘOARA",124,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:17:44",1132,1122,0,10,0,485,475,0,10,0,469,16,1200,715,200,49,12,5,9,20,8,4,155,7
37,TIMIŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.13 TIMIȘOARA",207,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:50:40",452,447,0,5,0,225,220,0,5,0,221,4,500,275,59,44,13,0,6,23,4,1,70,1
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.20 (GRĂDINIŢA CU PROGRAM PRELUNGIT NR.9 ”CARLA PELZ”)",49,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:36:40",1294,1273,10,8,3,606,595,0,8,3,586,20,1300,694,186,53,17,6,7,24,7,2,276,8
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.20 (GRĂDINIŢA CU PROGRAM PRELUNGIT NR.9 ”CARLA PELZ”)",48,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:52:30",1348,1335,7,6,0,620,614,0,6,0,598,22,1400,780,216,61,18,8,13,22,5,5,243,7
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.20 TIMIȘOARA",177,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:57:55",1467,1449,11,7,0,606,599,0,7,0,581,23,1502,898,213,59,10,9,11,30,6,1,236,6
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.20 TIMIȘOARA",178,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:38:13",1300,1277,15,7,1,621,613,0,7,1,606,15,1300,679,224,65,21,5,7,27,9,4,240,4
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.20 TIMIȘOARA",176,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:07:12",1449,1420,19,10,0,590,580,0,10,0,575,15,1500,904,205,62,28,7,9,23,6,2,227,6
37,TIMIŞ,"GRADINIŢA CU PROGRAM PRELUNGIT NR.23",145,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:31:56",1126,1103,14,9,0,446,437,0,9,0,436,10,1400,954,156,22,18,3,9,20,4,6,192,6
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.26",46,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:05:32",1219,1204,0,15,0,532,517,0,15,0,518,14,1600,1068,141,36,20,1,7,44,6,3,260,0
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.26",47,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:24:59",1227,1203,10,13,1,524,510,0,13,1,507,17,1300,776,169,36,11,0,14,21,4,2,245,5
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.2 (GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 1)",106,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:40:16",1928,1895,18,15,0,959,943,1,15,0,927,32,2000,1041,315,57,11,11,7,43,8,5,460,10
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.2 (GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 1)",107,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:15:40",1847,1814,18,15,0,880,864,1,15,0,861,19,1900,1020,320,92,24,8,6,33,4,7,364,3
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.36",41,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:02:32",1165,1152,3,10,0,470,460,0,10,0,450,20,1400,930,156,33,13,4,3,31,4,4,199,3
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 36 (FOSTA GRĂDINIŢĂ NR. 37)",19,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:28:49",1329,1310,11,8,0,525,516,1,8,0,506,19,1400,875,187,47,11,7,8,27,9,3,203,4
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 36 (FOSTA GRĂDINIŢĂ NR. 37)",18,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:55:38",1654,1599,41,14,0,703,689,0,14,0,691,12,2000,1297,241,57,15,6,10,41,3,4,310,4
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.38 ( GRĂDINIŢA CU PROGRAM PRELUNGIT NR.6 )",203,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:57:15",1294,1283,3,8,0,574,566,0,8,0,550,24,1300,726,186,73,28,3,16,33,6,7,194,4
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.38 ( GRĂDINIŢA CU PROGRAM PRELUNGIT NR.6 )",204,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:00:54",1246,1230,10,6,0,526,520,0,6,0,511,15,1600,1074,190,80,14,5,10,21,5,6,174,6
37,TIMIŞ,"INSPECTORATUL TERITORIAL AL POLIŢIEI DE FRONTIERĂ TIMIȘOARA",11,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:28:45",1175,1159,6,10,0,432,422,0,10,0,420,12,1400,968,134,40,19,5,9,21,8,3,177,4
37,TIMIŞ,"INSPECTORATUL TERITORIAL AL POLIŢIEI DE FRONTIERĂ TIMIȘOARA",12,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:59:38",1320,1301,6,13,0,486,473,0,13,0,473,13,1600,1114,161,39,18,4,5,23,2,3,216,2
37,TIMIŞ,"LICEUL CU PROGRAM SPORTIV ”BANATUL”",109,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:24:54",1223,1192,21,8,2,509,499,0,8,2,499,10,1600,1091,168,39,11,5,6,24,6,1,234,5
37,TIMIŞ,"LICEUL DE ARTĂ ”ION VIDU” TIMIȘOARA",110,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:18:50",525,501,3,21,0,240,219,0,21,0,238,2,1000,760,84,14,6,2,2,4,2,1,120,3
37,TIMIŞ,"LICEUL DE ARTE PLASTICE TIMIȘOARA ( FOSTUL GRUP ȘCOLAR TUDOR TĂNĂSESCU)",165,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:51:30",872,848,4,15,5,285,271,0,10,4,277,8,1200,915,83,37,9,1,9,11,6,2,119,0
37,TIMIŞ,"LICEUL DE ARTE PLASTICE TIMIȘOARA ( FOSTUL GRUP ȘCOLAR TUDOR TĂNĂSESCU)",163,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:56:34",1567,1545,18,0,4,598,593,1,0,4,582,16,1600,1002,188,61,41,3,8,26,5,5,237,8
37,TIMIŞ,"LICEUL DE ARTE PLASTICE TIMIȘOARA ( FOSTUL GRUP ȘCOLAR TUDOR TĂNĂSESCU)",164,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:19:38",1284,1264,0,11,9,380,360,0,11,9,366,14,1300,920,132,38,30,3,10,9,3,1,133,7
37,TIMIŞ,"LICEUL TEHNOLOGIC ”AZUR” TIMIȘOARA",127,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:35:17",945,916,19,10,0,484,470,4,10,0,472,12,1400,916,167,27,14,0,7,25,4,8,215,5
37,TIMIŞ,"LICEUL TEHNOLOGIC ”AZUR” TIMIȘOARA",130,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:44:30",1304,1274,15,15,0,535,520,0,15,0,520,15,1300,765,194,49,23,5,11,18,11,3,198,8
37,TIMIŞ,"LICEUL TEHNOLOGIC ”AZUR” TIMIȘOARA",128,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:36:01",1063,1051,6,6,0,441,435,0,6,0,424,17,1100,659,142,43,10,3,5,16,4,6,189,6
37,TIMIŞ,"LICEUL TEHNOLOGIC ”AZUR” TIMIȘOARA",131,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 01:18:36",1030,1026,2,2,0,421,419,0,2,0,405,16,1100,678,135,47,10,6,7,16,4,3,175,2
37,TIMIŞ,"LICEUL TEHNOLOGIC ”AZUR” TIMIȘOARA",129,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:12:06",1132,1121,4,7,0,468,461,0,7,0,455,6,1200,739,175,37,18,2,3,22,9,5,183,1
37,TIMIŞ,"LICEUL TEHNOLOGIC ”AZUR” TIMIȘOARA",126,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:09:00",1220,1210,3,7,0,511,504,0,7,0,499,12,1300,789,166,48,33,3,8,16,6,8,210,1
37,TIMIŞ,"LICEUL TEHNOLOGIC DE INDUSTRIE ALIMENTARĂ",51,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:04:19",993,969,10,14,0,418,401,3,14,0,410,8,1200,782,155,44,10,2,7,22,7,4,156,3
37,TIMIŞ,"LICEUL TEHNOLOGIC DE INDUSTRIE ALIMENTARĂ",52,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:38:04",1133,1124,4,5,0,535,530,0,5,0,521,14,1200,665,177,51,14,6,13,24,4,4,226,2
37,TIMIŞ,"LICEUL TEHNOLOGIC DE VEST TIMIȘOARA",65,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:19:31",990,972,7,11,0,409,396,2,11,0,396,13,1200,791,114,38,13,8,3,16,2,3,188,11
37,TIMIŞ,"LICEUL TEHNOLOGIC DE VEST TIMIȘOARA",66,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:23:08",910,882,18,10,0,395,384,1,10,0,372,23,1000,605,105,40,19,4,4,14,5,3,174,4
37,TIMIŞ,"LICEUL TEHNOLOGIC DE VEST TIMIȘOARA",64,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:54:51",1211,1149,42,11,9,418,396,2,11,9,401,17,1200,782,122,41,10,1,2,15,5,3,200,2
37,TIMIŞ,"LICEUL TEHNOLOGIC ELECTROTIMIŞ TIMIȘOARA",152,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:18:45",1609,1589,13,7,0,708,701,0,7,0,685,23,1600,892,221,80,31,4,8,22,13,4,296,6
37,TIMIŞ,"LICEUL TEHNOLOGIC ELECTROTIMIŞ TIMIȘOARA",151,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 13:53:25",1638,1619,8,11,0,701,690,0,11,0,661,36,1800,1099,241,97,21,9,14,26,3,5,237,8
37,TIMIŞ,"LICEUL TEHNOLOGIC ELECTROTIMIŞ TIMIȘOARA",150,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:24:46",1591,1573,5,13,0,746,732,1,13,0,732,14,1600,854,266,92,17,8,12,30,3,9,289,6
37,TIMIŞ,"LICEUL TEHNOLOGIC ELECTROTIMIŞ TIMIȘOARA",153,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:51:22",1489,1478,1,10,0,508,498,0,10,0,492,16,1600,1092,187,80,26,7,6,30,7,2,144,3
37,TIMIŞ,"LICEUL TEHNOLOGIC ELECTROTIMIŞ TIMIȘOARA (ŞCOALA GIMNAZIALĂ NR.20 )",200,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:58:53",1868,1855,5,8,0,1028,1019,1,8,0,998,30,2000,972,329,93,17,10,15,49,13,4,462,6
37,TIMIŞ,"LICEUL TEHNOLOGIC ENERGETIC ”REGELE FERDINAND I” TIMIȘOARA - CĂMIN NR.1 (FOST GRUP ŞCOLAR ”TUDOR TĂNĂSESCU”)",183,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:21:39",1324,1304,10,10,0,489,479,0,10,0,477,12,1400,911,158,54,18,3,5,15,6,4,209,5
37,TIMIŞ,"LICEUL TEHNOLOGIC ENERGETIC ”REGELE FERDINAND I” TIMIȘOARA - CĂMIN NR.1 (FOST GRUP ŞCOLAR ”TUDOR TĂNĂSESCU”)",184,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:53:41",1244,1231,3,10,0,430,420,0,10,0,420,10,1300,870,137,48,13,4,3,19,3,1,186,6
37,TIMIŞ,"LICEUL TEHNOLOGIC ENERGETIC ”REGELE FERDINAND I” TIMIȘOARA - CĂMIN NR.1 (FOST GRUP ŞCOLAR ”TUDOR TĂNĂSESCU”)",181,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:02:24",1323,1309,6,7,1,547,539,0,7,1,529,18,1600,1053,201,56,13,6,8,25,6,7,201,6
37,TIMIŞ,"LICEUL TEHNOLOGIC ENERGETIC ”REGELE FERDINAND I” TIMIȘOARA - CĂMIN NR.1 (FOST GRUP ŞCOLAR ”TUDOR TĂNĂSESCU”)",182,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:55:05",1133,1116,1,16,0,417,401,0,16,0,405,12,1200,783,126,53,14,8,2,23,3,3,167,6
37,TIMIŞ,"LICEUL TEHNOLOGIC TRANSPORTURI AUTO",93,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:52:06",1460,1449,3,8,0,647,639,0,8,0,625,22,1600,953,200,80,30,4,22,20,10,4,250,5
37,TIMIŞ,"LICEUL TEHNOLOGIC TRANSPORTURI AUTO",94,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:21:49",1677,1645,9,14,9,725,702,0,14,9,706,19,1700,975,248,72,21,10,9,36,6,5,293,6
37,TIMIŞ,"LICEUL TEHNOLOGIC TRANSPORTURI AUTO",95,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:19:16",1556,1530,7,19,0,621,602,0,19,0,605,16,1600,979,238,73,19,4,10,18,7,9,220,7
37,TIMIŞ,"LICEUL TEHNOLOGIC TRANSPORTURI AUTO (ŞCOALA GIMNAZIALĂ NR. 29)",96,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:48:51",1317,1308,0,9,0,506,497,0,9,0,496,10,1400,894,170,61,21,5,10,14,4,4,204,3
