precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA ELECTORALĂ PSD PNL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL ROMÂNIA PUTERNICĂ-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL PATRIOȚILOR-voturi","ALIANȚA TIMIȘOARA UNITĂ USR - PMP - FORȚA DREPTEI - UDMR-voturi","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi"
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.24 (GRĂDINIŢA CU PROGRAM PRELUNGIT NR.27)",26,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:02:45",1224,1213,1,10,0,547,537,0,10,0,534,13,1300,753,205,52,6,1,7,23,10,3,225,2
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.24 (GRĂDINIŢA CU PROGRAM PRELUNGIT NR.27)",25,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:26:26",1237,1226,4,6,1,540,534,0,5,1,522,18,1305,765,164,66,11,5,9,12,9,1,242,3
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.25",133,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:30:39",1474,1443,0,31,0,644,613,0,31,0,603,3,1600,949,198,58,20,3,9,24,6,7,275,3
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.25",137,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:36:32",1523,1507,6,10,0,652,641,1,10,0,634,18,1600,948,224,54,20,7,3,31,10,1,279,5
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.25",136,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:51:55",1576,1554,7,15,0,731,715,1,15,0,713,18,1600,869,284,66,17,13,11,23,8,4,284,3
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.25",134,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 13:43:34",1474,1444,21,9,0,648,639,0,9,0,628,20,1593,945,203,62,16,6,14,28,5,2,288,4
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.25",135,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:07:31",1825,1790,18,17,0,882,865,0,17,0,855,27,1800,918,278,73,23,5,11,53,16,0,389,7
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR. 27",86,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:25:54",1523,1514,4,5,0,630,625,0,5,0,604,21,1800,1175,240,45,23,6,11,26,7,5,241,0
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR. 27",88,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:37:48",1538,1528,1,9,0,584,575,0,9,0,573,11,1600,1016,198,55,29,5,5,17,3,10,241,10
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR. 27",87,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:51:09",1541,1530,5,6,0,631,625,0,6,0,617,14,1600,969,222,74,30,5,9,18,6,4,248,1
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR. 27",85,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:16:38",1566,1560,2,4,0,628,624,0,4,0,617,11,1600,972,240,71,27,3,13,26,7,4,223,3
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.27 (GRADINIŢA CU PROGRAM PRELUNGIT NR. 3)",83,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:30:09",1173,1160,9,4,0,501,497,0,4,0,494,7,1200,699,162,59,13,5,8,13,5,8,216,5
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.27 (GRADINIŢA CU PROGRAM PRELUNGIT NR. 3)",84,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:33:57",1150,1146,0,4,0,449,445,0,4,0,435,14,1400,951,135,56,15,8,8,25,2,4,176,6
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.2 (GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 29)",102,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:50:51",1130,1121,1,8,0,499,490,1,8,0,489,10,1200,701,159,34,12,6,7,31,7,1,228,4
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.2 (GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 29)",101,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:59:23",1300,1289,7,4,0,495,489,2,4,0,474,21,1300,805,157,44,14,2,12,18,7,6,210,4
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.30",115,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:46:12",1735,1706,13,16,0,833,817,0,16,0,806,27,1800,967,313,65,19,3,10,38,8,7,337,6
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.30",119,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:52:49",1224,1208,3,12,1,576,563,0,12,1,556,20,1600,1024,238,45,18,6,3,26,7,3,210,0
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.30",116,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:45:37",1225,1209,4,11,1,631,618,1,11,1,616,15,1600,969,271,77,18,4,9,22,4,4,199,8
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.30",118,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:58:27",1638,1623,1,14,0,803,789,0,14,0,787,16,1700,897,349,73,13,3,19,36,8,1,277,8
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.30",117,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:27:34",1351,1332,2,17,0,661,644,0,17,0,632,29,1400,739,286,67,0,7,9,61,14,3,184,1
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ NR.30 TIMIȘOARA",157,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:30:57",1542,1476,53,13,0,704,691,0,13,0,682,22,1900,1196,328,58,29,8,7,27,5,6,209,5
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ NR.30 TIMIȘOARA",158,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:42:15",1400,1383,0,17,0,649,632,0,17,0,626,23,1500,828,255,68,22,8,3,26,7,4,227,6
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR. 6",91,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:18:46",1188,1167,7,14,0,523,507,2,14,0,497,10,547,24,170,59,21,5,12,18,5,6,199,2
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR. 6",92,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:58:08",1395,1384,3,8,0,504,496,0,8,0,493,11,1400,896,160,71,21,4,8,13,8,5,195,8
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR. 6",89,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:03:23",1026,1013,2,11,0,390,379,0,11,0,365,25,1100,710,142,43,15,7,3,18,5,7,121,4
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR. 6",90,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:31:08",1166,1154,6,5,1,530,524,0,5,1,518,8,1200,670,164,53,27,6,13,21,12,5,211,6
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.6 (GRADINIŢA CU PROGRAM PRELUNGIT NR. 30)",199,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:11:14",1606,1596,2,8,0,625,617,0,8,0,602,23,1700,1075,212,79,16,1,11,28,4,4,244,3
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.6 (GRADINIŢA CU PROGRAM PRELUNGIT NR. 30)",198,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:19:06",1563,1546,5,11,1,563,550,1,11,1,550,13,2000,1432,157,75,30,1,11,0,12,5,236,23
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.7 ”SFÂNTA MARIA ”",171,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:26:58",1331,1319,3,9,0,523,514,0,9,0,511,12,1400,877,175,67,19,5,11,16,8,2,206,2
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.7 ”SFÂNTA MARIA ”",170,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:14:19",1654,1574,74,6,0,709,703,0,6,0,694,15,1600,891,214,58,34,7,10,34,3,2,329,3
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.7 ”SFÂNTA MARIA ”",172,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:23:28",1300,1289,3,8,0,593,585,0,8,0,573,20,1400,807,236,56,17,0,10,26,4,5,214,5
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.7 ”SFÂNTA MARIA ”",174,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:18:55",1027,1016,4,7,0,451,444,0,7,0,445,5,1200,750,160,46,16,6,5,18,4,6,182,2
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.7 ”SFÂNTA MARIA ”",175,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:43:40",1117,1095,6,16,0,463,447,0,16,0,458,5,6000,5537,183,57,13,8,8,16,5,4,159,5
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.7 ”SFÂNTA MARIA ”",173,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:54:35",1284,1261,12,11,0,495,490,0,5,0,480,15,1300,801,168,54,24,1,7,29,4,5,187,1
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ NR.7 ”SFÂNTA MARIA” TIMIȘOARA",16,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:10:45",1024,1016,1,7,0,404,397,0,7,0,393,11,1300,890,145,38,12,2,5,17,3,3,166,2
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ NR.7 ”SFÂNTA MARIA” TIMIȘOARA",15,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:10:46",1031,1019,7,5,0,421,416,0,5,0,416,5,1105,684,144,51,23,2,7,14,5,3,165,2
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ NR.7 ”SFÂNTA MARIA”TIMIȘOARA",17,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:39:42",1587,1578,1,8,0,659,651,0,8,0,639,20,2100,1441,234,92,18,8,11,25,12,4,226,9
37,TIMIŞ,"UNIVERSITATEA DE MEDICINĂ ŞI FARMACIE ”VICTOR BABEŞ”",1,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:07:25",1210,1131,57,13,9,375,353,0,13,9,365,10,1700,1325,130,32,7,4,7,18,4,2,156,5
37,TIMIŞ,"UNIVERSITATEA DE MEDICINĂ ŞI FARMACIE ”VICTOR BABEŞ”",2,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:33:20",1184,1060,100,24,0,475,448,3,24,0,448,27,1500,1025,130,38,8,4,5,10,11,1,237,4
37,TIMIŞ,"UNIVERSITATEA DE ȘTIINȚELE VIEȚII, ”REGELE MIHAI I”",20,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:52:46",1958,1840,102,16,0,878,861,1,16,0,859,19,2100,1222,272,59,14,5,13,55,7,6,424,4
37,TIMIŞ,"UNIVERSITATEA DE ȘTIINȚELE VIEȚII, ”REGELE MIHAI I”",21,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:51:26",1921,1844,61,16,0,857,840,1,16,0,847,10,2100,1243,299,58,14,8,6,47,6,6,397,6
37,TIMIŞ,"UNIVERSITATEA DE ȘTIINȚELE VIEȚII, ”REGELE MIHAI I”",23,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:12:42",2072,1973,84,15,0,869,853,1,15,0,864,5,2000,1131,218,60,9,3,12,49,3,4,496,10
37,TIMIŞ,"UNIVERSITATEA DE ȘTIINȚELE VIEȚII, ”REGELE MIHAI I”",22,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:44:41",1785,1737,18,25,5,720,689,1,25,5,690,30,2100,1380,195,71,12,2,14,45,12,1,333,5
37,TIMIŞ,"UNIVERSITATEA DE ȘTIINȚELE VIEȚII, ”REGELE MIHAI I”",24,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:29:08",1790,1715,67,8,0,821,812,1,8,0,803,18,2000,1179,219,76,42,4,11,36,8,5,393,9
37,TIMIŞ,"UNIVERSITATEA POLITEHNICA TIMIŞOARA - CANTINA STUDENŢEASCĂ",120,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:02:12",922,832,48,42,0,293,251,0,42,0,279,14,1300,1007,112,25,11,1,7,10,5,1,104,3
37,TIMIŞ,"UNIVERSITATEA POLITEHNICA TIMIŞOARA- CANTINA STUDENŢEASCĂ",121,"MUNICIPIUL TIMIŞOARA",155243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:32:35",842,802,19,21,0,322,301,0,21,0,311,11,1100,778,117,37,5,2,3,10,4,5,128,0
