precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
36,TELEORMAN,"CĂMINUL CULTURAL",333,ZÂMBREASCA,154978,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:18:00",744,669,0,3,72,480,405,0,3,72,455,25,735,255,171,260,13,5,6
36,TELEORMAN,"CĂMINUL CULTURAL",242,PLOSCA,153605,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:38:20",1207,1185,1,12,9,864,843,0,12,9,841,0,1130,26,285,449,46,31,30
36,TELEORMAN,"CĂMINUL CULTURAL",184,ISLAZ,151736,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:54:34",1066,1040,1,15,10,630,605,0,15,10,602,28,1120,490,220,279,44,46,13
36,TELEORMAN,"CĂMINUL CULTURAL",313,TROIANUL,154790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:17:10",39,23,0,11,5,39,23,0,11,5,35,4,55,16,3,21,4,6,1
36,TELEORMAN,"CĂMINUL CULTURAL",120,BUJORU,152314,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:55:31",780,686,0,46,48,692,598,0,46,48,545,50,750,155,271,217,40,4,13
36,TELEORMAN,"CĂMINUL CULTURAL",113,BRAGADIRU,152234,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:28:39",930,882,0,7,41,567,519,0,7,41,563,4,970,403,26,473,42,13,9
36,TELEORMAN,"CĂMINUL CULTURAL BALCI",92,BALACI,151996,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:45:16",753,644,0,62,47,508,399,0,62,47,482,26,700,192,54,303,105,8,12
36,TELEORMAN,"CĂMINUL CULTURAL BEUCA",98,BEUCA,155092,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:48:51",971,799,1,76,95,666,495,0,76,95,644,18,880,216,253,332,22,29,8
36,TELEORMAN,"CĂMINUL CULTURAL BUJORENI",117,BUJORENI,152270,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:18:20",409,374,0,25,10,198,163,0,25,10,188,10,420,222,28,132,11,10,7
36,TELEORMAN,"CĂMINUL CULTURAL DIDEȘTI",155,DIDEŞTI,152724,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:56:21",948,849,0,45,54,669,570,0,45,54,650,19,930,261,490,95,46,5,14
36,TELEORMAN,"CĂMINUL CULTURAL DIN SATUL CRÂNGU",151,CRÂNGU,152662,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:58:10",948,832,0,59,57,464,348,0,59,57,399,7,910,504,39,337,14,1,8
36,TELEORMAN,"CĂMINUL CULTURAL FRUMOASA",174,FRUMOASA,152993,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:24:27",705,671,0,12,22,510,476,0,12,22,483,27,760,250,115,310,16,20,22
36,TELEORMAN,"CĂMINUL CULTURAL GĂRĂGĂU",321,VÂRTOAPE,154932,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:07:37",541,496,0,20,25,405,360,0,20,25,403,2,550,145,165,238,0,0,0
36,TELEORMAN,"CĂMINUL CULTURAL GURUIENI",200,MĂGURA,153240,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:20:00",719,691,1,9,18,485,458,0,9,18,470,15,760,275,46,345,66,3,10
36,TELEORMAN,"CĂMINUL CULTURAL MĂGURA",199,MĂGURA,153240,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:43:09",1405,1332,0,21,52,920,847,0,21,52,898,22,1460,540,88,634,138,15,23
36,TELEORMAN,"CĂMINUL CULTURAL PERETU",231,PERETU,153543,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:07:26",1230,1224,0,5,1,712,706,0,5,1,675,37,1340,628,183,428,34,15,15
36,TELEORMAN,"CĂMINUL CULTURAL PLOPI",99,BEUCA,155092,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:18:21",156,134,0,8,14,118,96,0,8,14,110,7,150,33,77,26,5,0,2
36,TELEORMAN,"CĂMINUL CULTURAL RĂDULEŞTI",154,CREVENICU,151932,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:53:59",427,395,0,13,19,306,274,0,13,19,292,14,430,124,16,220,40,6,10
36,TELEORMAN,"CĂMINUL CULTURAL RĂSMIREŞTI",259,RĂSMIREŞTI,153909,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:39:05",790,591,2,164,33,624,425,2,164,33,610,14,740,116,409,169,17,3,12
36,TELEORMAN,"CĂMINUL CULTURAL SILIŞTEA",282,SILIŞTEA,154228,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:24:45",1029,972,0,26,31,796,739,0,26,31,770,26,1070,274,220,452,42,28,28
36,TELEORMAN,"CĂMINUL CULTURAL TECUCI",93,BALACI,151996,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:31:29",552,489,0,32,31,405,342,0,32,31,390,15,540,135,15,203,153,3,16
36,TELEORMAN,"CĂMINUL CULTURAL VIRTOAPELE DE JOS",322,VÂRTOAPE,154932,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:04:39",707,636,1,39,31,547,477,0,39,31,547,0,735,180,254,293,0,0,0
36,TELEORMAN,"CĂMINUL CULTURAL VIRTOAPELE DE SUS",320,VÂRTOAPE,154932,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:23:29",839,756,0,58,25,629,546,0,58,25,601,28,825,196,235,269,92,5,0
36,TELEORMAN,"CASA DE CULTURĂ",51,"MUNICIPIUL ROŞIORI DE VEDE",151870,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:40:58",414,397,0,16,1,414,397,0,16,1,393,9,1110,697,54,170,32,129,8
36,TELEORMAN,"CASA DE CULTURA VIDELE",76,"ORAŞ VIDELE",151905,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:15:04",1465,1443,0,21,1,951,929,0,21,1,929,22,1590,639,393,339,85,67,45
36,TELEORMAN,"CENTRU DE ZI",160,DRACEA,155109,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:36:00",64,56,0,1,7,50,42,0,1,7,50,0,70,20,38,12,0,0,0
36,TELEORMAN,"CENTRU DE ZI",161,DRACEA,155109,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:27:31",139,109,0,5,25,118,88,0,5,25,116,2,140,22,105,7,2,1,1
36,TELEORMAN,"CENTRU EDUCAȚIONAL",71,"MUNICIPIUL TURNU MĂGURELE",151683,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:02:31",1229,1223,0,6,0,400,394,0,6,0,377,23,1350,950,79,216,48,19,15
36,TELEORMAN,"CENTRUL CULTURAL",40,"MUNICIPIUL ROŞIORI DE VEDE",151870,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:34:31",1014,1007,0,5,2,412,405,0,5,2,383,29,1110,698,37,201,39,98,8
36,TELEORMAN,"CENTRUL DE ÎNGRIJIRE DE ZI PENTRU COPIII ÎN SITUAȚII DE RISC ÎN COMUNA DOBROTEȘTI",157,DOBROTEŞTI,152760,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:29:13",1232,1207,0,7,18,626,601,0,7,18,595,31,1320,694,38,425,63,49,20
36,TELEORMAN,"CENTRUL MEMORIAL ”MARIN PREDA”",285,SILIŞTEA-GUMEŞTI,154282,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:09:55",1154,1089,0,20,45,713,648,0,20,45,675,36,1193,481,166,285,156,43,25
36,TELEORMAN,"CLĂDIREA FOSTA ȘCOALĂ GIMNAZIALĂ CIURARI",266,SĂCENI,153972,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:06:11",313,285,0,16,12,233,205,0,16,12,220,13,310,77,33,82,98,4,3
36,TELEORMAN,"CLĂDIREA ŞCOLII ELEMENTARE GRESIA",293,STEJARU,154415,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:41:03",105,88,0,12,5,90,73,0,12,5,87,1,90,2,3,51,30,1,2
36,TELEORMAN,"CLĂDIREA ŞCOLII GENERALE SOCETU",294,STEJARU,154415,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:27:29",609,546,0,42,21,461,398,0,42,21,439,21,620,160,32,292,106,3,6
36,TELEORMAN,"CLĂDIRE PRIMĂRIE FOSTA ŞCOALĂ CU CLASELE I-IV DOROBANŢU",149,CRÂNGENI,152617,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:36:53",197,192,0,4,1,118,113,0,4,1,111,6,200,83,70,26,11,2,2
36,TELEORMAN,"CLĂDIRE PRIMĂRIE FOSTA ŞCOALĂ CU CLASELE I-IV STEJARU",150,CRÂNGENI,152617,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:17:10",178,171,0,6,1,120,113,0,6,1,116,4,150,30,38,49,4,11,14
36,TELEORMAN,"CLĂDIRE PRIMĂRIE -FOST SEDIU CAP BĂCĂLEȘTI",133,"CĂLMĂŢUIU DE SUS",152467,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:40:44",733,671,1,13,48,529,468,0,13,48,493,36,730,201,206,251,21,4,11
36,TELEORMAN,"CLUB SĂTESC",142,CIUPERCENI,151709,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:26:58",515,428,1,58,28,419,332,1,58,28,403,16,490,71,175,209,8,7,4
36,TELEORMAN,"CLUBUL COPIILOR",44,"MUNICIPIUL ROŞIORI DE VEDE",151870,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:20:45",1253,1247,1,5,0,648,643,0,5,0,518,29,1370,818,60,199,50,189,20
36,TELEORMAN,"COLEGIUL NAȚIONAL ”AL. D. GHICA”",9,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:55:27",1153,1142,1,9,1,583,573,0,9,1,567,16,1270,687,147,311,41,55,13
36,TELEORMAN,"COLEGIUL NAȚIONAL ”AL. D. GHICA”",8,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:19:09",1414,1410,1,2,1,650,647,0,2,1,625,25,1550,900,172,337,58,35,23
36,TELEORMAN,"COLEGIUL NAȚIONAL ”AL. I. CUZA”",24,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:56:07",962,951,0,10,1,380,369,0,10,1,373,7,1040,660,82,201,30,30,30
36,TELEORMAN,"COLEGIUL NAȚIONAL ”AL. I. CUZA”",25,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:58:21",954,943,0,10,1,431,420,0,10,1,410,21,1080,648,95,227,38,34,16
36,TELEORMAN,"COLEGIUL NAȚIONAL ”AL. I. CUZA”",26,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:12:30",887,877,0,7,3,390,380,0,7,3,380,8,1000,612,97,196,35,34,18
36,TELEORMAN,"COLEGIUL NAŢIONAL ”ANASTASESCU”",52,"MUNICIPIUL ROŞIORI DE VEDE",151870,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:26:59",1307,1306,0,1,0,523,522,0,1,0,500,19,1480,956,68,247,41,134,10
36,TELEORMAN,"COLEGIUL NAŢIONAL ”UNIREA”",65,"MUNICIPIUL TURNU MĂGURELE",151683,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:42:45",1151,1115,2,6,28,514,480,0,6,28,497,17,1230,716,79,300,53,47,18
36,TELEORMAN,"COLEGIUL NAŢIONAL ”UNIREA”",64,"MUNICIPIUL TURNU MĂGURELE",151683,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:13:39",1040,1029,3,8,0,442,432,2,8,0,416,16,1130,698,77,250,37,37,15
36,TELEORMAN,"COLEGIUL TEHNIC ”ANGHEL SALIGNY”",38,"MUNICIPIUL ROŞIORI DE VEDE",151870,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:32:41",991,980,0,9,2,426,415,0,9,2,404,22,1090,664,42,217,45,89,11
36,TELEORMAN,"DISPENSARUL BRᾸTᾸŞANI",309,TRIVALEA-MOŞTENI,154754,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:04:20",559,490,0,46,23,398,329,0,46,23,386,12,540,142,49,250,71,8,8
36,TELEORMAN,"DISPENSAR UMAN (HOL)",106,BOGDANA,152127,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:37:28",581,471,0,79,31,417,328,0,79,10,400,17,510,93,67,309,10,7,7
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL",122,BUZESCU,152332,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:56:39",1237,1158,0,29,50,777,698,0,29,50,664,34,1280,582,109,517,32,2,4
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL",119,BUJORU,152314,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:14:53",737,674,0,37,26,613,550,0,37,26,528,22,740,190,192,304,21,7,4
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL",316,ŢIGĂNEŞTI,154834,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:08:54",1163,1134,0,2,27,700,671,0,2,27,672,28,1280,580,64,538,37,15,18
36,TELEORMAN,"GRĂDINIȚĂ CU PROGRAM NORMAL",329,VIIŞOARA,154914,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:36:29",563,525,0,6,32,444,406,0,6,32,422,22,615,171,224,160,25,3,10
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL BRAGADIRU",114,BRAGADIRU,152234,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:59:15",1078,1022,0,6,50,658,602,0,6,50,589,19,1120,512,14,482,80,9,4
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL CALOMFIREȘTI",252,POROSCHIA,151834,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:27:35",776,766,0,10,0,546,536,0,10,0,525,21,840,294,22,376,108,14,5
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL CONŢEŞTI",143,CONŢEŞTI,152564,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:40:36",1379,1300,0,24,55,863,784,0,24,55,843,20,1430,567,69,727,23,8,16
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL DRACEA",159,DRACEA,155109,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:32:26",1082,995,1,24,62,556,470,0,24,62,540,16,1090,534,445,56,28,4,7
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL ”DR.GHEORGHE FURTUNĂ”",107,BOTOROAGA,152172,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:37:06",1032,936,0,44,52,693,597,0,44,52,675,18,1020,327,266,277,110,7,15
36,TELEORMAN,"GRADINITA CU PROGRAM NORMAL NR.1",202,MĂLDĂENI,153277,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:59:23",908,878,0,11,19,527,497,0,11,19,514,13,980,453,93,255,117,23,26
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 1",182,GRATIA,153062,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:58:30",950,897,0,22,31,673,620,0,22,31,645,28,1020,347,114,453,52,16,10
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 1",209,MERENI,153295,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:47:19",770,745,0,2,23,427,402,0,2,23,400,27,820,393,285,59,48,0,8
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL NR. 1 CREVENICU",153,CREVENICU,151932,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:34:49",733,636,0,48,49,561,464,0,48,49,531,29,700,140,35,353,117,13,13
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 1 NENCIULEȘTI",219,NENCIULEŞTI,154996,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:53:43",771,729,1,16,25,507,465,1,16,25,470,36,800,294,136,286,34,9,5
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR.1 PUTINEIU",254,PUTINEIU,153829,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:16:29",1034,973,0,36,25,756,695,0,36,25,713,43,1070,314,510,173,15,8,7
36,TELEORMAN,"GRADINITA CU PROGRAM NORMAL ,NR.1 SEACA , SAT SEACA , JUDETUL TELEORMAN , STRADA VICTORIEI , NR.75",276,SEACA,154139,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:58:07",1263,1114,0,88,61,720,571,0,88,61,698,22,1289,569,451,218,5,16,8
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 1 VITĂNEȘTI",330,VITĂNEŞTI,153776,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:38:51",971,840,0,53,78,673,542,0,53,78,656,13,1010,341,43,593,20,0,0
36,TELEORMAN,"GRADINITA CU PROGRAM NORMAL NR.2",203,MĂLDĂENI,153277,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:12:48",1210,1180,0,4,26,729,699,0,4,26,709,20,1300,571,201,349,121,23,15
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL NR. 2",268,SÂRBENI,154308,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:26:11",594,508,0,71,15,457,371,0,71,15,436,21,570,113,26,370,14,16,10
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL NR.2",109,BOTOROAGA,152172,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:43:38",1039,911,0,82,46,723,595,0,82,46,714,9,1000,277,292,369,37,6,10
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL NR.2",241,PLOPII-SLĂVITEŞTI,153623,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:43:53",591,527,0,38,26,541,477,0,38,26,415,62,610,133,138,138,114,7,18
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 2",193,LIŢA,151763,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:56:15",1074,1022,0,22,30,681,629,0,22,30,660,21,1120,439,194,412,25,14,15
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 2",185,ISLAZ,151736,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:33:17",1476,1443,0,15,18,816,783,0,15,18,775,41,1570,754,285,404,35,26,25
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 2",148,CRÂNGENI,152617,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:46:56",564,528,0,4,32,342,306,0,4,32,262,21,580,297,168,64,19,8,3
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR.2",73,"MUNICIPIUL TURNU MĂGURELE",151683,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:57:28",1212,1201,1,5,5,501,491,0,5,5,462,29,1330,839,98,256,66,19,23
36,TELEORMAN,"GRĂDİNİŢA CU PROGRAM NORMAL NR.2",166,"DRĂGĂNEŞTI DE VEDE",152868,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:19:24",536,507,0,9,20,368,339,0,9,20,361,7,580,212,130,188,11,23,9
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR.2 BĂDULEASA",255,PUTINEIU,153829,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:19:30",537,488,0,35,14,408,359,0,35,14,386,22,530,122,292,64,17,7,6
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL NR.2 BLEJEŞTI",101,BLEJEŞTI,152083,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:37:12",828,812,0,4,12,525,509,0,4,12,514,11,900,375,25,404,63,5,17
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 2 BUTEȘTI (FOST LOCAL AL ȘCOLII CU CLASELE I-IV BUTEȘTI)",283,SILIŞTEA,154228,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:49:07",439,429,0,8,2,281,271,0,8,2,268,13,470,189,123,109,17,12,7
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 2 FRUMOASA",175,FRUMOASA,152993,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 17:44:48",423,404,0,5,14,315,296,0,5,14,289,26,460,145,98,162,15,6,8
36,TELEORMAN,"GRADINITA CU PROGRAM NORMAL NR.2 NAVODARI , SAT NAVODARI, COMUNA SEACA , JUDETUL TELEORMAN, STRADA DUNARII, NR.107",277,SEACA,154139,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:35:40",643,562,0,33,48,491,410,0,33,48,465,26,670,179,283,150,23,3,6
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 2 PĂRU ROTUND",220,NENCIULEŞTI,154996,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:06:58",468,455,0,6,7,300,294,0,6,0,265,29,500,206,149,93,13,2,8
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 2 PĂULEASCA",176,FRUMOASA,152993,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:28:26",403,381,0,13,9,289,267,0,13,9,278,11,420,131,109,138,17,4,10
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 2, TĂMĂȘEȘTI",80,"ORAŞ VIDELE",151905,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:28:31",660,647,0,7,6,473,460,0,7,6,449,24,720,243,160,177,59,27,26
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL NR. 3",269,SÂRBENI,154308,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:19:54",384,325,1,50,8,283,227,0,50,6,262,17,320,41,20,209,15,10,8
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL NR. 3",53,"MUNICIPIUL ROŞIORI DE VEDE",151870,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:52:15",1155,1145,0,9,1,438,428,0,9,1,422,16,1300,862,31,223,45,110,13
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL NR.3",240,PLOPII-SLĂVITEŞTI,153623,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 15:42:02",778,693,0,55,30,592,507,0,55,30,523,69,790,198,154,132,142,77,18
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL NR.3",56,"MUNICIPIUL TURNU MĂGURELE",151683,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:09:25",531,526,0,1,4,531,526,0,1,4,502,29,1320,789,78,263,89,38,34
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 3",111,BOTOROAGA,152172,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:24:15",1217,1014,0,153,50,935,732,0,153,50,905,21,1120,194,186,635,63,11,10
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR.3",57,"MUNICIPIUL TURNU MĂGURELE",151683,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:49:44",1027,1023,0,4,0,412,408,0,4,0,384,28,1130,718,55,206,64,26,33
