precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"POPA ALEXANDRU-PARTIDUL NAȚIONAL LIBERAL-voturi","CHIRIAC FRANCISK-IULIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","SIMION MARIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ANDREI IONUŢ-VALENTIN-PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","IONIŢĂ ANTONETA-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","GAVRILĂ GELA-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","RĂUREANU ADRIAN-CORNELIU-PARTIDUL S.O.S. ROMÂNIA-voturi","FĂTU NECULAI-PARTIDUL SOCIALIST ROMÂN-voturi"
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 4 „ALEXANDRU IOAN CUZA”",42,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:00:46",1053,1046,0,7,0,482,475,0,7,0,459,23,1150,668,57,256,52,9,47,9,19,10
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 4 „ALEXANDRU IOAN CUZA”",43,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:07:34",1219,1208,3,8,0,501,493,0,8,0,482,19,1300,799,57,265,53,12,59,10,21,5
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 4 „ALEXANDRU IOAN CUZA”",44,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:51:16",1044,1035,0,9,0,479,470,0,9,0,463,16,1150,671,55,262,47,4,62,8,19,6
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 5 „NIKOS KAZANTZAKIS”",62,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:43:30",932,925,0,7,0,342,335,0,7,0,329,13,1000,658,46,143,50,7,37,5,38,3
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 6 „CONSTANTIN SANDU ALDEA”",78,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:25:35",1146,1141,2,3,0,460,457,0,3,0,442,18,1232,772,49,235,55,16,51,5,26,5
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 6 „CONSTANTIN SANDU ALDEA”",77,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:29:25",1198,1194,1,3,0,518,515,0,3,0,507,11,1350,832,69,280,50,13,51,16,24,4
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 6 „CONSTANTIN SANDU ALDEA”",79,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:28:35",1106,1096,1,9,0,448,439,0,9,0,435,13,1250,802,60,226,47,13,48,11,25,5
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 6 „CONSTANTIN SANDU ALDEA”",80,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:04:15",1130,1126,1,3,0,504,501,0,3,0,484,20,1250,746,60,244,61,12,78,7,14,8
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 7 „ION CREANGĂ”",58,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:17:31",1063,1055,0,8,0,402,394,0,8,0,378,15,1200,799,62,208,33,6,41,7,13,8
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 7 „ION CREANGĂ”",60,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:25:05",883,844,0,7,32,383,344,0,7,32,370,13,950,567,41,192,43,6,44,11,26,7
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 7 „ION CREANGĂ”",59,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:12:02",906,899,1,6,0,359,353,0,6,0,343,8,999,623,31,174,42,7,61,2,23,3
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 8 „ION BĂNCILĂ”",48,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:31:37",1040,1034,1,5,0,413,408,0,5,0,402,11,1150,737,50,219,51,10,46,5,14,7
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 8 „ION BĂNCILĂ”",51,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:21:39",656,646,2,8,0,249,241,0,8,0,239,10,800,551,25,137,23,8,29,5,6,6
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 8 „ION BĂNCILĂ”",49,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:33:04",685,680,0,5,0,278,273,0,5,0,269,9,750,472,31,150,37,7,33,5,5,1
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 8 „ION BĂNCILĂ”",50,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:22:02",623,617,1,5,0,268,263,0,5,0,256,12,700,432,36,129,26,6,37,4,15,3
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 8 „ION BĂNCILĂ”",47,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:52:59",1302,1293,2,7,0,490,483,0,7,0,471,19,1450,960,61,224,79,7,57,8,27,8
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 9 „ANTON PANN”",106,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:13:42",1304,1298,0,5,1,499,493,0,5,1,468,29,1426,929,31,269,95,4,19,6,41,3
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 9 „ANTON PANN”",104,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:09:46",1193,1187,1,5,0,407,402,0,5,0,392,15,1300,893,21,243,66,5,16,10,29,2
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 9 „ANTON PANN”",105,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:56:09",1211,1205,1,5,0,457,452,0,5,0,424,33,1350,893,24,264,63,4,21,5,40,3
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 9 „ANTON PANN”",107,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:10:53",1307,1294,7,6,0,546,540,0,6,0,528,18,1450,904,55,282,77,11,41,12,45,5
9,BRĂILA,"ȘCOALA GIMNAZIALA OANCEA",223,ROMANU,43787,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:29:43",335,324,0,11,0,217,206,0,11,0,210,7,350,133,107,77,10,1,9,1,4,1
9,BRĂILA,"ȘCOALA GIMNAZIALĂ PÂNTECANI",190,GALBENU,43180,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:59:06",148,134,0,10,4,104,90,0,10,4,98,6,193,89,61,22,13,0,2,0,0,0
9,BRĂILA,"ȘCOALA GIMNAZIALĂ PERIȘORU",151,"ORAŞ IANCA",43331,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:56:54",832,818,0,5,9,434,420,0,5,9,424,9,940,507,157,215,37,1,5,0,7,2
9,BRĂILA,"ȘCOALA GIMNAZIALĂ PLOPU",152,"ORAŞ IANCA",43331,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:55:08",1221,1205,2,10,4,736,722,0,10,4,704,32,1350,614,310,300,45,3,14,3,28,1
9,BRĂILA,"ȘCOALA GIMNAZIALĂ RACOVIȚA",217,RACOVIŢA,43698,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:25:52",721,692,0,18,11,509,480,0,18,11,442,38,692,212,134,122,98,2,65,3,17,1
9,BRĂILA,"ȘCOALA GIMNAZIALĂ „RADU TUDORAN”",115,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:20:12",1357,1350,1,5,1,449,443,0,5,1,427,22,1500,1051,42,231,73,3,32,4,32,10
9,BRĂILA,"ȘCOALA GIMNAZIALĂ RÎMNICELU",219,RÂMNICELU,43732,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:03:07",1062,1061,1,0,0,546,545,1,0,0,521,25,1200,654,38,415,54,0,4,2,8,0
9,BRĂILA,"ȘCOALA GIMNAZIALA ROMANU",222,ROMANU,43787,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:06:12",1131,1118,4,5,4,696,685,2,5,4,640,56,1198,502,322,223,43,1,25,4,21,1
9,BRĂILA,"SCOALA GIMNAZIALA SAT DEDULESTI",212,"MIRCEA VODĂ",43625,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:54:00",633,582,0,10,41,462,411,0,10,41,441,21,700,238,117,283,20,1,4,0,15,1
9,BRĂILA,"ȘCOALA GIMNAZIALĂ SĂTUC",191,GALBENU,43180,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:14:59",558,538,0,6,14,360,340,0,6,14,339,21,600,240,114,133,78,2,6,2,4,0
9,BRĂILA,"ȘCOALA GIMNAZIALĂ SCORȚARU NOU",231,"SCORŢARU NOU",43929,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:30:28",639,628,3,3,5,388,380,0,3,5,357,31,768,380,163,108,54,1,6,4,20,1
9,BRĂILA,"ȘCOALA GIMNAZIALĂ ”SPIRU HARET” ÎNSURĂȚEI - LOCAȚIA 1",154,"ORAŞ ÎNSURĂŢEI",43411,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:58:02",1050,1040,0,8,2,494,484,0,8,2,474,20,1100,606,23,328,57,4,40,1,19,2
9,BRĂILA,"ȘCOALA GIMNAZIALĂ ”SPIRU HARET” ÎNSURĂȚEI - LOCAȚIA 1",155,"ORAŞ ÎNSURĂŢEI",43411,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:55:46",1060,1051,0,9,0,571,562,0,9,0,550,21,1100,529,65,310,70,2,67,2,32,2
9,BRĂILA,"ȘCOALA GIMNAZIALĂ ” SPIRU HARET ” ÎNSURĂȚEI - LOCAȚIA 2",158,"ORAŞ ÎNSURĂŢEI",43411,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:14:36",1236,1231,0,1,4,618,613,0,1,4,582,36,1342,724,76,321,72,2,60,8,39,4
9,BRĂILA,"ȘCOALA GIMNAZIALA STĂNCUȚA",238,STĂNCUŢA,44060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:36:56",1201,1167,3,9,22,842,811,0,9,22,818,24,1250,408,333,350,89,1,10,4,28,3
9,BRĂILA,"ŞCOALA GIMNAZIALĂ ŞUŢEŞTI (ŞCOALA DE ARTE ŞI MESERII)",248,ŞUŢEŞTI,44140,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:55:07",927,907,0,5,15,578,558,0,5,15,540,38,952,374,169,332,23,0,7,0,8,1
9,BRĂILA,"ŞCOALA GIMNAZIALĂ ŞUŢEŞTI (ŞCOALA DE ARTE ŞI MESERII)",247,ŞUŢEŞTI,44140,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:03:50",1239,1209,1,6,23,791,762,0,6,23,755,36,1336,545,161,531,34,7,3,2,14,3
9,BRĂILA,"ȘCOALA GIMNAZIALĂ ȚĂCĂU",205,MĂRAŞU,43493,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:04:26",507,496,0,4,7,365,354,0,4,7,323,29,550,198,114,200,0,1,4,0,3,1
9,BRĂILA,"SCOALA GIMNAZIALA TICHILESTI",250,TICHILEŞTI,44177,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:07:06",1367,1347,1,6,13,809,790,0,6,13,768,41,1569,760,318,235,52,7,18,3,132,3
9,BRĂILA,"SCOALA GIMNAZIALA TICHILESTI",251,TICHILEŞTI,44177,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:22:45",1322,1305,0,0,17,726,709,0,0,17,683,43,1456,730,303,225,45,2,8,7,92,1
9,BRĂILA,"ȘCOALA GIMNAZIALA ”TOMA TAMPEANU” GALBENU",188,GALBENU,43180,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:44:05",754,722,0,10,22,479,447,0,10,22,462,17,800,321,310,57,71,1,4,10,9,0
9,BRĂILA,"ȘCOALA GIMNAZIALĂ TUDOR VLADIMIRESCU",257,"TUDOR VLADIMIRESCU",44257,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:45:47",776,766,0,10,0,423,413,0,10,0,398,25,844,421,105,145,36,5,71,4,29,3
9,BRĂILA,"SCOALA GIMNAZIALA VICTORIA",273,VICTORIA,44435,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:58:15",843,839,0,0,4,548,544,0,0,4,529,19,933,385,86,201,217,2,3,1,18,1
9,BRĂILA,"SCOALA GIMNAZIALA VICTORIA",274,VICTORIA,44435,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:28:02",805,799,1,1,4,554,548,1,1,4,519,29,892,341,114,180,201,0,7,4,13,0
9,BRĂILA,"SCOALA GIMNAZIALA VICTORIA STRUCTURA SCOLARA GIMNAZIALA MIHAI BRAVU",275,VICTORIA,44435,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:14:54",1156,1151,0,4,1,730,725,0,4,1,706,24,1273,543,44,483,138,1,7,2,30,1
9,BRĂILA,"ȘCOALA GIMNAZIALĂ VIȘANI",276,VIŞANI,44462,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:22:20",1338,1335,0,3,0,878,875,0,3,0,850,28,1450,572,167,620,31,1,6,6,19,0
9,BRĂILA,"ȘCOALA GIMNAZIALĂ ZAMFIREȘTI",192,GALBENU,43180,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:10:00",289,266,0,9,14,209,186,0,9,14,203,6,300,91,152,25,17,1,2,3,3,0
9,BRĂILA,"ȘCOALA LANURILE",281,VIZIRU,44505,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:32:00",900,898,1,1,0,510,509,0,1,0,481,29,1000,490,207,174,81,1,6,2,10,0
9,BRĂILA,"ȘCOALA LANURILE",280,VIZIRU,44505,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:36:19",886,879,0,7,0,518,511,0,7,0,495,23,950,432,211,171,90,1,9,2,10,1
9,BRĂILA,"SCOALA PETRE CARP DIN FOSTUL SAT TIBANESTI",263,TUFEŞTI,44300,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:23:45",1296,1289,0,7,0,757,750,0,7,0,755,2,1444,687,111,548,54,3,15,3,20,1
9,BRĂILA,"SCOALA PETRE CARP TUFESTI",260,TUFEŞTI,44300,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:13:55",874,865,2,7,0,506,499,0,7,0,483,22,950,445,48,361,46,2,8,0,18,0
9,BRĂILA,"ȘCOALA PRIMARĂ AGAUA",186,FRECĂŢEI,43117,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:06:42",406,393,0,6,7,290,277,0,6,7,268,22,445,155,168,78,15,0,0,0,7,0
9,BRĂILA,"SCOALA PRIMARA ALBINA",252,TICHILEŞTI,44177,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:14:01",265,259,0,6,0,164,158,0,6,0,160,4,287,123,53,74,14,2,0,3,13,1
9,BRĂILA,"ȘCOALA PRIMARA BĂNDOIU",202,MĂRAŞU,43493,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:48:19",317,314,0,1,2,220,217,0,1,2,203,15,350,132,26,142,9,1,20,3,0,2
9,BRĂILA,"ȘCOALA PRIMARĂ BERLEȘTI",149,"ORAŞ IANCA",43331,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:26:23",248,238,1,8,1,154,145,0,8,1,151,3,273,119,70,60,12,1,2,1,5,0
9,BRĂILA,"ȘCOALA PRIMARĂ CÂINENI-BĂI",277,VIŞANI,44462,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:20:20",462,461,0,1,0,242,241,0,1,0,233,9,496,253,51,172,5,0,1,0,3,1
9,BRĂILA,"ȘCOALA PRIMARĂ CONSTANTINEȘTI",220,RÂMNICELU,43732,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:33:03",265,260,0,5,0,154,149,0,5,0,149,5,300,146,15,118,8,0,3,0,5,0
9,BRĂILA,"ȘCOALA PRIMARĂ MIHAIL KOGĂLNICEANU",221,RÂMNICELU,43732,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:26:04",195,194,0,1,0,115,114,0,1,0,107,8,260,145,20,67,13,0,5,0,2,0
9,BRĂILA,"ȘCOALA PRIMARĂ MUCHEA",237,SILIŞTEA,43992,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:29:33",361,358,0,3,0,238,235,0,3,0,236,2,418,180,42,162,19,0,2,2,9,0
9,BRĂILA,"ȘCOALA PRIMARĂ OPRIȘENEȘTI",150,"ORAŞ IANCA",43331,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:07:23",591,580,0,11,0,355,344,0,11,0,348,7,630,275,157,159,16,0,5,2,8,1
9,BRĂILA,"ȘCOALA PRIMARA PLOPI",204,MĂRAŞU,43493,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:46:07",128,124,0,4,0,80,76,0,4,0,72,8,140,60,20,31,9,0,4,1,6,1
9,BRĂILA,"ȘCOALA PRIMARA PRI CHICHINEȚU",177,CIOCILE,42968,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:03:27",401,394,0,5,2,244,237,0,5,2,231,13,425,181,96,96,10,2,19,1,6,1
9,BRĂILA,"ȘCOALA PRIMARĂ TÎRLELE FILIU",153,"ORAŞ IANCA",43331,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:57:52",424,407,1,8,8,234,218,0,8,8,227,7,406,172,116,92,11,0,3,1,3,1
9,BRĂILA,"ȘCOALA STANCA",240,STĂNCUŢA,44060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:50:16",349,326,0,18,5,233,210,0,18,5,218,13,359,124,77,89,24,2,18,0,7,1
9,BRĂILA,"SCOALA TEPES VODA",216,"MOVILA MIRESII",43652,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:43:17",748,741,0,7,0,391,384,0,7,0,387,4,818,427,83,254,36,5,3,4,2,0
9,BRĂILA,"SCOALA VECHE",213,"MOVILA MIRESII",43652,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:39:42",1061,1048,0,7,6,649,636,0,7,6,610,39,1200,548,229,322,27,9,2,4,15,2
9,BRĂILA,"SPATIU EVENIMENTE COMEMORATIVE",234,SILIŞTEA,43992,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:26:50",144,138,1,5,0,89,84,0,5,0,87,2,160,71,11,63,6,0,1,0,6,0
