precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
27,MEHEDINŢI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 22",17,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:58:34",1056,1052,0,4,0,339,335,0,4,0,326,13,1193,854,154,57,75,7,17,16
27,MEHEDINŢI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 3",33,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:37:42",1217,1212,0,4,1,488,483,0,4,1,471,17,1361,873,243,78,91,8,36,15
27,MEHEDINŢI,"LICEUL TEHNOLOGIC SPECIAL ”DROBETA” (ȘCOALA ENERGETICĂ)",7,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:53:06",969,961,0,7,1,374,366,0,7,1,364,10,1101,727,166,61,89,9,30,9
27,MEHEDINŢI,"LICEUL TEHNOLOGIC SPECIAL ”DROBETA” (ȘCOALA ENERGETICĂ)",6,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:08:00",1268,1248,3,11,6,499,482,0,11,6,486,13,1404,905,225,75,100,10,49,27
27,MEHEDINŢI,"MINISTERUL SĂNĂTĂȚII - SERVICIUL JUDEȚEAN DE AMBULANȚĂ - SPAȚIU ADMINISTRATIV",23,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:21:42",1410,1404,0,6,0,550,544,0,6,0,526,24,1471,921,272,76,102,12,47,17
27,MEHEDINŢI,"PRIMARIA MUNICIPIULUI DROBETA-TURNU SEVERIN CENTRUL EXPOZIȚIONAL (PĂDUREA CRIHALA) DPITC",13,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:58:08",1414,1404,1,7,2,510,501,0,7,2,497,13,1584,1074,205,83,115,15,61,18
27,MEHEDINŢI,"PRIMARIA MUNICIPIULUI DROBETA-TURNU SEVERIN CENTRUL EXPOZIȚIONAL (PĂDUREA CRIHALA) DPITC",12,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:17:36",1431,1419,0,10,2,535,523,0,10,2,508,27,1664,1129,222,91,120,12,46,17
27,MEHEDINŢI,"PRIMĂRIA MUNICIPIULUI DROBETA-TURNU SEVERIN (SALA POLIVALENTĂ)",46,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:31:57",1950,1930,5,11,4,823,808,0,11,4,769,54,2162,1339,393,105,164,19,70,18
27,MEHEDINŢI,"PRIMĂRIA MUNICIPIULUI DROBETA-TURNU SEVERIN (SALA POLIVALENTĂ)",45,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 14:29:44",1887,1874,2,11,0,820,807,2,11,0,780,37,2088,1271,402,115,169,6,57,31
27,MEHEDINŢI,"PRIMĂRIA MUNICIPIULUI DROBETA-TURNU SEVERIN (STADIONUL MUNICIPAL)",31,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:42:18",1323,1311,2,8,2,513,503,0,8,2,504,9,1485,972,245,83,102,14,44,16
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ ”ALICE VOINESCU” (ȘCOALA GENERALĂ NR.2)",50,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:29:10",1331,1311,3,13,4,608,591,0,13,4,585,23,1331,723,271,101,107,15,81,10
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ ”CONSTANTIN NEGREANU” (ȘCOALA GENERALĂ NR.9)",9,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:39:06",1379,1365,1,10,3,531,518,0,10,3,510,21,1464,933,255,89,92,13,43,18
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ ”CONSTANTIN NEGREANU” (ȘCOALA GENERALĂ NR.9)",11,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:31:29",1584,1577,0,3,4,533,526,0,3,4,513,20,1713,1180,197,80,157,8,40,31
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ ”CONSTANTIN NEGREANU” (ȘCOALA GENERALĂ NR.9)",10,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:13:17",1278,1266,2,7,3,478,468,0,7,3,460,18,1387,909,208,79,114,3,47,9
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ ”DIMITRIE GRECESCU” (ȘCOALA GENERALĂ NR.1)",47,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:04:51",1463,1431,9,11,12,661,638,0,11,12,611,30,1604,956,265,85,183,9,52,17
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ ”DIMITRIE GRECESCU” (ȘCOALA GENERALĂ NR.15 GURA VĂII)",65,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:38:29",1425,1406,0,8,11,728,709,0,8,11,690,38,1591,863,406,67,188,4,12,13
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ ”DUMITRU I.TOTIR” (ȘCOALA GENERALĂ NR.10)",3,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:55:00",1369,1355,2,9,3,601,589,0,9,3,575,26,1507,906,216,94,154,10,84,17
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ ”DUMITRU I.TOTIR”(ȘCOALA GENERALĂ NR.10)",4,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:47:34",1210,1204,0,6,0,460,454,0,6,0,441,13,1342,888,211,63,94,6,51,16
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ NR. 11",21,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:27:37",1476,1464,0,10,2,606,594,0,10,2,583,21,1548,944,306,88,120,9,39,21
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ NR. 11",22,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:52:41",1216,1197,0,16,3,510,491,0,16,3,485,19,1310,806,247,66,110,6,44,12
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ NR. 14",18,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:07:26",977,966,0,11,0,334,323,0,11,0,317,17,1013,679,171,38,61,1,32,14
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ NR. 14",19,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:34:35",1290,1278,0,10,2,446,434,0,10,2,431,15,1465,1019,181,98,81,9,42,20
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ NR.15",57,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:17:40",1272,1259,0,10,3,433,420,0,10,3,391,42,1427,994,187,87,78,2,24,13
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ NR.15",60,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:35:27",1507,1495,1,8,3,600,589,0,8,3,575,25,1825,1225,288,92,119,11,46,19
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ NR.15",58,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:18:59",951,944,0,4,3,377,370,0,4,3,354,23,1076,699,189,70,46,5,29,15
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ NR.15",59,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:36:06",1291,1282,1,8,0,464,456,0,8,0,446,18,1370,906,244,91,61,7,31,12
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ NR.15 (FOSTA ȘCOALĂ GENERALĂ NR.8)",52,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:47:09",1790,1764,3,12,11,791,768,0,12,11,763,28,1983,1192,396,115,154,15,70,13
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ NR.15 (FOSTA ȘCOALĂ GENERALĂ NR.8)",51,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:02:11",964,950,1,6,7,382,369,0,6,7,368,14,1070,688,169,72,74,6,38,9
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ NR.3",49,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:39:31",1370,1338,6,24,2,604,578,0,24,2,566,22,1481,893,274,91,131,8,46,16
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ NR.5",64,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:23:59",1640,1627,1,6,6,762,750,0,6,6,717,45,1784,1022,444,100,118,2,31,22
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ NR. 6",36,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:10:34",1171,1163,0,7,1,435,427,0,7,1,414,21,1322,887,191,65,91,13,46,8
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ NR. 6",37,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:12:00",1128,1115,1,11,1,415,403,0,11,1,398,15,1261,848,180,76,95,9,29,9
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ NR. 6",35,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:35:56",1455,1440,4,7,4,549,538,0,7,4,536,13,1641,1092,246,102,116,9,54,9
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ NR. 6",34,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:07:32",1164,1156,0,8,0,470,462,0,8,0,453,17,1311,841,228,66,87,12,39,21
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ ”PETRE SERGESCU” (ȘCOALA GENERALĂ NR.4)",42,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:05:03",1211,1189,8,8,6,556,541,1,8,6,537,19,1439,883,262,86,126,7,32,24
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ ”PETRE SERGESCU” (ȘCOALA GENERALĂ NR.4)",38,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:58:37",1249,1234,0,10,5,410,395,0,10,5,397,13,1337,927,176,78,103,6,20,14
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ ”PETRE SERGESCU” (ȘCOALA GENERALĂ NR.4)",39,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:26:39",1098,1086,4,7,1,350,342,0,7,1,332,18,1227,877,152,55,73,8,35,9
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ ”PETRE SERGESCU” (ȘCOALA GENERALĂ NR.4)",41,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:10:59",1171,1161,1,6,3,477,468,0,6,3,463,14,1264,787,221,69,129,8,23,13
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ ”PETRE SERGESCU” (ȘCOALA GENERALĂ NR.4)",40,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:35:49",1045,1031,1,6,7,442,429,0,6,7,424,18,1284,842,204,54,119,7,25,15
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ ”TEODOR COSTESCU” ( ȘCOALA GENERALĂ NR.7)",55,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:04:22",1726,1711,1,10,4,578,564,0,10,4,571,7,1800,1215,287,113,107,8,45,11
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ ”TEODOR COSTESCU” ( ȘCOALA GENERALĂ NR.7)",54,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 15:16:32",1612,1600,0,5,7,598,586,0,5,7,576,22,1790,1192,281,108,98,9,52,28
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ ”TEODOR COSTESCU” ( ȘCOALA GENERALĂ NR.7)",53,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:58:38",1743,1734,2,5,2,614,607,0,5,2,584,30,1919,1305,284,99,112,11,56,22
27,MEHEDINŢI,"ȘCOALA GIMNAZIALĂ ”TEODOR COSTESCU” (ȘCOALA GENERALĂ NR.7)",56,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:53:31",1524,1513,1,8,2,587,577,0,8,2,578,9,1697,1110,298,83,99,15,60,23
27,MEHEDINŢI,"S.C. TRANSPORT PUBLIC URBAN ”DROBETA” S.A. (AUTOGARĂ)",8,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 13:28:49",1324,1310,2,7,5,464,452,1,7,4,434,25,1473,1014,193,84,77,8,50,22
