precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"IOVA ILIE-BEBE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","DUNCA ROMEO-DAN-PARTIDUL NAȚIONAL LIBERAL-voturi","HURDUZEU FLORIN-SILVIU-PARTIDUL SOCIAL DEMOCRAT-voturi","AXMANN DANIEL-PARTIDUL S.O.S. ROMÂNIA-voturi","PLUJAR ANDREI GEORGE-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 8 - ȘCOALA PRIMARĂ ȚEROVA",69,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:25:31",450,445,0,5,0,170,165,0,5,0,163,7,491,321,20,74,54,6,9
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 9",54,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:09:04",1290,1282,0,8,0,408,400,0,8,0,401,7,1423,1015,28,239,106,14,14
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 9",55,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:36:29",1148,1141,1,6,0,405,399,0,6,0,385,14,1200,801,27,240,76,16,26
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 9",53,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:09:58",1034,1026,0,8,0,287,279,0,8,0,280,7,1134,847,26,142,84,15,13
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ NR. 9",56,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:37:57",1276,1271,0,4,1,383,378,0,4,1,367,16,1470,1087,28,208,106,4,21
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ OBREJA",284,OBREJA,53372,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:27:50",1455,1422,0,23,10,946,913,0,23,10,914,32,1565,619,107,363,365,33,46
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ OCNA DE FIER",288,"OCNA DE FIER",50987,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:46:28",680,567,2,92,19,458,346,1,92,19,450,8,743,285,33,219,192,2,4
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ ”PAVEL BORDAN” GRĂDINARI",257,GRĂDINARI,52990,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:33:16",870,837,0,14,19,523,490,0,14,19,499,24,924,401,28,224,204,32,11
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ ”PETRE SAVA BĂLEANU” -VĂLIUG",350,VĂLIUG,54485,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:40:03",709,668,4,23,14,482,443,2,23,14,474,8,714,232,30,321,98,6,19
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ PETROȘNIȚA",191,BUCOŞNIŢA,51751,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:15:37",806,788,0,6,12,416,398,0,6,12,406,10,875,459,12,31,349,4,10
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ RAMNA",304,RAMNA,53639,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:33:42",1026,961,0,37,28,649,584,0,37,28,624,25,1050,401,38,327,228,21,10
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ ” ROMUL LADEA ”ORAVIŢA",136,"ORAŞ ORAVIŢA",51118,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:29:28",1216,1178,10,23,5,514,486,0,23,5,488,26,1215,693,38,174,218,33,25
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ ” ROMUL LADEA” ORAVIŢA",138,"ORAŞ ORAVIŢA",51118,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:31:18",981,968,0,12,1,388,375,0,12,1,378,10,1019,631,38,107,175,37,21
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ ”ROMUL LADEA” ORAVIŢA",137,"ORAŞ ORAVIŢA",51118,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:19:55",1402,1395,1,4,2,550,543,1,4,2,502,48,1391,841,55,127,241,59,20
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ ”SFÂNTUL IACOB” BREBU",182,BREBU,51626,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:01:40",910,556,0,301,53,715,361,0,301,53,707,8,960,245,44,342,300,7,14
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ ”SF. SAVA” SOCOL",325,SOCOL,54109,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:01:05",627,584,5,11,27,361,323,0,11,27,345,0,641,296,30,103,199,8,5
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ ŞTEFAN VELOVAN",308,"RUSCA MONTANĂ",53728,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:11:58",1308,1258,1,21,28,796,746,1,21,28,796,0,1381,561,82,166,467,32,49
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ TÂRNOVA",335,TÂRNOVA,54350,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 15:55:08",1533,1379,3,113,38,1028,877,0,113,38,997,31,1519,491,37,645,258,17,40
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ TIROL",233,DOCLIN,52650,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:53:30",553,511,3,15,24,259,218,2,15,24,250,9,568,309,17,108,116,7,2
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ ” TRAIAN LALESCU ” CORNEA",218,CORNEA,52115,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:59:08",581,540,0,13,28,464,423,0,13,28,442,22,625,161,56,146,214,5,21
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ VERENDIN",268,LUNCAVIŢA,53130,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 23:10:03",1272,1225,0,16,31,892,845,0,16,31,853,31,1352,468,49,174,521,12,97
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ ZĂGUJENI",213,"CONSTANTIN DAICOVICIU",51877,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:22:59",479,441,2,18,18,290,254,0,18,18,279,8,479,192,31,47,180,7,14
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ ZORLENȚU MARE",363,"ZORLENŢU MARE",54699,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:48:44",1164,675,0,388,101,999,515,0,388,96,968,31,1214,215,29,329,582,8,20
11,CARAŞ-SEVERIN,"SCOALA GIMNZIALĂ NR. 3",147,"ORAŞ OŢELU ROŞU",51207,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:12:19",1225,1212,0,7,6,443,430,0,7,6,422,21,1334,891,41,82,234,19,46
11,CARAŞ-SEVERIN,"ŞCOALA IABALCEA",195,CARAŞOVA,51804,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:36:44",202,164,0,34,4,159,121,0,34,4,150,9,176,17,4,55,78,7,6
11,CARAŞ-SEVERIN,"ȘCOALA NICOLINȚ (CORP CLĂDIRE B), NIVEL PRIMAR",204,CIUCHICI,51984,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:17:17",303,281,2,15,5,175,155,0,15,5,158,17,311,136,7,64,67,9,11
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ AGADICI",141,"ORAŞ ORAVIŢA",51118,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:08:25",155,144,0,11,0,74,63,0,11,0,70,4,158,84,9,21,36,1,3
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ BÂRZA",344,TOPLEŢ,54387,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 04:35:16",993,976,0,11,6,477,460,0,11,6,460,17,1080,603,55,97,200,18,90
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ BINIŞ",232,DOCLIN,52650,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:21:14",676,602,1,26,47,422,349,0,26,47,403,19,659,237,20,203,157,15,8
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ BORLOVENII NOI",300,PRIGOR,53577,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 20:02:24",324,307,0,14,3,180,163,0,14,3,170,10,339,159,11,87,67,0,5
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ BRĂDIŞORU DE JOS",142,"ORAŞ ORAVIŢA",51118,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:46:23",435,422,0,11,2,182,169,0,11,2,180,2,466,284,24,65,76,7,8
11,CARAŞ-SEVERIN,"ȘCOALA PRIMARĂ BUCOȘNIȚA",189,BUCOŞNIŢA,51751,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:23:59",615,590,4,4,17,316,294,1,4,17,316,0,652,336,4,17,295,0,0
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ CÂMPIA",327,SOCOL,54109,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:05:55",484,458,0,14,12,266,240,0,14,12,244,22,493,227,41,94,88,5,16
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ CÂRNECEA",340,"TICVANIU MARE",54305,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 07:03:19",280,261,0,8,11,168,149,0,8,11,160,8,286,118,24,42,60,4,30
11,CARAŞ-SEVERIN,"SCOALA PRIMARA CIORTEA",357,VRANI,54573,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:58:11",143,131,0,6,6,99,87,0,6,6,97,2,151,52,8,40,39,3,7
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ CLASELE I-IV ȘI GRĂDINIȚA DE COPII ȘTINĂPARI",198,CĂRBUNARI,51840,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 15:05:45",320,264,0,45,11,253,197,0,45,11,253,0,322,69,28,94,121,1,9
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ COMORÂȘTE",249,FOROTIC,52856,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:45:34",459,429,1,10,19,315,285,1,10,19,301,14,468,153,6,213,70,5,7
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ DALCI",347,"TURNU RUIENI",54412,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:12:25",220,202,0,14,4,145,127,0,14,4,141,4,222,77,19,27,87,2,6
11,CARAŞ-SEVERIN,"ȘCOALA PRIMARĂ DEALU MARE",9,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 16:06:45",794,784,4,5,1,215,209,0,5,1,197,18,888,673,15,114,44,12,12
11,CARAŞ-SEVERIN,"ȘCOALA PRIMARĂ DEALU MARE",8,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:57:34",679,675,0,4,0,187,183,0,4,0,179,8,1148,961,21,74,55,18,11
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ DOBRAIA",223,CORNEREVA,52160,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:31:38",74,66,0,7,1,49,41,0,7,1,47,2,73,24,6,7,32,1,1
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ DOCLIN",231,DOCLIN,52650,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:15:43",482,412,0,59,11,335,265,0,59,11,328,7,453,118,17,72,222,13,4
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ DOLINA",224,CORNEREVA,52160,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:12:15",670,640,0,12,18,485,455,0,12,18,477,8,703,218,12,49,406,7,3
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ ERSIG",354,VERMEŞ,54537,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:37:50",268,251,0,10,7,174,157,0,10,7,170,4,275,101,10,84,67,7,2
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARA GHERTENIS",176,BERZOVIA,51500,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 18:08:57",824,779,1,21,23,521,477,0,21,23,497,24,859,338,287,74,102,14,20
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ GLOBU CRAIOVEI",260,IABLANIŢA,53023,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:30:41",507,484,0,8,15,373,350,0,8,15,335,38,532,159,72,41,212,4,6
11,CARAŞ-SEVERIN,"ȘCOALA PRIMARĂ GOLEȚ",190,BUCOŞNIŢA,51751,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:01:34",444,428,0,8,8,285,269,0,8,8,284,1,473,188,9,25,246,4,0
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ IAM",167,BERLIŞTE,51387,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:09:44",283,272,0,10,1,181,170,0,10,1,174,7,297,116,18,82,68,5,1
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARA ILIDIA",200,"CICLOVA ROMÂNĂ",51948,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:51:27",295,272,0,13,10,134,111,0,13,10,129,5,299,165,6,89,30,0,4
11,CARAŞ-SEVERIN,"ȘCOALA PRIMARĂ ILOVA",322,SLATINA-TIMIŞ,54056,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:03:47",607,583,1,3,20,386,365,1,0,20,369,2,646,275,13,43,274,11,28
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ IZGAR",355,VERMEŞ,54537,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:06:02",240,218,0,12,10,184,162,0,12,10,177,7,240,56,17,79,73,7,1
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ MÂTNICU MARE",210,"CONSTANTIN DAICOVICIU",51877,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 02:30:43",333,308,1,19,5,213,189,0,19,5,204,9,344,131,8,79,107,3,7
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ NERMED",196,CARAŞOVA,51804,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:23:51",420,412,0,4,4,195,187,0,4,4,185,10,454,259,7,86,70,9,13
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ PÂRVOVA",263,LĂPUŞNICEL,53069,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:18:12",393,317,0,53,23,285,209,0,53,23,280,5,399,114,4,73,181,21,1
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ PĂTAȘ",302,PRIGOR,53577,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 20:07:32",430,414,0,10,6,252,236,0,10,6,245,7,455,203,4,49,172,0,20
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ PEȘTERE",211,"CONSTANTIN DAICOVICIU",51877,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:54:53",195,182,1,9,3,141,129,0,9,3,135,6,189,48,5,34,89,1,6
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARA POTOC",315,"SASCA MONTANĂ",53791,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:19:08",255,211,0,28,16,184,140,0,28,16,175,9,256,72,5,53,106,4,7
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ PRISACA",212,"CONSTANTIN DAICOVICIU",51877,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:20:54",365,349,0,8,8,248,232,0,8,8,244,4,384,136,15,54,152,9,14
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ RAFNIC",271,LUPAC,53167,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 00:25:06",459,453,0,4,2,234,228,0,4,2,210,24,497,263,8,94,98,9,1
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ REMETEA-POGĂNICI",245,FÂRLIUG,52785,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:36:13",211,182,0,19,10,134,105,0,19,10,126,8,197,63,7,69,43,6,1
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ RUSOVA-NOUĂ",169,BERLIŞTE,51387,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:07:27",169,163,0,5,1,111,105,0,5,1,107,4,171,60,17,24,60,4,2
11,CARAŞ-SEVERIN,"ȘCOALA PRIMARĂ SĂLBĂGELU NOU",311,SACU,53755,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:30:37",218,208,0,9,1,124,114,0,9,1,116,8,232,108,18,58,37,3,0
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ SAT BĂTRÂN",159,ARMENIŞ,51243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:06:37",300,285,1,8,6,237,223,0,8,6,228,9,315,78,11,119,96,1,1
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ ŞUMIŢA",264,LĂPUŞNICEL,53069,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:33:13",48,41,0,5,2,48,41,0,5,2,48,0,79,31,2,11,33,0,2
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ SURDUCU MARE",250,FOROTIC,52856,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 17:49:01",335,326,1,6,2,231,222,1,6,2,229,2,358,127,18,163,41,3,4
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ ”SVETI PETAR I PAVLE/SFÂNTUL PETRU ŞI PAVEL”",129,"ORAŞ MOLDOVA NOUĂ",51056,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:44:41",432,420,0,4,8,259,247,0,4,8,248,11,461,201,21,35,179,6,7
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ TICVANIU MIC",342,"TICVANIU MARE",54305,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:13:59",272,262,0,7,3,166,156,0,7,3,157,9,284,118,13,57,60,3,24
11,CARAŞ-SEVERIN,"ȘCOALA PRIMARĂ VĂLIȘOARA",192,BUCOŞNIŢA,51751,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 22:00:19",533,524,0,1,8,280,271,0,1,8,278,2,575,295,14,89,166,5,4
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ VODNIC",272,LUPAC,53167,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 00:42:44",344,336,2,6,0,159,152,1,6,0,152,7,373,214,16,59,67,5,5
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ ZLATIȚA",328,SOCOL,54109,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:04:35",396,369,0,10,17,396,369,0,10,17,372,23,669,274,31,40,278,16,7
11,CARAŞ-SEVERIN,"ȘCOALA VALEA ROȘIE",334,"ŞOPOTU NOU",54163,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:32:10",208,192,0,9,7,182,166,0,9,7,172,10,211,29,1,83,79,8,1
11,CARAŞ-SEVERIN,"ȘCOLA GENERALĂ CU CLASELE I-IV VAR",287,OBREJA,53372,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:41:43",381,344,0,37,0,288,251,0,37,0,281,7,381,93,23,82,172,3,1
11,CARAŞ-SEVERIN,"S.C. ”ROMFLEX” S.A.",154,"ORAŞ OŢELU ROŞU",51207,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:53:45",1156,1146,1,9,0,463,454,0,9,0,424,39,1167,704,109,63,215,22,15
11,CARAŞ-SEVERIN,"SEDIUL DEPOZITUL FINAL CÂNTAR",98,"ORAŞ ANINA",50889,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:32:28",615,589,8,10,8,258,240,0,10,8,239,16,650,392,24,104,86,11,14
11,CARAŞ-SEVERIN,"SEDIUL FOSTEI PRIMĂRII TICVANIU MARE",339,"TICVANIU MARE",54305,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 20:32:37",730,709,0,12,9,340,319,0,12,9,302,38,777,437,17,76,90,7,112
11,CARAŞ-SEVERIN,"SEDIUL S.C. GOSTRANS S.A.",95,"ORAŞ ANINA",50889,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:06:43",494,482,0,10,2,202,190,0,10,2,191,11,535,333,28,77,67,8,11
11,CARAŞ-SEVERIN,"UNIVERSITATEA ”EFTIMIE MURGU”",19,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:51:25",1035,1018,7,10,0,373,363,0,10,0,361,12,1127,754,12,196,113,7,33
11,CARAŞ-SEVERIN,"UNIVERSITATEA ”EFTIMIE MURGU”",18,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:30:17",532,516,1,9,6,202,187,0,9,6,196,6,571,369,8,102,59,12,15
11,CARAŞ-SEVERIN,"UNIVERSITATEA EFTIMIE MURGU - CAMPUSUL CAFE",17,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:35:05",1022,1014,0,8,0,309,301,0,8,0,303,6,1119,810,24,175,77,8,19
