precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TELEHUZ DRAGOŞ-COSTIN-PARTIDUL NAȚIONAL LIBERAL-voturi","OANCEA SILVIU-FLORIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PAVEL MARIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","COSTEA ADRIAN-PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PEIU GRIGORE-ADRIAN-PARTIDUL S.O.S. ROMÂNIA-voturi","GAE IONEL-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","DUBĂLARU EUGEN-IONUŢ-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","CARAGAŢĂ FLORIN-PARTIDUL LEGE EDUCAȚIE UNITATE-voturi"
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ GHEORGHE DOJA SITUATĂ ÎN GHEORGHE DOJA",149,"GHEORGHE DOJA",93600,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:08:10",1012,958,0,4,50,604,550,0,4,50,590,14,1116,512,61,34,464,2,12,9,3,5
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ”GHEORGHE LAZĂR”",16,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:45:34",1378,1365,0,5,8,568,555,0,5,8,549,19,1500,932,132,80,221,9,27,19,26,35
23,IALOMIŢA,"ŞCOALA GIMNAZIALÃ ”GHEORGHE LAZĂR”",15,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:22:51",1472,1465,0,7,0,643,636,0,7,0,618,25,1600,957,139,47,279,7,18,26,42,60
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ GIURGENI",153,GIURGENI,93646,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:13:50",1088,1019,0,5,64,737,668,0,5,64,726,11,1189,452,106,62,455,6,37,21,39,0
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”IONEL PERLEA” OGRADA",183,OGRADA,179819,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:54:18",1179,1160,1,0,18,565,547,0,0,18,544,21,1300,735,27,73,393,0,27,3,10,11
23,IALOMIŢA,"ŞCOALA GIMNAZIALA ION ROATA",161,"ION ROATĂ",103862,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:24:18",868,856,0,8,4,502,490,0,8,4,472,30,957,455,102,78,194,8,24,15,43,8
23,IALOMIŢA,"ŞCOALA GIMNAZIALA ION ROATA(STRUCTURA BROSTENI)",163,"ION ROATĂ",103862,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:59:21",1178,1175,0,0,3,660,657,0,0,3,560,100,1300,640,56,145,235,9,49,18,34,14
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ MIHAIL KOGĂLNICEANU",173,"MIHAIL KOGĂLNICEANU",93995,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:45:23",1259,1224,1,8,26,802,767,1,8,26,734,68,1350,548,102,69,381,12,30,69,60,11
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ”MIHAI VITEAZUL” - CORP A",35,"MUNICIPIUL FETEŞTI",92701,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:36:28",1423,1418,0,5,0,521,516,0,5,0,503,18,1550,1029,50,67,316,5,42,6,14,3
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”MIHAI VITEAZUL” - CORP B",37,"MUNICIPIUL FETEŞTI",92701,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:27:23",963,954,0,8,1,418,409,0,8,1,407,11,1050,632,66,42,255,2,28,4,9,1
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”MIHAI VITEAZUL” - CORP B",36,"MUNICIPIUL FETEŞTI",92701,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:38:58",974,966,0,8,0,367,359,0,8,0,352,15,1050,683,43,23,255,1,24,2,4,0
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”MIHAI VITEAZUL” - CORP D",38,"MUNICIPIUL FETEŞTI",92701,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:33:56",850,844,0,6,0,381,375,0,6,0,360,21,950,569,45,35,228,3,24,7,12,6
23,IALOMIŢA,"ŞCOALA GIMNAZIALA MILOŞEŞTI",174,MILOŞEŞTI,94045,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:38:17",1419,1277,0,71,71,933,791,0,71,71,822,40,1420,558,59,38,651,4,37,1,25,7
23,IALOMIŢA,"SCOALA GIMNAZIALA MOVILITA",179,MOVILIŢA,104270,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:33:49",1156,1129,4,19,4,803,779,1,19,4,768,35,1250,447,159,172,363,0,15,8,50,1
23,IALOMIŢA,"SCOALA GIMNAZIALA MOVILITA",180,MOVILIŢA,104270,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:47:30",823,809,1,12,1,557,544,0,12,1,550,7,890,333,137,105,260,1,13,4,28,2
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ NR. 3",4,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:24:17",899,891,0,8,0,381,373,0,8,0,364,13,1007,630,94,31,155,12,5,12,34,21
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ NR. 3",3,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:50:10",1076,1061,0,10,5,421,406,0,10,5,407,14,1200,779,106,45,190,3,6,14,26,17
23,IALOMIŢA,"ŞCOALA GIMNAZIALÃ NR.5 SLOBOZIA NOUÃ",32,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:49:13",1049,1043,0,6,0,509,503,0,6,0,478,23,1091,590,137,51,229,5,8,12,15,21
23,IALOMIŢA,"ŞCOALA GIMNAZIALÃ NR.5 SLOBOZIA NOUÃ",33,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:48:54",996,988,1,7,0,468,461,0,7,0,449,19,967,499,130,54,191,4,14,12,18,26
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ PERIEȚI",185,PERIEŢI,94161,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:02:45",1053,1030,0,17,6,633,610,0,17,6,619,14,1140,507,70,62,420,8,13,7,33,6
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ PLATONEȘTI",190,PLATONEŞTI,180000,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:41:35",755,722,0,24,9,512,479,0,24,9,500,12,806,294,10,163,224,2,14,1,83,3
23,IALOMIŢA,"SCOALA GIMNAZIALA RADULESTI",191,RĂDULEŞTI,101243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:55:12",778,660,0,94,24,574,456,0,94,24,551,23,748,170,61,18,434,2,20,4,11,1
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”RADU VODĂ”",40,"MUNICIPIUL FETEŞTI",92701,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:58:30",945,935,0,10,0,328,318,0,10,0,308,20,1050,722,36,27,180,2,46,5,8,4
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”RADU VODĂ” - GRĂDINIŢA ŞCOLII GIMNAZIALE NR.4",41,"MUNICIPIUL FETEŞTI",92701,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:03:28",809,793,0,16,0,320,304,0,16,0,313,7,900,580,32,35,194,3,19,12,15,3
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”RADU VODĂ” - GRĂDINIŢA ŞCOLII GIMNAZIALE NR.4",42,"MUNICIPIUL FETEŞTI",92701,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:56:19",962,956,0,6,0,401,395,0,6,0,326,61,1050,663,78,47,165,5,24,1,6,0
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”ROMAN IALOMIȚEANUL”",99,AXINTELE,100923,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:37:42",505,499,0,5,1,339,333,0,5,1,315,24,550,211,34,23,231,0,12,3,12,0
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ SĂVENI",201,SĂVENI,94376,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:29:17",1209,1194,0,5,10,596,581,0,5,10,583,13,1300,704,17,63,440,2,36,4,20,1
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ SCÂNTEIA",205,SCÂNTEIA,94429,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:37:36",1015,1000,1,5,9,569,555,0,5,9,543,26,1100,531,16,86,410,0,14,6,10,1
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ”SF. ANDREI”",19,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:04:22",1465,1454,3,8,0,677,669,0,8,0,648,29,1592,915,193,38,289,12,15,17,53,31
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ „SF. ANDREI”",20,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:35:35",1324,1312,0,12,0,632,620,0,12,0,611,21,1446,814,203,34,259,6,15,14,49,31
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”SPIRU HARET” ȚĂNDĂREI",83,"ORAŞ ŢĂNDĂREI",92765,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:57:48",1467,1450,0,11,6,562,545,0,11,6,553,9,1603,1041,71,70,280,6,6,36,81,3
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”SPIRU HARET” ȚĂNDĂREI",84,"ORAŞ ŢĂNDĂREI",92765,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:59:22",1561,1554,0,5,2,494,487,0,5,2,472,22,1700,1206,37,79,280,1,11,12,48,4
23,IALOMIŢA,"ŞCOALA NOUĂ",168,MANASIA,100736,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:59:38",1302,1284,3,15,0,713,698,0,15,0,674,39,1400,687,40,80,265,4,30,50,199,6
23,IALOMIŢA,"ŞCOALA NOUĂ",169,MANASIA,100736,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:55:02",1231,1221,0,8,2,662,652,0,8,2,626,36,1350,688,51,77,266,4,33,50,143,2
23,IALOMIŢA,"ŞCOALA NOUĂ",170,MANASIA,100736,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:28:31",1141,1131,0,10,0,606,596,0,10,0,589,17,1257,651,57,70,238,6,29,65,121,3
23,IALOMIŢA,"ŞCOALA NR.1 JILAVELE",164,JILAVELE,103960,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:37:47",1114,1088,1,6,19,682,656,1,6,19,651,31,1219,537,403,56,156,5,14,2,12,3
23,IALOMIŢA,"ŞCOALA NR.2 JILAVELE",165,JILAVELE,103960,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:55:33",1182,1150,0,13,19,738,706,0,13,19,695,43,1280,542,209,65,360,2,31,9,13,6
23,IALOMIŢA,"ŞCOALA ORBOEŞTI",96,ANDRĂŞEŞTI,92872,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:00:07",278,257,1,7,13,178,158,0,7,13,169,7,309,133,77,28,51,3,2,3,2,3
23,IALOMIŢA,"ŞCOALA PRIMARĂ",199,SĂLCIOARA,94330,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:43:05",858,793,0,18,47,636,571,0,18,47,599,26,896,271,299,80,206,2,7,3,1,1
23,IALOMIŢA,"ŞCOALA PRIMARĂ CONDEEŞTI",111,BĂRCĂNEŞTI,101056,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:01:44",1397,1378,0,13,6,841,822,0,13,6,802,39,1519,678,310,30,383,2,24,0,53,0
23,IALOMIŢA,"ȘCOALA PRIMARĂ HORIA",101,AXINTELE,100923,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:57:55",452,449,0,3,0,270,267,0,3,0,254,16,497,227,24,111,103,0,0,0,15,1
23,IALOMIŢA,"ȘCOALA PRIMARĂ MISLEANU",187,PERIEŢI,94161,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:45:43",686,667,0,10,9,401,382,0,10,9,391,10,740,339,94,33,224,7,22,2,5,4
23,IALOMIŢA,"ȘCOALA PRIMARĂ PĂLTINIȘU",188,PERIEŢI,94161,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:07:04",931,920,0,8,3,538,527,0,8,3,504,27,1016,485,140,42,250,5,26,4,27,10
23,IALOMIŢA,"SCOALA PRIMARA SARATENI",200,SĂRĂŢENI,180019,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:45:59",940,886,2,39,13,505,452,1,39,13,457,47,950,446,283,30,99,2,16,6,15,6
23,IALOMIŢA,"ȘCOALA PROFESIONALĂ ” ARETA TEODORESCU”",156,GRIVIŢA,93735,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:44:49",913,870,2,8,33,581,540,0,8,33,560,21,1000,419,309,31,84,3,6,0,114,13
23,IALOMIŢA,"ȘCOALA PROFESIONALĂ” ARETA TEODORESCU”",157,GRIVIŢA,93735,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:02:38",906,851,0,7,48,549,494,0,7,48,524,25,1000,451,275,29,86,2,32,5,86,9
23,IALOMIŢA,"ŞCOALA REVIGA",193,REVIGA,94269,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:02:12",1018,1005,0,6,7,549,536,0,6,7,512,37,1100,551,139,27,317,3,13,0,10,3
23,IALOMIŢA,"ŞCOALA ROVINE",195,REVIGA,94269,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:42:25",711,694,0,12,5,393,376,0,12,5,373,20,786,393,95,12,243,0,12,5,3,3
23,IALOMIŢA,"ŞCOLA PROFESIONALĂ TRAIAN",215,TRAIAN,179702,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:12:18",1267,1225,1,9,32,869,827,1,9,32,841,28,1363,494,498,28,301,0,3,5,6,0
23,IALOMIŢA,"SEDIU CONSILIUL LOCAL",77,"ORAŞ FIERBINŢI-TÂRG",102749,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:56:30",1317,1266,1,30,20,875,825,0,30,20,843,32,1400,525,181,39,532,1,19,4,59,8
23,IALOMIŢA,"SEMINARUL TEOLOGIC ORTODOX ”SF. IOAN GURĂ DE AUR”,",12,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:43:20",887,881,1,5,0,422,417,0,5,0,412,10,1000,578,90,34,192,4,5,24,45,18
