precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GALIŞ FLORIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CIONCA-ARGHIR IUSTIN-MARINEL-PARTIDUL NAȚIONAL LIBERAL-voturi","FIFOR MIHAI-VIOREL-PARTIDUL SOCIAL DEMOCRAT-voturi","PERO TAMAS-CAROL-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","DOROŢIU FLORIN-DORIN-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ANGHEL RAZVAN-PAUL-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","KISS DAN-MIHAI-PARTIDUL S.O.S. ROMÂNIA-voturi"
2,ARAD,"GRĂDINIȚA CU PROGRAM PRELUNGIT „PITICOT” ARAD (GRĂDINIȚA CU PROGRAM NORMAL NR. 12)",76,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:53:45",1599,1592,2,5,0,474,469,0,5,0,465,9,1720,1246,74,109,125,34,15,67,41
2,ARAD,"GRĂDINIȚA CU PROGRAM PRELUNGIT „PRICHINDEL” ARAD",21,"MUNICIPIUL ARAD",9262,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:22:49",1501,1490,2,9,0,650,641,0,9,0,635,15,1640,990,72,168,168,55,18,132,22
2,ARAD,"GRĂDINIȚA CU PROGRAM PRELUNGIT „PRICHINDEL”ARAD",34,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:13:05",1445,1432,4,8,1,635,625,1,8,1,616,19,1580,945,69,182,129,66,19,124,27
2,ARAD,"GRĂDINIŢA PN BÂRSA",192,BÂRSA,10051,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:39:10",777,731,0,31,15,605,559,0,31,15,586,19,820,215,54,246,247,1,9,17,12
2,ARAD,"GRĂDINIŢA PN PÂNCOTA",148,"ORAŞ PÂNCOTA",9654,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:08:03",1369,1344,1,13,11,678,654,0,13,11,617,61,1490,812,59,97,419,9,3,10,20
2,ARAD,"GRĂDINIŢA PN VINGA",414,VINGA,12643,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:47:55",1678,1645,3,9,21,850,820,0,9,21,806,44,1810,960,71,400,84,26,157,37,31
2,ARAD,"GRĂDINIȚA PP NR. 1 SÂNTANA",167,"ORAŞ SÂNTANA",12091,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:59:42",922,916,0,5,1,427,421,0,5,1,408,19,1000,573,82,209,65,7,8,29,8
2,ARAD,"GRĂDINIȚA PP NR. 2 SÂNTANA",164,"ORAŞ SÂNTANA",12091,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:28:03",1666,1653,1,8,4,364,352,0,8,4,325,39,1820,1456,63,165,55,4,11,13,14
2,ARAD,"GRĂDINIȚA PP NR. 2 SÂNTANA",163,"ORAŞ SÂNTANA",12091,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:14:28",1323,1312,1,6,4,502,491,1,6,4,480,22,1460,958,89,231,96,3,16,24,21
2,ARAD,"GRĂDINIŢA PROGRAM NORMAL CHESINŢ",428,ZĂBRANI,12778,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:52:31",918,877,0,20,21,583,542,0,20,21,551,32,990,407,84,174,204,4,8,51,26
2,ARAD,"LICEUL ATANASIE MARIENESCU",132,"ORAŞ LIPOVA",9574,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:15:07",820,807,3,9,1,429,419,0,9,1,423,6,890,461,44,142,196,7,6,17,11
2,ARAD,"LICEUL ATANASIE MARIENESCU",139,"ORAŞ LIPOVA",9574,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:25:15",944,927,5,3,9,447,434,1,3,9,425,22,1040,593,44,154,185,3,7,22,10
2,ARAD,"LICEUL CU PROGRAM SPORTIV (FOSTA ŞCOALĂ GENERALĂ NR. 9)",59,"MUNICIPIUL ARAD",9262,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 15:31:30",1276,1265,1,7,3,455,445,0,7,3,424,15,1420,975,62,117,118,15,7,63,42
2,ARAD,"LICEUL CU PROGRAM SPORTIV (FOSTA ŞCOALĂ GENERALĂ NR. 9)",58,"MUNICIPIUL ARAD",9262,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:19:18",1529,1517,7,5,0,591,586,0,5,0,556,35,1644,1053,111,153,96,56,16,84,40
2,ARAD,"LICEUL CU PROGRAM SPORTIV (FOSTA ŞCOALĂ GENERALĂ NR. 9)",60,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:07:08",1673,1663,5,5,0,592,587,0,5,0,577,15,1800,1208,106,186,128,41,15,68,33
2,ARAD,"LICEUL CU PROGRAM SPORTIV (FOSTA ŞCOALĂ GENERALĂ NR. 9)",61,"MUNICIPIUL ARAD",9262,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:21:26",1254,1248,2,4,0,466,461,1,4,0,437,23,1390,924,77,125,93,45,14,61,22
2,ARAD,"LICEUL CU PROGRAM SPORTIV (FOSTA ŞCOALĂ GENERALĂ NR. 9)",62,"MUNICIPIUL ARAD",9262,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:55:14",1424,1410,5,9,0,532,523,0,9,0,522,10,1570,1038,94,154,129,34,6,72,33
2,ARAD,"LICEUL NAȚIONAL DE INFORMATICĂ",14,"MUNICIPIUL ARAD",9262,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 11:34:21",1239,1228,0,10,1,495,484,0,10,1,477,13,1370,875,49,147,105,36,8,105,27
2,ARAD,"LICEUL ORAŞULUI SEBIŞ",170,"ORAŞ SEBIŞ",9690,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:21:24",1496,1481,0,8,7,750,735,0,8,7,726,24,1620,870,94,379,188,12,9,21,23
2,ARAD,"LICEUL SEVER BOCU (GRĂDINIŢA P.P. LIPOVA)",137,"ORAŞ LIPOVA",9574,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 12:58:43",1175,1165,0,7,3,565,555,0,7,3,547,18,1290,725,41,217,227,8,11,29,14
2,ARAD,"LICEUL TEHNOLOGIC „AUREL VLAICU” ARAD",99,"MUNICIPIUL ARAD",9262,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:32:42",931,901,21,9,0,392,383,0,9,0,373,19,1046,654,56,82,83,31,7,100,14
2,ARAD,"LICEUL TEHNOLOGIC DE CONSTRUCȚII ȘI PROTECȚIA MEDIULUI ARAD",72,"MUNICIPIUL ARAD",9262,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:32:03",1529,1495,22,11,1,478,466,0,11,1,473,5,1660,1182,73,125,116,31,14,91,23
2,ARAD,"LICEUL TEHNOLOGIC DE CONSTRUCȚII ȘI PROTECȚIA MEDIULUI ARAD",71,"MUNICIPIUL ARAD",9262,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 19:19:36",1371,1352,8,11,0,501,490,0,11,0,490,11,1500,999,82,152,92,30,11,94,29
2,ARAD,"LICEUL TEHNOLOGIC DE CONSTRUCȚII ȘI PROTECȚIA MEDIULUI ARAD (FOSTA ŞCOALĂ GENERALĂ NR. 6)",65,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:37:15",1444,1431,4,9,0,518,509,0,9,0,503,15,1590,1072,57,141,123,60,8,91,23
2,ARAD,"LICEUL TEHNOLOGIC DE CONSTRUCȚII ȘI PROTECȚIA MEDIULUI ARAD (FOSTA ŞCOALĂ GENERALĂ NR. 6)",66,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:44:48",1528,1516,3,9,0,562,553,0,9,0,543,19,1690,1128,95,119,144,31,19,107,28
2,ARAD,"LICEUL TEHNOLOGIC DE ELECTRONICĂ ŞI AUTOMATIZĂRI „CAIUS IACOB”",11,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:33:38",1221,1204,5,12,0,479,467,0,12,0,459,20,1370,891,56,111,101,50,9,118,14
2,ARAD,"LICEUL TEHNOLOGIC DE INDUSTRIE ALIMENTARĂ ARAD",91,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:30:47",1462,1438,15,9,0,561,552,0,9,0,532,29,1650,1089,66,140,86,84,19,109,28
2,ARAD,"LICEUL TEHNOLOGIC DE INDUSTRIE ALIMENTARĂ ARAD",92,"MUNICIPIUL ARAD",9262,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:05:43",841,823,12,6,0,305,299,0,6,0,292,13,990,685,43,77,61,19,13,67,12
2,ARAD,"LICEUL TEHNOLOGIC DE TRANSPORTURI AUTO „HENRI COANDĂ”",89,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:37:37",935,920,11,4,0,370,366,0,4,0,359,11,1070,700,42,66,85,62,5,86,13
2,ARAD,"LICEUL TEHNOLOGIC „FRANCISC NEUMAN” ARAD",97,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:45:02",955,944,2,9,0,376,365,2,9,0,365,11,1050,674,37,84,98,42,10,82,12
2,ARAD,"LICEUL TEHNOLOGIC „FRANCISC NEUMAN” ARAD",94,"MUNICIPIUL ARAD",9262,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 17:10:57",1225,1213,4,7,1,276,268,1,6,1,267,9,1370,1094,54,62,43,41,10,34,23
2,ARAD,"LICEUL TEHNOLOGIC „FRANCISC NEUMAN” ARAD",96,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:36:02",1169,1147,17,5,0,362,357,0,5,0,341,21,1290,928,50,84,75,39,8,57,28
2,ARAD,"LICEUL TEHNOLOGIC „FRANCISC NEUMAN” ARAD",95,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:25:26",1423,1410,6,7,0,437,430,0,7,0,423,14,1570,1133,56,125,79,65,10,62,26
2,ARAD,"LICEUL TEHNOLOGIC „FRANCISC NEUMAN” ARAD (LICEUL TEHNOLOGIC „IULIU MOLDOVAN” ARAD - FOST GRUP ŞCOLAR FORESTIER)",110,"MUNICIPIUL ARAD",9262,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 17:03:16",1518,1503,9,6,0,552,545,1,6,0,520,32,1630,1078,118,142,116,35,20,62,27
2,ARAD,"LICEUL TEHNOLOGIC „ION CREANGĂ”",121,"ORAŞ CURTICI",9495,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:40:15",1382,1379,1,1,1,604,602,0,1,1,573,31,1510,906,84,254,96,29,5,54,51
2,ARAD,"LICEUL TEHNOLOGIC „ION CREANGĂ”",122,"ORAŞ CURTICI",9495,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 15:19:02",1436,1427,2,4,3,534,527,0,4,3,506,28,1580,1046,68,272,65,11,4,52,34
2,ARAD,"LICEUL TEHNOLOGIC „ION CREANGĂ”",124,"ORAŞ CURTICI",9495,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:21:55",1349,1347,0,2,0,513,511,0,2,0,489,24,1490,977,63,240,86,10,6,50,34
2,ARAD,"LICEUL TEHNOLOGIC „ION CREANGĂ”",123,"ORAŞ CURTICI",9495,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:37:36",1572,1569,1,0,2,514,512,0,0,2,469,45,1730,1216,58,221,64,22,3,73,28
2,ARAD,"LICEUL TEHNOLOGIC STEFAN HELL SÂNTANA",160,"ORAŞ SÂNTANA",12091,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:23:58",1694,1678,7,7,2,594,585,0,7,2,574,20,1850,1256,141,232,122,9,21,33,16
2,ARAD,"LICEUL TEHNOLOGIC VASILE JUNCU MINIȘ-CORP B",269,GHIOROC,10872,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:20:04",1609,1581,16,6,6,747,735,0,6,6,720,27,1740,993,55,455,71,98,6,15,20
2,ARAD,"LICEUL TEOLOGIC BAPTIST „ALEXA POPOVICI”",12,"MUNICIPIUL ARAD",9262,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:26:37",743,737,0,5,1,317,311,0,5,1,309,8,840,523,24,83,73,28,6,86,9
2,ARAD,"LICEUL TEOLOGIC BAPTIST „ALEXA POPOVICI”",13,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:51:21",888,872,6,10,0,365,355,0,10,0,357,8,990,625,40,90,82,28,7,95,15
2,ARAD,"LICEUL TEORETIC „ADAM MULLER GUTTENBRUNN”",105,"MUNICIPIUL ARAD",9262,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:36:49",990,980,6,4,0,339,334,1,4,0,328,11,1090,751,47,114,65,17,8,60,17
2,ARAD,"LICEUL TEORETIC „ADAM MULLER GUTTENBRUNN” ARAD",106,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:10:37",1099,1075,14,9,1,397,386,1,9,1,380,17,1220,823,59,110,88,16,13,66,28
2,ARAD,"LICEUL TEORETIC ”ADAM MULLER GUTTENBRUNN” ARAD (CORP P+1E - CLASA PREGĂTITOARE C)",107,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:38:50",916,904,3,9,0,328,328,0,0,0,311,17,1020,692,38,118,60,23,6,47,19
2,ARAD,"LICEUL TEORETIC ”ADAM MULLER GUTTENBRUNN” ARAD (CORP P+1E - SALA DE RELIGIE)",108,"MUNICIPIUL ARAD",9262,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:57:05",868,857,1,10,0,311,301,0,10,0,297,14,960,649,56,79,73,7,7,53,22
2,ARAD,"LICEUL TEORETIC „ADAM MULLER GUTTENBRUNN” ARAD (FOSTA ȘCOALĂ GENERALĂ NR. 20)",103,"MUNICIPIUL ARAD",9262,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:52:40",1768,1747,11,10,0,795,785,0,10,0,735,60,1931,1136,105,195,153,49,30,177,26
2,ARAD,"LICEUL TEORETIC ”ADAM MULLER GUTTENBRUNN” ARAD (SALA DE SPORT)",104,"MUNICIPIUL ARAD",9262,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:37:36",719,706,6,7,0,290,282,1,7,0,281,9,790,500,39,96,55,14,9,53,15
2,ARAD,"LICEUL TEORETIC „GHEORGHE LAZĂR”",151,"ORAŞ PECICA",11584,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:29:34",1671,1656,5,6,4,838,828,0,6,4,814,24,1860,1022,270,416,50,20,2,31,25
2,ARAD,"LICEUL TEORETIC „JOZEF GREGOR TAJOVSKY” NĂDLAC, ORAȘUL NĂDLAC - GRĂDINIȚA CU PROGRAM PRELUNGIT NR.2",144,"ORAŞ NĂDLAC",9627,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:20:09",1623,1591,4,6,22,855,826,1,6,22,827,28,1780,925,64,451,243,27,4,18,20
2,ARAD,"LICEUL TEORETIC „JOZEF GREGOR TAJOVSKY” NĂDLAC, PIAŢA UNIRII",141,"ORAŞ NĂDLAC",9627,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:55:59",1533,1500,3,7,23,813,783,0,7,23,794,19,1680,867,47,454,229,27,4,20,13
2,ARAD,"LICEUL TEORETIC „JOZEF GREGOR TAJOVSKY” NĂDLAC, STRADA 1 DECEMBRIE (STRADA 23 AUGUST)",143,"ORAŞ NĂDLAC",9627,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:36:31",1673,1639,1,8,25,859,826,0,8,25,829,30,1840,981,71,357,345,8,0,18,30
2,ARAD,"LICEUL TEORETIC „MIHAI VELICIU”",116,"ORAŞ CHIŞINEU-CRIŞ",9459,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 22:30:27",1278,1239,4,17,18,806,771,0,17,18,756,50,1365,557,86,276,201,75,18,74,26
2,ARAD,"LICEUL TEORETIC „MIHAI VELICIU”",117,"ORAŞ CHIŞINEU-CRIŞ",9459,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:14:24",865,836,4,15,10,508,483,0,15,10,476,32,920,412,57,155,141,49,8,53,13
2,ARAD,"LICEUL TEORETIC PÂNCOTA",147,"ORAŞ PÂNCOTA",9654,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:51:50",1402,1377,5,9,11,647,627,0,9,11,625,22,1530,883,72,140,318,30,12,29,24
2,ARAD,"LICEUL TEORETIC PÂNCOTA",146,"ORAŞ PÂNCOTA",9654,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:08:23",1354,1320,6,10,18,696,667,1,10,18,673,23,1450,754,97,170,313,32,9,26,26
2,ARAD,"PATINOARUL MUNICIPAL ARAD",102,"MUNICIPIUL ARAD",9262,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:40:31",855,820,29,6,0,393,387,0,6,0,383,10,910,517,41,129,59,21,14,105,14
2,ARAD,"POLICLINICA MUNICIPALĂ (CABINET PLANNING FAMILIAL)",2,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:04:39",1052,1003,35,13,1,422,406,2,13,1,404,18,1060,638,39,112,85,35,5,118,10
2,ARAD,"PRIMĂRIA COMUNEI ARCHIŞ",184,ARCHIŞ,9832,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:27:36",287,272,0,6,9,208,193,0,6,9,203,5,310,102,26,69,103,0,0,4,1
2,ARAD,"PRIMĂRIA COMUNEI BATA",188,BATA,9887,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:47:01",372,346,1,21,4,269,244,0,21,4,244,25,380,111,25,87,98,1,1,27,5
2,ARAD,"PRIMĂRIA COMUNEI BELIU",204,BELIU,9930,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:00:37",1498,1417,1,23,57,1012,931,1,23,57,974,38,1578,566,101,508,283,6,8,36,32
2,ARAD,"PRIMĂRIA COMUNEI BRAZII",217,BRAZII,10239,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:59:11",82,61,0,19,2,63,42,0,19,2,61,2,80,17,10,24,18,0,2,7,0
2,ARAD,"PRIMĂRIA COMUNEI BUTENI",223,BUTENI,10293,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:04:20",748,707,2,9,30,552,512,1,9,30,530,22,830,278,41,331,118,1,17,14,8
2,ARAD,"PRIMĂRIA COMUNEI CERMEI",230,CERMEI,10373,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:23:38",1482,1438,3,6,35,918,876,1,6,35,835,83,1630,712,110,531,135,21,5,11,22
2,ARAD,"PRIMĂRIA COMUNEI CHISINDIA",232,CHISINDIA,10417,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:57:06",731,676,0,36,19,553,498,0,36,19,529,24,750,197,118,168,166,1,5,61,10
2,ARAD,"PRIMĂRIA COMUNEI CRAIVA",242,CRAIVA,10532,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:11:19",512,481,0,17,14,312,281,0,17,14,285,27,540,228,25,91,153,2,3,8,3
2,ARAD,"PRIMĂRIA COMUNEI FÂNTÂNELE",261,FÂNTÂNELE,9280,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:36:49",1108,1094,1,2,11,633,620,0,2,11,609,24,1220,587,59,384,75,45,3,28,15
2,ARAD,"PRIMĂRIA COMUNEI GRĂNICERI",272,GRĂNICERI,10916,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:20:51",1068,1040,0,9,19,679,651,0,9,19,640,39,1158,479,69,362,158,1,4,19,27
2,ARAD,"PRIMĂRIA COMUNEI GURAHONŢ",274,GURAHONŢ,10943,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:07:42",739,695,0,19,25,481,437,0,19,25,455,26,790,309,39,229,121,4,33,14,15
2,ARAD,"PRIMĂRIA COMUNEI GURAHONŢ",275,GURAHONŢ,10943,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 15:04:58",678,647,0,17,14,476,445,0,17,14,450,26,760,284,27,239,120,2,41,15,6
2,ARAD,"PRIMĂRIA COMUNEI HĂLMĂGEL",290,HĂLMĂGEL,11174,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:38:13",376,324,0,24,28,376,324,0,24,28,366,10,480,104,14,158,170,0,4,12,8
2,ARAD,"PRIMĂRIA COMUNEI HĂLMAGIU",283,HĂLMAGIU,11058,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:22:17",920,825,0,47,48,698,603,0,47,48,669,29,980,282,96,370,167,1,12,11,12
2,ARAD,"PRIMĂRIA COMUNEI OLARI",320,OLARI,11502,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:20:01",1263,1216,1,14,32,764,717,1,14,32,727,37,1380,616,35,358,132,173,0,10,19
2,ARAD,"PRIMĂRIA COMUNEI PEREGU MARE",326,"PEREGU MARE",11637,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:12:03",735,721,1,4,9,382,368,1,4,9,360,22,810,428,46,142,46,97,2,13,14
2,ARAD,"PRIMĂRIA COMUNEI PILU",334,PILU,11735,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:48:18",950,897,0,32,21,713,660,0,32,21,669,44,980,267,8,310,262,3,9,63,14
2,ARAD,"PRIMĂRIA COMUNEI PLEŞCUŢA",336,PLEŞCUŢA,11762,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:36:14",220,205,0,10,5,171,156,0,10,5,161,10,230,59,19,102,35,0,1,3,1
2,ARAD,"PRIMĂRIA COMUNEI ȘAGU",363,ŞAGU,12144,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:48:35",1130,1113,2,3,12,619,604,0,3,12,596,23,1220,601,73,356,85,5,4,63,10
2,ARAD,"PRIMĂRIA COMUNEI ȘAGU",364,ŞAGU,12144,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:51:58",717,690,1,9,17,419,392,1,9,17,409,10,760,341,58,211,57,2,2,63,16
2,ARAD,"PRIMĂRIA COMUNEI SECUSIGIU",347,SECUSIGIU,11940,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:14:47",902,878,0,16,8,522,498,0,16,8,503,19,990,468,60,198,201,10,8,14,12
2,ARAD,"PRIMĂRIA COMUNEI ȘEITIN",369,ŞEITIN,12206,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:56:20",1233,1197,5,12,19,757,725,1,12,19,688,69,1320,563,85,270,284,4,4,16,25
2,ARAD,"PRIMĂRIA COMUNEI SELEUŞ",353,SELEUŞ,11995,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 16:14:10",1476,1411,1,9,55,1119,1056,0,9,54,1107,12,1620,501,130,734,214,1,8,8,12
2,ARAD,"PRIMĂRIA COMUNEI ȘIȘTAROVĂȚ",386,ŞIŞTAROVĂŢ,12402,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:09:56",382,329,5,44,4,283,232,3,44,4,277,6,360,77,70,95,95,2,1,8,6
