precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CHIRICA MIHAI-PARTIDUL NAȚIONAL LIBERAL-voturi","BALANIŞCU BOGDAN-RADU-PARTIDUL SOCIAL DEMOCRAT-voturi","CIUHODARU TUDOR-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PINTILEI MIHAIL-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","BODEA MARIUS-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","BLĂJUŢ VIOREL-IONEL-PARTIDUL SOCIETĂȚII IEȘENE-voturi","CHICHIRĂU COSETTE-PAULA-PARTIDUL ROMÂNIA - ECHITATE, COMUNITATE, ONESTITATE-voturi","ABALAŞEI CĂTĂLIN-PETRONEL-PARTIDUL PRO ROMÂNIA-voturi","BUDUROI IOAN-SEBASTIAN-PARTIDUL LEGE EDUCAȚIE UNITATE-voturi"
24,IAŞI,"CENTRUL DE CARTIER FRUMOASA",200,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:53:35",1288,1279,1,8,0,576,568,0,8,0,570,6,1400,824,173,70,48,2,147,19,99,4,8
24,IAŞI,"CENTRUL TEHNOLOGIC REGIONAL",260,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:17:01",1178,1166,2,10,0,504,504,0,0,0,497,7,1300,796,112,39,39,0,172,10,120,1,4
24,IAŞI,"CENTRUL TEHNOLOGIC REGIONAL",261,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:48:21",764,758,0,6,0,333,327,0,6,0,223,7,894,664,88,31,25,3,0,3,70,1,2
24,IAŞI,"COLEGIUL ECONOMIC ADMINISTRATIV",48,"MUNICIPIUL IAŞI",95060,3,PART,PRCNCT,P,P_SV,"2024-06-10 10:18:25",952,912,38,2,0,435,433,0,2,0,431,4,1000,565,156,58,42,4,98,11,60,1,1
24,IAŞI,"COLEGIUL ECONOMIC ADMINISTRATIV",47,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:02:15",909,882,20,7,0,350,343,0,7,0,346,4,1000,650,123,36,26,0,93,4,62,1,1
24,IAŞI,"COLEGIUL NAŢIONAL",25,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:41:30",923,917,0,6,0,399,393,0,6,0,390,9,1000,601,144,41,28,0,80,14,79,1,3
24,IAŞI,"COLEGIUL NAŢIONAL",26,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:54:12",782,778,0,4,0,293,289,0,4,0,282,11,900,607,114,47,27,4,47,5,33,3,2
24,IAŞI,"COLEGIUL NAŢIONAL",27,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:55:15",1255,1239,9,6,1,372,365,0,6,1,367,5,1400,1028,91,55,28,0,94,20,75,2,2
24,IAŞI,"COLEGIUL NAŢIONAL",28,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:27:48",1349,1269,70,10,0,519,509,0,10,0,495,24,1400,881,149,74,36,5,131,6,85,8,1
24,IAŞI,"COLEGIUL NAŢIONAL",24,"MUNICIPIUL IAŞI",95060,2,PART,PRCNCT,P,P_SV,"2024-06-10 15:41:04",1266,1227,16,22,1,538,515,0,22,1,527,11,1400,862,151,80,40,6,149,13,82,2,4
24,IAŞI,"COLEGIUL NATIONAL ”COSTACHE NEGRUZZI’’",31,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:23:17",912,862,24,13,13,416,390,0,13,13,409,7,1000,584,126,36,38,4,117,5,78,3,2
24,IAŞI,"COLEGIUL NATIONAL ”COSTACHE NEGRUZZI’’",32,"MUNICIPIUL IAŞI",95060,2,PART,PRCNCT,P,P_SV,"2024-06-10 13:51:41",966,788,15,155,8,537,374,0,155,8,530,7,900,363,168,49,21,2,189,6,89,4,2
24,IAŞI,"COLEGIUL NATIONAL DE ARTĂ ”OCTACV BĂNCILĂ”",54,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:23:03",624,588,26,9,1,256,246,0,9,1,251,5,700,444,116,33,31,0,48,2,19,1,1
24,IAŞI,"COLEGIUL NATIONAL DE ARTĂ ”OCTACV BĂNCILĂ”",53,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:06:20",613,568,36,8,1,251,242,0,8,1,245,6,600,349,88,31,22,3,54,2,42,2,1
24,IAŞI,"COLEGIUL NATIONAL DE ARTĂ ”OCTACV BĂNCILĂ”",52,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:06:21",750,713,30,6,1,278,271,0,6,1,268,10,800,522,117,38,20,1,55,7,30,0,0
24,IAŞI,"COLEGIUL NATIONAL DE ARTĂ ”OCTAV BĂNCILĂ”",55,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:16:33",690,658,26,5,1,255,249,0,5,1,247,8,700,445,81,26,36,2,67,1,22,5,7
24,IAŞI,"COLEGIUL NAŢIONAL ”EMIL RACOVIŢĂ”",231,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:40:45",1449,1441,0,8,0,172,164,0,8,0,169,3,1600,1428,45,18,11,3,53,6,26,1,6
24,IAŞI,"COLEGIUL NAŢIONAL ”EMIL RACOVIŢĂ”",228,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:33:00",1720,1711,1,8,0,119,111,0,8,0,115,4,1900,1781,40,26,9,0,21,2,15,2,0
24,IAŞI,"COLEGIUL NAŢIONAL ”EMIL RACOVIŢĂ”",233,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:40:56",1470,1460,0,10,0,118,108,0,10,0,116,2,1600,1482,37,20,9,2,24,4,17,3,0
24,IAŞI,"COLEGIUL NAŢIONAL ”EMIL RACOVIŢĂ”",235,"MUNICIPIUL IAŞI",95060,2,PART,PRCNCT,P,P_SV,"2024-06-10 03:02:09",2040,2031,0,9,0,25,16,0,9,0,25,0,2300,2275,7,8,1,0,3,0,6,0,0
24,IAŞI,"COLEGIUL NAŢIONAL ”EMIL RACOVIŢĂ”",230,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:19:36",1588,1584,0,4,0,218,214,0,4,0,211,7,1800,1582,61,22,20,2,53,10,32,3,8
24,IAŞI,"COLEGIUL NAŢIONAL ”EMIL RACOVIŢĂ”",234,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:25:15",1023,1016,2,5,0,244,239,0,5,0,228,16,1100,856,73,32,20,2,58,5,33,3,2
24,IAŞI,"COLEGIUL NAŢIONAL ”EMIL RACOVIŢĂ”",227,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:10:21",1687,1680,0,7,0,99,92,0,7,0,98,1,1900,1801,31,20,6,2,23,3,11,0,2
24,IAŞI,"COLEGIUL NAŢIONAL ”EMIL RACOVIŢĂ”",229,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:30:13",1495,1485,1,9,0,386,377,0,9,0,372,14,1600,1214,113,55,30,3,105,11,46,6,3
24,IAŞI,"COLEGIUL NAŢIONAL ”EMIL RACOVIŢĂ”",232,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:56:13",1613,1604,2,7,0,194,187,0,7,0,187,7,1800,1606,49,28,15,3,48,7,33,2,2
24,IAŞI,"COLEGIUL NAŢIONAL ”EMIL RACOVIŢĂ”",236,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:00:05",1600,1591,0,9,0,96,87,0,9,0,93,3,1800,1704,29,17,12,1,19,2,12,0,1
24,IAŞI,"COLEGIUL NATIONAL ”GARABET IBRĂILEANU”",33,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 11:27:16",1132,1025,35,31,41,481,409,1,31,40,468,13,1100,619,151,62,51,8,125,8,55,6,2
24,IAŞI,"COLEGIUL NATIONAL ”GARABET IBRĂILEANU”",35,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:33:25",1335,1046,15,213,61,718,444,0,213,61,701,17,1200,482,211,83,38,3,212,19,113,14,8
24,IAŞI,"COLEGIUL NATIONAL ”GARABET IBRĂILEANU”",36,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:02:33",1633,1594,0,6,33,139,100,0,6,33,131,8,1800,1661,30,34,17,0,30,0,15,0,5
24,IAŞI,"COLEGIUL NATIONAL ”GARABET IBRĂILEANU”",34,"MUNICIPIUL IAŞI",95060,2,PART,PRCNCT,P,P_SV,"2024-06-10 13:13:22",1116,1063,8,4,41,559,518,0,4,37,476,83,1200,641,165,89,55,0,141,15,0,7,4
24,IAŞI,"COLEGIUL NAŢIONAL ”MIHAI EMINESCU”",40,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:16:57",984,971,10,2,1,459,454,2,2,1,448,11,1100,641,128,51,42,4,145,8,66,1,3
24,IAŞI,"COLEGIUL NAŢIONAL ”MIHAI EMINESCU”",41,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:24:53",974,926,16,12,20,461,432,0,12,17,450,11,1000,539,145,54,47,8,132,5,55,3,1
24,IAŞI,"COLEGIUL TEHNIC ELECTRONICĂ ŞI TELECOMUNICAŢII ”GHEORGHE MÂRZESCU”",181,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:46:27",1298,1274,1,22,1,473,450,0,22,1,466,7,1400,927,152,64,46,7,97,9,66,24,1
24,IAŞI,"COLEGIUL TEHNIC ELECTRONICĂ ŞI TELECOMUNICAŢII ”GHEORGHE MÂRZESCU”",182,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:19:40",1599,1581,1,17,0,293,276,0,17,0,279,14,1800,1507,98,41,44,1,55,5,28,6,1
24,IAŞI,"COLEGIUL TEHNIC ”IOAN C.ŞTEFĂNESCU”",176,"MUNICIPIUL IAŞI",95060,3,PART,PRCNCT,P,P_SV,"2024-06-10 12:17:03",1073,1062,2,9,0,251,242,0,9,0,245,6,1200,949,77,49,24,4,50,3,35,1,2
24,IAŞI,"COLEGIUL TEHNIC ”IOAN C.ŞTEFĂNESCU”",174,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:13:46",1402,1396,0,6,0,327,321,0,6,0,314,13,1600,1273,96,48,19,3,76,9,53,3,7
24,IAŞI,"COLEGIUL TEHNIC ”IOAN C.ŞTEFĂNESCU”",175,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:48:29",1687,1677,1,9,0,260,251,0,9,0,251,9,1900,1640,74,57,34,3,48,5,23,3,4
24,IAŞI,"COLEGIUL TEHNIC ”ION HOLBAN”",258,"MUNICIPIUL IAŞI",95060,2,PART,PRCNCT,P,P_SV,"2024-06-10 15:48:54",1248,1240,0,8,0,425,417,0,8,0,411,14,1400,975,141,48,49,2,98,18,53,0,2
24,IAŞI,"COLEGIUL TEHNIC ”ION HOLBAN”",257,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:15:26",1270,1247,0,7,16,540,517,0,7,16,525,15,1400,860,161,79,51,3,123,13,86,4,5
24,IAŞI,"COLEGIUL TEHNIC ”ION HOLBAN”",256,"MUNICIPIUL IAŞI",95060,2,PART,PRCNCT,P,P_SV,"2024-06-10 14:28:56",1449,1438,2,8,1,581,572,0,8,1,564,17,1600,1019,178,71,65,6,136,11,88,5,4
24,IAŞI,"DIRECTIA JUDETEANA PENTRU SPORT SI TINERET - COMPLEX SPORTIV GRADINARI",145,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 17:11:56",1274,1265,0,8,1,493,484,0,8,1,486,3,1400,907,180,71,24,2,123,11,72,1,2
24,IAŞI,"DIRECTIA JUDETEANA PENTRU SPORT SI TINERET - COMPLEX SPORTIV GRADINARI",144,"MUNICIPIUL IAŞI",95060,2,PART,PRCNCT,P,P_SV,"2024-06-10 12:53:29",1552,1525,3,24,0,448,421,3,24,0,436,12,1700,1252,144,63,31,2,118,8,66,1,3
24,IAŞI,"DIRECTIA JUDETEANA PENTRU SPORT SI TINERET - COMPLEX SPORTIV GRADINARI",147,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:38:41",1438,1398,9,30,1,617,586,0,30,1,606,11,1500,883,189,69,53,2,185,15,84,5,4
24,IAŞI,"DIRECTIA JUDETEANA PENTRU SPORT SI TINERET - COMPLEX SPORTIV GRADINARI",146,"MUNICIPIUL IAŞI",95060,2,PART,PRCNCT,P,P_SV,"2024-06-10 15:47:38",1785,1764,0,21,0,592,571,0,21,0,580,12,1900,1308,193,50,47,4,140,10,126,5,5
24,IAŞI,"DIRECTIA JUDETEANA PENTRU SPORT SI TINERET - COMPLEX SPORTIV GRADINARI",149,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:13:06",1505,1477,1,23,4,600,573,0,23,4,592,8,1600,1000,184,70,74,6,170,19,63,3,3
24,IAŞI,"DIRECTIA JUDETEANA PENTRU SPORT SI TINERET - COMPLEX SPORTIV GRADINARI",148,"MUNICIPIUL IAŞI",95060,2,PART,PRCNCT,P,P_SV,"2024-06-10 19:28:51",1342,1325,0,17,0,492,475,0,17,0,465,10,1500,1008,164,60,54,5,104,9,61,5,3
24,IAŞI,"GRĂDINIŢA CU PROGRAM NORMAL NR. 15",2,"MUNICIPIUL IAŞI",95060,3,PART,PRCNCT,P,P_SV,"2024-06-10 08:04:17",1371,1364,0,7,0,614,607,0,7,0,600,14,1500,886,174,105,63,7,153,13,68,10,7
24,IAŞI,"GRĂDINIŢA CU PROGRAM NORMAL NR. 15",1,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:52:47",1560,1554,4,2,0,661,659,0,2,0,647,14,1700,1039,150,99,61,2,208,14,91,8,14
24,IAŞI,"GRĂDINIŢA CU PROGRAM NORMAL NR.21",72,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:47:42",824,817,1,6,0,369,362,1,6,0,363,6,900,531,115,56,42,3,94,10,36,2,5
24,IAŞI,"GRĂDINIŢA CU PROGRAM NORMAL NR.21",74,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:25:42",789,782,0,7,0,315,308,0,7,0,304,11,900,585,95,36,28,1,78,13,47,4,2
24,IAŞI,"GRĂDINIŢA CU PROGRAM NORMAL NR.21",75,"MUNICIPIUL IAŞI",95060,2,PART,PRCNCT,P,P_SV,"2024-06-10 15:13:44",800,790,0,10,0,333,323,0,10,0,329,4,900,567,117,44,42,1,71,10,37,4,3
24,IAŞI,"GRĂDINIŢA CU PROGRAM NORMAL NR.21",73,"MUNICIPIUL IAŞI",95060,5,PART,PRCNCT,P,P_SV,"2024-06-10 03:54:12",729,723,0,6,0,311,305,0,6,0,302,9,800,489,105,53,29,2,59,9,39,1,5
24,IAŞI,"GRĂDINIŢA CU PROGRAM NORMAL NR. 26",183,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:19:15",1598,1592,2,4,0,237,233,0,4,0,235,2,1800,1563,58,28,14,0,82,11,41,1,0
24,IAŞI,"GRĂDINIŢA CU PROGRAM NORMAL NR. 7",84,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:47:50",785,779,0,6,0,239,233,0,6,0,232,7,900,661,87,39,17,2,49,5,28,4,1
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”CUV. PARASCHEVA”",244,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:24:48",775,766,1,7,1,320,312,0,7,1,313,7,800,480,96,39,33,2,67,9,60,6,1
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.1",222,"MUNICIPIUL IAŞI",95060,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:00:06",954,949,0,5,0,421,416,0,5,0,412,9,1000,579,100,54,32,3,127,14,75,4,3
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.1",221,"MUNICIPIUL IAŞI",95060,5,PART,PRCNCT,P,P_SV,"2024-06-10 06:16:30",794,783,0,10,1,345,334,0,10,1,341,4,900,555,88,65,23,2,96,7,58,1,1
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 14",7,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:18:31",1247,1238,2,7,0,549,542,0,7,0,537,12,1400,851,167,75,44,2,152,15,76,6,0
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 14",10,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:39:28",1704,1690,3,11,0,688,676,1,11,0,678,10,1900,1212,230,69,71,11,170,4,111,6,6
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 14",8,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:06:00",1331,1319,2,10,0,536,526,0,10,0,526,10,1500,964,194,77,55,3,126,5,62,2,2
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 14",9,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:56:53",1490,1477,2,11,0,635,624,0,11,0,617,18,1600,965,203,77,50,6,151,15,106,6,3
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 1 ”CENTENAR”-CORP B ”SFÂNTA MARIA”",185,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:14:21",1516,1511,1,4,0,593,589,0,4,0,586,7,1700,1107,165,66,34,6,180,16,106,10,3
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 1 ”CENTENAR”-CORP B ”SFÂNTA MARIA”",184,"MUNICIPIUL IAŞI",95060,2,PART,PRCNCT,P,P_SV,"2024-06-10 12:42:22",1702,1691,2,9,0,713,704,0,9,0,707,6,1900,1187,202,69,68,4,216,15,118,6,9
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.21",77,"MUNICIPIUL IAŞI",95060,2,PART,PRCNCT,P,P_SV,"2024-06-10 16:14:43",838,832,0,6,0,410,404,0,6,0,401,9,900,490,151,54,34,3,92,9,52,4,2
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.21",76,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:40:36",995,987,0,8,0,405,397,0,8,0,395,10,1100,695,127,59,30,7,97,9,57,4,5
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 24",63,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:46:14",1243,1238,0,5,0,490,485,0,5,0,485,5,1400,910,159,105,44,4,111,2,53,3,4
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 24",64,"MUNICIPIUL IAŞI",95060,3,PART,PRCNCT,P,P_SV,"2024-06-10 09:26:40",1099,1094,1,4,0,453,449,0,4,0,448,5,1200,747,188,57,31,2,101,10,50,3,6
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 24",65,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:39:34",1243,1237,0,6,0,492,486,0,6,0,480,12,1400,908,174,70,51,2,113,11,55,1,3
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 24",62,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:52:56",1190,1183,2,5,0,450,445,0,5,0,441,9,1300,850,136,61,26,5,133,14,57,3,6
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 25",71,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:53:44",1101,1091,1,9,0,382,373,0,9,0,370,12,1200,818,136,39,45,2,82,5,52,5,4
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 25",70,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:31:55",1454,1449,1,4,0,717,713,0,4,0,712,5,1600,883,277,88,43,6,162,21,103,3,9
24,IAŞI,"LICEUL TEHNOLOGIC DE MECATRONICA SI AUTOMATIZARI",173,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:15:07",1592,1585,0,7,0,276,269,0,7,0,272,4,1800,1524,112,33,32,2,57,4,28,3,1
24,IAŞI,"LICEUL TEHNOLOGIC DE MECATRONICA SI AUTOMATIZARI",169,"MUNICIPIUL IAŞI",95060,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:23:00",1598,1584,1,5,8,190,177,0,5,8,190,0,1800,1610,62,29,20,2,48,5,20,2,2
24,IAŞI,"LICEUL TEHNOLOGIC DE MECATRONICA SI AUTOMATIZARI",170,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:48:54",1488,1482,1,5,0,29,24,0,5,0,28,1,1700,1671,6,4,6,0,6,2,4,0,0
24,IAŞI,"LICEUL TEHNOLOGIC DE MECATRONICA SI AUTOMATIZARI",172,"MUNICIPIUL IAŞI",95060,3,PART,PRCNCT,P,P_SV,"2024-06-10 06:32:43",1627,1618,0,9,0,186,177,0,9,0,181,5,1800,1614,66,19,21,2,35,10,23,3,2
24,IAŞI,"LICEUL TEHNOLOGIC DE MECATRONICA SI AUTOMATIZARI",171,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:42:02",1483,1475,0,8,0,305,297,0,8,0,298,7,1600,1295,113,51,32,4,53,5,31,3,6
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC DE TURISM - CORP A",97,"MUNICIPIUL IAŞI",95060,2,PART,PRCNCT,P,P_SV,"2024-06-10 11:33:53",936,928,0,7,1,344,336,0,7,1,336,8,1000,656,131,50,24,2,71,15,40,2,1
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC DE TURISM - CORP A",96,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:26:03",975,969,0,6,0,440,434,0,6,0,434,6,1100,660,158,74,27,3,88,16,60,6,2
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC DE TURISM - CORP A",94,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:00:11",915,906,2,6,1,314,307,0,6,1,308,6,1000,686,97,47,33,0,77,9,36,1,8
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC DE TURISM - CORP A",95,"MUNICIPIUL IAŞI",95060,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:51:51",1268,1262,0,6,0,480,474,0,6,0,475,5,1400,920,164,57,47,6,128,16,48,5,4
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC DE TURISM - CORP B",66,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:19:13",1187,1177,0,10,0,502,492,0,10,0,486,16,1300,798,161,73,47,2,110,14,72,2,5
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC DE TURISM - CORP B",69,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:06:40",1222,1217,0,5,0,522,517,0,5,0,506,16,1300,778,167,77,50,1,127,12,60,8,4
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC DE TURISM - CORP B",68,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:59:50",1128,1121,0,7,0,457,450,0,7,0,445,12,1300,843,147,72,32,2,112,19,57,3,1
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC DE TURISM - CORP B",67,"MUNICIPIUL IAŞI",95060,2,PART,PRCNCT,P,P_SV,"2024-06-10 11:52:00",1393,1388,0,5,0,480,475,0,5,0,459,21,1600,1120,144,85,53,2,111,9,47,5,3
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC ”VIRGIL MADGEARU” - CORP A",29,"MUNICIPIUL IAŞI",95060,4,PART,PRCNCT,P,P_SV,"2024-06-10 16:49:23",1480,1372,52,56,0,646,590,0,56,0,585,61,1500,854,214,62,48,4,139,10,96,4,8
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC ”VIRGIL MADGEARU” - CORP B",78,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:12:59",635,631,0,4,0,255,251,0,4,0,249,6,700,445,81,40,13,3,74,4,31,2,1
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC ”VIRGIL MADGEARU” - CORP B",80,"MUNICIPIUL IAŞI",95060,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:00:17",1090,1085,1,4,0,382,378,0,4,0,372,10,1200,818,117,63,32,1,107,3,43,0,6
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC ”VIRGIL MADGEARU” - CORP B",82,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:16:01",1114,1107,2,5,0,451,446,0,5,0,438,13,1200,749,136,69,44,0,110,16,49,6,8
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC ”VIRGIL MADGEARU” - CORP B",81,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:46:11",1248,1248,0,0,0,415,415,0,0,0,414,1,1400,985,165,47,36,1,83,10,68,3,1
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC ”VIRGIL MADGEARU” - CORP B",79,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:58:59",1012,1004,2,6,0,355,349,0,6,0,345,10,1100,745,123,53,35,2,85,2,36,4,5
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC ”VIRGIL MADGEARU” - CORP B",83,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:58:42",1163,1158,0,5,0,430,425,0,5,0,416,14,1300,870,137,66,37,3,100,7,57,4,5
24,IAŞI,"LICEUL TEHNOLOGIC ”PETRU PONI”",180,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:37:28",886,879,0,7,0,334,327,0,7,0,326,8,1000,666,99,64,32,1,77,6,43,2,2
