county_nce,county_name,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,g1.1,g1.2,g1.3,g4,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-faza-1","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-faza-2","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-1","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-2","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-1","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-2","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-1","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-2","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL PRO ROMÂNIA-mandate-faza-1","PARTIDUL PRO ROMÂNIA-mandate-faza-2","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-faza-1","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-faza-2","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL ROMÂNIA MARE-mandate-faza-1","PARTIDUL ROMÂNIA MARE-mandate-faza-2","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL PATRIOȚILOR-mandate-faza-1","PARTIDUL PATRIOȚILOR-mandate-faza-2","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL ECOLOGIST ROMÂN-mandate-faza-1","PARTIDUL ECOLOGIST ROMÂN-mandate-faza-2","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-g8","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-1","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-1","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-g8","KNALL FLORIN-voturi","KNALL FLORIN-mandate-faza-1","KNALL FLORIN-mandate-faza-2","PIPERNEA GHEORGHE-voturi","PIPERNEA GHEORGHE-mandate-faza-1","PIPERNEA GHEORGHE-mandate-faza-2","PARTIDUL OAMENILOR LIBERI-voturi","PARTIDUL OAMENILOR LIBERI-mandate-faza-1","PARTIDUL OAMENILOR LIBERI-mandate-faza-2","PARTIDUL VERDE-voturi","PARTIDUL VERDE-mandate-faza-1","PARTIDUL VERDE-mandate-faza-2","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-1","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-2","ITIGAN MIHAI-MIRCEA-voturi","ITIGAN MIHAI-MIRCEA-mandate-faza-1","ITIGAN MIHAI-MIRCEA-mandate-faza-2","FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA-voturi","FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA-mandate-faza-1","FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA-mandate-faza-2","PARTIDUL OAMENILOR TINERI-voturi","PARTIDUL OAMENILOR TINERI-mandate-faza-1","PARTIDUL OAMENILOR TINERI-mandate-faza-2","DINCĂ TUDOR-voturi","DINCĂ TUDOR-mandate-faza-1","DINCĂ TUDOR-mandate-faza-2","ANGHEL BOGDAN-GHEORGHE-voturi","ANGHEL BOGDAN-GHEORGHE-mandate-faza-1","ANGHEL BOGDAN-GHEORGHE-mandate-faza-2","CIOCA IOAN-voturi","CIOCA IOAN-mandate-faza-1","CIOCA IOAN-mandate-faza-2","FUIOREA ROXANA-voturi","FUIOREA ROXANA-mandate-faza-1","FUIOREA ROXANA-mandate-faza-2","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-voturi","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-mandate-faza-1","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-mandate-faza-2","HOLOM DUMITRU-DORIN-voturi","HOLOM DUMITRU-DORIN-mandate-faza-1","HOLOM DUMITRU-DORIN-mandate-faza-2","STROILĂ GABRIEL-voturi","STROILĂ GABRIEL-mandate-faza-1","STROILĂ GABRIEL-mandate-faza-2","BOGDAN MIOARA-voturi","BOGDAN MIOARA-mandate-faza-1","BOGDAN MIOARA-mandate-faza-2","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-mandate-faza-1","PARTIDUL ALTERNATIVA DREAPTĂ-mandate-faza-2","ROTUNDU OVIDIU-CONSTANTIN-voturi","ROTUNDU OVIDIU-CONSTANTIN-mandate-faza-1","ROTUNDU OVIDIU-CONSTANTIN-mandate-faza-2","NEAGOE GHEORGHE-voturi","NEAGOE GHEORGHE-mandate-faza-1","NEAGOE GHEORGHE-mandate-faza-2","DĂNCĂNEŢ STELIAN-voturi","DĂNCĂNEŢ STELIAN-mandate-faza-1","DĂNCĂNEŢ STELIAN-mandate-faza-2","MEIŢESCU DANIELA-MARIA-voturi","MEIŢESCU DANIELA-MARIA-mandate-faza-1","MEIŢESCU DANIELA-MARIA-mandate-faza-2","POPESCU DAN-voturi","POPESCU DAN-mandate-faza-1","POPESCU DAN-mandate-faza-2","PARTIDUL ECOLOGIST ROMÂN-mandate-g9","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-g9","NICOLAE CRISTIAN-IOAN-voturi","NICOLAE CRISTIAN-IOAN-mandate-faza-1","NICOLAE CRISTIAN-IOAN-mandate-faza-2","COSTEIU IULIAN-ALEXANDRU-voturi","COSTEIU IULIAN-ALEXANDRU-mandate-faza-1","COSTEIU IULIAN-ALEXANDRU-mandate-faza-2","GRIGORE ILIE-MARIUS-voturi","GRIGORE ILIE-MARIUS-mandate-faza-1","GRIGORE ILIE-MARIUS-mandate-faza-2"
34,SIBIU,BOIŢA,146021,1,FINAL,UAT,CL,CL_CE,"2024-06-10 09:43:10",1223,1205,0,4,14,811,793,0,4,14,778,33,1319,508,38,54,62,70,0,0,0,59,0,1,128,1,1,497,7,0,0,0,0,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,SIBIU,BRĂDENI,144376,1,FINAL,UAT,CL,CL_CE,"2024-06-10 16:48:48",1360,1258,3,93,6,834,734,1,93,6,743,91,1369,535,37,52,59,63,0,0,0,42,0,0,246,3,1,314,4,1,51,0,1,31,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,SIBIU,BRATEIU,144349,1,FINAL,UAT,CL,CL_CE,"2024-06-10 12:50:22",3063,3040,8,5,10,1565,1549,1,5,10,1445,120,3346,1777,72,101,115,106,0,0,0,195,1,1,187,1,1,818,7,0,0,0,0,188,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,SIBIU,BRUIU,144410,2,FINAL,UAT,CL,CL_CE,"2024-06-13 16:24:03",792,730,12,38,12,432,378,4,38,12,420,12,810,378,21,29,33,46,0,0,0,0,0,0,58,1,0,239,5,0,0,0,0,123,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,SIBIU,CÂRŢA,144508,1,FINAL,UAT,CL,CL_CE,"2024-06-10 19:56:59",1041,975,9,37,20,646,583,6,37,20,628,18,1065,419,31,43,50,69,0,0,0,0,0,0,276,4,0,352,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,SIBIU,CÂRŢIŞOARA,144535,1,FINAL,UAT,CL,CL_CE,"2024-06-10 19:39:48",1195,1130,1,50,14,796,731,1,50,14,770,26,1231,435,38,53,61,85,0,0,0,0,0,0,452,5,0,122,1,1,0,0,0,196,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,SIBIU,CHIRPĂR,144456,1,FINAL,UAT,CL,CL_CE,"2024-06-10 06:22:02",1555,1526,4,23,2,715,690,0,23,2,680,35,1671,956,34,47,54,59,0,0,0,101,1,1,234,3,1,212,3,0,0,0,0,104,1,1,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,SIBIU,CRISTIAN,143487,1,FINAL,UAT,CL,CL_CE,"2024-06-11 14:36:17",3839,3752,19,55,13,2409,2342,0,55,12,2288,121,4318,1909,114,160,183,176,0,0,0,242,1,1,312,1,1,412,2,0,0,0,0,296,1,1,0,0,0,0,0,0,669,3,1,0,0,0,0,0,0,0,0,0,0,0,357,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,SIBIU,DÂRLOS,144553,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:31:49",2954,2904,2,44,4,1403,1355,0,44,4,1340,63,3201,1798,67,93,107,100,0,0,0,235,2,0,184,1,1,670,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,216,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,SIBIU,"GURA RÂULUI",144599,2,FINAL,UAT,CL,CL_CE,"2024-06-13 17:11:39",2995,2906,1,20,68,2260,2172,0,20,68,2130,130,3262,1002,106,149,170,150,0,0,0,554,3,1,399,2,0,748,4,1,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,261,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,SIBIU,HOGHILAG,144615,1,FINAL,UAT,CL,CL_CE,"2024-06-10 11:48:06",1966,1908,5,20,33,1032,976,3,20,33,982,48,2097,1067,49,68,78,84,0,0,0,75,0,1,803,9,0,50,0,1,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,SIBIU,IACOBENI,144651,2,FINAL,UAT,CL,CL_CE,"2024-06-13 15:45:34",2469,2460,4,4,1,1284,1278,1,4,1,1198,86,2704,1420,59,83,95,89,0,0,0,75,0,1,610,6,1,409,4,0,73,0,1,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,SIBIU,JINA,144713,2,FINAL,UAT,CL,CL_CE,"2024-06-13 15:49:59",2688,2645,0,8,35,1585,1542,0,8,35,1449,136,2904,1319,72,101,115,111,0,0,0,192,1,1,574,5,0,401,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,1,1,85,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
