precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CSEKE ATTILA-ZOLTAN-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","MOHAN AUREL-GEORGE-PARTIDUL SOCIAL DEMOCRAT-voturi","BLEJAN CIPRIAN-MIRCEA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BOLOJAN ILIE-GAVRIL-PARTIDUL NAȚIONAL LIBERAL-voturi","ORJAN ALEX-ŞERBAN-UNIUNEA SALVAȚI ROMÂNIA-voturi","HABINYÁK ISTVÁN-SEBESTYÉN-ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi","LASCA MIHAI-IOAN-PARTIDUL PATRIOȚII POPORULUI ROMÂN-voturi"
5,BIHOR,"CĂMIN CULTURAL",220,ABRAM,27070,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:55:18",243,230,2,7,4,122,110,1,7,4,115,7,256,134,3,19,6,86,1,0,0
5,BIHOR,"CĂMIN CULTURAL",325,CETARIU,28415,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:22:05",207,193,0,7,7,124,110,0,7,7,122,2,211,87,73,2,2,16,0,29,0
5,BIHOR,"CĂMIN CULTURAL",643,ŢEŢCHEA,31878,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:15:08",702,669,2,17,14,499,468,0,17,14,482,17,736,237,2,272,27,172,5,0,4
5,BIHOR,"CĂMIN CULTURAL",229,AŞTILEU,26742,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:46:20",523,509,2,11,1,316,303,1,11,1,315,1,562,246,2,24,8,278,1,0,2
5,BIHOR,"CĂMIN CULTURAL",450,MĂGEŞTI,30069,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:00:29",386,365,0,14,7,276,255,0,14,7,268,8,429,153,0,44,7,206,10,0,1
5,BIHOR,"CĂMIN CULTURAL",286,BUNTEŞTI,27971,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:49:00",545,521,0,14,10,440,416,0,14,10,429,8,593,156,1,89,14,323,2,0,0
5,BIHOR,"CĂMIN CULTURAL",426,"LAZURI DE BEIUŞ",29760,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:01:35",538,515,0,8,15,433,410,0,8,15,427,6,554,121,0,36,15,374,1,0,1
5,BIHOR,"CĂMIN CULTURAL",432,LĂZĂRENI,29813,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:07:54",101,91,0,9,1,68,58,0,9,1,67,1,108,40,0,4,3,58,2,0,0
5,BIHOR,"CĂMIN CULTURAL",596,ŞOIMI,31422,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:09:48",238,225,1,11,1,184,172,0,11,1,180,4,252,68,1,52,2,121,1,0,3
5,BIHOR,"CĂMIN CULTURAL",511,RĂBĂGANI,30648,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:32:41",82,74,0,7,1,82,74,0,7,1,81,1,109,27,1,14,5,60,1,0,0
5,BIHOR,"CĂMIN CULTURAL",628,TILEAGD,31716,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:27:03",667,660,1,3,3,333,327,0,3,3,331,2,725,392,1,39,32,243,7,1,8
5,BIHOR,"CĂMIN CULTURAL",408,HOLOD,29573,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:49:09",138,103,1,25,9,102,68,0,25,9,98,3,131,29,1,17,2,77,1,0,0
5,BIHOR,"CĂMIN CULTURAL",291,BUNTEŞTI,27971,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:50:13",526,505,1,6,14,405,385,0,6,14,397,8,575,170,0,20,10,347,20,0,0
5,BIHOR,"CĂMIN CULTURAL",344,COPĂCEL,28816,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:41:24",249,209,6,30,4,173,139,0,30,4,163,10,241,68,1,60,6,89,5,0,2
5,BIHOR,"CĂMIN CULTURAL",354,CURĂŢELE,28941,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:09:13",346,342,0,1,3,250,246,0,1,3,243,7,380,130,1,35,11,195,0,0,1
5,BIHOR,"CĂMIN CULTURAL",187,"ORAŞ ALEŞD",26699,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:22:17",1068,1058,1,8,1,655,646,0,8,1,633,22,1171,516,11,152,43,416,10,1,0
5,BIHOR,"CĂMIN CULTURAL",433,LĂZĂRENI,29813,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:45:50",157,144,2,10,1,100,89,0,10,1,95,5,166,66,3,12,2,76,1,1,0
5,BIHOR,"CĂMIN CULTURAL",629,TILEAGD,31716,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:07:12",692,671,0,13,8,346,325,0,13,8,333,13,743,397,124,29,14,159,5,0,2
5,BIHOR,"CĂMIN CULTURAL",642,ŢEŢCHEA,31878,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:29:47",719,684,0,17,18,451,416,0,17,18,419,32,751,300,1,218,19,173,4,1,3
5,BIHOR,"CĂMIN CULTURAL",407,HOLOD,29573,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:41:49",791,585,1,17,188,548,343,0,17,188,479,66,591,46,2,19,27,430,0,1,0
5,BIHOR,"CĂMIN CULTURAL",533,SĂCĂDAT,30871,6,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 01:23:17",620,584,2,30,4,409,375,0,30,4,385,18,645,236,4,100,10,268,2,0,1
5,BIHOR,"CĂMIN CULTURAL",409,HOLOD,29573,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:39:56",124,107,0,16,1,84,67,0,16,1,81,3,121,37,1,4,12,64,0,0,0
5,BIHOR,"CĂMIN CULTURAL",233,AUŞEU,27212,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:12:27",749,728,5,5,11,426,408,2,5,11,402,24,809,383,0,69,42,288,3,0,0
5,BIHOR,"CĂMIN CULTURAL",428,LĂZĂRENI,29813,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:48:14",531,504,2,9,16,382,357,0,9,16,374,8,549,167,1,2,37,320,14,0,0
5,BIHOR,"CĂMIN CULTURAL",645,ŢEŢCHEA,31878,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:36:00",693,671,0,11,11,451,429,0,11,11,344,106,734,270,104,115,19,102,3,0,1
5,BIHOR,"CĂMIN CULTURAL",644,ŢEŢCHEA,31878,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:40:28",465,453,1,8,3,270,259,0,8,3,263,7,494,224,2,111,7,128,3,0,12
5,BIHOR,"CĂMIN CULTURAL",224,ABRAM,27070,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:55:12",223,215,0,4,4,135,127,0,4,4,131,4,244,109,6,8,15,100,2,0,0
5,BIHOR,"CĂMIN CULTURAL",659,VIIŞOARA,32045,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:54:05",151,146,0,3,2,87,82,0,3,2,84,3,170,83,53,1,5,25,0,0,0
5,BIHOR,"CĂMIN CULTURAL",221,ABRAM,27070,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:49:33",230,219,0,4,7,141,130,0,4,7,133,8,251,110,2,7,9,115,0,0,0
5,BIHOR,"CĂMIN CULTURAL",347,COPĂCEL,28816,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:45:04",391,303,1,71,16,302,214,1,71,16,290,12,327,25,2,175,8,101,3,0,1
5,BIHOR,"CĂMIN CULTURAL",314,CEFA,28246,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:34:50",702,688,0,4,10,457,443,0,4,10,447,10,770,313,2,69,19,356,1,0,0
5,BIHOR,"CĂMIN CULTURAL",431,LĂZĂRENI,29813,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:07:01",615,594,0,14,7,401,380,0,14,7,389,12,665,264,4,35,5,342,1,1,1
5,BIHOR,"CĂMIN CULTURAL BĂLENI",424,"LAZURI DE BEIUŞ",29760,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:17:42",165,161,0,2,2,127,123,0,2,2,121,6,178,51,1,11,8,98,3,0,0
5,BIHOR,"CĂMIN CULTURAL BĂLNACA",603,ŞUNCUIUŞ,31510,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:18:09",782,766,1,6,9,474,459,0,6,9,442,32,844,370,5,23,32,378,1,0,3
5,BIHOR,"CĂMIN CULTURAL BICACI",397,GEPIU,32195,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:20:52",555,506,3,34,12,335,287,2,34,12,322,13,577,242,24,115,15,164,2,2,0
5,BIHOR,"CĂMIN CULTURAL BIRTIN",652,"VADU CRIŞULUI",31976,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:03:29",275,269,0,4,2,199,193,0,4,2,189,10,300,101,1,21,10,155,2,0,0
5,BIHOR,"CĂMIN CULTURAL BISTRA",501,POPEŞTI,30568,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:33:38",792,789,0,2,1,482,479,0,2,1,446,36,871,389,4,153,38,241,9,0,1
5,BIHOR,"CĂMIN CULTURAL BOROD",251,BOROD,27560,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:42:23",1258,1237,4,17,0,800,783,0,17,0,766,34,1385,585,6,402,32,318,2,0,6
5,BIHOR,"CĂMIN CULTURAL BULZ",282,BULZ,27935,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:35:19",648,635,0,3,10,507,494,0,3,10,501,6,708,201,2,149,25,303,20,0,2
5,BIHOR,"CĂMIN CULTURAL CĂLĂȚEA",227,AŞTILEU,26742,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:08:35",251,244,0,6,1,172,165,0,6,1,169,3,273,101,0,15,5,137,1,0,11
5,BIHOR,"CĂMIN CULTURAL CĂLUGĂRI",304,CĂRPINET,28193,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:56:07",382,351,5,8,18,267,241,0,8,18,262,5,399,132,2,136,11,111,2,0,0
5,BIHOR,"CĂMIN CULTURAL CĂRĂNDENI",429,LĂZĂRENI,29813,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:48:32",371,332,1,21,17,245,207,0,21,17,237,8,371,126,1,31,6,199,0,0,0
5,BIHOR,"CAMIN CULTURAL CATUN CARMAZAN",605,ŞUNCUIUŞ,31510,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:02:50",114,109,0,5,0,70,65,0,5,0,65,5,125,55,1,7,0,56,1,0,0
5,BIHOR,"CAMIN CULTURAL CHERIU",469,OŞORHEI,30274,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:37:19",737,715,2,20,0,415,395,0,20,0,387,23,800,390,1,31,35,318,2,0,0
5,BIHOR,"CĂMIN CULTURAL CHEȘEREU",327,CHERECHIU,28497,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:35:59",815,790,1,1,23,550,525,1,1,23,524,26,895,345,421,7,0,40,1,55,0
5,BIHOR,"CĂMIN CULTURAL CORNET",228,AŞTILEU,26742,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:07:50",215,209,0,6,0,157,151,0,6,0,150,7,230,73,1,16,8,122,3,0,0
5,BIHOR,"CĂMIN CULTURAL COȘDENI",493,POMEZEU,30470,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:02:26",451,419,0,8,24,327,295,0,8,24,322,4,457,130,5,127,16,169,5,0,0
5,BIHOR,"CĂMIN CULTURAL DELANI",153,"MUNICIPIUL BEIUŞ",26804,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:31:28",272,260,0,8,4,194,182,0,8,4,189,5,300,106,2,27,3,152,3,0,2
5,BIHOR,"CĂMIN CULTURAL DOLEA",583,"SUPLACU DE BARCĂU",31262,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:10:03",132,121,0,8,3,81,70,0,8,3,75,6,138,57,40,6,1,27,1,0,0
5,BIHOR,"CĂMIN CULTURAL”ELISABETA PAVEL” GIRIȘU NEGRU",634,TINCA,31789,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:23:20",580,539,0,11,30,364,323,0,11,30,341,23,593,229,1,118,20,200,2,0,0
5,BIHOR,"CĂMIN CULTURAL FELCHERIU",470,OŞORHEI,30274,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:36:02",286,263,1,22,0,211,188,1,22,0,208,3,277,65,4,15,5,179,2,0,3
5,BIHOR,"CĂMIN CULTURAL FUGHIU",471,OŞORHEI,30274,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:08:45",1096,1075,4,16,1,623,606,0,16,1,610,13,1192,569,131,23,17,430,9,0,0
5,BIHOR,"CĂMIN CULTURAL GEPIU",396,GEPIU,32195,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:45:42",1312,1110,5,148,49,975,775,3,148,49,956,19,1247,272,2,513,28,398,11,0,4
5,BIHOR,"CĂMIN CULTURAL GHIGHIȘENI",520,RIENI,30773,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:47:47",825,777,1,21,26,578,531,0,21,26,572,6,886,308,8,33,7,496,27,0,1
5,BIHOR,"CĂMIN CULTURAL GIRIŞU DE CRIŞ",398,"GIRIŞU DE CRIŞ",29467,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:08:05",1261,1224,1,24,12,854,818,0,24,12,826,28,1340,486,10,94,51,500,11,1,159
5,BIHOR,"CĂMIN CULTURAL HIDIȘ",494,POMEZEU,30470,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 13:29:10",252,231,0,8,13,207,186,0,8,13,197,10,265,58,1,68,6,115,1,0,6
5,BIHOR,"CĂMIN CULTURAL HIDIȘELU DE SUS",401,"HIDIŞELU DE SUS",29519,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:23:36",954,855,3,73,23,766,668,2,73,23,757,9,975,209,1,168,37,544,6,1,0
5,BIHOR,"CĂMIN CULTURAL HODIȘ",410,HOLOD,29573,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:47:20",135,117,0,14,4,96,78,0,14,4,92,4,128,32,1,21,7,63,0,0,0
5,BIHOR,"CĂMIN CULTURAL IZBUC",305,CĂRPINET,28193,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:11:07",401,370,9,7,15,304,282,0,7,15,297,7,424,120,1,151,18,122,5,0,0
5,BIHOR,"CĂMIN CULTURAL LĂZĂRENI",427,LĂZĂRENI,29813,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:16:57",775,712,3,52,8,627,566,1,52,8,592,35,773,146,8,46,22,506,3,1,6
5,BIHOR,"CĂMIN CULTURAL LEHECENI",306,CĂRPINET,28193,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:02:43",299,269,1,16,13,234,205,0,16,13,229,5,326,92,3,103,11,110,1,1,0
5,BIHOR,"CĂMIN CULTURAL LELEȘTI",289,BUNTEŞTI,27971,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:41:31",316,302,0,4,10,263,249,0,4,10,256,7,349,86,0,33,28,189,6,0,0
5,BIHOR,"CĂMIN CULTURAL MIERLĂU",403,"HIDIŞELU DE SUS",29519,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:31:21",620,556,0,49,15,470,406,0,49,15,460,10,615,145,0,37,7,413,2,0,1
5,BIHOR,"CĂMIN CULTURAL MIZIEȘ",381,DRĂGĂNEŞTI,29243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:25:41",463,441,0,13,9,342,320,0,13,9,335,7,482,140,2,42,17,257,17,0,0
5,BIHOR,"CĂMIN CULTURAL NIMĂIEŞTI",355,CURĂŢELE,28941,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:18:57",652,647,1,2,2,494,490,0,2,2,486,8,720,226,0,89,16,376,2,2,1
5,BIHOR,"CAMIN CULTURAL PALOTA",568,SÂNTANDREI,26653,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:01:04",609,599,4,6,0,288,282,0,6,0,278,10,665,377,22,14,5,229,4,0,4
5,BIHOR,"CAMIN CULTURAL PETRANI",489,POCOLA,30416,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:46:27",285,268,0,6,11,218,201,0,6,11,213,5,280,62,0,56,6,149,2,0,0
5,BIHOR,"CĂMIN CULTURAL PETRILENI",521,RIENI,30773,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:24:38",477,452,1,7,17,281,258,0,7,16,277,4,499,218,3,15,6,243,9,0,1
5,BIHOR,"CĂMIN CULTURAL ROHANI",300,CĂPÂLNA,28139,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:15:55",110,64,0,29,17,94,48,0,29,17,89,5,113,19,3,28,1,56,1,0,0
5,BIHOR,"CĂMIN CULTURAL SĂLACEA",534,SĂLACEA,30988,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:45:20",946,908,5,0,33,618,584,1,0,33,587,31,1041,423,521,12,2,5,3,43,1
5,BIHOR,"CAMIN CULTURAL SAT BALNACA GROSI",604,ŞUNCUIUŞ,31510,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:30:31",56,49,0,7,0,38,31,0,7,0,36,2,59,21,2,2,4,26,2,0,0
5,BIHOR,"CAMIN CULTURAL SINMARTIN DE BEIUȘ",490,POCOLA,30416,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:07:08",186,173,2,5,6,155,144,0,5,6,155,0,195,40,0,39,8,106,2,0,0
5,BIHOR,"CĂMIN CULTURAL ȘINTEU",592,ŞINTEU,31379,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:51:46",928,912,2,13,1,406,391,1,13,1,362,44,1002,596,15,105,41,190,5,4,2
5,BIHOR,"CĂMIN CULTURAL SPINUȘ DE POMEZEU",497,POMEZEU,30470,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:12:27",152,138,0,2,12,125,111,0,2,12,123,2,167,42,0,19,12,91,0,0,1
5,BIHOR,"CĂMIN CULTURAL SUDRIGIU",522,RIENI,30773,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:56:58",267,261,0,3,3,190,184,0,3,3,185,5,296,106,3,19,9,143,11,0,0
5,BIHOR,"CĂMIN CULTURAL ȘUMUGIU",405,"HIDIŞELU DE SUS",29519,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:18:04",410,325,6,73,6,300,218,3,73,6,296,4,363,63,1,118,11,163,1,0,2
5,BIHOR,"CĂMIN CULTURAL - TÂRGUȘOR",328,CHERECHIU,28497,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 09:48:07",446,431,0,3,12,257,242,0,3,12,240,17,489,232,186,7,1,7,1,38,0
5,BIHOR,"CĂMIN CULTURAL TĂRIAN",400,"GIRIŞU DE CRIŞ",29467,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:41:59",974,961,0,9,4,651,638,0,9,4,600,51,1055,372,23,47,37,288,3,2,200
5,BIHOR,"CĂMIN CULTURAL VADU CRIŞULUI",650,"VADU CRIŞULUI",31976,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:39:05",1477,1430,2,15,30,950,905,0,15,30,928,22,1574,624,228,106,17,565,6,2,4
5,BIHOR,"CĂMIN CULTURAL VĂLANI DE POMEZEU",498,POMEZEU,30470,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:49:15",462,425,2,11,24,328,293,0,11,24,315,13,463,135,1,73,62,168,9,0,2
5,BIHOR,"CĂMIN CULTURAL VĂLANII DE BEIUȘ",649,"UILEACU DE BEIUŞ",31921,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 20:28:08",196,186,0,7,3,169,159,0,7,3,169,0,205,36,0,73,5,85,0,6,0
5,BIHOR,"CĂMIN CULTURAL VARVIZ",504,POPEŞTI,30568,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:43:54",416,412,0,4,0,261,257,0,4,0,253,8,456,194,4,72,11,157,8,0,1
5,BIHOR,"CAMINUL CULTURAL",541,SÂMBĂTA,31057,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:14:31",304,256,1,29,18,243,195,1,29,18,238,5,254,11,1,47,25,165,0,0,0
5,BIHOR,"CAMINUL CULTURAL",542,SÂMBĂTA,31057,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:04:14",118,98,0,14,6,91,72,0,14,5,90,1,115,24,1,27,7,54,0,0,1
5,BIHOR,"CAMINUL CULTURAL",545,SÂMBĂTA,31057,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:06:05",118,96,0,14,8,89,67,0,14,8,89,0,119,30,2,23,4,60,0,0,0
5,BIHOR,"CĂMINUL CULTURAL",512,RĂBĂGANI,30648,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:56:18",376,331,1,21,23,304,260,0,21,23,301,3,393,89,1,65,12,219,4,0,0
5,BIHOR,"CĂMINUL CULTURAL",388,DRĂGEŞTI,29341,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:57:05",245,221,1,16,7,187,164,0,16,7,182,5,250,63,2,14,18,148,0,0,0
5,BIHOR,"CĂMINUL CULTURAL",610,TĂMĂŞEU,32153,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:46:48",937,907,2,12,16,605,577,0,12,16,581,24,994,389,453,10,6,52,0,58,2
5,BIHOR,"CĂMINUL CULTURAL",340,"COCIUBA MARE",28763,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:45:06",477,415,1,40,21,336,275,0,40,21,332,4,459,123,1,60,20,251,0,0,0
5,BIHOR,"CĂMINUL CULTURAL",265,BRATCA,27686,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:29:21",342,315,0,16,11,264,237,0,16,11,250,8,379,121,1,87,24,136,2,0,0
5,BIHOR,"CĂMINUL CULTURAL",276,BUDUREASA,27846,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:26:07",319,310,0,4,5,240,231,0,4,5,233,7,341,101,9,85,7,125,7,0,0
5,BIHOR,"CĂMINUL CULTURAL",611,TĂMĂŞEU,32153,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:20:39",203,195,1,7,0,135,128,0,7,0,133,2,215,80,85,5,1,18,1,22,1
5,BIHOR,"CĂMINUL CULTURAL",235,"AVRAM IANCU",27285,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:18:15",180,172,0,7,1,76,68,0,7,1,68,8,189,113,14,11,4,38,0,1,0
5,BIHOR,"CĂMINUL CULTURAL",338,"COCIUBA MARE",28763,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:26:58",752,714,0,16,22,515,478,0,16,21,500,15,785,270,1,98,11,388,2,0,0
5,BIHOR,"CĂMINUL CULTURAL",263,BRATCA,27686,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:13:11",1064,1023,0,26,15,742,701,0,26,15,720,22,1164,422,2,179,20,515,2,1,1
