precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA ELECTORALĂ PSD PNL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL VERDE-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","FLOREA VALENTIN-voturi"
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.279",1123,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:19:29",1814,1798,6,10,0,812,802,0,10,0,793,19,1800,988,448,45,27,37,7,2,5,6,182,15,19
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.279",1128,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:20:03",1920,1891,7,22,0,854,832,0,22,0,841,8,1900,1046,420,82,24,51,4,5,3,10,189,26,27
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.279",1125,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 08:08:33",1927,1902,20,5,0,884,879,0,5,0,866,18,1900,1016,403,68,17,69,7,6,6,10,223,33,24
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.279",1126,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 08:17:03",1896,1878,11,6,1,819,812,1,5,1,796,11,1900,1093,452,73,27,34,7,1,4,12,141,20,25
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.279",1124,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:56:50",1757,1749,3,5,0,746,741,0,5,0,710,21,1805,1059,363,59,20,30,11,0,0,13,155,32,27
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.309",1157,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:07:27",1432,1428,0,4,0,592,588,0,4,0,584,8,1400,808,291,41,21,37,6,3,3,7,142,18,15
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.309",1159,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:11:17",1377,1369,1,7,0,527,520,0,7,0,511,16,1400,873,258,48,27,25,2,3,3,5,117,17,6
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.309",1160,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 08:02:36",1507,1495,3,9,0,514,505,0,9,0,504,10,1499,983,278,40,19,21,5,2,7,6,95,16,15
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.309",1158,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:08:01",1399,1392,1,6,0,542,536,0,6,0,522,20,1400,858,264,43,17,28,3,0,3,4,124,16,20
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.309",1161,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:03:39",1278,1265,1,11,1,532,520,0,11,1,518,14,1300,768,240,44,9,38,7,11,4,6,130,18,11
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.311",1055,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:49:34",1395,1389,3,3,0,668,665,0,3,0,648,20,1400,732,366,36,14,35,6,2,6,9,141,8,25
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.311",1052,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:21:35",1434,1429,1,4,0,647,643,0,4,0,633,14,1400,753,330,58,26,27,8,5,8,3,133,21,14
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.311",1057,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:00:12",1115,1105,0,9,1,564,554,0,9,1,554,10,1100,536,312,39,8,29,7,1,4,3,125,13,13
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.311",1056,"BUCUREŞTI SECTORUL 6",179132,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:56:37",1244,1239,0,5,0,579,574,0,5,0,570,9,1200,621,262,58,26,39,1,3,5,4,112,40,20
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.311",1054,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:00:08",1392,1381,2,9,0,690,681,0,9,0,673,17,1400,710,357,49,13,29,7,3,7,10,157,16,25
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.311",1053,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:11:29",1303,1301,1,1,0,527,526,0,1,0,509,18,1300,773,255,56,20,25,1,0,4,2,114,23,9
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.59",1063,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:14:54",1176,1164,3,8,1,568,559,0,8,1,555,13,1200,632,293,49,24,32,7,1,7,5,108,18,11
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.59",1060,"BUCUREŞTI SECTORUL 6",179132,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:26:41",1134,1120,10,4,0,517,512,1,4,0,498,19,1100,583,221,39,18,22,8,5,3,11,129,25,17
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.59",1058,"BUCUREŞTI SECTORUL 6",179132,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:39:37",881,873,2,6,0,408,402,0,6,0,397,11,900,492,196,42,7,22,7,2,4,7,87,15,8
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.59",1061,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:19:52",1353,1348,2,2,1,633,630,0,2,1,615,18,1400,767,345,47,21,33,5,3,5,6,118,13,19
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.59",1062,"BUCUREŞTI SECTORUL 6",179132,2,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 10:58:59",1322,1288,24,9,1,648,638,0,9,1,631,17,1300,652,327,63,9,23,4,1,9,7,167,13,8
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.59",1059,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:21:25",1125,1115,5,5,0,563,558,0,5,0,542,4,1100,554,291,45,15,21,3,3,4,5,130,13,12
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”REGELE MIHAI I”",1200,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:44:29",713,704,1,8,0,340,332,0,8,0,337,3,700,360,171,34,13,11,5,4,1,2,73,14,9
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”REGELE MIHAI I”",1199,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:26:05",1193,1181,0,12,0,544,532,0,12,0,529,15,1200,656,252,43,27,27,7,7,6,4,124,15,17
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”REGELE MIHAI I”",1201,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:27:43",943,936,1,6,0,427,421,0,6,0,423,4,999,572,207,35,10,39,3,1,4,3,99,13,9
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”SF. ANDREI”",1141,"BUCUREŞTI SECTORUL 6",179132,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:07:44",1810,1800,4,5,1,864,858,0,5,1,855,9,1900,1036,516,56,18,26,11,3,6,11,166,26,16
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”SF. ANDREI”",1138,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:58:04",1705,1687,8,9,1,837,827,0,9,1,819,18,1700,863,429,52,19,34,8,8,4,8,178,64,15
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”SF. ANDREI”",1137,"BUCUREŞTI SECTORUL 6",179132,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:07:35",1482,1470,3,9,0,650,641,0,9,0,637,13,1500,850,367,49,20,26,5,4,3,11,117,23,12
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”SF. ANDREI”",1140,"BUCUREŞTI SECTORUL 6",179132,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:43:05",1361,1353,1,7,0,693,686,0,7,0,679,14,1400,707,361,91,21,31,6,1,3,3,124,24,14
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”SF. ANDREI”",1139,"BUCUREŞTI SECTORUL 6",179132,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:49:39",1372,1364,6,2,0,598,596,0,2,0,577,21,1400,802,330,50,21,21,3,3,4,3,113,15,14
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”SF. ANDREI”",1135,"BUCUREŞTI SECTORUL 6",179132,2,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 09:43:14",1458,1450,1,7,0,584,577,0,7,0,570,14,1500,916,315,48,30,21,9,4,11,2,98,21,11
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”SF. ANDREI”",1142,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 09:43:52",1897,1884,8,5,0,1022,1017,0,5,0,997,20,1900,883,463,74,37,67,15,11,5,7,212,80,26
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”SF. ANDREI”",1143,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 08:02:18",1760,1707,40,13,0,932,919,0,13,0,918,14,1700,768,489,28,10,66,8,8,3,6,262,11,27
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”SF. ANDREI”",1136,"BUCUREŞTI SECTORUL 6",179132,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:15:28",1332,1324,1,7,0,631,624,0,7,0,612,19,1400,769,365,47,12,34,4,3,4,8,115,10,10
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”SFÂNTA TREIME”",1181,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:54:22",1814,1801,7,6,0,746,740,0,6,0,725,18,1800,1055,340,77,31,34,8,6,3,12,159,33,22
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”SFÂNTA TREIME”",1180,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:38:48",1591,1589,1,0,1,685,684,0,0,1,661,24,1600,114,295,86,23,39,6,2,7,4,148,25,26
49,"Sector 6","ȘCOALA GIMNAZIALĂ ”SFÂNTA TREIME”",1178,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 09:00:33",1927,1909,9,8,1,808,799,0,8,1,782,17,1900,1101,364,77,24,39,8,6,8,8,174,35,39
49,"Sector 6","ȘCOALA GIMNAZIALĂ ”SFÂNTA TREIME”",1179,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 08:32:29",1804,1787,8,9,0,787,777,1,9,0,768,19,1800,1013,375,76,30,53,7,4,3,15,164,26,15
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”SF. CONSTANTIN ŞI ELENA”",1154,"BUCUREŞTI SECTORUL 6",179132,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:40:17",1434,1426,0,8,0,677,669,0,8,0,653,24,1400,723,349,62,24,32,5,2,4,8,137,13,17
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”SF. CONSTANTIN ŞI ELENA”",1153,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:52:24",1195,1179,6,10,0,624,614,0,10,0,606,14,1198,174,348,49,9,28,6,10,2,8,118,12,16
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”SF. CONSTANTIN ŞI ELENA”",1151,"BUCUREŞTI SECTORUL 6",179132,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 02:58:43",1386,1381,0,5,0,616,611,0,5,0,602,14,1400,784,328,45,14,29,8,2,11,10,124,15,16
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”SF. CONSTANTIN ŞI ELENA”",1150,"BUCUREŞTI SECTORUL 6",179132,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:02:14",1163,1153,7,3,0,468,465,0,3,0,453,15,1200,732,247,39,9,18,7,4,3,7,82,18,19
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”SF. CONSTANTIN ŞI ELENA”",1155,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:15:36",1036,1024,3,9,0,413,404,0,9,0,400,13,1000,587,174,41,15,24,3,2,6,2,100,18,15
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”SF. CONSTANTIN ŞI ELENA”",1152,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:23:23",1318,1317,0,1,0,605,604,0,1,0,595,10,1300,695,359,48,14,19,1,4,0,7,118,13,12
49,"Sector 6","SCOALA GIMNAZIALA SFINTII CONSTANTIN SI ELENA",1156,"BUCUREŞTI SECTORUL 6",179132,2,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 11:21:57",1805,1777,15,12,1,736,722,1,12,1,723,13,1800,1063,346,39,17,41,10,36,6,9,181,22,16
49,"Sector 6","ŞCOALA GIMNAZIALĂ SPECIALĂ ”CONSTANTIN PĂUNESCU”",1131,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:48:17",1470,1460,3,5,2,684,677,0,5,2,652,32,1500,816,358,64,19,32,6,3,7,6,129,12,16
49,"Sector 6","ŞCOALA GIMNAZIALĂ SPECIALĂ ”CONSTANTIN PĂUNESCU”",1130,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:02:55",1621,1606,3,8,4,700,688,0,8,4,689,11,1600,900,369,53,25,34,11,11,6,9,134,22,15
49,"Sector 6","ŞCOALA GIMNAZIALĂ SPECIALĂ PENTRU DEFICIENŢI DE AUZ ”SF. MARIA”",1133,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:16:45",1963,1940,6,17,0,952,935,0,17,0,939,13,1900,948,547,66,17,52,5,5,6,10,186,27,18
49,"Sector 6","ŞCOALA GIMNAZIALĂ SPECIALĂ PENTRU DEFICIENŢI DE AUZ ”SF. MARIA”",1132,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:55:54",1415,1402,4,8,1,640,631,0,8,1,614,12,1400,774,363,39,16,19,4,3,3,4,137,8,18
49,"Sector 6","SCOALA NR. 161",1288,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:59:26",1314,1299,0,15,0,477,462,0,15,0,469,7,1300,824,199,67,43,17,3,2,6,2,80,32,18
49,"Sector 6","SERVICIUL STARE CIVILĂ SECTOR 6",1051,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:43:21",1189,1172,10,6,1,616,608,1,6,1,600,16,1200,584,299,51,9,23,5,4,10,5,170,8,16
