precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA ELECTORALĂ PSD PNL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL VERDE-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","FLOREA VALENTIN-voturi"
49,"Sector 6","COLEGIUL TEHNIC ”CAROL I”",1262,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:28:49",1103,1087,2,14,0,475,461,0,14,0,461,14,1100,625,237,57,12,13,8,3,4,5,92,16,14
49,"Sector 6","COLEGIUL TEHNIC ”CAROL I”",1264,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:22:48",1267,1262,0,5,0,593,588,0,5,0,576,16,1300,707,261,59,16,25,7,2,2,7,160,20,17
49,"Sector 6","COLEGIUL TEHNIC ”GHEORGHE ASACHI”",1090,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:42:42",1063,1050,2,11,0,480,469,0,11,0,462,15,1100,223,204,44,19,22,7,1,6,5,132,11,11
49,"Sector 6","COLEGIUL TEHNIC ”GHEORGHE ASACHI”",1089,"BUCUREŞTI SECTORUL 6",179132,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:45:21",1278,1262,8,8,0,589,581,0,8,0,569,20,1300,711,296,40,15,48,6,1,3,2,129,10,19
49,"Sector 6","COLEGIUL TEHNIC ”GHEORGHE ASACHI”",1092,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:57:03",1079,1064,3,10,2,491,479,0,10,2,459,18,1100,623,227,44,11,31,5,1,3,5,110,12,10
49,"Sector 6","COLEGIUL UCECOM ”SPIRU HARET”",1246,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 11:48:58",1997,1817,68,112,0,1008,895,1,112,0,990,5,1800,763,301,30,13,131,3,9,5,8,467,11,12
49,"Sector 6","COLEGIUL UCECOM ”SPIRU HARET”",1245,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 10:12:39",1336,1274,44,18,0,526,508,0,18,0,517,6,1300,777,189,31,16,47,4,5,1,1,204,7,12
49,"Sector 6","LICEUL TEHNOLOGIC ”ANTIM IVIREANU”",1100,"BUCUREŞTI SECTORUL 6",179132,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:54:32",1617,1599,4,14,0,666,652,0,14,0,652,14,1600,934,343,56,11,36,8,3,8,10,153,12,12
49,"Sector 6","LICEUL TEHNOLOGIC ”ANTIM IVIREANU”",1097,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:34:04",1914,1890,12,12,0,828,816,0,12,0,810,18,1900,1072,414,64,15,44,8,5,5,10,205,22,18
49,"Sector 6","LICEUL TEHNOLOGIC ”ANTIM IVIREANU”",1099,"BUCUREŞTI SECTORUL 6",179132,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:58:21",1265,1237,9,19,0,731,712,0,19,0,722,9,1200,469,347,20,5,58,11,1,2,6,250,14,8
49,"Sector 6","LICEUL TEHNOLOGIC ”ANTIM IVIREANU”",1093,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:35:39",1157,1148,1,8,0,518,510,0,8,0,498,20,1200,680,235,44,16,42,5,5,5,5,116,16,9
49,"Sector 6","LICEUL TEHNOLOGIC ”ANTIM IVIREANU”",1098,"BUCUREŞTI SECTORUL 6",179132,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:24:26",1093,1079,8,6,0,508,502,0,6,0,498,10,1100,592,264,51,18,25,5,4,3,9,105,8,6
49,"Sector 6","LICEUL TEHNOLOGIC ”ANTIM IVIREANU”",1094,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 09:00:09",1076,1070,1,5,0,546,546,0,0,0,535,11,1100,554,272,34,11,24,4,5,5,12,151,8,9
49,"Sector 6","LICEUL TEHNOLOGIC ”ANTIM IVIREANU”",1096,"BUCUREŞTI SECTORUL 6",179132,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:51:59",1028,1018,5,5,0,386,381,0,5,0,374,12,1000,614,193,48,12,14,2,4,2,4,71,16,8
49,"Sector 6","LICEUL TEHNOLOGIC ”ANTIM IVIREANU”",1095,"BUCUREŞTI SECTORUL 6",179132,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:04:26",1067,1049,13,5,0,533,526,2,5,0,514,19,1100,567,245,43,12,36,8,4,5,7,131,10,13
49,"Sector 6","LICEUL TEHNOLOGIC ”COSTIN C. KIRIŢESCU”",1215,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 08:30:32",1277,1260,10,7,0,529,522,0,7,0,517,12,1300,771,258,44,20,36,8,0,1,8,120,13,9
49,"Sector 6","LICEUL TEHNOLOGIC ”COSTIN C. KIRIŢESCU”",1222,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:03:34",1763,1748,5,10,0,790,779,1,10,0,771,19,1800,1010,367,60,26,40,10,0,5,6,209,27,21
49,"Sector 6","LICEUL TEHNOLOGIC ”COSTIN C. KIRIŢESCU”",1221,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:00:15",1695,1690,1,4,0,770,766,0,4,0,749,21,1770,1000,385,70,27,38,9,3,9,7,172,24,5
49,"Sector 6","LICEUL TEHNOLOGIC ”COSTIN C. KIRIŢESCU”",1220,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:10:26",1563,1553,0,9,1,742,733,0,9,0,705,21,1600,874,318,47,9,40,8,1,5,8,235,16,18
49,"Sector 6","LICEUL TEHNOLOGIC ”COSTIN C. KIRIŢESCU”",1214,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:33:57",1251,1231,12,8,0,533,525,0,8,0,512,21,1200,667,271,39,12,29,7,1,3,4,117,16,13
49,"Sector 6","LICEUL TEHNOLOGIC ”COSTIN C. KIRIŢESCU”",1213,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:59:38",1413,1399,0,14,0,676,662,0,14,0,644,32,1400,724,317,46,14,39,8,3,6,5,190,13,3
49,"Sector 6","LICEUL TEHNOLOGIC ”COSTIN C. KIRIŢESCU”",1216,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:17:47",1316,1308,0,8,0,503,495,0,8,0,485,18,1300,796,240,40,12,28,3,4,8,3,121,16,10
49,"Sector 6","LICEUL TEHNOLOGIC ”COSTIN C. KIRIŢESCU”",1219,"BUCUREŞTI SECTORUL 6",179132,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:07:54",1096,1086,0,10,0,504,494,0,10,0,491,13,1100,596,247,40,4,36,2,3,1,3,130,14,11
49,"Sector 6","LICEUL TEHNOLOGIC ”COSTIN C. KIRIŢESCU”",1218,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:53:09",1212,1170,33,9,0,560,551,0,9,0,544,16,1200,640,271,25,17,37,9,5,1,1,153,13,12
49,"Sector 6","LICEUL TEHNOLOGIC ”COSTIN C. KIRIŢESCU”",1217,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:51:20",948,942,0,6,0,423,417,0,6,0,411,12,1000,577,209,44,10,24,4,3,2,1,94,10,10
49,"Sector 6","LICEUL TEHNOLOGIC ”COSTIN C. KIRIŢESCU”",1212,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:22:41",1379,1343,16,20,0,619,599,0,20,0,604,15,1400,781,306,21,15,25,6,2,5,4,193,15,12
49,"Sector 6","LICEUL TEHNOLOGIC ”PETRU PONI”",1176,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:38:04",1884,1854,17,13,0,748,735,0,13,0,738,10,1900,1152,356,66,17,44,3,6,4,8,189,12,33
49,"Sector 6","LICEUL TEHNOLOGIC ”PETRU PONI”",1175,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:04:35",1408,1380,8,20,0,723,703,0,20,0,709,6,1400,685,325,47,19,59,3,2,3,2,219,17,13
49,"Sector 6","LICEUL TEHNOLOGIC ”PETRU PONI”",1177,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 08:39:25",1517,1504,0,13,0,748,735,0,13,0,741,7,1500,752,342,31,8,60,5,2,5,9,257,8,14
49,"Sector 6","LICEUL TEHNOLOGIC ”PETRU PONI”",1174,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:47:41",1589,1553,24,12,0,590,578,0,12,0,577,13,1596,1006,286,47,27,32,7,4,4,2,134,25,9
49,"Sector 6","LICEUL TEORETIC ”EUGEN LOVINESCU”",1117,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:53:19",1423,1404,13,6,0,641,635,0,6,0,622,16,1500,862,311,53,21,30,6,1,7,8,137,25,23
49,"Sector 6","LICEUL TEORETIC ”EUGEN LOVINESCU”",1121,"BUCUREŞTI SECTORUL 6",179132,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:18:36",1099,1090,3,6,0,508,502,0,6,0,494,14,1100,592,260,38,17,18,4,3,3,7,113,13,18
49,"Sector 6","LICEUL TEORETIC ”EUGEN LOVINESCU”",1122,"BUCUREŞTI SECTORUL 6",179132,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 01:55:17",824,812,6,6,0,370,363,1,6,0,363,7,800,430,192,30,9,15,6,1,4,4,80,9,13
49,"Sector 6","LICEUL TEORETIC ”EUGEN LOVINESCU”",1115,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:35:27",1203,1195,0,7,1,594,586,0,7,1,580,14,1200,583,436,27,8,16,0,1,2,0,75,10,5
49,"Sector 6","LICEUL TEORETIC ”EUGEN LOVINESCU”",1118,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:27:32",1307,1292,4,11,0,624,613,0,11,0,611,13,1300,676,303,54,17,30,11,6,6,10,142,15,17
49,"Sector 6","LICEUL TEORETIC ”EUGEN LOVINESCU”",1116,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:33:20",1506,1492,2,12,0,757,745,0,12,0,740,17,1500,743,347,65,23,40,16,11,11,5,175,24,23
49,"Sector 6","LICEUL TEORETIC ”EUGEN LOVINESCU”",1114,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:12:35",1440,1432,2,5,1,714,708,0,5,1,697,17,1500,786,364,49,10,45,6,0,7,11,172,18,15
49,"Sector 6","LICEUL TEORETIC ”EUGEN LOVINESCU”",1119,"BUCUREŞTI SECTORUL 6",179132,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:59:01",1166,1154,5,7,0,530,523,0,7,0,520,10,1200,670,247,52,15,30,12,1,5,4,122,24,8
49,"Sector 6","LICEUL TEORETIC ”EUGEN LOVINESCU”",1120,"BUCUREŞTI SECTORUL 6",179132,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:06:14",1128,1115,0,13,0,502,489,0,13,0,487,15,1100,598,266,37,9,28,4,2,3,5,104,16,13
49,"Sector 6","LICEUL TEORETIC ”MARIN PREDA”",1255,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:09:18",1326,1313,6,7,0,506,498,1,7,0,496,9,1300,794,225,58,19,26,3,0,4,7,118,23,13
49,"Sector 6","LICEUL TEORETIC ”MARIN PREDA”",1259,"BUCUREŞTI SECTORUL 6",179132,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:33:37",1381,1369,6,6,0,614,608,0,6,0,598,16,1400,786,257,71,26,32,8,1,8,5,140,33,17
49,"Sector 6","LICEUL TEORETIC ”MARIN PREDA”",1252,"BUCUREŞTI SECTORUL 6",179132,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:03:34",1543,1533,1,9,0,562,553,0,9,0,551,11,1600,1038,258,51,20,36,7,1,7,5,129,21,16
49,"Sector 6","LICEUL TEORETIC ”MARIN PREDA”",1260,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:01:50",1347,1341,0,6,0,585,579,0,6,0,573,12,1300,715,297,67,18,22,3,0,6,10,118,16,16
49,"Sector 6","LICEUL TEORETIC ”MARIN PREDA”",1258,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:38:13",1240,1236,0,4,0,558,554,0,4,0,542,16,1300,742,246,57,27,28,4,1,5,11,110,35,18
49,"Sector 6","LICEUL TEORETIC ”MARIN PREDA”",1256,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:28:59",1197,1196,0,1,0,531,530,0,1,0,516,15,1200,669,251,55,15,34,8,1,7,6,91,31,17
49,"Sector 6","LICEUL TEORETIC ”MARIN PREDA”",1254,"BUCUREŞTI SECTORUL 6",179132,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 02:45:39",1617,1577,29,11,0,549,538,0,11,0,531,18,1600,1051,281,44,15,21,7,3,4,6,126,9,15
49,"Sector 6","LICEUL TEORETIC ”MARIN PREDA”",1257,"BUCUREŞTI SECTORUL 6",179132,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:16:48",1554,1545,0,9,0,606,597,0,9,0,586,20,1600,994,263,73,31,30,9,4,4,6,129,19,18
49,"Sector 6","LICEUL TEORETIC ”MARIN PREDA”",1253,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:39:23",1614,1604,2,8,0,660,651,1,8,0,641,19,1600,940,322,46,26,42,7,3,6,8,131,37,13
49,"Sector 6","LICEUL TEORETIC ”TUDOR VLADIMIRESCU”",1239,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:08:27",1536,1494,23,19,0,722,703,0,19,0,704,18,1500,778,301,37,16,61,11,6,5,8,226,12,21
49,"Sector 6","LICEUL TEORETIC ”TUDOR VLADIMIRESCU”",1242,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 11:10:51",2073,2020,32,20,1,1023,1002,0,20,1,1010,12,1998,968,373,45,14,84,1,1,2,8,457,7,18
49,"Sector 6","LICEUL TEORETIC ”TUDOR VLADIMIRESCU”",1240,"BUCUREŞTI SECTORUL 6",179132,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:35:24",1013,1001,1,10,1,488,477,0,10,1,471,17,1000,512,210,33,11,24,5,2,2,7,150,10,17
49,"Sector 6","LICEUL TEORETIC ”TUDOR VLADIMIRESCU”",1241,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:55:57",1313,1305,0,8,0,603,595,0,8,0,589,14,1300,697,299,44,15,25,5,4,2,10,156,15,14
49,"Sector 6","LICEUL TEORETIC ”TUDOR VLADIMIRESCU”",1243,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 08:51:03",1255,1238,0,17,0,559,542,0,17,0,542,16,1199,640,267,43,13,24,9,2,4,6,155,10,9
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”ADRIAN PĂUNESCU”",1068,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:50:21",1309,1296,1,11,1,656,644,0,11,1,619,10,1300,671,298,21,10,47,8,6,6,6,188,16,13
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”ADRIAN PĂUNESCU”",1064,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:06:55",1163,1144,12,6,1,550,543,0,6,1,541,9,1200,650,274,41,23,29,11,2,2,2,134,9,14
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”ADRIAN PĂUNESCU”",1067,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:17:47",1251,1235,6,10,0,587,577,0,10,0,573,11,1300,705,287,52,16,23,6,2,5,18,128,23,13
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”ADRIAN PĂUNESCU”",1066,"BUCUREŞTI SECTORUL 6",179132,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:04:02",732,717,7,8,0,277,269,0,8,0,271,6,800,523,147,20,9,11,0,3,2,6,54,11,8
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”ADRIAN PĂUNESCU”",1069,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:42:14",1142,1128,7,7,0,496,489,0,7,0,477,15,1200,708,264,31,13,23,9,4,6,5,99,14,9
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”ADRIAN PĂUNESCU”",1065,"BUCUREŞTI SECTORUL 6",179132,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:15:37",1261,1246,7,8,0,589,581,0,8,0,570,19,1300,711,260,55,17,28,7,6,3,4,154,17,19
49,"Sector 6","ŞCOALA GIMNAZIALĂ CONSTANTIN BRANCUSI",1184,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:26:51",1786,1776,2,8,0,683,675,0,8,0,669,14,1800,1117,304,76,30,40,9,3,2,6,159,22,18
49,"Sector 6","ŞCOALA GIMNAZIALĂ CONSTANTIN BRANCUSI",1182,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:57:35",1854,1846,3,5,0,735,729,1,5,0,713,18,1900,1166,338,65,13,41,8,3,8,13,184,18,22
49,"Sector 6","ŞCOALA GIMNAZIALĂ CONSTANTIN BRANCUSI",1183,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:15:06",1719,1692,7,10,10,717,697,0,10,10,697,19,1698,982,348,48,24,44,6,1,3,5,166,26,26
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”CONSTANTIN BRÂNCUŞI”",1193,"BUCUREŞTI SECTORUL 6",179132,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:42:16",1304,1281,4,1,18,591,571,1,1,18,582,9,1300,709,282,59,25,27,8,0,5,11,140,13,12
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”CONSTANTIN BRÂNCUŞI”",1197,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:15:19",897,887,6,4,0,447,442,1,4,0,428,19,900,453,201,34,16,30,8,1,3,7,95,24,9
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”CONSTANTIN BRÂNCUŞI”",1192,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:39:16",1256,1243,5,8,0,595,587,0,8,0,583,12,1300,705,273,46,17,48,2,5,6,9,131,25,21
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”CONSTANTIN BRÂNCUŞI”",1194,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:05:57",1117,1111,0,6,0,546,540,0,6,0,422,12,1100,551,229,26,10,18,6,1,4,5,99,11,13
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”CONSTANTIN BRÂNCUŞI”",1196,"BUCUREŞTI SECTORUL 6",179132,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 01:42:37",862,859,0,2,1,402,399,0,2,1,393,9,900,498,193,41,8,22,4,1,1,1,101,10,11
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”CONSTANTIN BRÂNCUŞI”",1195,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 08:34:11",1473,1465,1,7,0,708,701,0,7,0,689,19,1500,792,345,55,25,33,5,9,6,9,161,18,23
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”ION DUMITRIU”",1171,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 08:52:18",1619,1603,8,8,0,691,683,0,8,0,675,16,1600,909,318,63,27,34,11,5,5,10,162,19,21
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”ION DUMITRIU”",1166,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 09:48:13",1640,1636,0,4,0,709,705,0,4,0,684,19,1600,897,372,67,29,33,3,2,7,6,120,23,22
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”ION DUMITRIU”",1163,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:37:55",1174,1170,2,2,0,533,531,0,2,0,517,16,1200,667,259,44,17,20,4,1,9,10,121,23,9
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”ION DUMITRIU”",1165,"BUCUREŞTI SECTORUL 6",179132,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:51:55",1133,1128,0,5,0,449,444,0,5,0,434,15,1200,751,242,44,10,27,4,0,3,6,73,17,8
