precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL ROMÂNIA MARE-voturi"
16,DÂMBOVIŢA,"AFTER- SCHOOL",414,VÂRFURI,69447,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:48:57",681,670,1,4,6,380,370,0,4,6,364,16,740,360,292,45,19,5,3
16,DÂMBOVIŢA,"AFTER SCHOOL BĂRBULEŢU",140,BĂRBULEŢU,66223,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:01:54",1270,1270,0,0,0,698,698,0,0,0,652,46,1400,702,473,57,94,15,13
16,DÂMBOVIŢA,"BIBLIOTECA COMUNALĂ",358,RĂZVAD,65431,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:17:09",1397,1389,3,2,3,758,753,0,2,3,737,15,1520,764,543,85,51,44,14
16,DÂMBOVIŢA,"BIROURI PRIMĂRIE - CORP B (SALA CĂSĂTORII)",31,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:40:41",1042,1032,4,6,0,469,463,0,6,0,461,8,1150,681,216,102,32,98,13
16,DÂMBOVIŢA,"BIROURI PRIMĂRIE - SERVICIUL TAXE ȘI IMPOZITE, BLOC E4",29,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:04:27",800,791,1,8,0,379,371,0,8,0,361,18,870,491,207,58,35,54,7
16,DÂMBOVIŢA,"BIROURI PRIMĂRIE - SERVICIUL TAXE ȘI IMPOZITE (PUNCT TERMIC)",30,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:16:23",795,788,2,5,0,379,374,0,5,0,362,17,870,491,192,57,42,62,9
16,DÂMBOVIŢA,"CAMIN CULTURAL",158,BUCIUMENI,66438,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:25:22",959,923,0,3,33,565,529,0,3,33,549,16,1050,485,485,30,21,5,8
16,DÂMBOVIŢA,"CAMIN CULTURAL",156,BUCIUMENI,66438,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:15:08",1439,1411,3,1,24,793,767,1,1,24,752,41,1590,797,488,128,67,48,21
16,DÂMBOVIŢA,"CĂMIN CULTURAL",333,PETREŞTI,65752,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:51:07",575,562,0,5,8,394,381,0,5,8,375,19,620,226,132,214,20,8,1
16,DÂMBOVIŢA,"CĂMIN CULTURAL",348,PRODULEŞTI,68529,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:52:55",1415,1398,2,2,13,780,764,1,2,13,750,30,1550,770,577,105,36,25,7
16,DÂMBOVIŢA,"CĂMIN CULTURAL",415,VÂRFURI,69447,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:43:52",759,756,0,0,3,437,434,0,0,3,423,14,830,393,322,55,23,14,9
16,DÂMBOVIŢA,"CĂMIN CULTURAL",215,"COSTEŞTII DIN VALE",67121,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:46:16",1255,1245,0,3,7,792,782,0,3,7,747,45,1380,588,364,315,49,10,9
16,DÂMBOVIŢA,"CĂMIN CULTURAL",423,VLĂDENI,179711,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:55:05",997,992,1,1,3,516,512,0,1,3,494,22,1090,574,297,101,33,53,10
16,DÂMBOVIŢA,"CĂMIN CULTURAL",221,CREVEDIA,102286,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:54:50",734,648,2,74,10,500,416,0,74,10,472,28,720,220,239,111,68,42,12
16,DÂMBOVIŢA,"CĂMIN CULTURAL",416,VIŞINA,69330,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:52:27",1300,1272,0,11,17,913,885,0,11,17,880,33,1418,505,458,344,51,12,15
16,DÂMBOVIŢA,"CĂMIN CULTURAL BĂLTENI, LOCALITATEA BĂLTENI, STRADA EROILOR, NR. 66",191,CONŢEŞTI,66768,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:22:14",715,705,1,0,9,503,494,0,0,9,469,34,790,287,445,10,7,5,2
16,DÂMBOVIŢA,"CĂMIN CULTURAL CĂPRIORU",389,TĂTĂRANI,68921,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:22:31",1329,1325,1,1,2,760,756,1,1,2,742,18,1460,700,559,80,81,13,9
16,DÂMBOVIŢA,"CĂMIN CULTURAL CÎNDEȘTI DEAL",167,CÂNDEŞTI,66526,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:08:48",167,147,0,17,3,135,115,0,17,3,131,4,160,25,24,87,18,2,0
16,DÂMBOVIŢA,"CĂMIN CULTURAL CÎNDEȘTI VALE",166,CÂNDEŞTI,66526,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:42:19",995,970,1,11,13,736,712,0,11,13,720,16,1056,320,320,258,113,24,5
16,DÂMBOVIŢA,"CĂMIN CULTURAL MOŢĂIENI",309,MOŢĂIENI,65645,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:47:31",1315,1278,2,6,29,790,755,0,6,29,759,31,1440,650,281,403,30,27,18
16,DÂMBOVIŢA,"CĂMIN CULTURAL PETREȘTI",329,PETREŞTI,65752,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:57:20",1126,1124,0,1,1,658,656,0,1,1,630,26,1240,582,187,336,91,16,0
16,DÂMBOVIŢA,"CĂMIN CULTURAL PRIBOIU",391,TĂTĂRANI,68921,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:15:45",710,699,1,3,7,527,517,0,3,7,499,28,780,253,402,30,41,14,12
16,DÂMBOVIŢA,"CĂMIN CULTURAL ŞOTÂNGA",380,ŞOTÂNGA,65477,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:48:47",1102,1095,1,6,0,539,533,0,6,0,515,24,1210,671,378,50,35,35,17
16,DÂMBOVIŢA,"CĂMIN CULTURAL SULTANU",420,VIŞINEŞTI,69394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:33:14",229,224,0,4,1,133,128,0,4,1,128,5,250,117,95,21,8,4,0
16,DÂMBOVIŢA,"CĂMIN CULTURAL TEIŞ",383,ŞOTÂNGA,65477,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:18:07",1201,1196,0,5,0,547,542,0,5,0,519,28,1320,773,376,52,35,40,16
16,DÂMBOVIŢA,"CAMINUL CULTURAL",188,COMIŞANI,66731,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:58:41",1521,1500,0,6,15,964,943,0,6,15,938,26,1650,686,667,85,89,82,15
16,DÂMBOVIŢA,"CĂMINUL CULTURAL",425,VOINEŞTI,69526,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:25:57",941,933,0,7,1,592,584,0,7,1,564,28,1040,448,404,46,71,30,13
16,DÂMBOVIŢA,"CĂMINUL CULTURAL",145,BILCIUREŞTI,66401,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:25:33",1517,1441,2,45,29,1168,1092,2,45,29,1114,54,1620,452,651,215,180,53,15
16,DÂMBOVIŢA,"CAMINUL CULTURAL COMISANI",186,COMIŞANI,66731,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:54:23",1365,1344,4,5,12,786,769,0,5,12,768,18,1480,694,591,77,38,49,13
16,DÂMBOVIŢA,"CĂMINUL CULTURAL DRAGODĂNEȘTI",168,CÂNDEŞTI,66526,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:41:01",625,607,0,7,11,446,428,0,7,11,428,9,670,233,186,153,62,21,6
16,DÂMBOVIŢA,"CĂMINUL CULTURAL „ECATERINA OPROIU”",429,VULCANA-BĂI,69615,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:49:50",1346,1299,0,14,33,826,779,0,14,33,801,25,1430,604,417,279,35,51,19
16,DÂMBOVIŢA,"CĂMINUL CULTURAL GHIMPAȚI",120,"ORAŞ RĂCARI",68627,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:42:31",646,597,1,26,22,449,400,1,26,22,436,13,690,241,73,314,30,13,6
16,DÂMBOVIŢA,"CĂMINUL CULTURAL GURA OCNIȚEI",256,"GURA OCNIŢEI",67595,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:51:59",1378,1374,0,0,4,668,664,0,0,4,624,44,1520,852,261,202,123,24,14
16,DÂMBOVIŢA,"CĂMINUL CULTURAL GURA OCNIȚEI",257,"GURA OCNIŢEI",67595,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:06:56",1505,1492,3,6,4,806,796,0,6,4,758,48,1640,834,416,128,144,55,15
16,DÂMBOVIŢA,"CĂMINUL CULTURAL „IH RĂDULESCU”",430,VULCANA-BĂI,69615,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:32:45",1152,1118,1,13,20,635,602,0,13,20,588,47,1260,625,315,172,35,57,9
16,DÂMBOVIŢA,"CĂMINUL CULTURAL I.L.CARAGIALE",275,"I. L. CARAGIALE",67737,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:43:14",1495,1465,0,6,24,916,886,0,6,24,859,57,1610,694,507,310,42,0,0
16,DÂMBOVIŢA,"CĂMINUL CULTURAL ”IZVOR DE APĂ VIE”",431,VULCANA-PANDELE,179640,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:15:20",1233,1226,2,1,4,635,630,0,1,4,606,29,1370,735,382,108,58,41,17
16,DÂMBOVIŢA,"CĂMINUL CULTURAL ”MATEI VOIEVOD”",64,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:12:43",1407,1397,3,7,0,600,593,0,7,0,573,27,1540,940,362,93,60,42,16
16,DÂMBOVIŢA,"CĂMINUL CULTURAL MOGOŞEŞTI",242,DRAGOMIREŞTI,67407,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:31:23",475,472,0,3,0,292,289,0,3,0,287,5,520,228,204,24,41,15,3
16,DÂMBOVIŢA,"CAMINUL CULTURAL PIETRARI",334,PIETRARI,179908,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:54:18",1410,1389,0,18,3,1003,982,0,18,3,953,50,1530,527,461,214,225,25,28
16,DÂMBOVIŢA,"CAMINUL CULTURAL VALEA LUNGA CRICOV",400,"VALEA LUNGĂ",69063,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:55:12",1018,1012,0,4,2,558,552,0,4,2,549,9,1120,562,417,53,44,23,12
16,DÂMBOVIŢA,"CĂMINUL CULTURAL VIȘINEȘTI",419,VIŞINEŞTI,69394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:44:46",712,692,0,4,16,415,395,0,4,16,391,24,780,365,268,77,20,22,4
16,DÂMBOVIŢA,"CANTINA DE AJUTOR SOCIAL",24,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:29:22",938,928,0,10,0,378,368,0,10,0,368,10,1020,642,254,43,38,26,7
16,DÂMBOVIŢA,"CASA CORPULUI DIDACTIC",1,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:58:35",1528,1518,0,10,0,603,593,0,10,0,559,44,1681,1078,342,69,51,85,12
16,DÂMBOVIŢA,"CASA CORPULUI DIDACTIC",2,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:51:08",1543,1537,1,4,1,719,715,0,4,0,690,29,1710,990,386,125,44,120,15
16,DÂMBOVIŢA,"CENTRU DE ASISTENȚĂ DUPĂ PROGRAM ȘCOLAR",403,"VALEA LUNGĂ",69063,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:57:33",1057,1051,0,4,2,587,581,0,4,2,567,20,1160,573,396,49,89,27,6
16,DÂMBOVIŢA,"CENTRUL DE CULTURĂ ING. ”MIHAIL LUPESCU”",86,"ORAŞ FIENI",65609,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:28:52",1538,1525,1,8,4,714,702,0,8,4,679,35,1680,966,384,126,87,62,20
16,DÂMBOVIŢA,"CENTRUL DE CULTURĂ ŞI TRADIŢIE POPULARĂ BRĂNEŞTI",150,BRĂNEŞTI,66009,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:25:09",1258,1247,2,7,2,713,704,0,7,2,678,35,1370,657,389,140,53,78,18
16,DÂMBOVIŢA,"CENTRUL DE ZI DE SOCIALIZARE ȘI PETRECERE A TIMPULUI LIBER - TIP CLUB",110,"ORAŞ PUCIOASA",65921,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:16:09",1103,1097,1,5,0,520,515,0,5,0,500,20,1210,690,366,52,37,38,7
16,DÂMBOVIŢA,"CENTRUL EDUCATIV PENTRU COPII SĂRACI RĂZVAD",360,RĂZVAD,65431,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:57:33",1134,1126,4,4,0,614,610,0,4,0,590,24,1240,626,443,53,44,39,11
16,DÂMBOVIŢA,"CLĂDIREA ADMINISTRATIVĂ A CONSILIULUI LOCAL BRANIŞTEA",149,BRANIŞTEA,66152,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:45:27",131,123,0,7,1,105,97,0,7,1,96,9,140,35,73,20,2,0,1
16,DÂMBOVIŢA,"CLUB CRISTIAN ( UZINA AUTOMECANICĂ MORENI )",67,"MUNICIPIUL MORENI",65841,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:27:08",662,656,1,5,0,330,325,0,5,0,323,7,720,390,192,54,32,36,9
16,DÂMBOVIŢA,"CLUB FLACĂRA NR.2",70,"MUNICIPIUL MORENI",65841,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:59:36",786,780,0,6,0,407,401,0,6,0,393,14,850,443,211,53,28,88,13
16,DÂMBOVIŢA,"COLEGIUL ECONOMIC ”ION GHICA”",32,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:17:55",976,951,15,9,1,467,457,0,9,1,449,18,1050,583,243,80,32,78,16
16,DÂMBOVIŢA,"COLEGIUL ECONOMIC ”ION GHICA”",33,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:45:27",1180,1170,0,9,1,539,529,0,9,1,515,24,1290,751,292,106,37,71,9
16,DÂMBOVIŢA,"COLEGIUL NAȚIONAL ”CONSTANTIN CARABELLA”",13,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:50:07",1004,998,0,6,0,490,484,0,6,0,473,17,1110,620,256,91,42,74,10
16,DÂMBOVIŢA,"COLEGIUL NAȚIONAL ”IENĂCHIȚĂ VĂCĂRESCU”",34,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:38:53",1512,1504,3,5,0,674,669,0,5,0,660,14,1650,976,375,106,47,119,13
16,DÂMBOVIŢA,"COLEGIUL NATIONAL „NICOLAE TITULESCU”",109,"ORAŞ PUCIOASA",65921,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:29:31",1048,1034,2,5,7,469,457,0,5,7,443,26,1160,691,293,77,26,40,7
16,DÂMBOVIŢA,"COLEGIUL NAȚIONAL ”NICOLAE TITULESCU””",108,"ORAŞ PUCIOASA",65921,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:49:17",1127,1114,5,6,2,531,523,0,6,2,511,20,1240,709,337,79,41,45,9
16,DÂMBOVIŢA,"COLEGIUL NAȚIONAL PEDAGOGIC ”CONSTANTIN CANTACUZINO”",53,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:40:08",677,667,0,10,0,286,276,0,10,0,280,6,720,434,179,30,37,23,11
16,DÂMBOVIŢA,"COLEGIUL NAȚIONAL PEDAGOGIC ”CONSTANTIN CANTACUZINO”",54,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:06:17",748,740,2,6,0,300,294,0,6,0,288,12,820,520,185,34,32,31,6
16,DÂMBOVIŢA,"COLEGIUL NAȚIONAL PEDAGOGIC ”CONSTANTIN CANTACUZINO”",52,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:46:37",1384,1377,0,7,0,615,608,0,7,0,590,25,1520,905,402,68,43,56,21
16,DÂMBOVIŢA,"COLEGIUL NAȚIONAL PEDAGOGIC ”CONSTANTIN CANTACUZINO”",51,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:26:53",1232,1226,0,6,0,403,397,0,6,0,385,18,1360,957,264,40,35,32,14
16,DÂMBOVIŢA,"COLEGIUL NAȚIONAL ” VLADIMIR STREINU”",95,"ORAŞ GĂEŞTI",65681,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:39:06",1482,1471,1,8,2,906,895,1,8,2,888,18,1610,704,406,347,65,54,16
16,DÂMBOVIŢA,"DISPENSAR UMAN GULIA",387,TĂRTĂŞEŞTI,105534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:23:09",1074,1049,1,23,1,668,644,0,23,1,648,20,1150,482,468,43,54,53,30
16,DÂMBOVIŢA,"GĂDINIȚA CU PROGRAM NORMAL BĂLENI",138,BĂLENI,66198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:03:22",1393,1393,0,0,0,767,767,0,0,0,748,19,1540,773,330,337,44,29,8
16,DÂMBOVIŢA,"GRĂDINIŢA BĂLTENI, LOCALITATEA BĂLTENI, STRADA EROILOR, NR. 235",192,CONŢEŞTI,66768,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:38:11",773,769,0,3,1,344,340,0,3,1,325,19,850,506,256,30,30,8,1
16,DÂMBOVIŢA,"GRĂDINIȚA BRÂNCOVEANU",323,ODOBEŞTI,68342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:40:22",496,495,0,1,0,353,352,0,1,0,337,16,545,192,193,112,17,10,5
16,DÂMBOVIŢA,"GRĂDINIŢA BROŞTENI",418,VIŞINA,69330,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:39:28",953,930,1,17,5,592,570,0,17,5,575,17,1030,438,293,218,50,14,0
16,DÂMBOVIŢA,"GRĂDINIŢA BUMBUIA",254,"GURA FOII",65707,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:03:21",359,340,0,9,10,282,263,0,9,10,273,9,390,108,201,65,7,0,0
16,DÂMBOVIŢA,"GRĂDINIȚA CROITORI",393,ULIEŞTI,68976,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:01:55",646,640,1,4,1,469,464,0,4,1,459,10,720,251,247,158,37,12,5
16,DÂMBOVIŢA,"GRĂDINIŢA CU PROGRAM NORMAL",224,CREVEDIA,102286,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:16:09",1543,1381,7,151,4,1040,885,0,151,4,980,54,1520,486,391,397,54,127,11
16,DÂMBOVIŢA,"GRÃDINIŢA CU PROGRAM NORMAL BÃDENI",367,RUNCU,68716,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:56:06",814,794,1,2,17,368,349,0,2,17,350,18,880,512,221,70,43,11,5
16,DÂMBOVIŢA,"GRĂDINIȚA CU PROGRAM NORMAL BĂLENI",139,BĂLENI,66198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:33:14",1490,1488,0,2,0,894,892,0,2,0,835,53,1640,746,545,227,55,0,8
16,DÂMBOVIŢA,"GRĂDINIŢA CU PROGRAM NORMAL BĂRĂCENI",195,"CORBII MARI",66857,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:27:36",400,396,0,4,0,263,259,0,4,0,247,16,440,177,210,16,12,8,1
16,DÂMBOVIŢA,"GRĂDINIȚA CU PROGRAM NORMAL BRĂTEȘTII DE JOS",409,VĂCĂREŞTI,69250,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:08:52",554,549,0,5,0,302,297,0,5,0,288,14,610,308,149,117,12,9,1
16,DÂMBOVIŢA,"GRÃDINIŢA CU PROGRAM NORMAL BREBU",368,RUNCU,68716,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:44:31",534,524,1,5,4,308,299,0,5,4,299,9,580,272,208,42,38,6,5
16,DÂMBOVIŢA,"GRĂDINIŢA CU PROGRAM NORMAL BUTOIU DE SUS",266,HULUBEŞTI,67675,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:08:46",622,617,0,5,0,425,420,0,5,0,409,16,680,255,246,71,72,18,2
16,DÂMBOVIŢA,"GRĂDINIȚA CU PROGRAM NORMAL COLIBAȘI",269,IEDERA,65869,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:15:24",413,408,1,4,0,246,241,1,4,0,242,4,450,204,114,54,37,29,8
16,DÂMBOVIŢA,"GRĂDINIȚA CU PROGRAM NORMAL CRICOVU DULCE",270,IEDERA,65869,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:39:50",316,311,1,4,0,164,160,0,4,0,157,7,340,176,66,61,12,16,2
16,DÂMBOVIŢA,"GRADINITA CU PROGRAM NORMAL GHERGHIŢEŞTI",176,COBIA,66580,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:07:34",963,914,0,11,38,695,646,0,11,38,685,10,1010,315,512,47,114,10,2
16,DÂMBOVIŢA,"GRĂDINIȚA CU PROGRAM NORMAL GLOGOVEANU",378,ŞELARU,68887,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:31:31",534,528,0,6,0,312,306,0,6,0,302,9,580,268,215,65,12,4,6
16,DÂMBOVIŢA,"GRĂDINIȚA CU PROGRAM NORMAL I.L. CARAGIALE",274,"I. L. CARAGIALE",67737,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:40:28",635,626,0,7,2,367,360,0,7,0,351,12,690,327,158,142,30,19,2
16,DÂMBOVIŢA,"GRĂDINIŢA CU PROGRAM NORMAL MĂGURA",267,HULUBEŞTI,67675,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:30:03",520,514,0,4,2,370,364,0,4,2,343,26,570,201,181,82,32,43,5
16,DÂMBOVIŢA,"GRĂDINIȚA CU PROGRAM NORMAL NR. 1",321,OCNIŢA,68324,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:32:09",1282,1275,0,2,5,794,787,0,2,5,763,31,1420,626,375,249,85,46,8
16,DÂMBOVIŢA,"GRĂDINIȚA CU PROGRAM NORMAL NR. 11 ”PRISEACA”",65,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:26:01",1180,1175,3,2,0,572,570,0,2,0,551,21,1290,718,374,91,39,38,9
16,DÂMBOVIŢA,"GRĂDINIȚA CU PROGRAM NORMAL NR. 1 COSTEȘTII DIN VALE",214,"COSTEŞTII DIN VALE",67121,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:55:20",414,401,0,5,8,278,265,0,5,8,263,15,440,162,153,90,12,7,1
16,DÂMBOVIŢA,"GRĂDINIȚA CU PROGRAM NORMAL NR 1 OCNIȚA",319,OCNIŢA,68324,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:22:24",1268,1257,1,9,1,787,776,1,9,1,766,21,1390,598,426,239,44,53,4
16,DÂMBOVIŢA,"GRĂDINIŢA CU PROGRAM NORMAL NR.2",69,"MUNICIPIUL MORENI",65841,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:10:29",715,706,0,8,1,372,363,0,8,1,353,19,780,408,197,63,26,57,10
16,DÂMBOVIŢA,"GRĂDINIŢA CU PROGRAM NORMAL NR.2",231,DOICEŞTI,65413,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:37:04",1555,1536,2,5,12,899,882,0,5,12,870,28,1690,790,673,110,38,32,17
16,DÂMBOVIŢA,"GRADINIȚA CU PROGRAM NORMAL NR 2 FUNDU OCNEI",320,OCNIŢA,68324,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:58:21",974,966,2,4,2,570,564,0,4,2,555,15,1070,500,258,221,61,15,0
16,DÂMBOVIŢA,"GRĂDINIȚA CU PROGRAM NORMAL NR. 3 DOICEȘTI",232,DOICEŞTI,65413,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:52:40",824,809,3,9,3,469,457,0,9,3,448,21,890,421,284,126,21,12,5
16,DÂMBOVIŢA,"GRĂDINIŢA CU PROGRAM NORMAL NR.7 ŢUICANI",68,"MUNICIPIUL MORENI",65841,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:35:50",371,365,1,3,2,173,168,0,3,2,171,2,400,227,100,14,16,39,2
16,DÂMBOVIŢA,"GRĂDINIŢA CU PROGRAM NORMAL PRIBOIU",152,BRĂNEŞTI,66009,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:02:33",800,793,0,7,0,455,448,0,7,0,441,14,880,425,270,97,32,31,11
16,DÂMBOVIŢA,"GRÃDINIŢA CU PROGRAM NORMAL RUNCU",365,RUNCU,68716,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:09:58",1161,1140,2,0,19,622,602,1,0,19,606,16,1260,638,302,214,62,23,5
16,DÂMBOVIŢA,"GRĂDINIȚA CU PROGRAM NORMAL ȘELARU",376,ŞELARU,68887,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:08:52",641,631,1,9,0,420,411,0,9,0,396,24,690,270,168,167,26,31,4
16,DÂMBOVIŢA,"GRADINIŢA CU PROGRAM NORMAL ŞTUBEIE TISA",401,"VALEA LUNGĂ",69063,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:48:50",336,331,0,3,2,196,191,0,3,2,191,5,370,174,158,15,10,2,6
16,DÂMBOVIŢA,"GRĂDINIȚA CU PROGRAM NORMAL SUDULENI",428,VOINEŞTI,69526,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:05:51",1273,1267,1,5,0,706,701,0,5,0,664,42,1400,694,496,40,88,29,11
16,DÂMBOVIŢA,"GRĂDINIŢA CU PROGRAM NORMAL TISA",71,"MUNICIPIUL MORENI",65841,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:43:42",526,517,0,8,1,318,309,0,8,1,308,10,570,252,147,67,24,63,7
