precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL VERDE-voturi","FORȚA DREPTEI-voturi","PARTIDUL SOCIETĂȚII IEȘENE-voturi","PARTIDUL ROMÂNIA - ECHITATE, COMUNITATE, ONESTITATE-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL LEGE EDUCAȚIE UNITATE-voturi"
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”GHEORGHE I. BRĂTIANU”",158,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:25:13",1513,1510,1,2,0,301,299,0,2,0,294,7,1700,1399,62,61,25,8,3,6,3,34,79,3,10
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”GHEORGHE I. BRĂTIANU”",155,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 09:01:09",1562,1547,3,12,0,604,592,0,12,0,546,30,1700,1124,112,119,71,12,9,14,8,56,133,6,6
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”GHEORGHE I. BRĂTIANU”",161,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:49:48",1637,1632,0,5,0,417,412,0,5,0,400,17,1800,1383,91,86,52,6,7,9,11,43,83,5,7
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”GHEORGHE I. BRĂTIANU”",156,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:20:23",1537,1534,1,2,0,480,477,1,2,0,469,11,1700,1220,138,89,50,12,11,8,4,50,94,7,6
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”GHEORGHE I. BRĂTIANU”",159,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:30:45",1640,1632,0,8,0,291,283,0,8,0,281,10,1800,1509,73,39,21,7,7,4,3,46,78,0,3
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ION CREANGĂ”",12,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:07:29",1250,1225,14,11,0,562,551,0,11,0,539,21,1400,840,127,127,68,3,14,11,8,61,99,11,10
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ION CREANGĂ”",11,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:15:55",1624,1609,5,10,0,742,732,0,10,0,714,28,1800,1058,152,100,62,11,9,8,13,123,211,10,15
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ION CREANGĂ”",14,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:36:56",1230,1215,2,13,0,567,553,1,13,0,559,8,1400,833,143,131,67,8,7,14,6,54,108,9,12
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ION CREANGĂ”",13,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:10:50",1177,1169,1,7,0,523,516,0,7,0,520,3,1300,777,145,100,82,10,4,6,8,47,95,13,10
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”IONEL TEODOREANU”",151,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:57:30",1384,1378,0,6,0,530,524,0,6,0,509,15,1500,976,137,78,74,10,14,13,5,61,104,7,6
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”IONEL TEODOREANU”",154,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:22:12",1629,1624,0,5,0,82,77,0,5,0,81,1,1800,1718,18,15,12,0,2,1,5,11,13,3,1
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”IONEL TEODOREANU”",153,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:29:52",1454,1448,1,5,0,487,482,0,5,0,473,14,1599,1112,122,80,69,11,10,5,5,39,106,11,15
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”IONEL TEODOREANU”",152,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:06:40",1354,1346,1,6,1,493,486,0,6,1,471,22,1500,1007,126,96,56,8,7,5,9,57,98,4,5
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”IONEL TEODOREANU”",150,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:15:45",1498,1491,1,6,0,564,557,1,6,0,545,19,1700,1136,142,112,73,12,11,3,16,41,121,4,10
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ION GHICA”",167,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:27:23",527,519,5,3,0,214,211,0,3,0,207,7,600,386,55,34,17,3,5,6,3,26,43,7,8
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ION GHICA”",166,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:06:24",1310,1299,1,10,0,506,496,0,10,0,487,19,1500,994,137,125,63,9,7,4,14,30,83,9,6
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ION GHICA”",168,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:34:02",612,602,0,9,1,245,235,0,9,1,239,6,700,455,64,42,30,2,9,7,5,22,46,8,4
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ION NECULCE”",248,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:01:53",889,883,0,6,0,322,316,0,6,0,305,17,1000,678,86,61,58,7,2,1,2,27,47,9,5
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ION NECULCE”",247,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:05:34",1078,1069,2,5,2,482,480,0,0,2,453,29,1200,718,117,97,63,5,6,7,11,28,99,10,10
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ION NECULCE”",246,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:38:08",946,937,2,7,0,391,384,0,7,0,376,15,1000,609,94,62,36,2,9,16,7,35,101,7,7
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ION NECULCE”",245,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:30:36",1140,1136,0,4,0,364,360,0,4,0,356,8,1200,836,96,67,54,3,15,4,8,35,61,7,6
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ION SIMIONESCU”",56,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:18:25",1474,1466,0,8,0,622,614,0,8,0,590,32,1600,978,146,96,106,10,9,4,13,47,132,11,16
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ION SIMIONESCU”",59,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:37:59",1524,1517,0,6,1,656,649,0,6,1,633,23,1700,1044,172,129,90,8,1,13,16,55,132,9,8
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ION SIMIONESCU”",61,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:40:32",1543,1530,7,6,0,588,582,0,6,0,576,12,1700,1112,151,60,61,8,14,4,9,77,169,12,11
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ION SIMIONESCU”",58,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:09:09",1481,1471,2,8,0,614,606,0,8,0,585,29,1600,986,153,139,80,14,12,8,15,40,102,10,12
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ION SIMIONESCU”",57,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:17:07",1402,1386,2,11,3,579,565,0,11,3,561,18,1500,921,150,108,69,8,8,6,10,53,120,12,17
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ION SIMIONESCU”",60,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:13:36",1593,1584,0,8,1,639,630,0,8,1,623,16,1700,1061,152,77,104,6,10,11,2,93,149,14,5
24,IAŞI,"ŞCOALA GIMNAZIALĂ”MIHAI CODREANU”",42,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:22:56",491,398,32,6,55,230,169,0,6,55,198,32,400,170,58,56,26,3,2,4,1,12,33,1,2
24,IAŞI,"ŞCOALA GIMNAZIALĂ”MIHAI CODREANU”",43,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:49:22",501,462,0,6,33,244,205,0,6,33,238,4,500,256,76,44,30,2,0,1,4,21,53,3,4
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA”",187,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:40:40",1699,1694,0,5,0,223,218,0,5,0,215,8,1900,1677,39,35,20,2,3,9,3,40,53,3,8
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA”",189,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:23:46",1757,1752,0,5,0,417,412,0,5,0,406,9,1900,1483,97,62,43,8,10,11,8,63,89,6,9
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA”",191,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:20:42",1799,1792,0,7,0,349,342,0,7,0,340,9,2000,1651,100,55,38,2,6,6,5,37,83,4,4
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA”",192,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:21:18",1564,1555,3,6,0,560,554,0,6,0,546,14,1700,1140,137,85,55,6,11,12,18,77,129,7,9
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA”",186,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:57:57",1685,1679,1,5,0,320,314,1,5,0,312,8,1900,1580,75,60,34,3,3,2,4,42,68,11,10
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA”",194,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:16:47",1677,1668,0,9,0,242,233,0,9,0,239,3,1900,1658,50,48,32,3,7,6,2,29,53,4,5
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA”",190,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:14:28",1726,1725,1,0,0,326,326,0,0,0,310,16,1900,1401,77,63,39,3,2,2,3,33,78,6,4
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA”",193,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:24:42",1717,1704,0,6,7,365,352,0,6,7,353,12,1900,1535,101,52,43,6,13,5,11,31,76,8,7
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”NICOLAE IORGA”",188,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:48:05",1712,1704,1,6,1,422,414,1,6,1,413,9,1900,1478,84,74,62,5,10,9,13,52,86,12,6
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”OTILIA CAZIMIR”",223,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:47:46",1060,1051,0,9,0,419,410,0,9,0,387,21,1200,790,105,74,38,10,11,4,8,34,81,13,9
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”OTILIA CAZIMIR”",225,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:32:09",1047,1037,2,8,0,388,380,0,8,0,372,16,1200,812,85,81,60,6,6,6,7,30,72,7,12
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”OTILIA CAZIMIR”",226,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:53:00",1203,1192,1,10,0,479,469,0,10,0,468,11,1301,822,114,100,43,7,10,6,13,62,96,6,11
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”OTILIA CAZIMIR”",224,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:37:59",1100,1090,0,10,0,493,483,0,10,0,468,12,1200,720,119,78,58,20,9,7,1,51,113,6,6
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”PETRU PONI”",16,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:20:25",1226,1210,0,16,0,519,503,0,16,0,511,8,1300,781,123,91,66,8,16,15,10,44,120,10,8
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”PETRU PONI”",15,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:36:59",1232,1225,0,7,0,593,586,0,7,0,573,20,1300,707,169,97,59,5,9,18,4,65,130,11,6
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”PETRU PONI”",17,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:32:26",1160,1145,7,8,0,521,513,0,8,0,512,9,1300,779,156,105,41,7,8,9,7,50,115,6,8
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”PETRU PONI”",18,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:15:05",1127,1114,9,4,0,480,476,0,4,0,452,28,1200,720,106,91,63,5,11,12,6,44,104,4,6
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ŞTEFAN BÂRSĂNESCU”",23,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:01:05",995,992,0,3,0,158,155,0,3,0,158,0,1100,942,47,31,28,3,3,1,2,9,32,1,1
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ŞTEFAN BÂRSĂNESCU”",19,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:50:14",1169,1147,9,13,0,584,571,0,13,0,569,15,1300,716,143,119,68,11,7,10,7,60,128,8,8
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ŞTEFAN BÂRSĂNESCU”",20,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:34:06",1351,1342,5,4,0,463,459,0,4,0,443,20,1500,1037,108,92,54,7,9,12,1,41,103,6,10
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ŞTEFAN BÂRSĂNESCU”",21,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:58:30",745,734,4,6,1,304,297,0,6,1,289,15,800,496,88,61,37,10,8,4,5,25,45,4,2
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”ŞTEFAN BÂRSĂNESCU”",22,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:09:02",871,861,0,10,0,392,382,0,10,0,379,13,900,508,103,83,26,5,10,9,9,47,72,9,6
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”TITU MAIORESCU”",241,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:36:53",744,733,0,11,0,294,283,0,11,0,236,55,811,517,66,40,29,2,7,7,3,29,47,2,4
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”TITU MAIORESCU”",243,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:31:15",1049,1044,0,5,0,330,325,0,5,0,319,11,1200,870,77,68,34,4,7,7,8,33,68,4,9
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”TITU MAIORESCU”",242,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:48:18",703,695,1,7,0,272,265,0,7,0,264,8,800,528,55,52,28,5,8,6,6,33,64,2,5
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”VASILE CONTA”",255,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:35:26",1388,1380,1,7,0,594,587,0,7,0,577,17,1500,906,154,124,70,2,7,15,11,57,118,9,10
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”VASILE CONTA”",254,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:53:48",1253,1247,0,6,0,469,463,0,6,0,454,15,1399,930,108,99,42,3,10,10,14,62,89,9,8
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”VASILE CONTA”",253,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:11:29",1288,1280,2,6,0,544,538,0,6,0,523,21,1400,856,114,94,63,9,16,8,15,65,121,8,10
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”VASILE CONTA”",252,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:53:44",1271,1267,0,4,0,508,504,0,4,0,487,21,1400,892,114,125,53,9,9,2,8,58,95,7,7
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”VERONICA MICLE”",199,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 16:17:58",1769,1739,14,16,0,808,792,0,16,0,788,17,1900,1092,170,105,81,4,14,14,17,164,202,7,10
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”VERONICA MICLE”",198,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 10:26:41",1669,1602,5,28,34,878,816,0,28,34,853,25,1700,822,148,112,76,15,24,16,18,214,210,11,9
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”VERONICA MICLE”",196,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:22:08",1673,1660,6,7,0,757,750,0,7,0,731,22,1800,1043,170,108,102,11,8,8,16,129,161,7,11
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”VERONICA MICLE”",197,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:09:51",1676,1666,2,7,1,855,847,0,7,1,842,13,1800,945,168,133,108,4,12,18,16,171,179,14,19
24,IAŞI,"ŞCOALA GIMNAZIALĂ ”VERONICA MICLE”",195,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:29:55",1654,1642,7,2,3,816,811,0,2,3,784,21,1800,995,173,122,90,12,23,13,17,133,182,11,8
24,IAŞI,"ŞCOALA PRIMARA ”COSTACHE CONACHI”",142,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:53:28",1324,1314,1,8,1,445,436,0,8,1,425,20,1400,955,105,87,50,8,8,8,4,42,93,5,15
24,IAŞI,"ŞCOALA PRIMARA ”COSTACHE CONACHI”",141,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:56:30",1602,1585,7,10,0,588,578,0,10,0,563,17,1800,1220,122,114,79,10,11,4,16,55,129,13,10
24,IAŞI,"ŞCOALA PRIMARA ”COSTACHE CONACHI”",140,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:09:25",1775,1760,8,7,0,717,710,0,7,0,693,24,1900,1183,174,116,89,18,10,7,15,70,164,17,13
24,IAŞI,"ŞCOALA PRIMARA ”COSTACHE CONACHI”",143,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:48:40",1255,1247,5,3,0,367,364,0,3,0,351,16,1400,1033,80,71,40,10,9,7,5,37,81,6,5
24,IAŞI,"ŞCOALA PRIMARA ”COSTACHE CONACHI”",139,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:22:14",1134,1129,1,4,0,470,466,0,4,0,456,14,1300,830,114,99,37,4,7,22,7,50,101,7,8
24,IAŞI,"ŞCOALA PRIMARĂ ”COSTACHE NEGRI”",126,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:11:07",1777,1719,48,7,3,672,662,0,7,3,651,21,1900,1228,154,125,77,7,8,11,2,65,167,19,16
24,IAŞI,"ŞCOALA PRIMARĂ ”COSTACHE NEGRI”",127,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:38:27",1751,1727,16,8,0,306,298,0,8,0,296,10,1900,1594,80,69,33,3,0,3,5,37,59,3,4
24,IAŞI,"ŞCOALA PRIMARĂ ”GHEORGHE ASACHI”",30,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:32:59",924,917,0,7,0,306,306,0,0,0,296,10,1000,689,73,69,33,4,7,5,3,27,64,8,3
24,IAŞI,"ŞCOALA PRIMARA ”GHEORGHE GHIBANESCU”",217,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:38:29",1114,1108,1,5,0,428,423,0,5,0,410,18,1200,761,90,74,42,4,14,12,11,55,94,6,8
24,IAŞI,"ŞCOALA PRIMARA ”GHEORGHE GHIBANESCU”",220,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:28:21",1148,1145,0,3,0,452,449,0,3,0,430,22,1300,848,124,87,56,4,10,6,11,40,83,3,6
24,IAŞI,"ŞCOALA PRIMARA ”GHEORGHE GHIBANESCU”",218,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:16:07",1070,1061,4,5,0,468,463,0,5,0,464,4,1200,731,89,91,38,7,11,18,5,54,130,11,10
24,IAŞI,"ŞCOALA PRIMARA ”GHEORGHE GHIBANESCU”",216,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:03:44",1070,1062,1,7,0,417,410,0,7,0,403,14,1200,783,87,76,58,4,10,7,5,55,80,9,12
24,IAŞI,"ŞCOALA PRIMARA ”GHEORGHE GHIBANESCU”",219,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:24:53",1210,1197,4,9,0,507,498,0,9,0,493,13,1300,789,130,70,47,6,9,16,12,70,117,8,8
24,IAŞI,"ŞCOALA PRIMARA NR.1 ”VASILE CONTA”",249,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:05:16",672,668,1,3,0,268,265,0,3,0,264,4,700,432,72,48,29,5,5,5,5,33,57,2,3
24,IAŞI,"ŞCOALA PRIMARA NR.1 ”VASILE CONTA”",251,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:40:42",1501,1494,1,6,0,527,521,0,6,0,520,7,1700,1173,87,134,63,14,11,17,8,46,129,5,6
24,IAŞI,"ŞCOALA PRIMARA NR.1 ”VASILE CONTA”",250,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:40:15",1069,1065,0,4,0,487,483,0,4,0,484,3,1200,713,116,113,53,4,9,7,15,55,100,3,9
24,IAŞI,"UNIVERSITATEA DE STIINTE AGRICOLE SI MEDICINA VETERINARĂ ”ION IONESCU DE LA BRAD”",37,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:56:40",1518,1443,32,43,0,698,655,0,43,0,681,17,1600,902,185,96,74,6,10,19,8,81,188,6,8
24,IAŞI,"UNIVERSITATEA DE STIINTE AGRICOLE SI MEDICINA VETERINARĂ ”ION IONESCU DE LA BRAD”",38,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:49:37",1224,1155,18,40,11,607,556,0,40,11,592,15,1300,693,130,111,62,11,6,60,11,7,172,6,16
24,IAŞI,"UNIVERSITATEA TEHNICĂ ”GHEORGHE ASACHI”",165,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:34:10",1086,1059,17,10,0,435,425,0,10,0,426,9,1200,765,99,99,53,4,9,11,5,53,75,7,11
24,IAŞI,"UNIVERSITATEA TEHNICĂ ”GHEORGHE ASACHI”",163,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:35:29",976,949,15,12,0,389,377,0,12,0,378,11,1000,611,93,87,38,5,5,14,3,44,80,7,2
24,IAŞI,"UNIVERSITATEA TEHNICĂ ”GHEORGHE ASACHI”",164,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:39:19",1089,1016,47,26,0,425,399,0,26,0,415,10,1100,675,103,77,45,9,7,11,9,45,89,12,8
24,IAŞI,"UNIVERSITATEA TEHNICĂ ”GHEORGHE ASACHI”",162,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:07:03",1724,1138,0,586,0,906,320,0,586,0,876,22,1700,802,146,96,64,10,19,19,10,100,368,17,27
