precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL VERDE-voturi","FORȚA DREPTEI-voturi","PARTIDUL SOCIETĂȚII IEȘENE-voturi","PARTIDUL ROMÂNIA - ECHITATE, COMUNITATE, ONESTITATE-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL LEGE EDUCAȚIE UNITATE-voturi"
24,IAŞI,"DIRECTIA JUDETEANA PENTRU SPORT SI TINERET - COMPLEX SPORTIV GRADINARI",147,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:38:38",1438,1398,9,30,1,617,586,0,30,1,597,20,1500,883,146,118,65,8,20,16,12,43,147,11,11
24,IAŞI,"DIRECTIA JUDETEANA PENTRU SPORT SI TINERET - COMPLEX SPORTIV GRADINARI",146,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:53:35",1785,1764,0,21,0,592,571,0,21,0,573,19,1900,1274,149,94,48,9,8,11,10,88,119,18,19
24,IAŞI,"DIRECTIA JUDETEANA PENTRU SPORT SI TINERET - COMPLEX SPORTIV GRADINARI",149,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:13:05",1505,1477,1,23,4,600,573,0,23,4,577,23,1600,1000,143,99,80,12,10,13,13,50,131,12,14
24,IAŞI,"DIRECTIA JUDETEANA PENTRU SPORT SI TINERET - COMPLEX SPORTIV GRADINARI",148,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 09:25:45",1342,1325,0,17,0,491,474,0,17,0,446,15,1500,1026,105,94,76,2,14,7,0,43,95,7,3
24,IAŞI,"GRĂDINIŢA CU PROGRAM NORMAL NR. 15",2,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:36:00",1371,1364,0,7,0,614,607,0,7,0,586,27,1500,887,126,141,81,14,14,12,9,45,119,20,5
24,IAŞI,"GRĂDINIŢA CU PROGRAM NORMAL NR. 15",1,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:52:47",1560,1554,4,2,0,661,659,0,2,0,638,23,1700,1039,118,137,73,11,17,22,14,63,155,11,17
24,IAŞI,"GRĂDINIŢA CU PROGRAM NORMAL NR.21",72,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:47:42",824,817,1,6,0,369,362,1,6,0,357,12,900,531,89,86,54,7,4,4,4,20,77,8,4
24,IAŞI,"GRĂDINIŢA CU PROGRAM NORMAL NR.21",74,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:25:44",789,782,0,7,0,315,308,0,7,0,299,16,900,585,66,72,33,6,4,0,9,27,69,6,7
24,IAŞI,"GRĂDINIŢA CU PROGRAM NORMAL NR.21",75,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:06:50",800,790,0,10,0,333,323,0,10,0,326,6,900,567,78,88,56,4,10,2,5,17,51,8,7
24,IAŞI,"GRĂDINIŢA CU PROGRAM NORMAL NR.21",73,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:02:18",729,723,0,6,0,311,305,0,6,0,302,9,800,489,75,83,26,5,8,0,11,26,56,5,7
24,IAŞI,"GRĂDINIŢA CU PROGRAM NORMAL NR. 26",183,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:19:11",1598,1592,2,4,0,237,233,0,4,0,233,4,1800,1563,50,43,28,2,4,2,7,26,66,3,2
24,IAŞI,"GRĂDINIŢA CU PROGRAM NORMAL NR. 7",84,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:47:48",785,779,0,6,0,239,233,0,6,0,230,9,900,661,56,58,22,3,6,2,6,21,46,5,5
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”CUV. PARASCHEVA”",244,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:24:48",775,766,1,7,1,320,312,0,7,1,312,8,800,480,78,62,35,7,6,5,3,50,51,8,7
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.1",222,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:14:51",954,949,0,5,0,421,416,0,5,0,410,11,1000,574,75,78,37,6,10,8,19,64,105,4,4
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.1",221,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:15:54",794,783,0,10,1,345,334,0,10,1,335,10,900,555,75,70,37,7,4,13,6,36,77,6,4
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 14",7,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:18:31",1247,1238,2,7,0,549,542,0,7,0,541,8,1400,851,127,117,58,9,10,20,9,57,119,5,10
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 14",10,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:39:36",1704,1690,3,11,0,688,676,1,11,0,666,22,1900,1212,169,123,82,11,8,15,8,81,153,10,6
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 14",8,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:06:00",1331,1319,2,10,0,536,526,0,10,0,524,12,1500,964,131,133,77,6,7,7,7,30,113,5,8
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 14",9,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:56:52",1490,1477,2,11,0,635,624,0,11,0,613,22,1600,965,133,140,65,14,11,6,14,69,140,10,11
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 1 ”CENTENAR”-CORP B ”SFÂNTA MARIA”",185,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:14:20",1516,1511,1,4,0,593,589,0,4,0,578,15,1700,1107,134,105,65,14,18,10,7,57,145,13,10
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 1 ”CENTENAR”-CORP B ”SFÂNTA MARIA”",184,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:28:40",1702,1691,2,9,0,713,704,0,9,0,698,14,1900,1187,151,124,100,8,16,10,19,78,172,6,14
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.21",77,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 09:00:58",838,832,0,6,0,410,404,0,6,0,394,11,900,489,112,98,39,9,8,7,6,30,73,6,6
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.21",76,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:40:36",995,987,0,8,0,405,397,0,8,0,388,17,1100,695,91,92,40,6,9,6,5,38,91,5,5
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 24",63,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:46:11",1243,1238,0,5,0,490,485,0,5,0,479,11,1400,910,118,135,67,8,6,6,8,31,79,9,12
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 24",64,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:50:35",1099,1094,1,4,0,453,449,0,4,0,447,6,1200,747,122,114,51,6,8,9,4,35,73,15,10
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 24",65,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:39:33",1243,1237,0,6,0,492,486,0,6,0,475,17,1399,907,127,103,65,9,12,15,9,30,85,8,12
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 24",62,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:52:56",1190,1183,2,5,0,450,445,0,5,0,437,13,1300,850,100,109,46,10,7,5,6,50,91,5,8
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 25",71,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:53:44",1101,1091,1,9,0,382,373,0,9,0,365,17,1200,818,92,88,57,7,4,5,6,32,59,6,9
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 25",70,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:31:55",1454,1449,1,4,0,717,713,0,4,0,702,15,1600,883,219,121,85,7,27,6,16,71,128,8,14
24,IAŞI,"LICEUL TEHNOLOGIC DE MECATRONICA SI AUTOMATIZARI",173,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:15:07",1592,1585,0,7,0,276,269,0,7,0,272,4,1800,1524,80,53,36,7,3,5,7,20,52,5,4
24,IAŞI,"LICEUL TEHNOLOGIC DE MECATRONICA SI AUTOMATIZARI",169,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:39:36",1598,1584,1,5,8,190,177,0,5,8,189,1,1800,1600,50,38,27,3,5,3,3,14,39,3,4
24,IAŞI,"LICEUL TEHNOLOGIC DE MECATRONICA SI AUTOMATIZARI",170,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:48:54",1488,1482,1,5,0,29,24,0,5,0,27,2,1700,1671,3,5,4,2,0,0,3,5,5,0,0
24,IAŞI,"LICEUL TEHNOLOGIC DE MECATRONICA SI AUTOMATIZARI",172,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:31:40",1627,1618,0,9,0,186,177,0,9,0,182,4,1800,1614,44,39,30,7,3,3,7,15,26,6,2
24,IAŞI,"LICEUL TEHNOLOGIC DE MECATRONICA SI AUTOMATIZARI",171,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:42:02",1483,1475,0,8,0,305,297,0,8,0,284,21,1600,1295,79,70,43,2,5,2,12,21,40,5,5
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC DE TURISM - CORP A",97,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:43:01",936,928,0,7,1,344,336,0,7,1,339,5,1000,650,93,87,36,2,7,2,18,27,56,3,8
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC DE TURISM - CORP A",96,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:26:05",975,969,0,6,0,440,434,0,6,0,428,12,1100,660,95,123,46,4,11,3,10,50,74,7,5
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC DE TURISM - CORP A",94,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:00:09",915,906,2,6,1,314,307,0,6,1,300,14,1000,686,76,67,45,5,6,5,4,28,54,2,8
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC DE TURISM - CORP A",95,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:50:53",1268,1262,0,6,0,480,474,0,6,0,471,9,1400,920,132,90,53,7,10,9,16,36,101,8,9
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC DE TURISM - CORP B",66,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:19:13",1187,1177,0,10,0,502,492,0,10,0,476,26,1300,798,106,120,57,4,9,4,17,55,86,11,7
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC DE TURISM - CORP B",69,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:06:48",1222,1217,0,5,0,522,517,0,5,0,502,20,1300,778,130,130,66,7,8,7,10,34,87,12,11
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC DE TURISM - CORP B",68,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:59:50",1128,1121,0,7,0,457,450,0,7,0,432,25,1300,843,112,92,56,8,13,10,9,35,79,10,8
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC DE TURISM - CORP B",67,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:21:34",1393,1388,0,5,0,480,475,0,5,0,461,19,1600,1120,103,113,70,4,8,7,9,33,101,7,6
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC ”VIRGIL MADGEARU” - CORP A",29,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:41:13",1480,1372,52,56,0,646,590,0,56,0,568,9,1500,923,164,93,70,12,14,7,14,57,119,6,12
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC ”VIRGIL MADGEARU” - CORP B",78,"MUNICIPIUL IAŞI",95060,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:12:58",635,631,0,4,0,255,251,0,4,0,249,6,700,445,62,70,29,1,5,2,4,23,47,3,3
