precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"FLUTUR GHEORGHE-PARTIDUL NAȚIONAL LIBERAL-voturi","ŞOLDAN GHEORGHE-PARTIDUL SOCIAL DEMOCRAT-voturi","BĂLAN SILVESTRU-RĂDĂUŢI-PARTIDUL S.O.S. ROMÂNIA-voturi","UNGUREANU EMANUEL-DUMITRU-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","SAVA PAULA-PARTIDUL PATRIOȚILOR-voturi"
35,SUCEAVA,"CĂMIN CULTURAL",488,ŞCHEIA,146432,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:15:23",1664,1659,4,1,0,860,858,1,1,0,838,22,1815,955,273,370,34,130,31
35,SUCEAVA,"CĂMIN CULTURAL BOTOŞANA",238,BOTOŞANA,147161,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:37:50",1067,1048,2,2,15,657,640,0,2,15,639,18,1508,851,416,154,11,53,5
35,SUCEAVA,"CAMIN CULTURAL BRASCA",367,ILIŞEŞTI,147660,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:19:30",331,320,0,11,0,180,169,0,11,0,174,6,406,226,85,61,10,12,6
35,SUCEAVA,"CĂMIN CULTURAL CAJVANA",137,"ORAŞ CAJVANA",147633,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:03:36",1906,1899,1,2,4,808,802,0,2,4,782,26,2000,1192,114,640,10,13,5
35,SUCEAVA,"CĂMIN CULTURAL COȘNA",271,COŞNA,151497,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:19:30",1230,1196,1,6,27,907,873,1,6,27,880,27,1348,441,262,557,31,28,2
35,SUCEAVA,"CĂMIN CULTURAL COSTIŞA",323,"FRĂTĂUŢII NOI",148667,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:28:41",816,808,0,4,4,354,346,0,4,4,340,14,900,546,214,89,13,18,6
35,SUCEAVA,"CĂMIN CULTURAL COZĂNEŞTI",283,DORNA-ARINI,148131,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:46:48",1214,1206,1,5,2,759,752,0,5,2,735,24,1279,520,464,199,20,37,15
35,SUCEAVA,"CĂMIN CULTURAL DRAGOȘA",330,FRUMOSU,148729,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:10:34",351,348,0,3,0,216,213,0,3,0,209,7,400,184,141,55,9,2,2
35,SUCEAVA,"CAMIN CULTURAL FRATAUTII VECHI",325,"FRĂTĂUŢII VECHI",148694,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:51:48",1576,1560,2,7,7,694,678,2,7,7,557,137,1750,1056,291,202,21,34,9
35,SUCEAVA,"CĂMIN CULTURAL GĂLĂNEŞTI",335,GĂLĂNEŞTI,148872,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:10:20",1019,1017,0,0,2,422,420,0,0,2,405,17,1295,873,109,173,15,89,19
35,SUCEAVA,"CAMIN CULTURAL GLODU",416,PANACI,149682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:04:35",260,253,0,7,0,118,111,0,7,0,114,4,303,185,63,39,8,2,2
35,SUCEAVA,"CĂMIN CULTURAL HOLDA",136,"ORAŞ BROŞTENI",147358,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:10:21",1029,1021,1,3,4,578,571,0,3,4,550,28,1200,622,228,187,25,19,91
35,SUCEAVA,"CĂMIN CULTURAL JAHALIA",450,RÂŞCA,150114,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:20:38",298,272,0,26,0,153,127,0,26,0,141,12,293,140,40,64,15,18,4
35,SUCEAVA,"CĂMIN CULTURAL LITENI",398,MOARA,149414,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:19:05",771,754,2,4,11,426,411,0,4,11,411,15,800,374,269,75,27,31,9
35,SUCEAVA,"CĂMIN CULTURAL LUCĂCEȘTI",293,DRĂGOIEŞTI,148328,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:27:56",227,219,0,8,0,155,147,0,8,0,146,9,300,145,60,48,11,23,4
35,SUCEAVA,"CĂMIN CULTURAL MIHAI BOLEAC",226,BOROAIA,147072,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:49:05",802,796,0,0,6,386,380,0,0,6,375,11,800,414,51,275,22,23,4
35,SUCEAVA,"CĂMIN CULTURAL PĂRHĂUȚI",493,TODIREŞTI,150524,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:39:47",966,956,0,2,8,610,600,0,2,8,588,22,1100,490,404,167,8,5,4
35,SUCEAVA,"CAMIN CULTURAL PLOPENI",179,"ORAŞ SALCEA",146370,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:31:58",1989,1981,5,2,1,1131,1128,0,2,1,1085,46,2041,910,618,325,38,74,30
35,SUCEAVA,"CĂMIN CULTURAL PLUTONIŢA",155,"ORAŞ FRASIN",148612,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:13:02",939,930,0,7,2,499,490,0,7,2,475,24,1000,0,283,137,32,18,5
35,SUCEAVA,"CĂMIN CULTURAL RÎŞCA",446,RÂŞCA,150114,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:35:25",1501,1494,0,5,2,839,832,0,5,2,750,89,1700,861,282,273,60,94,41
35,SUCEAVA,"CAMIN CULTURAL SERBAUTI",489,ŞERBĂUŢI,151460,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:21:04",1647,1605,1,6,35,822,781,0,6,35,687,135,1820,998,252,252,54,109,20
35,SUCEAVA,"CĂMIN CULTURAL VAMA",517,VAMA,150935,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:51:25",1001,993,1,6,1,556,549,0,6,1,529,27,1093,537,332,151,11,26,9
35,SUCEAVA,"CĂMINUL CULTURAL",539,VOLOVĂŢ,151120,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:00:27",1700,1696,0,1,3,776,772,0,1,3,735,41,1800,1024,177,457,70,24,7
35,SUCEAVA,"CĂMINUL CULTURAL",540,VOLOVĂŢ,151120,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:57:19",1738,1728,2,4,4,821,812,1,4,4,788,33,1900,1079,193,521,44,20,10
35,SUCEAVA,"CAMINUL CULTURAL AL COMUNEI MITOCU DRAGOMIRNEI",391,"MITOCU DRAGOMIRNEI",146325,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:10:45",1331,1292,2,29,8,801,763,1,29,8,759,42,1429,628,195,433,50,63,18
35,SUCEAVA,"CĂMINUL CULTURAL BAINEŢ",407,MUŞENIŢA,149584,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:45:41",232,219,0,6,7,116,103,0,6,7,113,3,300,184,61,27,6,17,2
35,SUCEAVA,"CĂMINUL CULTURAL BĂNEŞTI",306,FÂNTÂNELE,148453,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:22:19",918,913,0,3,2,475,470,0,3,2,446,29,1000,525,175,190,20,40,21
35,SUCEAVA,"CAMINUL CULTURAL BOSANCI",232,BOSANCI,147134,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:32:01",1178,1172,1,4,1,503,497,1,4,1,444,59,1300,797,150,177,62,41,14
35,SUCEAVA,"CĂMINUL CULTURAL BOSANCI",233,BOSANCI,147134,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:34:38",1384,1376,4,3,1,608,604,0,3,1,524,84,1500,892,223,208,40,38,15
35,SUCEAVA,"CĂMINUL CULTURAL BOTUȘ",332,"FUNDU MOLDOVEI",148765,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:05:19",969,955,2,10,2,542,530,0,10,2,524,18,1115,573,375,87,12,43,7
35,SUCEAVA,"CAMINUL CULTURAL BURLA - SALA MARE",247,BURLA,151521,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:29:19",1728,1711,0,0,17,928,911,0,0,17,860,68,1900,972,578,213,49,13,7
35,SUCEAVA,"CĂMINUL CULTURAL CAPU CODRULUI",420,PĂLTINOASA,149753,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:11:24",918,897,0,6,15,508,487,0,6,15,497,11,1010,502,162,273,18,36,8
35,SUCEAVA,"CĂMINUL CULTURAL CHILIŞENI",496,UDEŞTI,150588,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:13:10",670,665,0,5,0,421,416,0,5,0,378,43,732,311,43,292,12,21,10
35,SUCEAVA,"CĂMINUL CULTURAL CHIRIL",273,CRUCEA,147884,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:22:45",476,465,0,3,8,296,285,0,3,8,287,9,519,223,75,180,11,11,10
35,SUCEAVA,"CĂMINUL CULTURAL CIUMULEȘTI",509,"VADU MOLDOVEI",150766,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:21:52",750,740,0,7,3,457,447,0,7,3,430,14,830,373,54,336,11,21,8
35,SUCEAVA,"CĂMINUL CULTURAL CLIMĂUŢI",408,MUŞENIŢA,149584,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:16:21",269,246,0,7,16,132,109,0,7,16,120,12,300,168,73,22,19,5,1
35,SUCEAVA,"CAMINUL CULTURAL COROCAIESTI",530,VEREŞTI,151022,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:55:50",1287,1287,0,0,0,538,538,0,0,0,510,28,1436,898,147,307,22,24,10
35,SUCEAVA,"CĂMINUL CULTURAL GURA PUTNEI",441,PUTNA,150043,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:53:34",1103,1101,0,0,2,534,532,0,0,2,502,32,1200,666,284,165,30,15,8
35,SUCEAVA,"CĂMINUL CULTURAL HĂNŢEŞTI",346,HĂNŢEŞTI,151512,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:31:18",1506,1478,0,4,24,842,814,0,4,24,804,37,1650,809,152,579,42,19,12
35,SUCEAVA,"CĂMINUL CULTURAL HERLA",462,SLATINA,150258,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:24:08",1187,1158,0,7,22,680,651,0,7,22,660,20,1500,820,26,611,18,4,1
35,SUCEAVA,"CĂMINUL CULTURAL HORODNIC DE JOS",351,"HORODNIC DE JOS",149101,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:26:38",1389,1384,1,4,0,747,743,0,4,0,713,34,1415,668,112,546,24,25,6
35,SUCEAVA,"CĂMINUL CULTURAL MILIŞĂUŢI",174,"ORAŞ MILIŞĂUŢI",146931,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:20:48",1679,1670,1,5,3,888,880,0,5,3,856,32,1840,952,154,288,29,379,6
35,SUCEAVA,"CĂMINUL CULTURAL NEAGRA ȘARULUI",478,"ŞARU DORNEI",150445,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:01:44",1564,1544,3,6,11,1012,994,1,6,11,970,42,1700,688,541,359,33,22,15
35,SUCEAVA,"CĂMINUL CULTURAL NOU",412,OSTRA,149655,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:56:18",1741,1730,0,1,10,809,798,0,1,10,751,58,1838,1029,483,178,53,20,17
35,SUCEAVA,"CĂMINUL CULTURAL PĂLTINOASA",418,PĂLTINOASA,149753,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:55:34",1231,1213,1,1,16,711,694,0,1,16,678,33,1342,631,258,388,16,12,4
35,SUCEAVA,"CĂMINUL CULTURAL PALTINU",525,"VATRA MOLDOVIŢEI",150980,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:38:13",684,678,1,2,3,366,361,0,2,3,346,20,800,434,215,95,18,10,8
35,SUCEAVA,"CĂMINUL CULTURAL PĂTRĂUȚI",422,PĂTRĂUŢI,149833,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:41:28",2037,2026,1,3,7,1071,1061,0,3,7,1038,33,2246,1175,309,614,45,52,18
35,SUCEAVA,"CĂMINUL CULTURAL POIANA NEGRII",287,"DORNA CANDRENILOR",148202,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:21:29",776,756,2,5,13,563,544,1,5,13,538,25,800,237,184,298,37,10,9
35,SUCEAVA,"CĂMINUL CULTURAL POIENI - SUCEAVA",499,UDEŞTI,150588,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:12:27",541,534,0,7,0,279,272,0,7,0,261,18,590,311,87,128,23,18,5
35,SUCEAVA,"CĂMINUL CULTURAL POJORÂTA",431,POJORÂTA,149931,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:22:55",1348,1334,0,3,11,896,882,0,3,11,880,16,1463,567,466,320,32,42,20
35,SUCEAVA,"CĂMINUL CULTURAL - PRELIPCA",181,"ORAŞ SALCEA",146370,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:49:00",1103,1100,0,2,1,600,597,0,2,1,572,28,1303,703,355,170,20,18,9
35,SUCEAVA,"CĂMINUL CULTURAL PREUTEŞTI",433,PREUTEŞTI,149968,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:53:28",1518,1511,0,7,0,920,913,0,7,0,865,55,1638,718,310,496,31,22,6
35,SUCEAVA,"CĂMINUL CULTURAL RACOVA",500,UDEŞTI,150588,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:16:53",233,230,0,3,0,140,137,0,3,0,125,15,253,113,29,75,3,13,5
35,SUCEAVA,"CĂMINUL CULTURAL SADOVA",452,SADOVA,150178,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:43:02",1171,1162,1,5,3,766,758,0,5,3,748,18,1300,534,498,161,25,51,13
35,SUCEAVA,"CĂMINUL CULTURAL SALCEA",177,"ORAŞ SALCEA",146370,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:15:39",1418,1415,0,2,1,728,725,0,2,1,697,31,1600,872,354,248,29,39,27
35,SUCEAVA,"CĂMINUL CULTURAL SALCEA",176,"ORAŞ SALCEA",146370,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:35:51",1239,1238,0,0,1,651,650,0,0,1,617,34,1300,649,319,200,37,39,22
35,SUCEAVA,"CAMINUL CULTURAL SAT BREAZA",239,BREAZA,147205,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:06:20",1234,1208,0,1,25,615,589,0,1,25,599,16,1356,741,93,455,29,17,5
35,SUCEAVA,"CĂMINUL CULTURAL SIMINICEA",457,SIMINICEA,150221,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:08:15",1202,1201,0,1,0,558,557,0,1,0,538,20,1300,742,150,323,34,24,7
35,SUCEAVA,"CĂMINUL CULTURAL ŞTIRBĂŢ",503,UDEŞTI,150588,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:29:31",432,428,1,3,0,249,246,0,3,0,223,22,471,226,57,111,19,32,4
35,SUCEAVA,"CĂMINUL CULTURAL ULMA",504,ULMA,150702,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:08:38",528,526,0,0,2,297,295,0,0,2,285,12,600,303,154,111,7,8,5
35,SUCEAVA,"CĂMINUL CULTURAL VALEA MOLDOVEI",515,"VALEA MOLDOVEI",150891,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:36:58",1434,1375,2,18,39,955,898,0,18,39,900,44,1600,656,248,582,39,20,11
35,SUCEAVA,"CĂMINUL CULTURAL VALEA PUTNEI",432,POJORÂTA,149931,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:23:24",280,275,0,4,1,151,146,0,4,1,142,9,308,157,56,67,7,10,2
35,SUCEAVA,"CĂMINUL CULTURAL VĂŞCĂUŢI",410,MUŞENIŢA,149584,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:38:27",505,482,1,8,14,280,258,0,8,14,271,9,536,256,166,58,25,17,5
35,SUCEAVA,"CĂMINUL CULTURAL VATRA MOLDOVIȚEI",522,"VATRA MOLDOVIŢEI",150980,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:45:17",1181,1158,0,9,14,695,672,0,9,14,665,30,1300,605,422,192,30,13,8
35,SUCEAVA,"CAMINUL CULTURAL VECHI PATRAUTI",423,PĂTRĂUŢI,149833,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:12:03",2049,2048,0,1,0,1043,1042,0,1,0,911,132,2251,1208,305,537,44,17,8
35,SUCEAVA,"CAMINUL CULTURAL VERESTI",527,VEREŞTI,151022,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:40:50",1244,1243,1,0,0,605,605,0,0,0,569,36,1200,595,200,272,43,38,16
35,SUCEAVA,"CĂMINUL CULTURAL VICOVU DE SUS-EST",192,"ORAŞ VICOVU DE SUS",151095,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:18:13",1328,1326,1,0,1,545,544,0,0,1,528,17,1400,855,330,153,24,10,11
35,SUCEAVA,"CĂMINUL CULTURAL VOIEVODEASA",477,SUCEVIŢA,150418,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:29:13",1137,1100,0,19,18,681,644,0,19,18,644,37,1214,533,405,132,25,16,66
35,SUCEAVA,"CĂMINUL CULTURAL VOITINEL",537,VOITINEL,151558,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:39:24",1881,1853,0,0,28,820,792,0,0,28,771,49,2000,1180,94,653,15,4,5
35,SUCEAVA,"CĂMINUL CULTURAL ZAMOSTEA",549,ZAMOSTEA,151246,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:55:42",1254,1216,0,11,27,691,653,0,11,27,657,34,1300,609,136,456,26,33,6
35,SUCEAVA,"CASA DE CULTURA",101,"MUNICIPIUL RĂDĂUŢI",146628,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 20:44:12",1741,1723,5,9,4,695,682,0,9,4,672,23,1996,1301,295,269,39,46,23
35,SUCEAVA,"CASA DE CULTURĂ",354,"HORODNIC DE SUS",151479,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:45:20",1780,1779,0,1,0,931,930,0,1,0,895,36,2000,1069,611,148,59,53,24
35,SUCEAVA,"CASA DE CULTURĂ CIOCĂNEȘTI",257,CIOCĂNEŞTI,151451,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:47:33",930,916,0,2,12,570,556,0,2,12,567,3,1000,430,284,218,30,23,12
35,SUCEAVA,"CASA DE CULTURĂ ”ELISEI TODAȘCĂ”",427,"POIANA STAMPEI",149851,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:15:04",1607,1559,0,8,40,1098,1050,0,8,40,1019,31,1788,738,143,802,27,27,20
35,SUCEAVA,"CASA DE CULTURĂ LITENI",165,"ORAŞ LITENI",149227,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:01:12",1756,1741,0,10,5,794,779,0,10,5,762,32,1920,1126,514,147,43,42,16
35,SUCEAVA,"CASA DE CULTURĂ ”PLATON PARDĂU”",116,"MUNICIPIUL VATRA DORNEI",146744,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:56:55",1187,1171,3,10,3,575,562,0,10,3,556,19,1200,625,226,236,34,37,23
35,SUCEAVA,"CASA DE CULTURĂ ”PLATON PARDĂU”",117,"MUNICIPIUL VATRA DORNEI",146744,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:28:10",893,884,1,8,0,493,485,0,8,0,482,11,997,504,184,228,29,25,16
35,SUCEAVA,"CASA DE CULTURĂ VICOVU DE SUS - LAURA",197,"ORAŞ VICOVU DE SUS",151095,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:52:38",1753,1750,2,1,0,735,734,0,1,0,717,18,1900,1165,297,378,28,9,5
35,SUCEAVA,"CASĂ DE PRĂZNUIRE A PAROFIEI SFINŢII ÎMPĂRAŢI MIHAIL ŞI GAVRIL PE STIL VECHI",135,"ORAŞ BROŞTENI",147358,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:33:57",408,400,0,6,2,249,241,0,6,2,245,4,400,151,98,116,15,7,9
35,SUCEAVA,"CASA DE PRĂZNUIRE A PAROHIEI ORTODOXE STÂNCUȚA",560,ZVORIŞTEA,151344,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:52:07",149,140,0,9,0,88,79,0,9,0,84,4,200,112,34,38,5,7,0
35,SUCEAVA,"CASA DE TIP FAMILIAL ”CIREŞARII”",413,OSTRA,149655,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:02:25",1021,1016,0,3,2,529,524,0,3,2,507,22,1200,671,329,136,31,8,3
35,SUCEAVA,"CASA NAȚIONALĂ",361,IACOBENI,149138,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:01:24",854,841,0,3,10,501,488,0,3,10,490,11,927,426,144,291,24,20,11
35,SUCEAVA,"CASA POLONĂ ”DOM POLSKI”",388,"MĂNĂSTIREA HUMORULUI",149370,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:32:31",158,151,0,7,0,70,63,0,7,0,70,0,200,130,49,13,4,4,0
35,SUCEAVA,"CASA SOCIALĂ ”ARHIM. ZENOVIE GHIDESCU”",99,"MUNICIPIUL FĂLTICENI",146539,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:30:21",837,823,1,8,5,435,422,0,8,5,408,18,1000,565,85,248,34,34,7
35,SUCEAVA,"CASA TINERETULUI",470,STULPICANI,150356,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:40:07",1210,1205,1,4,0,705,701,0,4,0,679,26,1325,620,502,139,26,11,1
35,SUCEAVA,"CASA TRADIȚIILOR",501,UDEŞTI,150588,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:58:16",560,550,0,10,0,285,275,0,10,0,262,20,610,328,91,127,16,17,11
35,SUCEAVA,"CENTRALA TERMICĂ CU COGENERARE",68,"MUNICIPIUL CÂMPULUNG MOLDOVENESC",146502,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:28:40",1381,1373,2,5,1,649,643,0,5,1,624,23,1500,853,324,150,27,104,19
35,SUCEAVA,"CENTRU DE ASISTENTA DUPA PROGRAMUL SCOLAR TIP AFTER SCHOOL",241,BRODINA,147241,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:49:16",627,617,1,6,3,329,320,0,6,3,304,25,696,24,149,113,28,10,4
35,SUCEAVA,"CENTRU DE ASISTENȚĂ DUPĂ PROGRAMUL ȘCOLAR TIP ”AFTERSCHOOL”",349,HÂRTOP,151549,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:38:25",1064,1048,1,7,8,626,611,0,7,8,606,20,1145,119,224,237,37,95,13
35,SUCEAVA,"CENTRU DE ASISTENȚĂ DUPĂ PROGRAMUL ȘCOLAR TIP ”AFTERSCHOOL”",350,HÂRTOP,151549,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:29:59",1069,1035,2,8,24,578,545,1,8,24,553,25,1150,572,238,144,25,136,10
35,SUCEAVA,"CENTRU DE SERVICII SOCIALE INTEGRATE MĂNĂSTIOARA",189,"ORAŞ SIRET",146655,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:16:07",456,447,0,7,2,213,204,0,7,2,203,10,500,287,113,70,8,6,6
35,SUCEAVA,"CENTRU DE TINERET",184,"ORAŞ SIRET",146655,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:51:44",1223,1213,3,4,3,508,501,0,4,3,492,16,1400,892,264,182,26,14,6
