precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA ELECTORALĂ PSD-PUSL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL ROMÂNIA - ECHITATE, COMUNITATE, ONESTITATE-voturi","PARTIDUL NAȚIONAL DE CENTRU-voturi","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL ROMÂNIA ÎN ACȚIUNE-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL MIŞCAREA NOI, PLOIEŞTENII-voturi","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi"
31,PRAHOVA,"COLEGIUL DE ARTĂ ”CARMEN SYLVA”",69,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:43:12",786,780,1,5,0,349,344,0,5,0,341,8,900,551,66,27,72,81,6,7,8,22,13,36,3
31,PRAHOVA,"COLEGIUL DE ARTĂ ”CARMEN SYLVA”",68,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:31:29",878,870,0,8,0,352,344,0,8,0,334,18,1000,648,63,17,67,71,7,3,2,28,19,54,3
31,PRAHOVA,"COLEGIUL NAŢIONAL ”ALEXANDRU IOAN CUZA”",4,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:43:20",1022,1009,4,9,0,445,436,0,9,0,419,26,1100,655,91,40,79,90,17,3,2,25,19,47,6
31,PRAHOVA,"COLEGIUL NAŢIONAL ”ION LUCA CARAGIALE”",9,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:52:46",1431,1416,0,15,0,501,486,0,15,0,483,18,1500,999,67,47,101,97,22,5,25,29,25,57,8
31,PRAHOVA,"COLEGIUL NAŢIONAL ”ION LUCA CARAGIALE”",10,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:41:27",1115,1108,0,7,0,440,433,0,7,0,424,16,1200,760,84,48,98,70,20,1,11,28,12,48,4
31,PRAHOVA,"COLEGIUL NAŢIONAL ”MIHAI VITEAZUL”",16,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:03:48",641,629,6,5,1,280,274,0,5,1,274,6,700,420,46,30,44,73,14,5,8,19,10,22,3
31,PRAHOVA,"COLEGIUL NAŢIONAL ”NICHITA STĂNESCU”",145,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:03:12",822,822,0,0,0,306,306,0,0,0,290,16,900,594,50,30,73,37,6,2,6,20,15,45,6
31,PRAHOVA,"COLEGIUL NAŢIONAL ”NICHITA STĂNESCU”",148,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:53:11",1229,1219,0,10,0,497,487,0,10,0,417,34,1300,803,87,0,117,61,15,7,5,38,16,66,5
31,PRAHOVA,"COLEGIUL NAŢIONAL ”NICHITA STĂNESCU”",146,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:11:08",893,885,1,7,0,360,353,0,7,0,336,24,1000,640,44,45,65,62,16,11,5,18,14,53,3
31,PRAHOVA,"COLEGIUL NAŢIONAL ”NICHITA STĂNESCU”",147,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:58:03",884,883,1,0,0,348,348,0,0,0,324,24,1000,652,52,41,59,49,15,5,7,19,18,52,7
31,PRAHOVA,"COLEGIUL NAȚIONAL PEDAGOGIC ”REGINA MARIA” (FOST COLEGIUL NAȚIONAL ”JEAN MONNET”)”",53,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 22:34:00",1102,1076,18,8,0,502,494,0,8,0,479,23,1200,698,86,55,102,90,12,3,3,36,19,70,3
31,PRAHOVA,"COLEGIUL ”SPIRU HARET”(FOST LICEUL DE CONSTRUCTII MASINI)",72,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:45:02",831,809,2,5,15,330,310,0,5,15,317,13,900,570,63,46,61,53,7,8,5,23,9,37,5
31,PRAHOVA,"DIRECŢIA GENERALĂ DE ASISTENŢĂ SOCIALĂ ŞI PROTECŢIA COPILULUI PRAHOVA",83,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:31:26",1226,1219,0,7,0,506,499,0,7,0,465,41,1300,794,75,58,123,67,12,8,9,36,20,54,3
31,PRAHOVA,"DIRECŢIA GENERALĂ DE ASISTENŢĂ SOCIALĂ ŞI PROTECŢIA COPILULUI PRAHOVA",82,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:28:04",1227,1221,0,6,0,462,456,0,6,0,436,26,1300,838,68,63,96,56,21,7,6,30,23,61,5
31,PRAHOVA,"DIRECŢIA JUDEŢEANĂ PENTRU SPORT ŞI TINERET PRAHOVA",11,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:22:40",1120,1112,2,6,0,442,436,0,6,0,424,18,1200,758,72,51,103,69,13,0,11,25,24,51,5
31,PRAHOVA,"DIRECŢIA JUDEŢEANĂ PENTRU SPORT ŞI TINERET PRAHOVA",12,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:12:37",1252,1239,0,5,8,514,501,0,5,8,488,26,1400,733,80,54,112,87,12,7,6,38,21,61,10
31,PRAHOVA,"GARA PLOIEŞTI TRIAJ",157,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:36:43",171,165,0,6,0,73,67,0,6,0,67,6,200,127,15,18,17,8,1,0,1,1,1,5,0
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 10 (FOSTA GRRĂDINIŢĂ DE COPII NR. 10)",130,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:02:05",1002,996,1,3,2,378,373,0,3,2,362,16,1100,722,59,49,82,56,16,4,4,27,10,49,6
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 10 (FOSTA GRRĂDINIŢĂ DE COPII NR. 10)",128,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:55:43",1210,1202,1,6,1,464,457,0,6,1,443,21,1300,836,85,55,98,58,12,2,6,29,24,69,5
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 10 (FOSTA GRRĂDINIŢĂ DE COPII NR. 10)",129,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:09:21",862,853,1,8,0,322,314,0,8,0,308,14,898,576,48,37,77,43,6,1,12,12,10,58,4
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 39 (FOSTA GRĂDINIŢĂ NR. 39)",99,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:26:25",838,831,2,5,0,365,360,0,5,0,344,21,900,535,53,45,58,72,11,6,7,17,14,56,5
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 39 (FOSTA GRĂDINIŢĂ NR. 39)",100,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:50:48",790,782,0,8,0,328,320,0,8,0,316,12,900,572,28,47,75,34,18,4,2,21,21,60,6
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 39 (FOSTA GRĂDINIŢĂ NR. 39)",101,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 09:39:14",1278,1273,0,4,1,507,502,0,4,1,360,39,1400,767,55,46,90,30,15,2,7,28,24,57,6
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 4 (FOSTA GRADINITA DE COPII NR. 4)",46,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 16:49:33",784,758,0,10,16,398,372,0,10,16,352,6,800,442,74,50,62,55,9,8,2,37,12,38,5
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 50 (FOSTA GRĂDINIŢĂ NR. 50)",89,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:08:28",1103,1092,0,11,0,464,453,0,11,0,450,14,1200,736,71,38,95,70,13,7,7,44,17,81,7
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 50 (FOSTA GRĂDINIŢĂ NR. 50)",88,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:50:42",1029,1024,0,5,0,471,466,0,5,0,432,39,1100,629,94,59,84,53,13,7,4,26,21,66,5
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 23",131,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:06:38",959,951,0,8,0,353,345,0,8,0,343,10,1100,747,52,41,85,50,4,1,10,21,18,56,5
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 28 (GRADINITA NR. 28)",19,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:51:21",934,923,0,11,0,407,396,0,11,0,388,19,1000,593,69,49,69,68,12,8,7,31,17,49,9
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 40 ( FOSTA GRĂDINIŢĂ NR. 40)",90,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:37:42",1071,1061,1,9,0,413,404,0,9,0,393,20,1200,787,78,51,85,49,15,2,14,33,19,47,0
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 40 ( FOSTA GRĂDINIŢĂ NR. 40)",91,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:18:46",835,832,0,3,0,355,352,0,3,0,342,13,900,545,51,42,83,39,15,5,4,30,21,49,3
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 40 ( FOSTA GRĂDINIŢĂ NR. 40)",92,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:33:46",1316,1307,0,7,2,514,505,0,7,2,495,19,1390,876,75,60,105,99,21,4,8,44,15,59,5
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 47 (FOSTA GRĂDINIŢĂ NR. 47)",106,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:52:55",863,860,0,3,0,381,378,0,3,0,365,16,899,518,92,28,64,64,13,5,4,24,17,51,3
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 47 (FOSTA GRĂDINIŢĂ NR. 47)",108,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:34:10",836,827,0,9,0,343,334,0,9,0,324,11,900,552,43,48,79,56,0,7,11,20,12,43,5
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 47 (FOSTA GRĂDINIŢĂ NR. 47)",107,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:16:10",751,746,0,5,0,345,340,0,5,0,336,9,800,455,52,37,84,58,6,2,4,24,14,54,1
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”SF. MUCENIC MINA” (FOSTA GRĂDINIŢĂ NR. 36 ”SF. MUCENIC MINA”)",102,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:45:11",1247,1247,0,0,0,478,478,0,0,0,456,22,1400,922,58,50,101,71,15,2,12,47,41,55,4
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”SF. MUCENIC MINA” (FOSTA GRĂDINIŢĂ NR. 36 ”SF. MUCENIC MINA”)",103,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:06:42",1328,1314,0,14,0,504,490,0,14,0,477,27,1400,896,73,65,122,52,22,4,11,31,25,66,6
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”SF. MUCENIC MINA” (FOSTA GRĂDINIŢĂ NR. 36 ”SF. MUCENIC MINA”)",105,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:02:07",926,922,0,4,0,312,308,0,4,0,298,14,1000,688,37,55,69,47,13,3,3,25,14,28,4
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”SF. MUCENIC MINA” (FOSTA GRĂDINIŢĂ NR. 36 ”SF. MUCENIC MINA”)",104,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:04:22",1048,1042,0,6,0,418,412,0,6,0,393,25,1200,782,57,44,103,54,20,4,9,33,15,50,4
31,PRAHOVA,"LICEUL TEHNOLOGIC ”1 MAI”",60,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:29:12",1412,1396,0,16,0,582,566,0,16,0,559,23,1500,895,78,90,146,71,0,7,10,39,21,68,29
31,PRAHOVA,"LICEUL TEHNOLOGIC ”1 MAI”",61,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:05:00",1709,1705,0,4,0,681,677,0,4,0,622,55,1800,1028,171,114,143,63,21,5,14,27,13,42,9
31,PRAHOVA,"LICEUL TEHNOLOGIC ADMINISTRATIV ŞI DE SERVICII ”VICTOR SLĂVESCU” ( FOSTA SCOALA NR. 32)",55,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:10:16",1099,1091,2,6,0,469,463,0,6,0,446,23,1200,731,103,50,89,57,6,4,14,48,15,60,0
31,PRAHOVA,"LICEUL TEHNOLOGIC ADMINISTRATIV ŞI DE SERVICII ”VICTOR SLĂVESCU” ( FOSTA SCOALA NR. 32)",54,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:22:51",1107,1091,9,6,1,462,455,0,6,1,437,25,1200,738,79,52,83,79,14,3,6,30,30,53,8
31,PRAHOVA,"LICEUL TEHNOLOGIC ”ANGHEL SALIGNY”",45,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:37:32",1130,1124,1,5,0,331,326,0,5,0,311,20,1200,869,53,73,48,26,14,8,6,13,12,52,6
31,PRAHOVA,"LICEUL TEHNOLOGIC DE SERVICII ”SFÂNTUL APOSTOL ANDREI”",155,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:56:37",1161,1157,0,4,0,484,480,0,4,0,458,26,1300,816,71,52,111,89,17,4,6,14,21,67,6
31,PRAHOVA,"LICEUL TEHNOLOGIC DE SERVICII ”SFÂNTUL APOSTOL ANDREI”",153,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:50:47",1289,1267,0,6,16,470,448,0,6,16,452,18,1400,930,80,55,92,61,22,4,10,31,24,70,3
31,PRAHOVA,"LICEUL TEHNOLOGIC DE SERVICII ”SFÂNTUL APOSTOL ANDREI”",151,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:26:55",1240,1233,0,7,0,448,441,0,7,0,437,11,1400,952,56,66,89,60,19,5,10,32,19,72,9
31,PRAHOVA,"LICEUL TEHNOLOGIC DE SERVICII ”SFÂNTUL APOSTOL ANDREI”",152,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:57:22",1311,1304,0,7,0,527,520,0,7,0,507,20,1400,873,79,63,108,96,22,4,3,17,25,83,7
31,PRAHOVA,"LICEUL TEHNOLOGIC DE SERVICII ”SFÂNTUL APOSTOL ANDREI”",154,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:46:42",1267,1251,1,14,1,483,468,0,14,1,452,4,1400,917,61,46,110,73,12,1,3,36,17,88,5
31,PRAHOVA,"LICEUL TEHNOLOGIC ”ELIE RADU” (FOST COLEGIUL TEHNIC ”ELIE RADU”)",119,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:45:33",1288,1278,0,9,1,481,471,0,9,1,451,30,1400,919,92,45,126,63,15,3,12,26,24,41,4
31,PRAHOVA,"LICEUL TEHNOLOGIC ”ELIE RADU” (FOST COLEGIUL TEHNIC ”ELIE RADU”)",120,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:27:22",805,797,1,7,0,357,350,0,7,0,340,17,900,543,51,36,91,47,28,2,5,23,18,35,4
31,PRAHOVA,"LICEUL TEHNOLOGIC ”ELIE RADU” (FOST COLEGIUL TEHNIC ”ELIE RADU”)",118,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:42:46",1526,1523,0,3,0,592,589,0,3,0,572,20,1600,1008,92,80,129,89,18,7,7,41,33,67,9
31,PRAHOVA,"LICEUL TEHNOLOGIC ”LAZĂR EDELEANU” (FOST COLEGIUL TEHNIC ”LAZĂR EDELEANU”, FOST LICEUL DE CHIMIE)",63,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:05:31",1546,1534,2,10,0,592,582,0,10,0,565,27,1600,1008,132,77,113,76,19,3,11,42,27,60,5
31,PRAHOVA,"LICEUL TEHNOLOGIC ”LAZĂR EDELEANU” (FOST COLEGIUL TEHNIC ”LAZĂR EDELEANU”, FOST LICEUL DE CHIMIE)",62,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:12:13",1213,1193,6,14,0,546,532,0,14,0,528,18,1300,754,68,67,107,88,36,4,8,48,24,71,7
31,PRAHOVA,"LICEUL TEHNOLOGIC ”TOMA N. SOCOLESCU” (FOST COLEGIUL TEHNIC ”TOMA N. SOCOLESCU”)",116,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:35:01",940,931,3,6,0,397,391,0,6,0,380,17,1000,603,51,66,81,62,13,5,8,18,17,52,7
31,PRAHOVA,"LICEUL TEHNOLOGIC ”TOMA N. SOCOLESCU” (FOST COLEGIUL TEHNIC ”TOMA N. SOCOLESCU”)",117,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:35:53",642,635,0,7,0,260,253,0,7,0,253,7,700,440,56,26,47,59,6,2,3,11,14,29,0
31,PRAHOVA,"LICEUL TEHNOLOGIC UCECOM ”SPIRU HARET” (FOST GRUPUL SCOLAR DE ARTE SI MESERII ”SPIRU HARET”)",13,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:18:37",1063,1052,3,8,0,410,402,0,8,0,390,20,1100,690,81,45,70,74,12,2,11,21,20,46,8
31,PRAHOVA,"MUZEUL JUDEŢEAN DE ISTORIE ŞI ARHEOLOGIE PRAHOVA",15,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:39:16",681,663,5,10,3,255,242,0,10,3,246,9,700,445,47,27,58,43,6,1,2,19,12,30,1
31,PRAHOVA,"OCOLUL SILVIC",20,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:43:59",1306,1297,2,6,1,564,557,0,6,1,535,29,1400,836,108,39,92,107,24,8,7,38,19,86,7
31,PRAHOVA,"PALATUL COPIILOR (FOSTA SCOALA NR. 20)",73,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 09:37:00",1857,1838,9,10,0,797,787,0,10,0,773,24,1900,1103,147,57,144,172,33,5,6,58,36,112,3
31,PRAHOVA,"PALATUL COPIILOR (FOSTA SCOALA NR. 20)",75,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:46:33",1283,1275,2,6,0,554,548,0,6,0,535,19,1400,846,96,54,122,74,28,3,7,42,20,84,5
31,PRAHOVA,"PALATUL COPIILOR (FOSTA SCOALA NR. 20)",74,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:38:25",1184,1175,4,5,0,490,485,0,5,0,462,28,1300,810,76,61,100,84,8,1,11,21,18,78,4
31,PRAHOVA,"PALATUL COPIILOR (FOSTA SCOALA NR. 20)",76,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:10:54",758,753,1,4,0,311,307,0,4,0,295,16,800,489,59,36,66,45,16,1,2,11,10,47,2
31,PRAHOVA,"PALATUL COPIILOR (FOSTA SCOALA NR. 20)",77,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:42:21",870,862,2,6,0,374,368,0,6,0,353,21,1000,626,61,34,59,55,16,6,5,27,23,66,1
31,PRAHOVA,"PALATUL CULTURII",2,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:22:43",882,849,25,7,1,357,349,0,7,1,351,6,900,543,45,24,94,65,14,2,1,37,16,49,4
31,PRAHOVA,"PALATUL CULTURII",1,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:35:44",1424,1414,2,8,0,504,496,0,8,0,480,24,1600,1096,94,48,86,90,34,3,2,48,8,64,3
31,PRAHOVA,"PALATUL CULTURII",3,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 19:07:54",952,936,4,12,0,418,406,0,12,0,398,20,1000,582,63,42,84,85,16,4,4,35,9,52,4
31,PRAHOVA,"S.C.APA NOVA S.R.L.",70,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 20:08:35",996,967,2,9,18,456,429,0,9,18,432,24,1100,644,88,41,67,90,10,21,3,24,10,70,8
31,PRAHOVA,"S.C.APA NOVA S.R.L.",71,"MUNICIPIUL PLOIEŞTI",130534,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 20:37:28",880,828,1,10,41,318,267,0,10,41,293,25,900,582,40,59,66,23,8,2,37,18,15,25,0
