precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","BLOCUL SUVERANIST ROMÂN-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL ROMÂNIA PUTERNICĂ-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL DEMOCRAȚIEI ȘI SOLIDARITAȚII-DEMOS-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi"
44,"Sector 1","CLUBUL SPORTIV ŞCOLAR NR.5",110,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 09:00:41",935,897,33,5,0,333,328,0,5,0,320,10,1040,599,47,125,16,1,92,11,21,2,2,3
44,"Sector 1","CLUBUL SPORTIV ŞCOLAR NR.5",109,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:01:29",939,934,0,5,0,374,369,0,5,0,364,10,1030,656,51,154,12,2,95,6,20,10,2,12
44,"Sector 1","COLEGIUL ECONOMIC ”V. MADGEARU”",66,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 09:33:09",1030,988,33,9,0,457,445,3,9,0,450,7,1120,663,47,157,31,3,170,4,18,10,4,6
44,"Sector 1","COLEGIUL ECONOMIC ”V. MADGEARU”",67,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 09:56:45",1061,990,54,14,3,453,432,4,14,3,444,9,1130,677,39,169,33,2,161,1,20,9,0,10
44,"Sector 1","COLEGIUL GERMAN ”GOETHE”",101,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:05:56",750,722,22,6,0,341,335,0,6,0,333,8,840,499,30,126,20,2,126,2,16,5,2,4
44,"Sector 1","COLEGIUL GERMAN ”GOETHE”",100,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:05:35",915,865,41,8,1,434,425,0,8,1,421,13,1000,566,34,153,27,1,168,2,11,16,0,9
44,"Sector 1","COLEGIUL GERMAN ”GOETHE”",102,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 08:17:41",882,858,20,4,0,421,416,1,4,0,406,15,980,559,45,154,13,0,154,1,22,13,4,0
44,"Sector 1","COLEGIUL NAŢIONAL ”AUREL VLAICU”",133,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:25:08",850,842,3,4,1,420,415,0,4,1,412,8,940,520,54,150,29,5,146,2,9,8,1,8
44,"Sector 1","COLEGIUL NAŢIONAL ”AUREL VLAICU”",132,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:59:57",1193,1179,7,7,0,647,640,0,7,0,630,17,1308,661,64,220,35,1,248,7,16,23,3,13
44,"Sector 1","COLEGIUL NAŢIONAL ”AUREL VLAICU”",131,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 12:20:16",1693,1655,25,11,2,916,901,2,11,2,906,9,1850,930,81,262,71,3,426,10,27,15,5,6
44,"Sector 1","COLEGIUL NAŢIONAL DE INFORMATICĂ ”TUDOR VIANU”",57,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 11:07:38",1190,1100,73,13,4,583,565,1,13,4,568,15,1280,697,55,195,39,0,241,1,12,13,0,12
44,"Sector 1","COLEGIUL NAŢIONAL DE INFORMATICĂ ”TUDOR VIANU”",59,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 09:17:16",1087,1071,0,13,3,533,517,0,13,3,524,9,1230,692,49,190,26,1,201,3,24,18,1,11
44,"Sector 1","COLEGIUL NAŢIONAL DE INFORMATICĂ ”TUDOR VIANU”",58,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 08:21:05",1318,1286,11,21,0,756,735,0,21,0,750,6,1440,684,55,232,40,2,353,6,35,15,3,9
44,"Sector 1","COLEGIUL NAŢIONAL DE MUZICĂ ”GEORGE ENESCU”",74,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:09:39",1073,1011,31,30,1,508,478,2,27,1,495,11,1143,637,52,168,34,2,178,10,18,19,2,12
44,"Sector 1","COLEGIUL NAŢIONAL DE MUZICĂ ”GEORGE ENESCU”",75,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:12:49",1265,1172,86,7,0,434,426,1,7,0,428,5,1340,907,46,123,40,1,174,2,29,7,1,5
44,"Sector 1","COLEGIUL NAŢIONAL ”I.L. CARAGIALE”",61,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-11 21:34:14",1098,1073,9,16,0,564,548,0,16,0,548,14,1300,738,53,185,28,1,223,5,22,16,4,11
44,"Sector 1","COLEGIUL NAŢIONAL ”I.L. CARAGIALE”",60,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:57:10",909,856,36,13,4,402,383,2,13,4,390,12,882,480,35,154,24,0,139,4,11,11,1,11
44,"Sector 1","COLEGIUL NAŢIONAL ”ION NECULCE”",116,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 12:06:18",1409,1378,18,13,0,704,691,0,13,0,687,17,1540,836,58,245,38,0,284,8,14,19,6,15
44,"Sector 1","COLEGIUL NAŢIONAL ”ION NECULCE”",118,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 14:01:19",1731,1661,47,23,0,879,854,2,23,0,827,25,1895,1016,76,260,63,5,337,10,40,12,4,20
44,"Sector 1","COLEGIUL NAŢIONAL ”ION NECULCE”",117,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 11:49:48",1377,1342,22,13,0,632,619,0,13,0,604,28,1510,878,61,204,35,1,247,4,21,10,4,17
44,"Sector 1","COLEGIUL NAŢIONAL ”ION NECULCE”",119,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 09:14:16",1458,1437,15,3,3,724,718,0,3,3,701,16,1607,890,59,251,36,2,288,3,29,21,3,9
44,"Sector 1","COLEGIUL NAŢIONAL ”ION NECULCE”",120,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 08:21:54",1458,1393,57,8,0,625,617,0,8,0,608,17,1590,965,75,222,35,4,199,16,24,10,1,22
44,"Sector 1","COLEGIUL NAŢIONAL ”SFÂNTUL SAVA”",79,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 08:33:46",1003,919,66,18,0,404,385,1,18,0,394,8,1080,676,36,147,24,2,148,3,16,6,3,9
44,"Sector 1","COLEGIUL NAŢIONAL ”SFÂNTUL SAVA”",77,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:33:11",781,738,37,6,0,316,308,2,6,0,301,15,850,534,29,100,27,0,118,0,11,10,4,2
44,"Sector 1","COLEGIUL NAŢIONAL ”SFÂNTUL SAVA”",80,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 09:41:36",1180,1073,98,8,1,465,457,0,7,1,456,9,1230,765,32,150,24,4,205,4,19,9,2,7
44,"Sector 1","COLEGIUL NAŢIONAL ”SFÂNTUL SAVA”",78,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 17:58:43",948,872,68,7,1,353,344,1,7,1,339,14,1030,675,35,123,24,1,132,1,8,7,2,6
44,"Sector 1","COLEGIUL TEHNIC DE ARHITECTURĂ ŞI LUCRĂRI PUBLICE ”IOAN N. SOCOLESCU”",76,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:24:50",979,878,90,11,0,406,395,0,11,0,401,5,1030,624,56,123,27,2,147,4,17,10,4,11
44,"Sector 1","COLEGIUL TEHNIC FEROVIAR ”MIHAI I”",137,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 13:45:48",1188,1182,1,5,0,489,484,0,5,0,459,30,1300,811,101,175,15,6,99,9,31,17,1,5
44,"Sector 1","COLEGIUL TEHNIC FEROVIAR ”MIHAI I”",138,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:44:07",1123,1119,0,4,0,448,444,0,4,0,428,20,1250,802,67,174,13,2,112,5,32,14,1,8
44,"Sector 1","COLEGIUL TEHNIC ” VALTER MĂRĂCINEANU”",135,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:30:31",1371,1360,4,7,0,611,603,1,7,0,594,17,1531,920,68,226,31,2,192,5,47,13,2,8
44,"Sector 1","COLEGIUL TEHNIC ” VALTER MĂRĂCINEANU”",136,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:58:41",1185,1161,12,10,2,552,540,0,10,2,532,16,1290,742,68,212,26,0,166,8,20,17,2,13
44,"Sector 1","COLEGIUL TEHNIC ” VALTER MĂRĂCINEANU”",134,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:05:02",1123,1091,23,9,0,487,478,0,9,0,473,14,1220,730,56,179,23,6,150,3,30,13,2,11
44,"Sector 1","COLEGIUL TEHNOLOGIC ”VIACESLAV HARNAJ”",40,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 10:53:46",1678,1667,0,11,0,778,767,0,11,0,757,17,2030,1247,59,330,48,0,267,7,25,4,3,14
44,"Sector 1","COLEGIUL TEHNOLOGIC ”VIACESLAV HARNAJ”",39,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 11:26:05",1589,1543,34,12,0,730,718,0,12,0,717,13,1730,1000,78,259,40,1,259,5,34,19,0,22
44,"Sector 1","COLEGIUL TEHNOLOGIC ”VIACESLAV HARNAJ”",41,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:55:05",1363,1315,31,16,1,690,671,2,16,1,677,11,1480,792,79,249,30,2,250,2,37,13,3,12
44,"Sector 1","COMPLEXUL SOCIAL DE SERVICII ”ODĂI”",56,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-12 17:39:15",752,727,0,14,11,401,376,0,14,11,377,24,800,399,62,179,9,4,43,30,33,7,8,2
44,"Sector 1","DIRECŢIA PUBLICĂ DE EVIDENŢĂ A PERSOANEI ŞI STARE CIVILĂ SECT.1",35,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:41:39",1200,1134,40,16,10,595,569,0,16,10,587,8,1270,675,75,189,32,1,244,6,13,12,5,10
44,"Sector 1","LICEUL DE ARTE PLASTICE ”NICOLAE TONITZA”",87,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 13:22:01",1361,1317,36,7,1,733,724,1,7,1,654,14,1482,814,65,235,50,1,250,2,28,14,1,8
44,"Sector 1","LICEUL DE ARTE PLASTICE ”NICOLAE TONITZA”",86,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 12:24:34",1233,1204,25,4,0,576,572,0,4,0,572,4,1340,764,76,239,40,3,171,2,18,14,1,8
44,"Sector 1","LICEUL DE ARTE PLASTICE ”NICOLAE TONITZA”",83,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:38:54",720,694,19,7,0,313,306,0,7,0,301,12,780,467,28,112,30,2,103,0,20,4,0,2
44,"Sector 1","LICEUL DE ARTE PLASTICE ”NICOLAE TONITZA”",85,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 13:05:13",1029,1010,19,0,0,499,499,0,0,0,494,5,1130,631,49,153,20,1,230,2,21,3,5,10
44,"Sector 1","LICEUL DE ARTE PLASTICE ”NICOLAE TONITZA”",84,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:20:56",724,704,10,10,0,342,332,0,10,0,332,10,780,432,48,98,22,1,131,2,16,8,3,3
44,"Sector 1","LICEUL GRECO-CATOLIC ”TIMOTEI CIPARIU”",7,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 11:51:05",1313,1291,12,10,0,678,668,0,10,0,663,15,1430,752,80,241,35,3,235,9,27,15,5,13
44,"Sector 1","LICEUL GRECO-CATOLIC ”TIMOTEI CIPARIU”",6,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 08:28:58",990,981,6,2,1,504,501,0,2,1,496,8,1110,606,55,205,21,0,168,1,17,17,3,9
44,"Sector 1","LICEUL GRECO-CATOLIC ”TIMOTEI CIPARIU”",5,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 17:13:13",1804,1752,39,13,0,845,832,0,13,0,833,12,1960,1114,81,307,65,0,317,5,27,11,4,16
44,"Sector 1","LICEUL TEORETIC ”ALEXANDRU VLAHUŢĂ”",97,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 14:16:15",1468,1424,38,6,0,720,713,1,6,0,707,13,1614,894,78,242,37,4,269,9,35,16,0,17
44,"Sector 1","LICEUL TEORETIC ”ALEXANDRU VLAHUŢĂ”",98,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 10:42:54",1191,1140,35,7,9,512,496,0,7,9,494,18,1300,788,48,176,30,0,186,6,26,11,5,6
44,"Sector 1","LICEUL TEORETIC ”ALEXANDRU VLAHUŢĂ”",96,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 08:17:19",1140,1090,44,6,0,547,540,1,6,0,536,11,1297,750,43,202,35,2,203,6,18,13,3,11
44,"Sector 1","LICEUL TEORETIC BILINGV ”MIGUEL DE CERVANTES”",104,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 08:42:25",932,905,15,12,0,413,400,1,12,0,397,16,1030,617,49,94,32,3,162,3,30,11,3,10
44,"Sector 1","LICEUL TEORETIC BILINGV ”MIGUEL DE CERVANTES”",103,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:10:18",906,875,16,11,4,420,404,1,11,4,409,11,1000,580,48,125,30,0,155,1,25,18,1,6
44,"Sector 1","LICEUL TEORETIC ”C-TIN BRÂNCOVEANU”",18,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:17:29",1006,988,8,10,0,526,516,0,10,0,510,16,1110,584,58,197,18,2,176,8,29,13,5,4
44,"Sector 1","LICEUL TEORETIC ”C-TIN BRÂNCOVEANU”",17,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:40:14",860,851,1,8,0,390,382,0,8,0,378,12,950,552,52,158,18,2,109,4,14,16,3,2
44,"Sector 1","LICEUL TEORETIC ”C-TIN BRÂNCOVEANU”",19,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 14:40:36",1433,1422,5,6,0,669,663,0,6,0,649,20,1565,896,74,250,26,1,221,8,36,17,2,14
44,"Sector 1","LICEUL TEORETIC ”C-TIN BRÂNCOVEANU”",16,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:52:11",1498,1484,5,9,0,724,715,1,8,0,690,25,1650,934,82,320,27,2,184,13,30,20,1,11
44,"Sector 1","LICEUL TEORETIC ”JEAN MONNET”",65,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 12:13:31",1306,1165,20,121,0,546,536,1,9,0,538,8,1300,754,53,192,34,2,223,2,20,6,2,4
44,"Sector 1","LICEUL TEORETIC ”JEAN MONNET”",64,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 13:06:15",1578,1428,135,15,0,711,689,7,15,0,701,10,1750,1039,88,295,37,3,226,1,21,17,2,11
44,"Sector 1","LICEUL TEORETIC ”NICOLAE IORGA”",1,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 12:50:31",1966,1908,40,18,0,660,642,0,18,0,646,8,2200,1546,77,213,28,3,272,6,15,20,2,10
44,"Sector 1","LICEUL TEORETIC ”NICOLAE IORGA”",2,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 09:48:15",1505,1482,15,8,0,797,789,0,8,0,785,12,1697,893,81,283,56,5,297,14,29,10,1,9
44,"Sector 1","LICEUL TEORETIC ”NICOLAE IORGA”",4,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:47:54",1024,971,46,7,0,474,467,0,7,0,456,18,1130,656,40,182,27,1,169,2,13,15,2,5
44,"Sector 1","LICEUL TEORETIC ”NICOLAE IORGA”",3,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 09:54:12",1282,1263,6,12,1,653,640,0,12,1,639,14,1440,787,71,218,42,1,253,4,20,18,4,8
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”ALEXANDRU COSTESCU” NR.182",142,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 12:38:46",1975,1969,0,6,0,987,981,0,6,0,950,25,2200,1219,95,295,83,2,381,4,57,24,1,8
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”ALEXANDRU COSTESCU” NR.182",141,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 13:47:50",1678,1664,12,2,0,776,774,0,2,0,738,34,1840,1057,78,278,40,6,255,11,34,22,2,12
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”ALEXANDRU COSTESCU” NR.182",143,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 15:25:40",1502,1495,1,5,1,698,692,1,4,1,683,0,1680,961,97,266,38,2,208,8,37,17,3,7
44,"Sector 1","ȘCOALA GIMNAZIALĂ ”ALEXANDRU COSTESCU” NR.182",144,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 17:45:25",1608,1555,10,43,0,657,613,1,43,0,630,10,1720,1080,86,223,45,7,182,2,50,18,3,14
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”ELENA VĂCĂRESCU”",99,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:41:10",1185,1126,52,6,1,456,449,0,6,1,433,17,1280,824,47,163,39,1,151,2,15,9,3,3
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”GEO BOGZA”",123,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:05:35",845,832,4,9,0,457,448,0,9,0,442,12,930,473,56,174,14,1,160,0,12,13,3,9
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”GEO BOGZA”",121,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:46:48",1020,1016,0,4,0,493,489,0,4,0,474,19,1130,637,69,157,24,1,177,2,17,13,2,12
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”GEO BOGZA”",122,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:41:48",1092,1082,4,6,0,521,515,0,6,0,507,13,1210,686,50,208,26,3,159,8,21,20,3,9
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”HERĂSTRĂU”",42,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 11:18:37",2232,2044,171,17,0,999,980,2,17,0,992,7,2439,1440,91,366,59,4,400,2,32,16,3,19
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”HERĂSTRĂU”",46,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 09:41:31",1567,1532,22,13,0,787,774,0,13,0,774,13,1710,923,68,293,43,2,294,5,29,24,1,15
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”HERĂSTRĂU”",51,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 09:16:57",1208,1200,0,8,0,642,634,0,8,0,624,9,1340,705,56,182,33,2,291,6,33,13,2,6
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”HERĂSTRĂU”",47,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 08:41:48",855,833,15,4,3,448,441,0,4,3,437,11,940,492,28,139,33,2,195,3,18,12,1,6
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”HERĂSTRĂU”",53,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 11:59:39",1119,1103,2,12,2,541,526,1,12,2,523,18,1220,677,69,161,30,3,214,6,16,13,3,8
