county_nce,county_name,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,g1.1,g1.2,g1.3,g4,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-1","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-2","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-1","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-2","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-faza-1","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-faza-2","ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi","ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-mandate-faza-1","ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-mandate-faza-2","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-mandate-faza-1","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-mandate-faza-2","BENKŐ BLANKA-voturi","BENKŐ BLANKA-mandate-faza-1","BENKŐ BLANKA-mandate-faza-2","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-1","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-2","UNIUNEA SALVAȚI ROMÂNIA-voturi","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-1","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-2","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-1","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-2","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL PATRIOȚILOR-mandate-faza-1","PARTIDUL PATRIOȚILOR-mandate-faza-2","PĂŞTINA-GHERGU VIOREL-voturi","PĂŞTINA-GHERGU VIOREL-mandate-faza-1","PĂŞTINA-GHERGU VIOREL-mandate-faza-2","NAGY ISTVÁN-CSONGOR-voturi","NAGY ISTVÁN-CSONGOR-mandate-faza-1","NAGY ISTVÁN-CSONGOR-mandate-faza-2","VINCZI CSABA-voturi","VINCZI CSABA-mandate-faza-1","VINCZI CSABA-mandate-faza-2","BENKŐ JÁNOS-voturi","BENKŐ JÁNOS-mandate-faza-1","BENKŐ JÁNOS-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-1","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-2","FORȚA CIVICĂ MAGHIARĂ - MAGYAR POLGÁRI ERŐ-voturi","FORȚA CIVICĂ MAGHIARĂ - MAGYAR POLGÁRI ERŐ-mandate-faza-1","FORȚA CIVICĂ MAGHIARĂ - MAGYAR POLGÁRI ERŐ-mandate-faza-2","BOÉR ROZÁLIA-voturi","BOÉR ROZÁLIA-mandate-faza-1","BOÉR ROZÁLIA-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-g8","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-voturi","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-mandate-faza-1","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-mandate-faza-2","ALIANȚA PENTRU DEZVOLTARE TÂRGU SECUIESC-voturi","ALIANȚA PENTRU DEZVOLTARE TÂRGU SECUIESC-mandate-faza-1","ALIANȚA PENTRU DEZVOLTARE TÂRGU SECUIESC-mandate-faza-2","INCZE ISTVÁN-voturi","INCZE ISTVÁN-mandate-faza-1","INCZE ISTVÁN-mandate-faza-2","ALIANȚA PENTRU ÎNTORSURA BUZĂULUI - USR PNL-voturi","ALIANȚA PENTRU ÎNTORSURA BUZĂULUI - USR PNL-mandate-faza-1","ALIANȚA PENTRU ÎNTORSURA BUZĂULUI - USR PNL-mandate-faza-2","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL PRO ROMÂNIA-mandate-faza-1","PARTIDUL PRO ROMÂNIA-mandate-faza-2","MORAR CLAUDIU-SEVERIAN-voturi","MORAR CLAUDIU-SEVERIAN-mandate-faza-1","MORAR CLAUDIU-SEVERIAN-mandate-faza-2","VRÂNCEAN ALEXANDRU-voturi","VRÂNCEAN ALEXANDRU-mandate-faza-1","VRÂNCEAN ALEXANDRU-mandate-faza-2","TUDOR-PRUNDAR PETRU-voturi","TUDOR-PRUNDAR PETRU-mandate-faza-1","TUDOR-PRUNDAR PETRU-mandate-faza-2","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-g8","PAPUC LEVENTE-CONSTANTIN-voturi","PAPUC LEVENTE-CONSTANTIN-mandate-faza-1","PAPUC LEVENTE-CONSTANTIN-mandate-faza-2"
15,COVASNA,BREŢCU,64096,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:46:39",2817,2726,2,14,75,1430,1340,1,14,75,1338,92,3063,1633,66,93,107,99,273,2,1,135,1,0,885,8,1,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,COVASNA,CATALINA,64130,1,FINAL,UAT,CL,CL_CE,"2024-06-10 11:43:40",2682,2668,2,10,2,1556,1544,0,10,2,1480,76,2904,1346,74,103,118,112,16,0,0,0,0,0,848,7,0,541,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,COVASNA,CERNAT,64194,2,FINAL,UAT,CL,CL_CE,"2024-06-14 13:32:45",3301,3176,12,3,110,1862,1748,1,3,110,1778,84,3606,1744,88,124,142,136,0,0,0,0,0,0,1357,9,1,165,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,COVASNA,CHICHIŞ,64238,1,FINAL,UAT,CL,CL_CE,"2024-06-10 06:38:04",1288,1231,5,12,40,772,719,1,12,40,748,24,1413,641,37,52,59,68,45,0,1,121,1,1,513,7,0,0,0,0,0,0,0,0,0,0,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,COVASNA,COMANDĂU,63553,1,FINAL,UAT,CL,CL_CE,"2024-06-10 04:08:25",801,776,2,2,21,446,423,0,2,21,412,34,876,430,20,28,32,45,0,0,0,0,0,0,345,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,COVASNA,DALNIC,65147,1,FINAL,UAT,CL,CL_CE,"2024-06-10 08:43:05",756,754,0,2,0,407,405,0,2,0,373,34,828,421,18,26,29,41,0,0,0,0,0,0,258,6,0,115,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,COVASNA,DOBÂRLĂU,64265,1,FINAL,UAT,CL,CL_CE,"2024-06-10 12:52:53",1827,1794,1,22,10,1108,1076,0,22,10,1026,82,1947,839,51,71,82,93,194,2,0,667,7,0,0,0,0,0,0,0,0,0,0,0,0,0,108,1,0,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,COVASNA,ESTELNIC,65154,2,FINAL,UAT,CL,CL_CE,"2024-06-17 14:39:19",939,898,2,7,32,543,503,1,7,32,519,24,990,447,25,36,41,57,0,0,0,0,0,0,519,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,COVASNA,GHELINŢA,64318,2,FINAL,UAT,CL,CL_CE,"2024-06-13 14:36:55",4242,4073,2,12,155,2246,2079,0,12,155,2122,124,4568,2322,106,148,169,135,0,0,0,0,0,0,1757,13,0,39,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,149,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,COVASNA,GHIDFALĂU,64345,1,FINAL,UAT,CL,CL_CE,"2024-06-10 06:33:31",2152,2103,8,3,38,1115,1071,3,3,38,1077,38,2359,1244,53,75,86,97,0,0,0,0,0,0,978,10,0,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,COVASNA,HĂGHIG,64390,2,FINAL,UAT,CL,CL_CE,"2024-06-13 16:40:04",1913,1834,1,40,38,1153,1081,0,34,38,1018,135,2008,855,50,71,81,90,227,2,0,363,4,0,108,1,0,0,0,0,61,0,1,0,0,0,141,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,COVASNA,ILIENI,64425,2,FINAL,UAT,CL,CL_CE,"2024-06-13 12:39:29",1811,1741,12,10,48,1258,1200,1,10,47,1185,73,1920,662,59,82,94,104,34,0,0,107,1,0,623,5,1,421,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,COVASNA,LEMNIA,64461,2,FINAL,UAT,CL,CL_CE,"2024-06-13 14:18:49",1559,1502,2,5,50,794,738,1,5,50,756,38,1653,859,37,52,60,68,0,0,0,0,0,0,756,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,COVASNA,MALNAŞ,64504,1,FINAL,UAT,CL,CL_CE,"2024-06-10 03:03:57",856,837,0,4,15,435,416,0,4,15,418,17,910,475,20,29,33,44,0,0,0,0,0,0,379,8,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,COVASNA,MERENI,65105,2,FINAL,UAT,CL,CL_CE,"2024-06-14 13:54:44",1031,983,4,9,35,597,553,0,9,35,585,12,1124,527,29,40,46,65,0,0,0,0,0,0,585,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,COVASNA,MICFALĂU,65139,1,FINAL,UAT,CL,CL_CE,"2024-06-10 04:58:50",1438,1425,6,3,4,744,737,0,3,4,715,29,1587,843,35,50,57,65,0,0,0,0,0,0,715,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,COVASNA,MOACŞA,64568,2,FINAL,UAT,CL,CL_CE,"2024-06-27 14:13:46",998,997,1,0,0,552,552,0,0,0,532,20,1087,535,26,37,42,59,52,0,1,0,0,0,480,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,COVASNA,"MUNICIPIUL SFÂNTU GHEORGHE",63394,3,FINAL,UAT,CL,CL_CE,"2024-06-14 15:20:11",51581,50651,176,383,371,22793,22036,16,375,366,22210,583,56511,33718,1110,1554,1776,833,729,0,0,1066,0,0,17511,21,0,459,0,0,0,0,0,0,0,0,823,0,0,986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,COVASNA,"MUNICIPIUL TÂRGU SECUIESC",63740,3,FINAL,UAT,CL,CL_CE,"2024-06-14 12:55:51",16031,15836,32,103,60,6864,6701,0,103,60,6665,199,17585,10721,333,466,533,351,0,0,0,0,0,0,4905,13,1,1069,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,COVASNA,OJDULA,64602,2,FINAL,UAT,CL,CL_CE,"2024-06-13 16:57:06",3006,2949,2,24,31,1402,1347,0,24,31,1307,95,3279,1877,65,91,104,97,0,0,0,39,0,0,686,7,0,432,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,COVASNA,"ORAŞ BARAOLT",63447,4,FINAL,UAT,CL,CL_CE,"2024-06-15 11:40:43",7436,7331,12,32,61,3715,3621,1,32,61,3550,165,8116,4401,177,248,284,225,0,0,0,0,0,0,2191,9,1,597,2,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598,2,1,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,COVASNA,"ORAŞ COVASNA",63526,2,FINAL,UAT,CL,CL_CE,"2024-06-14 12:18:09",9129,9013,16,60,40,4223,4122,1,60,40,4037,186,9967,5744,201,282,322,221,366,1,1,639,2,1,2515,11,0,0,0,0,0,0,0,0,0,0,133,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,COVASNA,"ORAŞ ÎNTORSURA BUZĂULUI",63580,3,FINAL,UAT,CL,CL_CE,"2024-06-14 13:04:51",7396,7326,13,53,4,3700,3643,0,53,4,3492,208,8071,4371,174,244,279,216,0,0,0,467,2,0,0,0,0,0,0,0,0,0,0,0,0,0,609,2,1,0,0,0,259,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,1915,8,1,30,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0
