precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
27,MEHEDINŢI,"CĂMINUL CULTURAL BÎRÎIACU",236,PONOARELE,112995,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:22:36",237,220,0,13,4,173,156,0,13,4,166,7,247,74,58,86,12,3,3,4
27,MEHEDINŢI,"CĂMINUL CULTURAL BISTRIȚA",193,HINOVA,112076,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:34:21",1379,1148,0,219,12,1004,773,0,219,12,967,37,1250,246,374,516,49,2,14,12
27,MEHEDINŢI,"CĂMINUL CULTURAL BOBAIŢA",217,MALOVĂŢ,112664,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:07:39",546,464,0,70,12,360,278,0,70,12,347,13,521,161,32,283,16,4,5,7
27,MEHEDINŢI,"CĂMINUL CULTURAL CEARÎNG",250,PUNGHINA,113395,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 16:36:24",112,107,0,5,0,95,90,0,5,0,95,0,119,24,0,95,0,0,0,0
27,MEHEDINŢI,"CĂMINUL CULTURAL CERVENIŢA",245,PRUNIŞOR,113233,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:28:07",369,294,0,69,6,266,191,0,69,6,254,12,370,104,61,173,13,2,1,4
27,MEHEDINŢI,"CĂMINUL CULTURAL CIOROBORENI",208,JIANA,112548,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:29:31",537,513,0,3,21,367,343,0,3,21,356,11,562,195,17,330,6,1,2,0
27,MEHEDINŢI,"CĂMINUL CULTURAL CIREŞU",142,CIREŞU,111220,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:59:26",494,383,0,91,20,376,265,0,91,20,359,17,496,120,63,268,16,9,1,2
27,MEHEDINŢI,"CĂMINUL CULTURAL CORCOVA",143,CORCOVA,111275,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 23:10:04",1098,971,3,109,15,720,593,3,109,15,684,31,1063,348,129,454,30,19,2,50
27,MEHEDINŢI,"CĂMINUL CULTURAL COSTEŞTI",107,BALTA,110456,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:11:06",167,117,0,49,1,143,93,0,49,1,139,4,180,37,76,60,0,1,0,2
27,MEHEDINŢI,"CĂMINUL CULTURAL DĂNCEU",209,JIANA,112548,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:51:21",1096,1044,0,6,46,528,476,0,6,46,528,0,1145,617,12,498,6,3,1,8
27,MEHEDINŢI,"CĂMINUL CULTURAL DUMBRAVA DE JOS",166,DUMBRAVA,111587,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:51:10",375,324,1,33,17,270,219,1,33,17,250,20,373,103,13,219,7,10,0,1
27,MEHEDINŢI,"CĂMINUL CULTURAL FÎNTÎNA DOMNEASCĂ",246,PRUNIŞOR,113233,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:14:37",363,298,0,62,3,292,227,0,62,3,285,7,383,91,97,169,5,3,1,10
27,MEHEDINŢI,"CĂMINUL CULTURAL GĂRDĂNEASA",237,PONOARELE,112995,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:11:27",394,380,0,14,0,264,250,0,14,0,252,12,418,154,58,156,25,3,1,9
27,MEHEDINŢI,"CĂMINUL CULTURAL GÂRLA MARE",175,"GÂRLA MARE",111783,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:52:05",1721,1570,2,81,68,956,806,1,81,68,898,58,1721,765,562,314,10,0,6,6
27,MEHEDINŢI,"CĂMINUL CULTURAL GÂRLA MARE",176,"GÂRLA MARE",111783,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:42:01",1274,1101,1,137,35,766,593,1,137,35,727,39,1207,441,344,362,11,7,0,3
27,MEHEDINŢI,"CĂMINUL CULTURAL GHEORGHEȘTI",238,PONOARELE,112995,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:29:44",518,505,0,10,3,352,339,0,10,3,327,25,556,204,99,142,39,37,3,7
27,MEHEDINŢI,"CĂMINUL CULTURAL GORNENŢI",234,PODENI,112959,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:32:54",138,118,0,15,5,104,84,0,15,5,102,2,133,29,2,73,7,14,6,0
27,MEHEDINŢI,"CĂMINUL CULTURAL GORNOVIŢA",108,BALTA,110456,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:50:01",192,145,0,45,2,154,107,0,45,2,148,6,220,66,82,52,4,9,0,1
27,MEHEDINŢI,"CĂMINUL CULTURAL GRECI",182,GRECI,111916,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:56:02",547,419,0,94,34,433,305,0,94,34,406,23,494,65,153,213,28,0,2,10
27,MEHEDINŢI,"CĂMINUL CULTURAL GRUIA",188,GRUIA,112030,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:55:07",675,613,0,41,21,464,402,0,41,21,385,13,673,271,67,300,6,2,4,6
27,MEHEDINŢI,"CĂMINUL CULTURAL IZIMŞA",221,"OBÂRŞIA DE CÂMP",112744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:18:05",836,725,1,50,60,616,506,0,50,60,569,47,855,239,134,348,55,17,7,8
27,MEHEDINŢI,"CĂMINUL CULTURAL IZVORU BÎRZII",204,"IZVORU BÂRZII",112469,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:17:01",1172,1086,0,82,4,819,733,0,82,4,797,22,1182,363,359,327,39,45,3,24
27,MEHEDINŢI,"CĂMINUL CULTURAL JIROV",148,CORCOVA,111275,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 22:19:15",1278,1214,0,52,12,781,717,0,52,12,717,51,1335,567,206,404,55,7,5,40
27,MEHEDINŢI,"CĂMINUL CULTURAL LIVEZILE",212,LIVEZILE,112600,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:56:50",761,637,0,92,32,556,432,0,92,32,535,21,722,166,50,438,21,20,2,4
27,MEHEDINŢI,"CĂMINUL CULTURAL MALOVĂŢ",215,MALOVĂŢ,112664,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:05:25",1064,951,0,95,18,730,617,0,95,18,695,35,1064,334,66,536,55,14,6,18
27,MEHEDINŢI,"CĂMINUL CULTURAL NOU-DÎRVARI",157,DÂRVARI,111550,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:59:22",1137,1009,0,39,89,763,635,0,39,89,735,23,1219,461,44,604,9,40,2,36
27,MEHEDINŢI,"CĂMINUL CULTURAL OBÂRŞIA DE CÂMP",220,"OBÂRŞIA DE CÂMP",112744,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:39:35",722,587,1,77,57,522,387,1,77,57,504,18,637,112,82,364,12,31,2,13
27,MEHEDINŢI,"CĂMINUL CULTURAL OPRIȘOR",222,OPRIŞOR,112771,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:08:35",719,650,0,36,33,465,396,0,36,33,414,40,716,262,157,167,35,38,4,13
27,MEHEDINŢI,"CĂMINUL CULTURAL OREVIŢA MARE",94,"ORAŞ VÂNJU MARE",110232,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:37:42",614,575,3,18,18,394,356,3,18,17,374,13,636,249,126,230,13,0,2,3
27,MEHEDINŢI,"CĂMINUL CULTURAL OSTROVU CORBULUI",194,HINOVA,112076,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:13:30",377,315,1,57,4,264,203,0,57,4,254,10,385,121,98,122,18,9,3,4
27,MEHEDINŢI,"CĂMINUL CULTURAL PĂDINA MARE",225,PĂDINA,112806,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:01:32",268,183,0,76,9,212,127,0,76,9,205,2,222,15,27,81,88,4,2,3
27,MEHEDINŢI,"CĂMINUL CULTURAL PĂTULELE",229,PĂTULELE,112879,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:58:10",1163,1064,0,52,47,816,717,0,52,47,764,52,1212,396,390,316,18,8,10,22
27,MEHEDINŢI,"CĂMINUL CULTURAL PERI",197,HUSNICIOARA,112129,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 22:40:10",416,309,0,102,5,334,227,0,102,5,319,15,436,102,137,144,25,9,1,3
27,MEHEDINŢI,"CĂMINUL CULTURAL PODENI",233,PODENI,112959,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:12:42",530,503,1,11,15,374,348,1,11,14,353,21,547,173,30,237,51,17,16,2
27,MEHEDINŢI,"CĂMINUL CULTURAL PONOARELE",235,PONOARELE,112995,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:30:58",855,789,4,51,11,601,539,0,51,11,574,27,871,270,153,325,42,23,2,29
27,MEHEDINŢI,"CĂMINUL CULTURAL PREJNA",109,BALTA,110456,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:10:43",293,213,0,73,7,242,162,0,73,7,240,2,343,101,115,104,9,8,0,4
27,MEHEDINŢI,"CĂMINUL CULTURAL PRISTOL",242,PRISTOL,113206,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:17:48",890,737,0,99,54,555,402,0,99,54,555,0,811,256,78,386,80,11,0,0
27,MEHEDINŢI,"CĂMINUL CULTURAL PUNGHINA",249,PUNGHINA,113395,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:36:51",947,925,0,22,0,499,477,0,22,0,499,0,1000,495,31,456,10,0,0,2
27,MEHEDINŢI,"CĂMINUL CULTURAL ROCŞORENI",168,DUMBRAVA,111587,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:56:51",90,70,0,16,4,69,49,0,16,4,66,3,86,17,2,53,1,10,0,0
27,MEHEDINŢI,"CĂMINUL CULTURAL ŞIŞEŞTI",269,ŞIŞEŞTI,113625,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:34:47",1003,912,0,42,49,605,514,0,42,49,593,12,1005,400,43,448,68,9,3,22
27,MEHEDINŢI,"CĂMINUL CULTURAL SLAŞOMA",228,PĂDINA,112806,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:53:31",446,313,0,85,48,368,235,0,85,48,346,22,393,25,168,154,10,6,4,4
27,MEHEDINŢI,"CĂMINUL CULTURAL VECHI-GEMENI",158,DÂRVARI,111550,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:26:46",877,801,0,33,43,613,537,0,33,43,613,0,940,327,113,452,2,45,0,1
27,MEHEDINŢI,"CĂMINUL CULTURAL VIAŞU",232,PĂTULELE,112879,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:22:12",419,377,0,17,25,311,269,0,17,25,308,3,438,127,207,97,2,0,1,1
27,MEHEDINŢI,"CĂMINUL CULTURAL VRATA",290,VRATA,114079,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:26:21",1684,1471,1,118,94,934,721,1,118,94,912,22,1653,719,234,602,48,11,2,15
27,MEHEDINŢI,"CENTRUL DE ZI TÂMNA",275,TÂMNA,113732,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 11:30:45",539,470,0,56,13,398,334,0,51,13,383,15,533,135,23,217,118,8,2,15
27,MEHEDINŢI,"CENTRUL TURISTIC PENTRU ACTIVITĂȚI CULTURALE SI SPORTIVE",127,BROŞTENI,110875,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:24:55",1149,1035,0,96,18,828,714,0,96,18,796,32,1157,329,130,437,174,13,12,30
27,MEHEDINŢI,"CLĂDIRE FOSTA ŞCOALĂ VALEA MARCULUI",169,DUMBRAVA,111587,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:08:40",109,85,0,20,4,93,69,0,20,4,91,2,99,6,12,77,0,1,0,1
27,MEHEDINŢI,"CLĂDIRE FOSTĂ ŞCOALĂ VLĂDICA",170,DUMBRAVA,111587,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:51:30",67,45,0,20,2,58,36,0,20,2,56,2,90,32,5,32,3,14,1,1
27,MEHEDINŢI,"CLUBUL COPIILOR",70,"MUNICIPIUL ORŞOVA",110063,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:10:09",1189,1165,0,12,12,551,527,0,12,12,519,32,1284,733,144,211,115,33,3,13
27,MEHEDINŢI,"CLUBUL COPIILOR",69,"MUNICIPIUL ORŞOVA",110063,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:49:09",912,894,0,16,2,405,387,0,16,2,391,14,1012,607,139,153,75,19,3,2
27,MEHEDINŢI,"COLEGIUL NAȚIONAL ECONOMIC ”THEODOR COSTESCU”",16,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:20:40",978,964,0,14,0,379,365,0,14,0,359,20,1066,687,83,175,42,34,12,13
27,MEHEDINŢI,"COLEGIUL NAȚIONAL ”GHEORGHE ȚIȚEICA”",14,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 15:00:18",1100,1092,0,8,0,419,411,0,8,0,397,22,1188,769,96,189,51,33,10,18
27,MEHEDINŢI,"COLEGIUL NAȚIONAL ”GHEORGHE ȚIȚEICA”",15,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:16:11",1031,1020,1,9,1,392,382,0,9,1,373,19,1251,859,87,168,38,56,13,11
27,MEHEDINŢI,"COLEGIUL NAȚIONAL ”TRAIAN”",2,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:33:14",1294,1273,5,7,9,521,506,0,6,9,503,18,1432,911,111,238,62,52,18,22
27,MEHEDINŢI,"COLEGIUL TEHNIC ”DECEBAL”",48,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:39:51",1306,1293,0,10,3,516,503,0,10,3,498,18,1454,938,104,225,82,40,21,26
27,MEHEDINŢI,"COLEGIUL TEHNIC DIERNA",71,"MUNICIPIUL ORŞOVA",110063,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:51:47",1361,1321,0,37,3,623,583,0,37,3,591,32,1503,880,208,209,111,39,3,21
27,MEHEDINŢI,"COLEGIUL TEHNIC ”DOMNUL TUDOR”",28,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:45:36",1067,1058,1,5,3,429,421,0,5,3,414,15,1126,697,81,235,40,31,8,19
27,MEHEDINŢI,"COLEGIUL TEHNIC ”DOMNUL TUDOR”",27,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:34:09",832,825,1,4,2,330,324,0,4,2,315,15,910,580,63,143,57,32,3,17
27,MEHEDINŢI,"COLEGIUL TEHNIC ”DOMNUL TUDOR”",30,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:31:36",1209,1199,0,10,0,438,428,0,10,0,412,26,1361,923,89,218,59,21,5,20
27,MEHEDINŢI,"COLEGIUL TEHNIC ”DOMNUL TUDOR”",29,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:03:03",1217,1201,0,9,7,481,465,0,9,7,468,13,1367,886,104,239,53,51,9,12
27,MEHEDINŢI,"COLEGIUL TEHNIC ”LORIN SĂLĂGEAN” (LICEUL INDUSTRIAL NR.4)",32,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:03:48",438,424,0,11,3,420,406,0,11,3,393,13,1178,772,81,204,48,42,2,16
27,MEHEDINŢI,"CONSILIUL LOCAL DROBETA-TURNU SEVERIN - PALATUL CULTURII ”TEODOR COSTESCU”",1,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:29:14",1287,1270,0,11,6,545,528,0,11,6,515,30,1410,865,128,229,85,50,6,17
27,MEHEDINŢI,"CONTAINER MODULAR FIX-CURTEA ŞCOLII GENERALE I-IV ŞUŞIŢA",187,GROZEŞTI,111989,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:57:47",394,374,0,14,6,257,237,0,14,6,252,5,412,155,62,168,6,12,1,3
27,MEHEDINŢI,"DIRECȚIA GENERALĂ DE ASISTENȚĂ ȘI PROTECȚIA COPILULUI MEHEDINȚI",24,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:02:29",1578,1560,2,12,4,601,585,0,12,4,568,17,1764,1165,123,295,74,47,9,20
27,MEHEDINŢI,"DIRECȚIA GENERALĂ DE ASISTENȚĂ ȘI PROTECȚIA COPILULUI MEHEDINȚI",25,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:39:13",1359,1344,0,9,6,442,427,0,9,6,423,19,1483,1041,105,213,49,43,6,7
27,MEHEDINŢI,"FOSTA CANCELARIE-ȘCOALA GENERALĂ DRINCEA",251,PUNGHINA,113395,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:26:33",239,235,0,4,0,159,155,0,4,0,159,0,258,99,3,147,3,0,0,6
27,MEHEDINŢI,"FOSTA PRIMĂRIE EIBENTHAL",165,DUBOVA,112904,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 13:04:08",350,252,0,82,16,262,164,0,82,16,255,7,278,16,92,150,8,1,2,2
27,MEHEDINŢI,"FOSTA ŞCOALĂ BAIA NOUĂ",164,DUBOVA,112904,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 12:52:40",173,146,0,25,2,143,116,0,25,2,142,1,162,19,107,23,5,3,1,3
27,MEHEDINŢI,"GRĂDINIŢA 2",81,"ORAŞ STREHAIA",110116,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:44:05",1488,1454,0,24,10,836,802,0,24,10,748,54,1604,802,189,489,35,19,5,11
27,MEHEDINŢI,"GRĂDINIȚA BALTA VERDE ISJ",179,GOGOŞU,111863,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:51:51",1043,985,3,23,32,468,413,0,23,32,433,35,1123,645,97,311,14,0,5,6
27,MEHEDINŢI,"GRADINIŢA BUCURA",92,"ORAŞ VÂNJU MARE",110232,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:50:12",300,283,0,11,6,213,196,0,11,6,208,5,302,89,49,141,14,3,0,1
27,MEHEDINŢI,"GRĂDINIŢA CORAMNIC",74,"MUNICIPIUL ORŞOVA",110063,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:55:21",348,319,2,25,2,217,189,1,25,2,211,6,355,138,65,99,33,7,3,4
27,MEHEDINŢI,"GRĂDINIŢA CUJMIRU MIC",156,CUJMIR,111444,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 21:09:37",380,357,0,8,15,270,247,0,8,15,254,16,401,131,48,189,10,4,1,2
27,MEHEDINŢI,"GRĂDINIŢA CU PROGRAM NORMAL CU DOUĂ SĂLI DE GRUPĂ, SAT GROZEŞTI, COMUNA GROZEŞTI, JUDEŢUL MEHEDINŢI",185,GROZEŞTI,111989,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:11:23",364,358,1,4,1,240,235,0,4,1,231,9,390,150,18,133,9,64,1,6
27,MEHEDINŢI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.15",62,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:54:47",1277,1270,0,7,0,537,530,0,7,0,505,27,1422,890,102,293,55,22,11,22
27,MEHEDINŢI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.15",63,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:47:26",1607,1602,1,3,1,488,484,0,3,1,465,23,541,53,107,206,86,35,6,25
27,MEHEDINŢI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.15",61,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:39:13",1026,1006,4,13,3,467,447,4,13,3,442,25,1116,649,112,230,39,42,6,13
27,MEHEDINŢI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.20",26,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 11:03:50",1702,1686,2,8,6,684,670,0,8,6,644,40,1763,1079,134,336,86,37,11,40
27,MEHEDINŢI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 21",44,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:10:28",1194,1186,0,8,0,418,410,0,8,0,401,17,1348,930,99,175,59,38,15,15
27,MEHEDINŢI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 21",43,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:55:19",941,933,1,6,1,322,315,0,6,1,314,8,1066,744,86,145,36,31,6,10
27,MEHEDINŢI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 22",17,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 22:55:45",1056,1052,0,4,0,339,335,0,4,0,324,15,1193,854,79,150,47,26,5,17
27,MEHEDINŢI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 3",33,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:37:43",1217,1212,0,4,1,488,483,0,4,1,459,29,1361,873,108,250,42,37,5,17
27,MEHEDINŢI,"GRADINITA ESELNITA",172,EŞELNIŢA,112245,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 12:47:09",1274,1231,1,31,11,739,697,0,31,11,698,41,1406,667,67,354,113,137,4,23
