county_nce,county_name,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,g1.1,g1.2,g1.3,g4,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-1","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-2","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-1","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-2","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-faza-1","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-faza-2","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-1","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-2","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-1","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-2","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-mandate-faza-1","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-mandate-faza-2","UNIUNEA SALVAȚI ROMÂNIA-voturi","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-1","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-2","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-1","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-2","FORȚA DREPTEI-voturi","FORȚA DREPTEI-mandate-faza-1","FORȚA DREPTEI-mandate-faza-2","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL ECOLOGIST ROMÂN-mandate-faza-1","PARTIDUL ECOLOGIST ROMÂN-mandate-faza-2","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL PATRIOȚILOR-mandate-faza-1","PARTIDUL PATRIOȚILOR-mandate-faza-2","IOJĂ LAZĂR-voturi","IOJĂ LAZĂR-mandate-faza-1","IOJĂ LAZĂR-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-1","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-2","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-1","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-2","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-faza-1","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-faza-2","CĂTĂNEA MARICICA-voturi","CĂTĂNEA MARICICA-mandate-faza-1","CĂTĂNEA MARICICA-mandate-faza-2","JINGA ION-voturi","JINGA ION-mandate-faza-1","JINGA ION-mandate-faza-2","MĂRCUŢ ION-voturi","MĂRCUŢ ION-mandate-faza-1","MĂRCUŢ ION-mandate-faza-2","ARDELEANU GHEORGHE-voturi","ARDELEANU GHEORGHE-mandate-faza-1","ARDELEANU GHEORGHE-mandate-faza-2","DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI-voturi","DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI-mandate-faza-1","DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI-mandate-faza-2","PETREA PAUL-voturi","PETREA PAUL-mandate-faza-1","PETREA PAUL-mandate-faza-2","BUCHIR COSTEL-voturi","BUCHIR COSTEL-mandate-faza-1","BUCHIR COSTEL-mandate-faza-2","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-mandate-faza-1","PARTIDUL ALTERNATIVA DREAPTĂ-mandate-faza-2","PATRAŞCU ANTON-voturi","PATRAŞCU ANTON-mandate-faza-1","PATRAŞCU ANTON-mandate-faza-2","VELEA MARIAN-voturi","VELEA MARIAN-mandate-faza-1","VELEA MARIAN-mandate-faza-2","STANCIU TEODOR-voturi","STANCIU TEODOR-mandate-faza-1","STANCIU TEODOR-mandate-faza-2","SURUGIU DANIEL-voturi","SURUGIU DANIEL-mandate-faza-1","SURUGIU DANIEL-mandate-faza-2","DOBOŞ AUGUSTIN-voturi","DOBOŞ AUGUSTIN-mandate-faza-1","DOBOŞ AUGUSTIN-mandate-faza-2","OPRIŞAN ŞTEFAN-BOGDAN-voturi","OPRIŞAN ŞTEFAN-BOGDAN-mandate-faza-1","OPRIŞAN ŞTEFAN-BOGDAN-mandate-faza-2","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-mandate-faza-1","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-mandate-faza-2","ALIANȚA ELECTORALĂ PSD PNL-voturi","ALIANȚA ELECTORALĂ PSD PNL-mandate-faza-1","ALIANȚA ELECTORALĂ PSD PNL-mandate-faza-2","ALIANȚA ETOCRATĂ PENTRU REFORMĂ-voturi","ALIANȚA ETOCRATĂ PENTRU REFORMĂ-mandate-faza-1","ALIANȚA ETOCRATĂ PENTRU REFORMĂ-mandate-faza-2","PARTIDUL VERDE-voturi","PARTIDUL VERDE-mandate-faza-1","PARTIDUL VERDE-mandate-faza-2","PARTIDUL SĂNĂTATE EDUCAŢIE NATURĂ SUSTENABILITATE-voturi","PARTIDUL SĂNĂTATE EDUCAŢIE NATURĂ SUSTENABILITATE-mandate-faza-1","PARTIDUL SĂNĂTATE EDUCAŢIE NATURĂ SUSTENABILITATE-mandate-faza-2","CHIRILESCU DORIN-voturi","CHIRILESCU DORIN-mandate-faza-1","CHIRILESCU DORIN-mandate-faza-2","LUNCANU CLARA-voturi","LUNCANU CLARA-mandate-faza-1","LUNCANU CLARA-mandate-faza-2","ANTIP CRINA-RAMONA-voturi","ANTIP CRINA-RAMONA-mandate-faza-1","ANTIP CRINA-RAMONA-mandate-faza-2","UNIUNEA SALVAȚI ROMÂNIA-mandate-g8","UNIUNEA SALVAȚI ROMÂNIA-mandate-g9","ALIANȚA NAȚIONAL CREȘTINĂ-voturi","ALIANȚA NAȚIONAL CREȘTINĂ-mandate-faza-1","ALIANȚA NAȚIONAL CREȘTINĂ-mandate-faza-2","LANG ILIE-voturi","LANG ILIE-mandate-faza-1","LANG ILIE-mandate-faza-2","CHIRILOIU OANA-IONELA-voturi","CHIRILOIU OANA-IONELA-mandate-faza-1","CHIRILOIU OANA-IONELA-mandate-faza-2","CRIŞAN IOAN-voturi","CRIŞAN IOAN-mandate-faza-1","CRIŞAN IOAN-mandate-faza-2","RUSU BEBI-voturi","RUSU BEBI-mandate-faza-1","RUSU BEBI-mandate-faza-2","BOTEZATU VASILE-voturi","BOTEZATU VASILE-mandate-faza-1","BOTEZATU VASILE-mandate-faza-2","CERNEA MIHAI-ANDREI-voturi","CERNEA MIHAI-ANDREI-mandate-faza-1","CERNEA MIHAI-ANDREI-mandate-faza-2","PARTIDUL SOCIAL DEMOCRAT-mandate-g9","PARTIDUL NAȚIONAL LIBERAL-mandate-g9","FECHET IOSIF-voturi","FECHET IOSIF-mandate-faza-1","FECHET IOSIF-mandate-faza-2","CIOROABĂ VASILE-voturi","CIOROABĂ VASILE-mandate-faza-1","CIOROABĂ VASILE-mandate-faza-2"
4,BACĂU,BRUSTUROASA,21597,1,FINAL,UAT,CL,CL_CE,"2024-06-10 14:00:18",2646,2600,0,10,36,1423,1377,0,10,36,1355,64,2800,1281,67,94,108,99,489,4,1,406,4,0,0,0,0,403,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,BACĂU,BUCIUMI,26338,1,FINAL,UAT,CL,CL_CE,"2024-06-10 11:16:16",2440,2433,2,0,5,1338,1333,0,0,5,1235,103,2600,1262,61,86,98,95,225,2,1,885,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,BACĂU,BUHOCI,21668,1,FINAL,UAT,CL,CL_CE,"2024-06-11 13:24:02",4213,4156,1,41,15,1933,1877,0,41,15,1813,120,4500,2539,90,126,145,119,386,3,0,434,3,1,0,0,0,387,3,0,28,0,0,0,0,0,0,0,0,136,1,0,0,0,0,105,0,1,0,0,0,0,0,0,0,0,0,0,0,0,337,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,BACĂU,CĂIUŢI,21757,1,FINAL,UAT,CL,CL_CE,"2024-06-11 13:16:49",4194,4116,3,53,22,2297,2219,3,53,22,2198,99,4493,2196,109,153,175,132,413,3,0,1387,10,1,0,0,0,185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,BACĂU,CAŞIN,21720,2,FINAL,UAT,CL,CL_CE,"2024-06-13 11:46:08",3416,3385,5,13,13,1852,1824,2,13,13,1769,83,3700,1848,88,123,141,131,584,4,1,968,7,0,0,0,0,162,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,BACĂU,CLEJA,21855,2,FINAL,UAT,CL,CL_CE,"2024-06-13 12:43:34",5561,5531,9,15,6,2281,2254,6,15,6,2125,156,6008,3725,106,148,170,141,550,3,1,232,1,1,150,1,0,398,2,1,0,0,0,371,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,221,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,BACĂU,COLONEŞTI,21891,2,FINAL,UAT,CL,CL_CE,"2024-06-27 12:34:31",1697,1684,0,13,0,855,842,0,13,0,786,69,1800,945,39,55,62,71,147,2,0,467,6,1,0,0,0,111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,BACĂU,CORBASCA,21971,2,FINAL,UAT,CL,CL_CE,"2024-06-13 14:54:53",4062,4010,0,24,28,1573,1522,0,24,27,1485,88,4400,2827,74,103,118,99,174,1,1,1213,12,0,0,0,0,98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,BACĂU,COŢOFĂNEŞTI,22059,1,FINAL,UAT,CL,CL_CE,"2024-06-11 16:11:46",2541,2481,0,20,40,1485,1425,0,20,40,1419,66,2700,1215,70,99,113,104,286,2,1,944,9,0,0,0,0,122,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,BACĂU,DĂMIENEŞTI,22111,1,FINAL,UAT,CL,CL_CE,"2024-06-10 08:53:56",1475,1441,0,11,23,829,795,0,11,23,777,52,1600,761,38,54,62,70,173,2,0,532,7,1,0,0,0,0,0,0,0,0,0,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,BACĂU,"DEALU MORII",22237,2,FINAL,UAT,CL,CL_CE,"2024-06-12 13:27:11",2030,1927,1,32,70,1241,1139,0,32,70,1189,52,2208,967,59,83,95,108,279,2,0,839,7,1,0,0,0,71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,BACĂU,DOFTEANA,22380,2,FINAL,UAT,CL,CL_CE,"2024-06-13 13:12:48",8927,8693,6,61,167,4704,4488,2,47,167,4517,186,9600,4897,225,316,361,265,571,2,0,3297,12,1,0,0,0,381,1,0,0,0,0,0,0,0,268,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,BACĂU,FARAOANI,22460,2,FINAL,UAT,CL,CL_CE,"2024-06-13 15:01:44",4405,4353,5,25,22,1806,1758,1,25,22,1715,89,4800,2994,85,120,137,109,249,2,0,1042,9,1,66,0,0,0,0,0,88,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,BACĂU,FILIPENI,22488,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:33:17",1758,1580,0,115,63,1188,1010,0,115,63,1124,64,1700,512,56,78,89,100,371,3,1,642,6,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,BACĂU,FILIPEŞTI,22576,2,FINAL,UAT,CL,CL_CE,"2024-06-13 12:02:14",3833,3663,5,145,20,2188,2023,0,145,20,2095,93,4007,1819,104,146,167,147,1258,8,1,501,3,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,161,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,BACĂU,GĂICEANA,22665,1,FINAL,UAT,CL,CL_CE,"2024-06-10 15:02:10",2133,2094,3,17,19,1281,1245,0,17,19,1214,67,2300,1019,60,84,97,104,375,3,1,319,3,0,454,4,0,26,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,BACĂU,GÂRLENI,22781,1,FINAL,UAT,CL,CL_CE,"2024-06-10 14:41:54",5820,5801,6,4,9,2646,2632,1,4,9,2550,95,6300,3654,127,178,204,170,489,2,1,410,2,0,0,0,0,262,1,1,0,0,0,565,3,0,439,2,1,0,0,0,0,0,0,385,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,BACĂU,GHIMEŞ-FĂGET,22718,2,FINAL,UAT,CL,CL_CE,"2024-06-13 13:36:17",3741,3711,1,28,1,2031,2002,0,28,1,1934,97,4106,2075,96,135,154,148,120,0,1,443,2,1,1229,8,0,0,0,0,0,0,0,0,0,0,142,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,BACĂU,GIOSENI,26346,1,FINAL,UAT,CL,CL_CE,"2024-06-10 08:53:39",3234,3230,0,4,0,1411,1407,0,4,0,1347,64,3500,2089,67,94,107,103,714,6,1,451,4,0,0,0,0,0,0,0,77,0,1,0,0,0,105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,BACĂU,GLĂVĂNEŞTI,22834,1,FINAL,UAT,CL,CL_CE,"2024-06-10 09:27:14",2485,2461,1,21,2,1464,1441,0,21,2,1412,52,2700,1236,70,98,112,123,582,4,1,696,5,1,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,BACĂU,"GURA VĂII",20607,1,FINAL,UAT,CL,CL_CE,"2024-06-10 12:12:31",3949,3882,3,35,29,1996,1931,1,35,29,1902,94,4200,2204,95,133,152,139,177,1,0,1487,10,1,0,0,0,154,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,BACĂU,HELEGIU,22898,2,FINAL,UAT,CL,CL_CE,"2024-06-13 12:51:12",5176,5120,1,32,23,2498,2443,0,32,23,2352,146,5600,3102,117,164,188,156,636,4,0,781,5,0,0,0,0,240,1,1,0,0,0,0,0,0,166,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,BACĂU,HEMEIUŞ,20313,1,FINAL,UAT,CL,CL_CE,"2024-06-11 13:12:51",5927,5904,7,13,3,2959,2942,1,13,3,2880,79,6400,3441,144,201,230,173,1475,8,0,554,3,0,0,0,0,277,1,1,0,0,0,0,0,0,292,1,1,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,BACĂU,HORGEŞTI,22941,1,FINAL,UAT,CL,CL_CE,"2024-06-10 14:00:25",4083,4060,0,22,1,1950,1927,0,22,1,1794,147,4400,2459,89,125,143,112,257,2,0,885,7,1,0,0,0,118,1,0,54,0,0,0,0,0,430,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,BACĂU,HURUIEŞTI,23047,1,FINAL,UAT,CL,CL_CE,"2024-06-10 11:10:14",1710,1674,0,36,0,962,926,0,36,0,927,35,1809,847,46,64,74,84,168,2,0,759,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,BACĂU,ITEŞTI,26379,2,FINAL,UAT,CL,CL_CE,"2024-06-13 21:03:05",1257,1206,3,29,19,771,722,1,29,19,741,30,1304,533,37,51,59,67,401,5,1,117,1,1,0,0,0,223,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
