precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL SOCIALIST ROMÂN-voturi"
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 27 „AUREL VLAICU”",13,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:09:24",1201,1197,0,4,0,519,515,0,4,0,507,12,1300,779,59,269,75,15,55,11,19,4
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 27 „AUREL VLAICU”",12,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:31:20",1405,1401,0,4,0,538,534,0,4,0,514,24,1500,962,57,257,100,20,29,10,40,1
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 27 „AUREL VLAICU”",11,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:28:23",1298,1289,0,9,0,521,512,0,9,0,496,25,1416,895,59,230,83,13,47,10,48,6
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 28 „VASILE ALECSANDRI”",28,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:08:55",789,783,1,5,0,285,280,0,5,0,279,6,850,565,24,169,41,16,12,3,13,1
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 28 „VASILE ALECSANDRI”",27,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:40:48",1173,1162,4,7,0,462,455,0,7,0,442,20,1250,788,70,242,58,11,36,5,18,2
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 28 „VASILE ALECSANDRI”",24,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:43:29",956,950,0,5,1,366,360,0,5,1,347,19,1045,679,51,190,39,8,33,6,18,2
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 28 „VASILE ALECSANDRI”",25,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:58:37",893,885,0,8,0,303,295,0,8,0,292,11,950,647,34,176,39,3,12,5,23,0
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 28 „VASILE ALECSANDRI”",26,"MUNICIPIUL BRĂILA",42682,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:52:36",899,893,2,4,0,336,332,0,4,0,323,13,1000,664,23,207,40,7,14,5,24,3
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 29 „MIHAIL SADOVEANU”",30,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:22:26",640,632,0,8,0,262,254,0,8,0,254,8,700,438,19,150,37,10,20,2,13,3
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 29 „MIHAIL SADOVEANU”",31,"MUNICIPIUL BRĂILA",42682,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:40:10",1124,1108,5,10,1,446,435,0,10,1,416,19,1200,765,68,202,50,13,39,6,34,4
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 29 „MIHAIL SADOVEANU”",32,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:02:18",1256,1250,0,6,0,483,477,0,6,0,459,18,1400,923,47,263,52,20,42,9,25,1
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 2 „FĂNUŞ NEAGU”",17,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:44:33",1021,1017,0,4,0,424,420,0,4,0,409,15,1100,676,51,231,52,17,28,1,19,10
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 2 „FĂNUŞ NEAGU”",19,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:41:02",1032,1025,1,6,0,445,439,0,6,0,434,11,1100,655,48,244,52,9,38,6,29,8
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 2 „FĂNUŞ NEAGU”",18,"MUNICIPIUL BRĂILA",42682,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 14:01:21",1370,1361,0,9,0,628,619,0,9,0,602,26,1500,872,84,334,84,19,45,9,25,2
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 2 „FĂNUȘ NEAGU”",16,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:20:09",977,969,1,7,0,369,362,0,7,0,352,17,1050,681,30,221,48,15,22,5,9,2
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 2 „FĂNUȘ NEAGU”",15,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:50:29",886,853,0,4,29,327,294,0,4,29,311,16,900,573,38,189,31,11,17,5,18,2
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 31 „MIHAI VITEAZUL”",3,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:14:02",940,937,0,3,0,379,376,0,3,0,362,17,1000,621,34,254,44,24,2,1,2,1
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 31 „MIHAI VITEAZUL”",2,"MUNICIPIUL BRĂILA",42682,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 13:42:45",1085,1081,1,3,0,429,426,0,3,0,414,14,1179,751,44,238,53,14,24,8,29,4
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 31 „MIHAI VITEAZUL”",1,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:41:14",1620,1616,0,4,0,476,472,0,4,0,461,15,1650,1174,51,263,64,8,26,10,32,7
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 31 „MIHAI VITEAZUL”",4,"MUNICIPIUL BRĂILA",42682,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:50:45",1067,1064,0,3,0,469,466,0,3,0,446,22,1200,732,46,296,42,5,19,7,26,5
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 32 „DIMITRIE CANTEMIR”",88,"MUNICIPIUL BRĂILA",42682,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 15:32:53",1306,1297,2,6,1,520,513,0,6,1,498,10,1400,880,44,314,73,13,37,3,13,1
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 32 „DIMITRIE CANTEMIR”",87,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:22:09",1066,1059,0,7,0,407,400,0,7,0,397,10,1150,743,39,222,42,10,39,9,31,5
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 32 „DIMITRIE CANTEMIR”",90,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:22:35",1144,1138,0,6,0,420,414,0,6,0,403,17,1249,829,38,253,38,10,38,1,23,2
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 32 „DIMITRIE CANTEMIR”",89,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:48:21",784,778,0,6,0,300,294,0,6,0,289,11,850,550,41,153,36,9,19,9,20,2
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 32 „DIMITRIE CANTEMIR”",91,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:07:48",1254,1247,1,6,0,524,518,0,6,0,512,12,1400,876,60,319,37,10,49,8,22,7
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 33 „SFÂNTUL ANDREI”",140,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:38:55",1008,993,9,5,1,381,366,9,5,1,370,11,1150,769,30,221,47,10,33,2,27,0
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 33 „SFÂNTUL ANDREI”",139,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:52:17",1380,1371,1,8,0,522,514,0,8,0,505,17,1500,978,61,265,87,14,37,4,33,4
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 33 „SFÂNTUL ANDREI”",138,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:07:32",1004,1000,0,4,0,407,403,0,4,0,392,15,1100,693,45,201,69,6,20,4,40,7
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 4 „ALEXANDRU IOAN CUZA”",42,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:00:46",1053,1046,0,7,0,482,475,0,7,0,464,18,1150,668,69,251,49,11,41,16,17,10
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 4 „ALEXANDRU IOAN CUZA”",43,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:07:34",1219,1208,3,8,0,501,493,0,8,0,472,29,1350,849,57,259,49,17,57,6,21,6
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 4 „ALEXANDRU IOAN CUZA”",44,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:51:16",1044,1035,0,9,0,479,470,0,9,0,461,18,1150,671,55,263,49,9,54,2,19,10
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 5 „NIKOS KAZANTZAKIS”",62,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:43:30",932,925,0,7,0,342,335,0,7,0,335,7,1000,658,45,148,52,10,33,8,35,4
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 6 „CONSTANTIN SANDU ALDEA”",78,"MUNICIPIUL BRĂILA",42682,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:27:43",1146,1141,2,3,0,460,457,0,3,0,451,9,1243,783,52,237,61,17,47,10,24,3
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 6 „CONSTANTIN SANDU ALDEA”",77,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:29:25",1198,1194,1,3,0,518,515,0,3,0,509,9,1350,832,77,278,48,14,50,11,25,6
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 6 „CONSTANTIN SANDU ALDEA”",79,"MUNICIPIUL BRĂILA",42682,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:41:49",1106,1096,1,9,0,448,439,0,9,0,435,13,1250,802,60,226,47,13,48,11,25,5
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 6 „CONSTANTIN SANDU ALDEA”",80,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:04:14",1130,1126,1,3,0,504,501,0,3,0,484,20,1250,746,58,257,57,16,71,6,14,5
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 7 „ION CREANGĂ”",58,"MUNICIPIUL BRĂILA",42682,7,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 16:35:15",1063,1055,0,8,0,402,394,0,8,0,376,16,1200,798,65,200,38,10,34,5,16,8
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 7 „ION CREANGĂ”",60,"MUNICIPIUL BRĂILA",42682,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:10:59",883,844,0,7,32,383,344,0,7,32,370,13,950,567,44,193,44,12,41,6,24,6
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 7 „ION CREANGĂ”",59,"MUNICIPIUL BRĂILA",42682,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 19:51:21",906,899,1,6,0,351,345,0,6,0,343,8,999,648,31,174,42,7,61,2,23,3
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 8 „ION BĂNCILĂ”",48,"MUNICIPIUL BRĂILA",42682,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:19:33",1040,1034,1,5,0,413,408,0,5,0,399,14,1150,737,50,214,53,14,40,4,18,6
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 8 „ION BĂNCILĂ”",51,"MUNICIPIUL BRĂILA",42682,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:05:21",656,646,2,8,0,249,241,0,8,0,238,11,800,551,29,138,21,11,25,3,10,1
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 8 „ION BĂNCILĂ”",49,"MUNICIPIUL BRĂILA",42682,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 22:39:51",685,680,0,5,0,278,273,0,5,0,267,11,750,472,32,147,34,6,35,5,7,1
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 8 „ION BĂNCILĂ”",50,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:22:02",623,617,1,5,0,268,263,0,5,0,256,12,700,432,35,146,30,12,17,2,10,4
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 8 „ION BĂNCILĂ”",47,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:52:59",1302,1293,2,7,0,490,483,0,7,0,472,18,1450,960,71,220,85,8,47,0,34,7
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 9 „ANTON PANN”",106,"MUNICIPIUL BRĂILA",42682,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 15:44:29",1304,1298,0,5,1,499,493,0,5,1,469,27,1445,946,30,285,80,5,20,4,41,4
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 9 „ANTON PANN”",104,"MUNICIPIUL BRĂILA",42682,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:00:54",1193,1187,1,5,0,407,402,0,5,0,389,18,1300,893,24,253,69,5,9,1,28,0
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 9 „ANTON PANN”",105,"MUNICIPIUL BRĂILA",42682,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:43:22",1211,1205,1,5,0,457,452,0,5,0,425,32,1350,893,19,278,55,6,26,3,34,4
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 9 „ANTON PANN”",107,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:10:53",1307,1294,7,6,0,546,540,0,6,0,518,28,1450,904,58,275,73,11,46,6,44,5
9,BRĂILA,"ȘCOALA GIMNAZIALA OANCEA",223,ROMANU,43787,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:29:43",335,324,0,11,0,217,206,0,11,0,207,10,352,135,104,73,13,0,12,0,5,0
9,BRĂILA,"ȘCOALA GIMNAZIALĂ PÂNTECANI",190,GALBENU,43180,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:59:09",148,134,0,10,4,104,90,0,10,4,99,5,193,89,58,25,13,0,1,1,1,0
9,BRĂILA,"ȘCOALA GIMNAZIALĂ PERIȘORU",151,"ORAŞ IANCA",43331,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:56:54",832,818,0,5,9,434,420,0,5,9,422,12,940,506,155,215,36,3,1,2,10,0
9,BRĂILA,"ȘCOALA GIMNAZIALĂ PLOPU",152,"ORAŞ IANCA",43331,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:55:09",1221,1205,2,10,4,736,722,0,10,4,704,32,1350,614,310,305,42,9,12,0,18,8
9,BRĂILA,"ȘCOALA GIMNAZIALĂ RACOVIȚA",217,RACOVIŢA,43698,6,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 15:52:27",721,692,0,18,11,509,480,0,18,11,443,37,700,191,132,140,100,6,48,0,17,0
9,BRĂILA,"ȘCOALA GIMNAZIALĂ „RADU TUDORAN”",115,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:20:13",1357,1350,1,5,1,449,443,0,5,1,429,20,1500,1051,40,230,76,18,28,8,26,3
9,BRĂILA,"ȘCOALA GIMNAZIALĂ RÎMNICELU",219,RÂMNICELU,43732,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:03:06",1062,1061,1,0,0,546,545,1,0,0,528,18,1200,654,41,416,56,0,5,2,8,0
9,BRĂILA,"ȘCOALA GIMNAZIALA ROMANU",222,ROMANU,43787,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:06:12",1131,1118,4,5,4,696,685,2,5,4,650,46,1167,471,321,224,46,4,18,14,22,1
9,BRĂILA,"SCOALA GIMNAZIALA SAT DEDULESTI",212,"MIRCEA VODĂ",43625,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:54:00",633,582,0,10,41,462,411,0,10,41,442,20,700,238,117,288,14,1,4,3,14,1
9,BRĂILA,"ȘCOALA GIMNAZIALĂ SĂTUC",191,GALBENU,43180,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:14:57",558,538,0,6,14,360,340,0,6,14,337,23,600,240,103,137,88,1,2,2,4,0
9,BRĂILA,"ȘCOALA GIMNAZIALĂ SCORȚARU NOU",231,"SCORŢARU NOU",43929,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:30:27",639,628,3,3,5,388,380,0,3,5,361,27,663,275,165,107,55,0,7,2,24,1
9,BRĂILA,"ȘCOALA GIMNAZIALĂ ”SPIRU HARET” ÎNSURĂȚEI - LOCAȚIA 1",154,"ORAŞ ÎNSURĂŢEI",43411,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:58:02",1050,1040,0,8,2,494,484,0,8,2,475,19,1100,606,21,333,53,4,39,1,21,3
9,BRĂILA,"ȘCOALA GIMNAZIALĂ ”SPIRU HARET” ÎNSURĂȚEI - LOCAȚIA 1",155,"ORAŞ ÎNSURĂŢEI",43411,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:55:46",1060,1051,0,9,0,571,562,0,9,0,552,19,1100,529,66,310,68,2,70,1,34,1
9,BRĂILA,"ȘCOALA GIMNAZIALĂ ” SPIRU HARET ” ÎNSURĂȚEI - LOCAȚIA 2",158,"ORAŞ ÎNSURĂŢEI",43411,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:14:36",1236,1231,0,1,4,618,613,0,1,4,578,40,1342,724,72,335,63,3,61,5,35,4
9,BRĂILA,"ȘCOALA GIMNAZIALA STĂNCUȚA",238,STĂNCUŢA,44060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:36:55",1201,1167,3,9,22,842,811,0,9,22,810,32,1250,408,340,345,89,1,11,0,23,1
9,BRĂILA,"ŞCOALA GIMNAZIALĂ ŞUŢEŞTI (ŞCOALA DE ARTE ŞI MESERII)",248,ŞUŢEŞTI,44140,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:55:07",927,907,0,5,15,578,558,0,5,15,541,37,950,372,172,330,28,0,8,0,3,0
9,BRĂILA,"ŞCOALA GIMNAZIALĂ ŞUŢEŞTI (ŞCOALA DE ARTE ŞI MESERII)",247,ŞUŢEŞTI,44140,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:03:50",1239,1209,1,6,23,791,762,0,6,23,754,37,1341,550,168,521,36,6,5,2,15,1
9,BRĂILA,"ȘCOALA GIMNAZIALĂ ȚĂCĂU",205,MĂRAŞU,43493,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:40:22",507,496,0,4,7,365,354,0,4,7,337,28,548,183,113,198,15,1,3,3,3,1
9,BRĂILA,"SCOALA GIMNAZIALA TICHILESTI",250,TICHILEŞTI,44177,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:48:25",1367,1347,1,6,13,809,790,0,6,13,770,39,1541,732,331,234,53,23,10,3,114,2
9,BRĂILA,"SCOALA GIMNAZIALA TICHILESTI",251,TICHILEŞTI,44177,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:11:10",1322,1305,0,0,17,726,709,0,0,17,677,49,1455,729,285,242,44,5,6,4,89,2
9,BRĂILA,"ȘCOALA GIMNAZIALA ”TOMA TAMPEANU” GALBENU",188,GALBENU,43180,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:44:06",754,722,0,10,22,479,447,0,10,22,461,18,800,321,299,70,71,3,4,9,5,0
9,BRĂILA,"ȘCOALA GIMNAZIALĂ TUDOR VLADIMIRESCU",257,"TUDOR VLADIMIRESCU",44257,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:45:48",776,766,0,10,0,423,413,0,10,0,391,32,844,421,106,164,34,5,52,3,26,1
9,BRĂILA,"SCOALA GIMNAZIALA VICTORIA",273,VICTORIA,44435,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:58:14",843,839,0,0,4,548,544,0,0,4,520,28,936,388,90,203,205,2,1,0,18,1
9,BRĂILA,"SCOALA GIMNAZIALA VICTORIA",274,VICTORIA,44435,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 16:11:47",805,799,1,1,4,554,548,1,1,4,529,19,889,335,123,182,198,2,8,5,11,0
9,BRĂILA,"SCOALA GIMNAZIALA VICTORIA STRUCTURA SCOLARA GIMNAZIALA MIHAI BRAVU",275,VICTORIA,44435,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:14:54",1156,1151,0,4,1,730,725,0,4,1,696,34,1277,547,43,477,134,5,12,0,25,0
9,BRĂILA,"ȘCOALA GIMNAZIALĂ VIȘANI",276,VIŞANI,44462,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:22:19",1338,1335,0,3,0,878,875,0,3,0,838,40,1450,572,155,626,28,5,4,4,16,0
9,BRĂILA,"ȘCOALA GIMNAZIALĂ ZAMFIREȘTI",192,GALBENU,43180,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:10:00",289,266,0,9,14,209,186,0,9,14,206,3,300,91,149,30,17,2,3,1,4,0
9,BRĂILA,"ȘCOALA LANURILE",281,VIZIRU,44505,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:32:00",900,898,1,1,0,510,509,0,1,0,471,39,1000,490,200,169,88,0,5,0,9,0
9,BRĂILA,"ȘCOALA LANURILE",280,VIZIRU,44505,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:36:19",886,879,0,7,0,518,511,0,7,0,487,31,951,433,198,178,91,2,7,2,9,0
9,BRĂILA,"SCOALA PETRE CARP DIN FOSTUL SAT TIBANESTI",263,TUFEŞTI,44300,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:23:44",1296,1289,0,7,0,757,750,0,7,0,755,2,1444,687,126,535,53,2,13,4,20,2
9,BRĂILA,"SCOALA PETRE CARP TUFESTI",260,TUFEŞTI,44300,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:13:55",874,865,2,7,0,506,499,0,7,0,484,22,950,444,54,359,42,2,7,0,20,0
9,BRĂILA,"ȘCOALA PRIMARĂ AGAUA",186,FRECĂŢEI,43117,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:06:46",406,393,0,6,7,290,277,0,6,7,271,19,453,163,167,77,17,1,0,2,7,0
9,BRĂILA,"SCOALA PRIMARA ALBINA",252,TICHILEŞTI,44177,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:14:02",265,259,0,6,0,164,158,0,6,0,159,5,285,121,60,68,15,2,1,1,12,0
9,BRĂILA,"ȘCOALA PRIMARA BĂNDOIU",202,MĂRAŞU,43493,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:15:02",317,314,0,1,2,220,217,0,1,2,202,17,338,119,27,150,9,3,9,1,3,0
9,BRĂILA,"ȘCOALA PRIMARĂ BERLEȘTI",149,"ORAŞ IANCA",43331,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:26:22",248,238,1,8,1,154,145,0,8,1,151,3,273,119,66,62,15,2,1,0,5,0
9,BRĂILA,"ȘCOALA PRIMARĂ CÂINENI-BĂI",277,VIŞANI,44462,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 16:00:09",462,461,0,1,0,242,241,0,1,0,232,10,506,264,46,173,6,0,0,1,3,3
9,BRĂILA,"ȘCOALA PRIMARĂ CONSTANTINEȘTI",220,RÂMNICELU,43732,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:33:02",265,260,0,5,0,154,149,0,5,0,146,8,300,146,14,119,7,1,2,1,2,0
9,BRĂILA,"ȘCOALA PRIMARĂ MIHAIL KOGĂLNICEANU",221,RÂMNICELU,43732,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:26:09",195,194,0,1,0,115,114,0,1,0,106,9,253,138,22,66,12,1,2,0,2,1
9,BRĂILA,"ȘCOALA PRIMARĂ MUCHEA",237,SILIŞTEA,43992,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:57:40",361,358,0,3,0,238,235,0,3,0,234,4,412,174,37,162,20,1,1,2,10,1
9,BRĂILA,"ȘCOALA PRIMARĂ OPRIȘENEȘTI",150,"ORAŞ IANCA",43331,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:07:22",591,580,0,11,0,355,344,0,11,0,348,7,654,299,160,159,10,1,3,1,13,1
9,BRĂILA,"ȘCOALA PRIMARA PLOPI",204,MĂRAŞU,43493,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:46:06",128,124,0,4,0,80,76,0,4,0,74,6,140,60,24,34,9,0,2,0,4,1
9,BRĂILA,"ȘCOALA PRIMARA PRI CHICHINEȚU",177,CIOCILE,42968,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:03:27",401,394,0,5,2,244,237,0,5,2,229,15,425,181,94,92,15,0,17,0,9,2
9,BRĂILA,"ȘCOALA PRIMARĂ TÎRLELE FILIU",153,"ORAŞ IANCA",43331,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:57:52",424,407,1,8,8,234,218,0,8,8,225,9,450,216,113,95,12,0,2,2,0,1
9,BRĂILA,"ȘCOALA STANCA",240,STĂNCUŢA,44060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:50:17",349,326,0,18,5,233,210,0,18,5,221,11,400,160,78,94,22,1,15,1,10,0
9,BRĂILA,"SCOALA TEPES VODA",216,"MOVILA MIRESII",43652,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:43:16",748,741,0,7,0,391,384,0,7,0,384,7,828,437,78,246,38,4,2,2,14,0
