precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","PARTIDUL ROMÂNIA PUTERNICĂ-voturi"
37,TIMIŞ,"PRIMĂRIA VECHE CRUCENI",402,FOENI,157004,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:14:11",490,472,0,13,5,263,245,0,13,5,245,18,500,237,72,116,20,1,15,1,1,12,3,2,2
37,TIMIŞ,"PRIMĂRIA VOITEG",615,VOITEG,159339,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:27:15",1669,1611,17,24,17,953,904,8,24,17,883,70,1800,847,21,486,182,6,49,14,10,90,12,3,10
37,TIMIŞ,"SALA CASEI DE CULTURĂ (CASTEL NAKO) DEMISOL",292,"ORAŞ SÂNNICOLAU MARE",155528,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:34:45",1539,1521,7,4,7,727,716,0,4,7,682,34,1800,1084,46,309,40,2,26,90,10,152,1,5,1
37,TIMIŞ,"SALA CASEI DE CULTURĂ (CASTEL NAKO)ETAJ 1",291,"ORAŞ SÂNNICOLAU MARE",155528,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:55:07",1227,1215,1,5,6,569,558,0,5,6,550,19,1500,931,47,265,34,5,17,57,5,112,1,3,4
37,TIMIŞ,"SALA DE LUPTE ŞI GIMNASTICĂ ”FRANCISC HORVATH”",233,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:33:33",1015,1007,3,5,0,362,357,0,5,0,347,15,1100,737,20,175,29,3,17,14,9,62,3,12,3
37,TIMIŞ,"SALA DE LUPTE ȘI GIMNASTICĂ, „FRANCISC HORVATH”",234,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:20:21",1132,1126,3,3,0,528,525,0,3,0,504,24,1200,672,23,243,50,4,35,13,23,89,5,15,4
37,TIMIŞ,"SALA PRIMARIEI NR. 167B, SARAVALE",538,SARAVALE,159455,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:33:50",1287,1255,0,6,26,824,792,0,6,26,662,162,1400,576,18,415,41,2,55,56,1,54,10,5,5
37,TIMIŞ,"SALA SPORTURILOR ”IOAN KUNST GHERMĂNESCU”",222,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:33:18",1181,1166,4,11,0,481,470,0,11,0,456,25,1200,719,18,235,42,4,23,13,14,90,3,7,7
37,TIMIŞ,"SALA SPORTURILOR ”IOAN KUNST GHERMĂNESCU”",223,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:42:08",1121,1109,4,8,0,460,452,0,8,0,440,20,1240,780,25,210,53,8,20,6,10,81,8,17,2
37,TIMIŞ,"SALA SPORTURILOR ”IOAN KUNST GHERMĂNESCU”",221,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:10:49",1338,1325,0,13,0,574,561,0,13,0,554,20,1400,826,19,245,81,1,21,20,17,126,5,11,8
37,TIMIŞ,"SALA SPORTURILOR ”IOAN KUNST GHERMĂNESCU”",220,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:13:51",723,714,0,6,3,341,332,0,6,3,329,12,1200,859,11,152,39,1,25,14,10,58,1,15,3
37,TIMIŞ,"SALA SPORTURILOR ”LAVINIA MILOŞOVICI”",236,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:31:03",1397,1386,5,6,0,629,623,0,6,0,608,21,2300,1671,25,304,61,6,41,20,17,110,2,19,3
37,TIMIŞ,"SALA SPORTURILOR ”LAVINIA MILOŞOVICI”",237,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:16:39",1471,1461,3,7,0,590,583,0,7,0,568,22,1500,910,35,256,70,2,37,18,23,97,2,26,2
37,TIMIŞ,"SALA SPORTURILOR ”LAVINIA MILOŞOVICI”",235,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:00:44",1531,1524,1,6,0,693,687,0,6,0,670,22,1600,22,32,327,89,5,44,13,16,128,2,10,4
37,TIMIŞ,"S.C.” DRUMURI MUNICIPALE TIMIŞOARA ” S.A.",143,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:38:59",1597,1590,3,4,0,506,502,0,4,0,480,26,1600,1094,31,154,63,8,25,4,10,173,7,5,0
37,TIMIŞ,"S.C.” DRUMURI MUNICIPALE TIMIŞOARA ” S.A.",144,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:18:19",1581,1564,4,13,0,564,551,0,13,0,540,24,1600,1036,35,181,57,4,28,14,31,175,5,5,5
37,TIMIŞ,"S.C. DRUMURI MUNICIPALE TIMIŞOARA S.A.(FOSTA ADMINISTRAREA DOMENIULUI PUBLIC )",62,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:20:16",1165,1151,6,8,0,492,484,0,8,0,482,10,1200,708,11,167,48,5,13,9,24,187,6,3,9
37,TIMIŞ,"S.C. DRUMURI MUNICIPALE TIMIŞOARA S.A.(FOSTA ADMINISTRAREA DOMENIULUI PUBLIC )",63,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:13:13",1351,1339,3,7,2,461,452,0,7,2,440,21,1400,939,15,166,67,6,21,11,8,136,7,1,2
37,TIMIŞ,"ŞCOALA GENERALĂ",241,"ORAŞ BUZIAŞ",155403,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:29:01",1332,1311,5,16,0,564,547,1,16,0,525,39,1600,1036,25,314,35,5,22,62,4,45,9,2,2
37,TIMIŞ,"ȘCOALA GENERALĂ ”IOSIF CIOROGARIU”",435,GIROC,155314,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:28:24",1282,1274,0,6,2,665,657,0,6,2,619,46,1400,735,15,246,78,16,25,21,19,166,10,8,15
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ ACADEMICIAN PROFESOR DOCTOR MUNTEANU IOAN IGRIȘ",563,"SÂNPETRU MARE",158733,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:40:05",951,918,2,3,28,603,571,1,3,28,548,55,1000,397,10,286,179,0,28,5,0,33,0,5,2
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ BACOVA",244,"ORAŞ BUZIAŞ",155403,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:59:51",1681,1644,1,15,21,593,556,1,15,21,553,40,1700,1107,19,210,180,5,22,20,7,80,8,1,1
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ BAZOȘ",286,"ORAŞ RECAŞ",158314,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 13:20:48",844,825,0,19,0,492,473,0,19,0,456,36,900,408,11,239,24,1,33,94,0,49,3,2,0
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ BENCECU DE SUS",521,PIŞCHIA,158181,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:46:54",761,747,0,5,9,441,427,0,5,9,419,22,803,362,8,281,50,3,33,3,3,36,0,0,2
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ BIRDA",331,BIRDA,159366,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:22:30",958,925,3,8,22,511,481,0,8,22,488,23,1100,589,6,387,46,1,15,9,6,12,3,1,2
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ BOLDUR",337,BOLDUR,156106,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:24:41",517,491,1,22,3,400,375,0,22,3,378,22,600,200,10,179,33,4,25,22,2,99,1,2,1
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ BUZIAŞ",240,"ORAŞ BUZIAŞ",155403,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:14:31",1519,1491,3,10,15,655,630,0,10,15,626,29,1600,945,22,368,56,4,23,54,5,80,5,6,3
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ CENAD",349,CENAD,156259,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:35:18",1996,1976,2,0,18,871,853,0,0,18,784,87,2200,1329,50,121,59,2,60,13,1,468,4,5,1
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ CENAD",350,CENAD,156259,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:09:29",1891,1865,1,9,16,856,830,1,9,16,791,65,1900,1044,42,159,47,2,63,10,8,449,1,0,10
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ CHEVEREȘU MARE",354,"CHEVEREŞU MARE",156311,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:07:17",1156,1080,2,59,15,522,446,2,59,15,489,33,1400,878,7,334,75,2,15,7,1,42,4,2,0
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ CLASELE V-VIII",443,"IECEA MARE",159428,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 17:00:23",1364,1191,0,136,37,881,708,0,136,37,833,26,1300,326,23,623,65,2,39,15,2,54,3,6,1
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ COMLOŞU MARE",357,"COMLOŞU MARE",156437,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:11:30",1505,1452,1,5,47,686,633,1,5,47,638,48,1699,1013,30,412,80,1,38,11,4,50,3,5,4
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ COMUNA BILED",330,BILED,155911,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:29:36",1565,1507,2,7,49,799,743,0,7,49,753,46,1800,1001,22,358,70,3,34,119,7,120,9,5,6
37,TIMIŞ,"SCOALA GIMNAZIALA COMUNA DAROVA",372,DAROVA,156623,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:38:36",1807,1760,3,18,26,897,850,3,18,26,821,76,2000,1103,10,309,149,7,37,33,16,236,6,16,2
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ COMUNA MOȘNIȚA NOUĂ",480,"MOŞNIŢA NOUĂ",157834,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:30:48",1368,1342,0,25,1,871,845,0,25,1,857,14,1600,729,49,328,68,11,31,20,34,293,6,4,13
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ COMUNA MOȘNIȚA NOUĂ",479,"MOŞNIŢA NOUĂ",157834,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:34:43",1467,1437,8,15,7,783,761,0,15,7,765,18,1800,1017,64,263,62,12,29,12,56,242,8,12,5
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ COMUNA SĂCĂLAZ",546,SĂCĂLAZ,158564,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:59:44",1856,1800,14,42,0,937,894,1,42,0,912,25,1800,863,16,396,144,1,26,10,29,270,4,4,12
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ COMUNA SĂCĂLAZ",545,SĂCĂLAZ,158564,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:55:09",1634,1590,4,37,3,823,782,1,37,3,785,38,1600,777,17,359,188,8,30,11,9,144,6,7,6
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ COMUNA SĂCĂLAZ",544,SĂCĂLAZ,158564,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:46:56",1675,1628,5,39,3,811,769,0,39,3,773,32,1700,882,22,362,204,8,36,11,8,107,9,0,6
37,TIMIŞ,"SCOALA GIMNAZIALA DENTA",376,DENTA,156669,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:51:04",986,955,1,8,22,567,537,0,8,22,516,51,1000,433,15,352,58,6,24,11,7,37,2,3,1
37,TIMIŞ,"SCOALA GIMNAZIALA DENTA",375,DENTA,156669,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:43:16",1006,989,2,6,9,618,603,0,6,9,563,55,1000,382,16,374,58,16,16,16,4,49,4,6,4
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ DETA",253,"ORAŞ DETA",155458,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:28:45",1593,1576,2,10,5,546,531,0,10,5,526,20,1600,1054,26,257,85,5,36,7,10,88,4,3,5
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ DETA",252,"ORAŞ DETA",155458,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:42:47",1538,1523,7,6,2,531,523,0,6,2,496,35,1600,1069,38,269,74,7,25,7,5,65,2,1,3
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ DUMBRĂVIŢA",388,DUMBRĂVIŢA,155261,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:12:41",1647,1552,72,22,1,855,830,2,22,1,847,7,1700,846,33,263,56,3,16,11,59,390,5,7,4
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ DUMBRĂVIŢA",390,DUMBRĂVIŢA,155261,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:41:19",1633,1589,13,29,2,1011,979,1,29,2,997,14,1800,789,36,311,60,5,49,7,79,422,7,7,14
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ DUMBRĂVIŢA",387,DUMBRĂVIŢA,155261,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:05:12",1713,1618,60,34,1,973,938,0,34,1,959,14,1800,827,25,326,40,3,11,10,95,429,7,6,7
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ DUMBRĂVIŢA",391,DUMBRĂVIŢA,155261,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:30:55",1750,1689,33,23,5,938,910,0,23,5,912,23,1801,863,67,329,54,6,17,11,63,348,5,6,6
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ DUMBRĂVIŢA",389,DUMBRĂVIŢA,155261,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:51:25",1723,1680,28,15,0,958,943,0,15,0,943,12,1800,842,54,282,66,6,32,12,78,384,4,11,14
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ DUMBRĂVIŢA",396,DUMBRĂVIŢA,155261,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:55:12",1726,1682,24,17,3,857,837,0,17,3,846,11,1800,943,38,250,58,0,22,16,73,373,6,4,6
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ DUMBRĂVIŢA",392,DUMBRĂVIŢA,155261,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 20:43:18",1737,1693,14,26,4,973,941,2,26,4,942,31,1800,827,146,284,66,4,22,14,57,327,7,9,6
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ DUMBRĂVIŢA",393,DUMBRĂVIŢA,155261,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:41:30",1663,1600,32,30,1,1025,995,0,30,0,981,44,1800,775,30,345,78,3,25,8,79,401,4,1,7
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ DUMBRĂVIȚA",394,DUMBRĂVIŢA,155261,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:19:56",1767,1675,68,19,5,834,807,3,19,5,822,12,2000,1166,38,267,66,7,12,18,88,306,5,9,6
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ DUMBRĂVIȚA",395,DUMBRĂVIŢA,155261,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 19:29:09",1799,1722,27,28,22,1063,1010,3,28,22,1054,9,2000,937,119,332,55,9,24,15,68,412,8,7,5
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ ”EFTIMIE MURGU”",224,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:38:56",1136,1121,7,8,0,508,499,1,8,0,489,19,1200,692,34,246,51,2,19,12,13,94,2,13,3
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ ”EFTIMIE MURGU”",225,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:39:45",1207,1199,0,8,0,504,496,0,8,0,486,18,1300,796,21,236,57,2,9,13,13,115,4,13,3
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ FOENI",401,FOENI,157004,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:24:49",1038,993,2,13,30,587,543,1,13,30,563,24,1100,477,2,409,59,2,42,4,3,37,1,3,1
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ GELU",606,VARIAŞ,159213,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:31:24",1282,1261,0,17,4,631,610,0,17,4,580,51,1300,669,19,371,95,4,37,6,5,28,7,3,5
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ - ”GEORGE GÂRDA” MĂNĂŞTIUR (BIBLIOTECA)",470,MĂNĂŞTIUR,157736,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:07:57",993,954,0,11,28,657,618,0,11,28,608,49,1000,343,38,292,84,7,49,27,4,91,6,5,5
37,TIMIŞ,"ŞCOALA GIMNAZIALA GHILAD",407,GHILAD,159400,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:03:04",1619,1604,1,14,0,962,948,0,14,0,895,64,1700,741,16,574,146,5,33,13,6,88,6,5,3
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ GHIRODA",409,GHIRODA,155289,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:00:25",1853,1822,25,5,1,948,942,0,5,1,917,31,2000,1052,30,447,70,3,61,31,26,226,6,12,5
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ GHIRODA",410,GHIRODA,155289,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:44:00",2007,1986,7,12,2,1006,991,1,12,2,965,41,2000,994,26,462,110,1,38,26,37,243,8,8,6
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ GIARMATA",417,GIARMATA,157246,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:04:08",1829,1803,12,13,1,892,876,2,13,1,840,44,1900,1008,13,377,135,16,31,25,14,198,5,5,21
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ HITIAŞ",527,RACOVIŢA,158243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:51:06",723,650,0,48,25,543,470,0,48,25,508,35,700,157,6,326,39,2,22,23,5,81,2,2,0
37,TIMIŞ,"SCOALA GIMNAZIALA HODONI",543,SATCHINEZ,158528,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:37:19",994,983,1,5,5,551,541,0,5,5,517,29,1103,552,12,261,55,6,35,7,6,119,4,10,2
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ ”IOSIF CIOROGARIU” ,CHIȘODA",433,GIROC,155314,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:13:12",1338,1299,15,17,7,770,747,0,17,6,733,37,1800,1030,31,297,71,5,30,13,33,237,3,2,11
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ ”IOSIF CIOROGARIU” ,CHIȘODA",434,GIROC,155314,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:23:41",1459,1411,11,28,9,717,703,0,5,9,683,34,1602,885,23,314,73,2,24,9,31,182,5,4,16
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ IZVIN",288,"ORAŞ RECAŞ",158314,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:39:41",1415,1384,12,14,5,766,746,1,14,5,728,38,1500,734,7,346,89,5,53,89,6,118,5,7,3
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ JIMBOLIA",277,"ORAŞ JIMBOLIA",155494,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:07:01",1649,1634,5,7,3,606,596,0,7,3,567,36,1800,1194,33,218,129,17,35,11,3,101,5,7,8
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ JIMBOLIA",278,"ORAŞ JIMBOLIA",155494,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:38:13",1694,1674,1,12,7,687,667,1,12,7,641,46,1800,1113,119,240,139,14,29,9,9,68,6,5,3
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ LIEBLING",455,LIEBLING,157497,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:53:43",1307,1292,3,7,5,697,682,3,7,5,660,36,1500,804,16,296,177,4,14,6,5,92,5,2,43
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ „MARIA BRINDEA”",514,PESAC,159507,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:25:14",938,924,3,3,8,461,450,0,3,8,413,47,1100,640,9,247,108,3,29,7,1,4,3,2,0
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ MOȘNIȚA NOUĂ",478,"MOŞNIŢA NOUĂ",157834,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:32:37",1757,1721,5,31,0,1112,1081,0,31,0,1080,32,1800,688,33,405,113,6,41,24,72,348,11,9,18
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ MOȘNIȚA NOUĂ",477,"MOŞNIŢA NOUĂ",157834,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:26:05",1572,1555,4,6,7,886,873,0,6,7,827,59,1800,914,124,323,80,3,38,20,31,182,3,10,13
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.12",68,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:19:18",1172,1139,20,9,4,446,433,0,9,4,419,14,1200,754,27,139,52,2,22,7,13,145,5,3,4
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.12",67,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:49:45",936,903,11,12,10,405,383,0,12,10,393,12,1000,595,18,121,35,7,31,5,18,145,2,6,5
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.13",149,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:57:05",1023,1006,10,7,0,407,400,0,7,0,398,9,1100,693,26,149,40,2,22,5,6,139,3,2,4
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.13",148,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:46:10",1105,1092,5,8,0,415,407,0,8,0,408,7,1200,785,13,127,63,7,23,8,7,145,3,7,5
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.13",147,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:47:16",1242,1234,0,8,0,495,487,0,8,0,487,8,1300,805,17,148,55,8,30,9,17,190,3,7,3
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.13",146,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:45:34",1142,1110,21,11,0,436,425,0,11,0,423,13,1200,764,23,142,54,5,18,7,16,141,5,2,10
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.15",142,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:00:06",1227,1221,3,3,0,470,467,0,3,0,461,9,1300,830,45,166,43,5,28,8,10,141,3,2,10
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.15",141,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:12:18",1239,1215,6,18,0,587,584,0,3,0,565,5,1300,730,21,187,60,11,23,5,20,217,7,5,9
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.15",140,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:09:39",1016,1007,1,8,0,414,406,0,8,0,399,15,1100,686,16,144,33,4,11,8,23,147,6,2,5
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.15",139,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:08:34",1329,1313,5,10,1,548,537,0,10,1,532,16,1400,852,26,195,42,8,26,9,10,201,7,3,5
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.15 (ŞCOALA PRIMARĂ NR.15)",99,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:49:07",1421,1406,6,9,0,539,530,0,9,0,523,16,1500,961,20,194,56,4,29,3,21,179,5,7,5
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.15 (ŞCOALA PRIMARĂ NR.15)",100,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:28:55",1455,1438,10,7,0,578,570,1,7,0,561,17,1500,922,19,208,59,4,20,11,17,208,4,5,6
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.16 ” TAKE IONESCU ”",161,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:00:21",1064,908,91,12,53,514,445,4,12,53,470,44,1000,486,17,170,41,2,8,10,18,198,4,2,0
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.16 ” TAKE IONESCU ”",159,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:37:30",1492,1314,155,22,1,577,551,3,22,1,558,19,1600,1023,34,171,42,5,22,5,30,237,3,2,7
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.16 ” TAKE IONESCU ”",160,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:50:17",1043,981,50,12,0,477,465,0,12,0,463,14,1200,723,18,160,41,5,14,7,25,184,3,2,4
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ NR.16 ”TAKE IONESCU”",162,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:41:12",1107,965,51,21,70,520,426,3,21,70,500,20,1000,480,18,160,36,5,12,12,16,226,7,4,4
