precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA ELECTORALĂ PSD PNL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL SOCIAL DEMOCRAT UNIT-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-voturi","BLOCUL SUVERANIST ROMÂN-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","GHEORGHE ŞTEFAN-voturi"
48,"Sector 5","CLUBUL COPIILOR SECTOR 5",927,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:24:26",1269,1264,3,2,0,566,564,0,2,0,557,9,1400,834,173,52,16,132,2,150,1,4,6,11,10
48,"Sector 5","CLUBUL COPIILOR SECTOR 5",926,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:53:03",1229,1216,6,7,0,599,592,0,7,0,581,18,1400,801,190,59,29,123,2,137,10,1,1,14,15
48,"Sector 5","COLEGIUL NAȚIONAL ”GHEORGHE LAZĂR”",957,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:47:06",852,802,49,1,0,311,311,0,0,0,298,13,900,588,86,23,17,115,2,33,4,1,1,7,9
48,"Sector 5","COLEGIUL NAȚIONAL ”GHEORGHE LAZĂR”",956,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:33:30",630,614,11,5,0,299,294,0,5,0,289,9,700,402,79,24,21,124,4,20,2,0,2,6,7
48,"Sector 5","COLEGIUL NAȚIONAL ”GHEORGHE LAZĂR”",960,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 20:36:58",589,566,1,7,15,220,197,1,7,15,212,8,800,580,64,22,23,75,0,15,2,1,1,5,4
48,"Sector 5","COLEGIUL NAȚIONAL ”GHEORGHE LAZĂR”",959,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:47:11",727,692,24,11,0,304,292,1,11,0,293,11,800,496,77,24,28,118,4,25,3,0,1,8,5
48,"Sector 5","COLEGIUL NAȚIONAL ”GHEORGHE LAZĂR”",958,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:37:00",442,421,18,2,1,155,152,0,2,1,141,14,600,445,47,14,9,43,3,15,2,1,0,2,5
48,"Sector 5","COLEGIUL TEHNIC ENERGETIC",864,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 16:58:33",1327,1301,19,7,0,582,575,0,7,0,560,22,1400,818,170,71,17,107,3,148,6,4,2,13,19
48,"Sector 5","COLEGIUL TEHNIC ENERGETIC",865,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:14:24",1009,1002,2,5,0,432,427,0,5,0,416,16,1100,668,111,50,17,76,5,116,10,1,1,17,12
48,"Sector 5","COLEGIUL TEHNIC ENERGETIC",866,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:36:17",1142,1039,95,8,0,435,427,0,8,0,420,15,1100,665,107,51,13,99,4,111,3,0,2,19,11
48,"Sector 5","COLEGIUL TEHNIC ENERGETIC",863,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 09:06:46",1198,1181,8,8,1,495,486,0,8,1,472,23,1300,805,130,56,25,95,3,127,8,1,5,13,9
48,"Sector 5","FACULTATEA DE DREPT",953,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:46:22",654,622,7,24,1,310,284,1,24,1,300,6,800,494,94,30,26,118,1,19,0,1,1,1,9
48,"Sector 5","FACULTATEA DE DREPT",955,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:55:02",572,543,23,4,2,219,213,0,4,2,212,7,800,581,61,32,16,68,0,18,1,3,0,6,7
48,"Sector 5","FACULTATEA DE DREPT",954,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:22:02",579,569,1,8,1,238,228,1,8,1,235,0,800,238,59,27,13,107,1,13,2,0,0,6,7
48,"Sector 5","GRĂDINIȚA NR.168",924,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:08:41",1323,1300,13,10,0,588,577,1,10,0,569,19,1400,812,141,56,27,219,5,83,7,1,4,17,9
48,"Sector 5","GRĂDINIȚA NR.168",925,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:39:11",1059,1045,4,10,0,466,456,0,10,0,449,17,1100,634,108,28,32,166,2,81,2,4,1,15,10
48,"Sector 5","GRĂDINIȚA NR.205",943,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:06:20",1109,1105,0,4,0,510,506,0,4,0,500,10,1200,690,137,42,18,116,4,145,12,3,0,11,12
48,"Sector 5","GRĂDINIȚA NR.205",940,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:10:40",1006,1006,0,0,0,488,488,0,0,0,472,16,1200,712,137,40,16,80,2,154,6,2,2,16,17
48,"Sector 5","GRĂDINIȚA NR.205",941,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:47:04",1215,1204,5,5,1,560,554,0,5,1,542,18,1400,840,145,53,16,124,5,155,8,3,0,17,16
48,"Sector 5","GRĂDINIȚA NR.205",942,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:14:57",970,963,1,6,0,466,460,0,6,0,456,10,1100,634,140,31,11,96,0,160,4,3,0,3,8
48,"Sector 5","GRĂDINIȚA NR.205",939,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:28:37",1260,1248,0,12,0,593,581,0,12,0,572,19,1400,809,172,53,18,124,3,168,4,5,2,8,15
48,"Sector 5","GRĂDINȚA NR.178",961,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:54:19",1764,1757,0,7,0,785,778,0,7,0,745,32,1800,1023,187,72,24,163,2,237,4,6,6,23,21
48,"Sector 5","GRĂDINȚA NR.178",963,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:06:26",1803,1798,0,5,0,820,815,0,5,0,803,17,1900,1080,198,62,32,193,21,256,0,3,2,26,10
48,"Sector 5","GRĂDINȚA NR.178",962,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:18:21",929,919,4,6,0,369,363,0,6,0,355,14,1000,631,102,37,8,78,1,99,7,0,1,15,7
48,"Sector 5","LICEUL TEHNOLOGIC ”DIMITRIE GUSTI”",936,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 08:07:10",1235,1226,1,8,0,616,608,0,8,0,608,8,1400,784,157,51,25,202,8,123,4,3,1,20,14
48,"Sector 5","LICEUL TEHNOLOGIC ”DIMITRIE GUSTI”",937,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:58:40",1200,1181,11,8,0,578,570,0,8,0,563,15,1400,822,150,51,18,165,3,136,7,2,6,14,11
48,"Sector 5","LICEUL TEHNOLOGIC ”DIMITRIE GUSTI”",938,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:39:35",1141,1135,4,2,0,548,546,0,2,0,536,12,1300,752,106,48,26,154,4,144,7,11,0,16,20
48,"Sector 5","LICEUL TEORETIC ”DIMITRIE BOLINTINEANU”",947,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:25:40",1234,1229,1,4,0,556,552,0,4,0,540,16,1400,844,138,61,20,108,2,163,11,2,2,26,7
48,"Sector 5","LICEUL TEORETIC ”DIMITRIE BOLINTINEANU”",951,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:00:23",1193,1182,7,4,0,479,475,0,4,0,473,6,1300,821,140,46,21,81,2,145,1,4,2,17,14
48,"Sector 5","LICEUL TEORETIC ”DIMITRIE BOLINTINEANU”",952,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:13:34",885,877,2,6,0,412,406,0,6,0,406,6,1000,588,111,42,7,92,1,113,11,2,0,18,9
48,"Sector 5","LICEUL TEORETIC ”DIMITRIE BOLINTINEANU”",948,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:07:46",1174,1167,0,7,0,513,506,0,7,0,505,4,1400,887,158,51,12,117,4,128,5,2,3,13,12
48,"Sector 5","LICEUL TEORETIC ”DIMITRIE BOLINTINEANU”",949,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:33:26",1340,1324,3,12,1,502,489,0,12,1,489,13,1500,998,148,52,7,81,1,163,6,3,2,19,7
48,"Sector 5","LICEUL TEORETIC ”DIMITRIE BOLINTINEANU”",944,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:35:51",973,967,0,6,0,448,442,0,6,0,437,11,1100,651,129,61,16,78,1,124,8,2,1,13,4
48,"Sector 5","LICEUL TEORETIC ”DIMITRIE BOLINTINEANU”",950,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:20:54",1163,1151,2,10,0,503,492,1,10,0,485,18,1300,797,126,54,10,99,2,158,6,2,1,18,9
48,"Sector 5","LICEUL TEORETIC ”DIMITRIE BOLINTINEANU”",946,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:09:30",1041,1037,0,4,0,452,448,0,4,0,441,11,1200,748,128,27,21,84,6,138,10,2,3,13,9
48,"Sector 5","LICEUL TEORETIC ”DIMITRIE BOLINTINEANU”",945,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:53:56",875,868,2,5,0,391,385,1,5,0,378,13,1000,609,107,32,13,108,1,98,4,4,0,5,6
48,"Sector 5","LICEUL TEORETIC ”ION BARBU”",972,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 08:41:18",1256,1243,0,13,0,617,604,0,13,0,595,21,1400,784,149,68,32,201,2,93,10,12,5,8,15
48,"Sector 5","LICEUL TEORETIC ”ION BARBU”",967,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:38:02",1052,1047,2,3,0,563,560,0,3,0,542,21,1200,637,160,52,24,169,3,83,10,2,3,24,12
48,"Sector 5","LICEUL TEORETIC ”ION BARBU”",966,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:05:49",947,934,7,5,1,505,499,0,5,1,498,7,1100,584,149,38,21,186,4,81,4,3,2,4,6
48,"Sector 5","LICEUL TEORETIC ”ION BARBU”",965,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 02:56:46",1284,1273,7,4,0,590,586,0,4,0,572,18,1400,810,149,42,33,182,5,115,5,0,3,21,17
48,"Sector 5","LICEUL TEORETIC ”ION BARBU”",968,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:45:27",1186,1180,3,3,0,567,564,0,3,0,549,18,1300,733,164,50,25,165,3,103,4,1,0,23,11
48,"Sector 5","LICEUL TEORETIC ”ION BARBU”",964,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:56:09",1118,1109,3,6,0,513,507,0,6,0,498,15,1200,687,114,37,15,190,2,110,4,1,1,8,16
48,"Sector 5","LICEUL TEORETIC ”ION BARBU”",969,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:19:02",1859,1838,17,4,0,874,870,0,4,0,851,23,1900,1026,232,71,58,243,5,183,10,5,1,29,14
48,"Sector 5","LICEUL TEORETIC ”ION BARBU”",971,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:15:44",858,836,12,10,0,411,401,0,10,0,400,8,1000,592,103,32,26,143,1,57,17,4,2,10,5
48,"Sector 5","LICEUL TEORETIC ”ION BARBU”",970,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:39:12",913,898,2,13,0,455,442,0,13,0,446,9,1000,545,108,52,23,175,4,57,4,0,0,8,15
48,"Sector 5","ȘCOALA GIMNAZIALĂ ”GEORGE CĂLINESCU”",910,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 09:35:58",1578,1574,2,2,0,666,664,0,2,0,641,23,1700,1034,167,47,10,85,2,266,12,2,3,30,17
48,"Sector 5","ȘCOALA GIMNAZIALĂ ”GEORGE CĂLINESCU”",908,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:26:11",1521,1515,1,5,0,609,604,0,5,0,587,22,1600,991,130,65,19,98,3,225,8,2,1,25,11
48,"Sector 5","ȘCOALA GIMNAZIALĂ ”GEORGE CĂLINESCU”",906,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 10:06:12",1299,1288,2,9,0,485,476,0,9,0,440,45,1400,915,91,49,8,55,1,183,5,10,3,25,10
48,"Sector 5","ȘCOALA GIMNAZIALĂ ”GEORGE CĂLINESCU”",909,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:03:00",1627,1618,1,7,1,647,639,0,7,1,617,30,1800,1115,154,52,17,95,2,253,7,2,1,21,13
48,"Sector 5","ȘCOALA GIMNAZIALĂ ”GEORGE CĂLINESCU”",907,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:57:19",1243,1237,1,5,0,493,488,0,5,0,474,19,1400,907,127,36,9,87,3,165,5,11,0,25,6
48,"Sector 5","ȘCOALA GIMNAZIALĂ ION I.C. BRĂTIANU",905,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:06:51",1429,1417,6,6,0,552,546,0,6,0,534,17,1600,1049,144,45,13,116,4,170,9,1,1,14,17
48,"Sector 5","ȘCOALA GIMNAZIALĂ ION I.C. BRĂTIANU",895,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 20:32:33",1035,1025,0,10,0,488,478,0,10,0,481,7,1200,712,107,56,14,117,2,152,5,1,1,16,10
48,"Sector 5","ȘCOALA GIMNAZIALĂ ION I.C. BRĂTIANU",900,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:33:19",1113,1101,0,12,0,452,440,0,12,0,441,11,1200,748,110,32,14,98,3,149,7,3,1,14,10
48,"Sector 5","ȘCOALA GIMNAZIALĂ ION I.C. BRĂTIANU",896,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:32:26",1014,1008,1,5,0,458,453,0,5,0,445,12,1100,643,104,32,9,101,4,166,6,3,2,12,6
48,"Sector 5","ȘCOALA GIMNAZIALĂ ION I.C. BRĂTIANU",899,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 08:41:08",1312,1307,0,5,0,529,524,0,5,0,516,13,1401,872,116,63,19,109,2,164,12,5,0,18,8
48,"Sector 5","ȘCOALA GIMNAZIALĂ ION I.C. BRĂTIANU",898,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:08:04",1202,1188,0,14,0,527,513,0,14,0,514,13,1300,773,139,51,11,83,3,188,5,0,2,23,9
48,"Sector 5","ȘCOALA GIMNAZIALĂ ION I.C. BRĂTIANU",902,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:52:26",1619,1614,0,5,0,444,439,0,5,0,413,31,1700,1256,103,50,11,38,2,168,1,9,4,20,7
48,"Sector 5","ȘCOALA GIMNAZIALĂ ION I.C. BRĂTIANU",903,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:21:01",1382,1374,1,7,0,467,460,0,7,0,446,21,1500,1033,96,50,13,80,3,158,5,4,2,20,15
48,"Sector 5","ȘCOALA GIMNAZIALĂ ION I.C. BRĂTIANU",897,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:23:16",1347,1342,1,4,0,583,579,0,4,0,569,14,1500,917,144,48,13,77,2,246,8,2,1,19,9
48,"Sector 5","ȘCOALA GIMNAZIALĂ ION I.C. BRĂTIANU",901,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:52:18",1335,1325,1,8,1,400,391,0,8,1,377,23,1500,1100,82,48,7,21,1,195,3,2,2,11,5
48,"Sector 5","ȘCOALA GIMNAZIALĂ ION I.C. BRĂTIANU",904,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:00:13",1189,1175,6,7,1,468,460,0,7,1,445,23,1300,832,112,33,11,93,7,167,4,2,1,6,9
48,"Sector 5","ȘCOALA GIMNAZIALĂ ”LUCEAFĂRUL”",890,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:07:23",1081,1061,15,5,0,467,460,2,5,0,461,6,1200,733,111,37,27,156,1,95,10,4,3,8,9
48,"Sector 5","ȘCOALA GIMNAZIALĂ ”LUCEAFĂRUL”",885,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:49:13",1271,1232,21,18,0,567,549,0,18,0,552,15,1300,733,157,70,25,135,1,133,8,1,1,9,12
48,"Sector 5","ȘCOALA GIMNAZIALĂ ”LUCEAFĂRUL”",889,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 11:41:50",1285,1275,5,4,1,572,567,0,4,1,560,2,1400,838,150,67,30,130,5,140,4,4,3,20,7
48,"Sector 5","ȘCOALA GIMNAZIALĂ ”LUCEAFĂRUL”",884,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:51:36",1092,1076,2,14,0,494,480,0,14,0,482,12,1200,706,167,50,22,119,0,92,5,2,2,12,11
48,"Sector 5","ȘCOALA GIMNAZIALĂ ”LUCEAFĂRUL”",887,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:49:29",1164,1156,3,5,0,550,545,0,5,0,536,14,1400,850,138,61,25,103,5,163,6,5,2,15,13
48,"Sector 5","ȘCOALA GIMNAZIALĂ ”LUCEAFĂRUL”",888,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:31:38",1377,1359,10,7,1,619,611,0,7,1,595,24,1500,881,140,50,38,241,3,90,6,3,3,13,8
48,"Sector 5","ȘCOALA GIMNAZIALĂ ”LUCEAFĂRUL”",886,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:12:52",1013,1003,4,6,0,459,453,0,6,0,438,21,1100,641,107,42,14,93,1,137,2,15,3,19,5
48,"Sector 5","ȘCOALA GIMNAZIALĂ ”MIRCEA SÂNTIMBREANU”",1016,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 02:46:23",930,922,0,8,0,429,421,0,8,0,419,10,1000,571,113,35,9,80,1,155,3,7,0,14,2
48,"Sector 5","ȘCOALA GIMNAZIALĂ ”MIRCEA SÂNTIMBREANU”",1018,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:02:10",908,903,0,5,0,459,454,0,5,0,426,28,1000,546,119,42,17,77,1,125,6,15,1,8,15
48,"Sector 5","ȘCOALA GIMNAZIALĂ ”MIRCEA SÂNTIMBREANU”",1015,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:14:40",964,957,6,1,0,462,461,0,1,0,444,18,1100,638,118,39,27,101,1,121,5,2,2,18,10
48,"Sector 5","ȘCOALA GIMNAZIALĂ ”MIRCEA SÂNTIMBREANU”",1019,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:37:30",886,880,0,4,2,395,389,0,4,2,366,29,1000,605,104,31,5,66,1,117,10,0,0,22,10
48,"Sector 5","ȘCOALA GIMNAZIALĂ ”MIRCEA SÂNTIMBREANU”",1017,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:24:09",886,882,0,4,0,423,419,0,4,0,407,16,1000,577,118,35,20,106,0,105,5,1,1,11,5
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.115",976,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:31:00",1101,1085,11,5,0,556,551,0,5,0,541,15,1200,644,129,65,24,173,6,109,15,0,0,6,14
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.115",977,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:08:04",1164,1137,9,18,0,558,539,1,18,0,556,2,1200,642,170,37,22,181,2,102,2,3,3,7,27
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.115",974,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 06:33:00",1159,1149,2,7,1,566,558,0,7,1,544,22,1300,734,129,50,20,186,4,117,9,4,3,16,6
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.115",975,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 09:35:45",1313,1299,5,9,0,611,604,0,7,0,594,16,1400,788,154,50,42,180,0,139,7,1,1,10,10
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.115",978,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 02:29:41",1136,1130,4,2,0,550,548,0,2,0,526,22,1200,652,136,55,25,154,6,123,5,1,1,9,11
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.115",973,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:20:02",1346,1335,3,8,0,636,628,0,8,0,619,17,1500,864,179,57,13,209,3,131,4,2,0,9,12
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.124",1030,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 07:39:05",1163,1158,0,5,0,492,487,0,5,0,483,9,1300,808,131,34,11,83,4,173,7,4,3,19,14
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.124",1023,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:41:06",1076,1065,6,5,0,468,463,0,5,0,463,5,1200,732,115,45,16,80,5,176,2,6,1,13,4
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.124",1026,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 05:58:46",1001,974,23,4,0,423,419,0,4,0,411,12,1000,577,125,43,12,73,2,135,5,1,1,10,4
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.124",1029,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:52:36",1065,1059,1,5,0,474,469,0,5,0,461,13,1200,726,149,40,12,93,4,129,5,2,1,16,10
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.124",1024,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:57:49",1076,1073,1,2,0,463,461,0,2,0,451,12,1200,737,107,46,15,105,3,146,5,2,2,11,9
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.124",1028,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 03:45:12",1026,1022,1,3,0,439,436,0,3,0,431,8,1100,661,122,46,23,113,0,101,6,8,0,8,4
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.124",1022,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 04:20:41",1163,1154,2,7,0,526,519,0,7,0,512,14,1300,774,144,44,17,99,4,177,1,5,1,12,8
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.124",1025,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 02:15:08",933,927,1,5,0,405,400,0,5,0,397,8,1000,595,107,25,26,75,1,141,6,1,3,9,3
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.124",1021,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,CL,CL_SV_SECTOR,"2024-06-10 18:13:33",1007,993,7,7,0,478,471,0,7,0,458,15,1100,627,129,34,11,96,3,158,6,3,0,11,7
