precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ŞTEFAN CORNELIU-PARTIDUL SOCIAL DEMOCRAT-voturi","ION SORIN-PARTIDUL NAȚIONAL LIBERAL-voturi","IACOB CONSTANTIN-CIPRIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PLĂIAŞU GABRIEL-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ MALURI",114,"ORAŞ PUCIOASA",65921,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:34:44",102,94,1,7,0,60,52,1,7,0,57,3,110,50,43,6,3,5
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ MĂNEȘTI",290,MĂNEŞTI,68002,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:23:13",1090,1085,2,3,0,664,661,0,3,0,635,29,1190,526,369,127,122,17
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”MATEI BASARAB”",16,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:33:29",1390,1380,0,10,0,649,639,0,10,0,625,24,1530,881,381,123,53,68
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”MATEI BASARAB”",14,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:09:50",901,891,2,8,0,423,415,0,8,0,409,14,980,557,258,66,47,38
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”MATEI BASARAB”",15,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:20:01",867,862,0,5,0,412,407,0,5,0,397,15,950,538,239,82,38,38
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”MIHAI VITEAZUL” PUCIOASA",105,"ORAŞ PUCIOASA",65921,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:12:18",1171,1156,5,6,4,564,554,0,6,4,540,24,1290,726,332,128,47,33
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”MIHAI VITEAZUL” PUCIOASA",104,"ORAŞ PUCIOASA",65921,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:05:03",999,986,2,11,0,477,466,0,11,0,457,20,1090,613,278,121,29,29
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ „ NICOLAE VLAD „",351,PUCHENI,68565,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:57:51",1253,1188,0,49,16,987,923,0,49,15,966,21,1330,343,663,261,29,13
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ NR.1",92,"ORAŞ GĂEŞTI",65681,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:38:56",902,896,0,4,2,530,524,0,4,2,506,15,990,449,259,177,41,29
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ NR.1",93,"ORAŞ GĂEŞTI",65681,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:30:07",864,855,2,4,3,513,506,0,4,3,493,19,940,428,257,181,34,21
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ NR. 1 GHIRDOVENI",272,"I. L. CARAGIALE",67737,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:08:29",1490,1482,1,2,5,736,729,0,2,5,703,33,1640,904,378,210,74,41
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ NR. 1 HULUBEȘTI",264,HULUBEŞTI,67675,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:42:48",665,662,0,3,0,456,453,0,3,0,444,12,730,274,205,99,66,74
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ NR. 1 LUNGULEŢU",286,LUNGULEŢU,67906,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:43:58",1390,1388,0,2,0,929,927,0,2,0,875,54,1530,601,671,127,56,21
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ NR. 1 „MIHAI VITEAZUL” PUCIOASA",106,"ORAŞ PUCIOASA",65921,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:36:14",799,789,0,10,0,354,344,0,10,0,334,20,880,526,178,101,17,38
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ NR. 1 UNGURENI",201,"CORBII MARI",66857,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:16:00",651,643,1,7,0,437,430,0,7,0,423,11,710,266,355,43,17,8
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ NR.2",66,"MUNICIPIUL MORENI",65841,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:26:29",1045,1035,1,7,2,510,500,1,7,2,487,23,1140,630,299,74,51,63
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ NR. 2",381,ŞOTÂNGA,65477,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:02:16",1089,1085,1,3,0,465,462,0,3,0,437,28,1190,725,308,40,58,31
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ NR. 2 GHIRDOVENI",273,"I. L. CARAGIALE",67737,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:12:00",1192,1186,1,1,4,691,686,0,1,4,658,33,1310,619,365,170,77,46
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ NR. 2 LUNGULEŢU",285,LUNGULEŢU,67906,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:27:48",869,868,0,1,0,578,577,0,1,0,547,31,960,382,435,75,29,8
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ NR. 2 LUNGULEŢU",284,LUNGULEŢU,67906,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:02:02",984,980,0,4,0,653,649,0,4,0,628,25,1070,417,467,92,51,18
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALA NR. 2 TITU",123,"ORAŞ TITU",66081,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:24:20",1235,1211,0,4,20,730,706,0,4,20,696,34,1330,600,335,276,59,26
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALA NR. 2 TITU",124,"ORAŞ TITU",66081,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:37:57",1028,1014,1,9,4,614,601,0,9,4,584,30,1110,496,263,246,55,20
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ NR.3",74,"MUNICIPIUL MORENI",65841,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:42:55",698,695,1,2,0,341,339,0,2,0,329,12,770,429,173,49,33,74
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ NR.3",76,"MUNICIPIUL MORENI",65841,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:29:32",928,917,0,6,5,428,417,0,6,5,411,17,1020,592,197,79,32,103
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ NR.3",72,"MUNICIPIUL MORENI",65841,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:19:57",1234,1231,1,1,1,624,622,0,1,1,610,14,1350,726,320,113,48,129
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ NR.3",75,"MUNICIPIUL MORENI",65841,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:11:19",926,918,0,6,2,442,434,0,6,2,439,3,1010,568,210,82,47,100
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ NR.3",73,"MUNICIPIUL MORENI",65841,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:55:34",718,712,0,5,1,347,341,0,5,1,333,14,790,443,160,75,25,73
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ NR.3 DOICEȘTI",230,DOICEŞTI,65413,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:16:09",1539,1516,0,4,19,885,862,0,4,19,831,31,1670,808,607,167,49,8
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ NR. 3 PUCIOASA",111,"ORAŞ PUCIOASA",65921,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:18:39",1163,1153,0,9,1,485,475,0,9,1,466,19,1280,795,340,68,35,23
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ NR.4",79,"MUNICIPIUL MORENI",65841,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:16:57",829,820,0,7,2,390,381,0,7,2,366,24,910,520,178,61,32,95
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ NR.4",77,"MUNICIPIUL MORENI",65841,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:57:03",908,897,1,7,3,402,392,0,7,3,395,7,990,588,181,67,40,107
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ NR.4",80,"MUNICIPIUL MORENI",65841,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:54:37",877,869,0,6,2,426,418,0,6,2,412,14,960,534,158,89,51,114
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ NR.4",78,"MUNICIPIUL MORENI",65841,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:00:25",619,613,0,5,1,271,265,0,5,1,259,12,670,399,113,50,26,70
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ NR.4",81,"MUNICIPIUL MORENI",65841,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:39:41",802,792,0,8,2,400,390,0,8,2,386,14,870,470,203,56,34,93
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ” NUCET ”",315,NUCET,68280,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:54:59",957,943,1,0,13,542,529,0,0,13,528,14,1030,488,398,79,43,8
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”NUCET”",316,NUCET,68280,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:09:16",890,878,1,3,8,513,502,0,3,8,492,21,970,457,362,64,46,20
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ODOBEȘTI",322,ODOBEŞTI,68342,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:35:48",1287,1270,2,15,0,928,913,0,15,0,878,50,1400,472,448,317,84,29
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ PĂTROAIA VALE",218,CRÂNGURILE,67167,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:06:00",900,888,0,12,0,614,602,0,12,0,586,28,990,376,305,226,40,15
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ PERŞINARI",327,PERŞINARI,179935,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:08:08",1143,1125,0,1,17,624,606,0,1,17,600,23,1260,637,353,129,79,39
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ PERȘINARI",328,PERŞINARI,179935,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:38:46",1146,1125,0,1,20,666,645,0,1,20,642,24,1260,594,388,74,134,46
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ PETREŞTI",198,"CORBII MARI",66857,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:15:29",486,473,0,13,0,310,297,0,13,0,289,9,530,232,251,14,17,7
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALA PICTOR NICOLAE GRIGORESCU",126,"ORAŞ TITU",66081,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:41:33",1287,1255,0,20,12,789,757,0,20,12,760,26,1380,571,403,271,48,38
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”PROFESOR ILIE POPESCU”",379,ŞOTÂNGA,65477,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:43:46",1440,1439,0,1,0,710,709,0,1,0,685,25,1590,880,537,54,39,55
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”PROF. PAUL BANICĂ”",26,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:50:10",1014,991,1,6,16,387,365,0,6,16,378,9,1090,703,249,59,35,35
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”PROF. PAUL BANICĂ”",25,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:43:11",1079,1063,0,6,10,444,428,0,6,10,430,14,1170,726,263,68,54,45
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ PUCIOASA-SAT",115,"ORAŞ PUCIOASA",65921,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:44:55",338,333,0,3,2,182,177,0,3,2,177,5,370,188,120,31,16,10
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ RACIU",353,RACIU,179891,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:16:52",1250,1238,2,7,3,718,708,0,7,3,698,20,1370,652,404,177,51,66
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”RADU CEL MARE”",100,"ORAŞ GĂEŞTI",65681,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:31:48",591,582,1,8,0,347,339,0,8,0,336,11,640,293,199,96,18,23
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”RADU CEL MARE”",5,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:57:51",1201,1193,0,7,1,495,487,0,7,1,478,17,1340,845,303,72,52,51
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”RADU CEL MARE”",101,"ORAŞ GĂEŞTI",65681,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:52:01",1152,1139,0,13,0,733,720,0,13,0,705,28,1240,507,341,278,49,37
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”RADU CEL MARE”",4,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:48:32",1066,1060,0,6,0,441,435,0,6,0,418,23,1200,759,263,91,42,22
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”RADU CEL MARE”",102,"ORAŞ GĂEŞTI",65681,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 15:52:12",1556,1543,0,10,3,967,954,0,10,3,946,21,1700,731,437,402,58,49
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”RADU CEL MARE”",6,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:33:10",1248,1235,3,10,0,512,502,0,10,0,487,25,1374,862,336,74,38,39
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”RADU CEL MARE”",7,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:22:19",1253,1244,0,9,0,549,540,0,9,0,532,17,1390,841,341,89,52,50
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ RĂSCĂEŢI",357,RĂSCĂEŢI,179926,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:34:50",957,936,0,2,19,677,658,0,2,17,661,16,1050,373,97,485,56,23
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ RÂU ALB DE JOS",364,"RÂU ALB",179917,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:24:41",1222,1138,0,60,24,836,752,0,60,24,816,20,1250,414,402,91,306,17
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ RĂZVAD",359,RĂZVAD,65431,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:18:55",1089,1082,2,3,2,604,599,0,3,2,586,17,1190,581,409,68,62,47
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ RȊNCĂCIOV-DRAGOMIREŞTI",244,DRAGOMIREŞTI,67407,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:30:21",762,757,1,4,0,380,375,1,4,0,363,17,830,450,260,38,39,26
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ RȊNCĂCIOV-DRAGOMIREŞTI",243,DRAGOMIREŞTI,67407,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:27:36",852,849,0,3,0,434,431,0,3,0,417,17,940,506,292,35,49,41
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALA SCHEIU DE JOS",281,LUDEŞTI,67835,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:49:13",788,783,0,5,0,442,437,0,5,0,395,39,860,426,274,82,29,10
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”ȘERBAN CIOCULESCU”",99,"ORAŞ GĂEŞTI",65681,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:55:15",1230,1215,0,11,4,692,677,0,11,4,675,17,1340,648,369,230,42,34
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”ȘERBAN CIOCULESCU”",97,"ORAŞ GĂEŞTI",65681,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:01:31",790,780,0,8,2,439,429,0,8,2,420,19,860,421,207,161,37,15
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”ȘERBAN CIOCULESCU”",98,"ORAŞ GĂEŞTI",65681,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:47:07",1096,1087,2,6,1,552,545,0,6,1,546,6,1200,648,281,189,45,31
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”ȘERBAN CIOCULESCU”",96,"ORAŞ GĂEŞTI",65681,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:24:41",1249,1236,0,11,2,705,692,0,11,2,692,13,1360,655,352,240,54,46
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ SERDANU",287,LUNGULEŢU,67906,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:35:01",1055,1053,0,2,0,706,704,0,2,0,689,17,1168,462,494,132,51,12
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ SLOBOZIA MOARĂ",375,"SLOBOZIA MOARĂ",105142,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:58:59",838,809,0,16,13,678,652,0,16,10,643,22,890,225,301,225,98,19
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ SLOBOZIA MOARĂ",374,"SLOBOZIA MOARĂ",105142,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:46:08",871,828,2,22,19,715,672,2,22,19,684,31,930,215,334,268,66,16
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”SMARANDA GHEORGHIU”",62,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:40:42",1464,1457,0,7,0,629,622,0,7,0,610,19,1630,1001,429,63,69,49
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”SMARANDA GHEORGHIU”",63,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:22:54",1664,1656,0,6,2,1664,1656,0,6,2,649,34,1830,1147,429,67,111,42
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”SMARANDA GHEORGHIU”",60,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:01:57",1463,1450,3,10,0,626,616,0,10,0,607,19,1600,974,410,70,57,70
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”SMARANDA GHEORGHIU”",61,"MUNICIPIUL TÂRGOVIŞTE",65342,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:02:56",1246,1239,3,4,0,545,541,0,4,0,517,28,1370,825,337,68,69,43
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”STAN ȘTEFAN”",422,VLĂDENI,179711,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:17:57",1268,1258,1,3,6,723,714,0,3,6,691,26,1390,673,468,92,50,81
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ȘUȚA SEACĂ - RACIU",355,RACIU,179891,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:09:06",705,700,0,1,4,414,409,0,1,4,395,19,770,356,267,34,41,53
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ TĂRTĂŞEŞTI",384,TĂRTĂŞEŞTI,105534,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:45:47",853,837,1,15,0,497,482,0,15,0,465,32,926,425,285,66,81,33
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ ”TEIUL DOAMNEI” - CORP B",382,ŞOTÂNGA,65477,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:50:55",819,819,0,0,0,378,378,0,0,0,360,18,910,532,241,32,39,48
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ TELEȘTI",283,LUDEŞTI,67835,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:58:01",1357,1352,1,3,1,764,760,0,3,1,747,17,1490,726,591,35,105,16
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ TOMȘANI",216,"COSTEŞTII DIN VALE",67121,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:51:20",979,960,0,4,15,708,689,0,4,15,683,25,1080,372,395,212,63,13
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ ULIEŞTI",392,ULIEŞTI,68976,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:15:10",1033,1018,0,11,4,786,771,0,11,4,764,7,1130,359,330,316,108,10
16,DÂMBOVIŢA,"SCOALA GIMNAZIALA ULMI",396,ULMI,65501,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:34:09",1154,1146,3,5,0,637,632,0,5,0,613,21,1270,636,461,70,50,32
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ UNGURENI-DRAGOMIREŞTI",245,DRAGOMIREŞTI,67407,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:35:11",1088,1083,0,5,0,484,479,0,5,0,462,22,1190,706,303,29,104,26
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ VALEA MARE",405,"VALEA MARE",69170,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:54:01",1152,1150,0,2,0,711,709,0,2,0,690,21,1270,559,537,42,82,29
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ VALEA VOIEVOZILOR",363,RĂZVAD,65431,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:43:26",1414,1406,3,5,0,771,766,0,5,0,745,26,1560,789,486,86,84,89
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ VALEA VOIEVOZILOR",362,RĂZVAD,65431,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:43:07",1533,1517,5,8,3,796,785,0,8,3,766,19,1670,885,493,84,100,89
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALӐ GURA ȘUȚII",260,"GURA ŞUŢII",67648,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:57:12",876,840,1,0,35,561,525,1,0,35,551,10,970,409,496,20,24,11
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALӐ GURA ȘUȚII",261,"GURA ŞUŢII",67648,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:50:44",881,843,0,1,37,568,530,0,1,37,515,12,970,406,449,16,39,11
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALӐ SPERIEȚENI",263,"GURA ŞUŢII",67648,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:18:34",1456,1438,1,2,15,647,630,0,2,15,627,20,1606,959,452,41,111,23
16,DÂMBOVIŢA,"SCOALA GLOD",302,MOROENI,68182,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:27:02",1422,1409,0,11,2,1044,1031,0,11,2,978,62,1560,520,616,283,64,15
16,DÂMBOVIŢA,"ȘCOALA ÎNVĂȚĂTOR IULIAN RUSU",229,DOBRA,67292,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:21:05",1498,1472,0,10,16,920,894,0,10,16,890,30,1620,700,610,207,57,16
16,DÂMBOVIŢA,"ŞCOALA LUCIENI",278,LUCIENI,67773,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:25:25",1075,1072,1,2,0,635,633,0,2,0,612,21,1180,545,426,113,52,21
16,DÂMBOVIŢA,"ŞCOALA LUCIENI",277,LUCIENI,67773,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:41:10",984,974,0,10,0,634,624,0,10,0,610,24,1070,436,444,78,58,30
16,DÂMBOVIŢA,"ŞCOALA MĂNĂSTIREA",178,COBIA,66580,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:48:57",418,392,0,10,16,299,273,0,10,16,268,5,430,157,216,15,33,4
16,DÂMBOVIŢA,"ȘCOALA MĂRGINENII DE SUS",227,DĂRMĂNEŞTI,67256,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:48:09",872,867,0,4,1,534,529,0,4,1,507,27,960,426,103,316,44,44
16,DÂMBOVIŢA,"ȘCOALA MERII",300,MOGOŞANI,68128,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 15:41:53",781,753,0,20,8,602,574,0,20,8,588,14,830,228,217,291,38,42
16,DÂMBOVIŢA,"SCOALA MUSCEL",305,MOROENI,68182,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:43:52",69,61,0,7,1,47,39,0,7,1,46,1,70,23,22,17,6,1
16,DÂMBOVIŢA,"SCOALA NOUA GENERALA MESTEACAN",413,VĂLENI-DÂMBOVIŢA,69303,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:55:54",222,210,0,10,2,187,175,0,10,2,170,5,230,55,128,27,12,3
16,DÂMBOVIŢA,"ŞCOALA NOUĂ VIFORÂTA",134,ANINOASA,65379,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:24:20",1160,1148,1,5,6,661,649,1,5,6,636,25,1270,609,362,153,77,44
16,DÂMBOVIŢA,"ŞCOALA NOUĂ VIFORÂTA",133,ANINOASA,65379,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:15:00",1035,1008,0,8,19,622,595,0,8,19,594,28,1330,708,358,158,52,26
16,DÂMBOVIŢA,"ȘCOALA NR.1 POIANA",340,POIANA,68431,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:48:26",1026,1026,0,0,0,677,677,0,0,0,656,21,1130,453,541,52,49,14
