precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
1,ALBA,"COLEGIUL ECONOMIC „DIONISIE POP MARŢIAN”",7,"MUNICIPIUL ALBA IULIA",1017,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:38:08",1540,1512,18,6,4,830,820,0,6,4,805,25,1700,870,20,20,78,358,111,19,199
1,ALBA,"COLEGIUL NAŢIONAL ”AVRAM IANCU” CÂMPENI",128,"ORAŞ CÂMPENI",1455,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:52:15",875,858,0,10,7,521,504,0,10,7,507,14,945,424,3,32,65,192,27,6,182
1,ALBA,"COLEGIUL NAŢIONAL ”AVRAM IANCU” CÂMPENI",127,"ORAŞ CÂMPENI",1455,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:15:44",827,819,0,7,1,480,472,0,7,1,469,11,902,422,1,46,58,189,23,4,148
1,ALBA,"COLEGIUL NAŢIONAL ”DAVID PRODAN” CUGIR",138,"ORAŞ CUGIR",1696,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:55:45",1014,1002,2,10,0,418,407,1,10,0,401,17,1100,682,3,20,36,142,59,5,136
1,ALBA,"COLEGIUL NAŢIONAL ”DAVID PRODAN” CUGIR",139,"ORAŞ CUGIR",1696,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:26:43",996,987,3,5,1,406,400,0,5,1,389,17,1100,694,1,6,34,126,66,2,154
1,ALBA,"COLEGIUL NAŢIONAL „HOREA CLOŞCA ŞI CRIŞAN”",11,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:37:10",910,896,6,8,0,320,312,0,8,0,308,12,1000,680,6,14,73,116,33,4,62
1,ALBA,"COLEGIUL NAŢIONAL „HOREA CLOŞCA ŞI CRIŞAN”",9,"MUNICIPIUL ALBA IULIA",1017,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:00:10",1848,1818,18,12,0,942,930,0,12,0,923,19,2000,1058,14,34,108,466,120,15,166
1,ALBA,"COLEGIUL NAŢIONAL „HOREA CLOŞCA ŞI CRIŞAN”",8,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:46:46",967,923,8,33,3,470,434,0,33,3,447,23,1000,530,8,12,50,168,49,52,108
1,ALBA,"COLEGIUL NAŢIONAL „HOREA CLOŞCA ŞI CRIŞAN”",10,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:44:38",1339,1312,4,23,0,541,518,0,23,0,528,13,1500,959,11,20,74,196,53,14,160
1,ALBA,"COLEGIUL NAŢIONAL ”INOCHENTIE MICU CLAIN’’",86,"MUNICIPIUL BLAJ",1348,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:00:38",1330,1319,2,6,3,702,692,1,6,3,676,26,1500,798,4,20,41,383,91,29,108
1,ALBA,"COLEGIUL NAŢIONAL ”LUCIAN BLAGA” SEBEŞ",103,"MUNICIPIUL SEBEŞ",1874,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:26:56",1602,1585,12,5,0,832,827,0,5,0,807,25,1748,916,7,23,113,429,95,12,128
1,ALBA,"COLEGIUL NAŢIONAL ”LUCIAN BLAGA” SEBEŞ",102,"MUNICIPIUL SEBEŞ",1874,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 19:50:07",1234,1212,1,10,11,661,640,0,10,11,617,44,1348,687,2,10,100,320,59,4,122
1,ALBA,"COLEGIUL NAŢIONAL ”TITU MAIORESCU” AIUD",63,"MUNICIPIUL AIUD",1213,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:43:57",1424,1395,1,4,24,682,654,0,4,24,670,12,1541,859,15,10,36,185,36,96,292
1,ALBA,"COLEGIUL TEHNIC „ALEXANDRU DOMȘA”",38,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:19:19",1848,1835,7,6,0,903,897,0,6,0,881,22,2100,1197,19,29,133,381,112,12,195
1,ALBA,"COLEGIUL TEHNIC „ALEXANDRU DOMȘA”",40,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:14:22",1335,1321,3,11,0,522,511,0,11,0,505,17,1500,978,10,31,107,184,71,7,95
1,ALBA,"COLEGIUL TEHNIC „ALEXANDRU DOMȘA”",39,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:01:04",1510,1502,0,8,0,577,569,0,8,0,553,24,1600,1023,9,23,105,189,79,14,134
1,ALBA,"COLEGIUL TEHNIC „APULUM”",13,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:14:33",965,950,0,15,0,372,357,0,15,0,367,5,1000,628,3,14,47,160,41,8,94
1,ALBA,"COLEGIUL TEHNIC „APULUM”",12,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:44:53",1115,1101,1,13,0,401,388,0,13,0,393,8,1300,899,7,20,64,127,57,8,110
1,ALBA,"COLEGIUL TEHNIC „APULUM”",14,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:59:53",1080,1066,4,10,0,397,387,0,10,0,384,13,1200,803,9,8,64,145,61,7,90
1,ALBA,"COLEGIUL TEHNIC „DORIN PAVEL”",36,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:18:44",857,831,4,22,0,364,342,0,22,0,358,6,900,536,4,15,50,157,47,7,78
1,ALBA,"COLEGIUL TEHNIC „DORIN PAVEL” ȘCOALA GENERALĂ NR. 9",35,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:37:46",1474,1445,18,11,0,709,698,0,11,0,682,18,1620,911,17,17,75,284,92,14,183
1,ALBA,"DIRECŢIA SANITAR-VETERINARĂ ŞI PENTRU SIGURANŢA ALIMENTELOR OCNA MUREŞ",158,"ORAŞ OCNA MUREŞ",1794,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:18:24",1086,1072,1,8,5,474,461,0,8,5,447,27,1150,676,0,12,29,195,18,29,164
1,ALBA,"FLORIDA GOLD SRL",42,"MUNICIPIUL ALBA IULIA",1017,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 10:32:40",1266,1256,0,10,0,774,764,0,10,0,750,13,1400,626,18,23,85,336,110,14,164
1,ALBA,"FLORIDA GOLD SRL",41,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:41:14",1414,1387,21,6,0,723,716,1,6,0,718,5,1500,777,15,21,91,344,91,8,148
1,ALBA,"FOSTA ŞCOALĂ CU CLASELE I-IV BRĂDEȘTI",354,RÂMEŢ,6627,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:10:47",111,84,0,23,4,83,56,0,23,4,82,1,118,35,0,0,1,17,5,1,58
1,ALBA,"FOSTA ŞCOALĂ CU CLASELE I-IV VALEA INZELULUI",355,RÂMEŢ,6627,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:34:09",109,69,0,35,5,91,51,0,35,5,86,5,117,26,1,1,0,22,1,2,59
1,ALBA,"FOSTA ŞCOALĂ CU CLASELE I-IV VALEA MĂNĂSTIRII",356,RÂMEŢ,6627,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:28:54",149,129,1,8,11,117,97,1,8,11,115,2,145,28,0,0,4,73,2,0,36
1,ALBA,"FOSTA ŞCOALĂ GENERALĂ GÎMBAŞ",68,"MUNICIPIUL AIUD",1213,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 10:36:57",229,216,0,12,1,229,216,0,12,1,221,6,454,225,4,8,17,46,0,67,79
1,ALBA,"FOSTA ŞCOALĂ GENERALĂ GÎRBOVA DE SUS",73,"MUNICIPIUL AIUD",1213,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:21:05",203,195,0,8,0,95,87,0,8,0,92,3,220,125,3,1,17,21,3,2,45
1,ALBA,"FOSTA ŞCOALĂ GENERALĂ GÎRBOVIŢA",74,"MUNICIPIUL AIUD",1213,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:28:53",104,97,0,7,0,48,41,0,7,0,46,2,110,62,1,1,6,8,4,1,25
1,ALBA,"FOSTUL SEDIU AL PRIMĂRIEI PONOREL",433,VIDRA,8425,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:41:47",681,664,0,6,11,518,501,0,6,11,495,23,752,234,2,8,46,81,28,8,322
1,ALBA,"FOSTUL SEDIU C.A.P.",336,OHABA,6164,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:04:22",147,123,0,13,11,115,91,0,13,11,106,9,171,56,2,2,13,53,1,2,33
1,ALBA,"FOSTUL SEDIU CAP",360,"ROŞIA DE SECAŞ",6930,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:02:31",360,340,0,6,14,235,215,0,6,14,227,8,350,115,8,7,14,90,13,5,90
1,ALBA,"GARA CFR TEIUŞ",169,"ORAŞ TEIUŞ",8096,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:32:33",1001,987,2,7,5,550,538,0,7,5,530,20,1088,538,2,9,104,183,13,5,214
1,ALBA,"GRĂDINIȚA COPII RIMETEA",357,RIMETEA,6592,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:31:41",446,425,1,9,11,272,252,0,9,11,262,10,500,228,1,0,6,38,2,193,22
1,ALBA,"GRĂDINIŢA CU PROGRAM NORMAL BĂRĂBANŢ",46,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:05:49",1269,1261,3,5,0,619,614,0,5,0,589,30,1400,781,15,30,91,219,66,13,155
1,ALBA,"GRĂDINIŢA CU PROGRAM NORMAL BĂRĂBANŢ",45,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:51:11",1021,1006,7,3,5,443,435,0,3,5,428,15,1100,657,11,27,73,176,36,6,99
1,ALBA,"GRĂDINIȚA CU PROGRAM NORMAL CERGĂU MIC",222,CERGĂU,3805,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:02:36",270,250,0,7,13,187,167,0,7,13,169,18,300,113,15,2,3,111,22,3,13
1,ALBA,"GRĂDINIȚA CU PROGRAM NORMAL COȘLARIU",384,SÂNTIMBRU,7384,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:55:01",360,347,0,1,12,224,211,0,1,12,219,5,393,169,3,5,42,124,4,2,39
1,ALBA,"GRĂDINIŢA CU PROGRAM NORMAL HERIA",249,FĂRĂU,4302,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:17:55",220,206,0,10,4,157,143,0,10,4,151,6,210,53,0,2,5,112,1,8,23
1,ALBA,"GRĂDINIŢA CU PROGRAM NORMAL ”IZVOARELE” BLAJ",89,"MUNICIPIUL BLAJ",1348,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 20:43:42",1285,1278,0,5,2,626,619,0,5,2,593,33,1400,774,6,28,35,314,85,14,111
1,ALBA,"GRĂDINIŢA CU PROGRAM NORMAL MĂGINA",69,"MUNICIPIUL AIUD",1213,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:53:18",473,466,0,6,1,233,226,0,6,1,228,5,512,279,5,2,22,95,6,7,91
1,ALBA,"GRĂDINIŢA CU PROGRAM NORMAL MICOŞLACA",164,"ORAŞ OCNA MUREŞ",1794,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:25:33",250,237,0,11,2,120,107,0,11,2,117,3,299,179,2,3,14,59,2,1,36
1,ALBA,"GRĂDINIŢA CU PROGRAM NORMAL - MIRĂSLĂU",319,MIRĂSLĂU,5755,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:00:36",713,696,0,8,9,416,399,0,8,9,398,18,766,350,4,9,22,86,26,120,131
1,ALBA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 10",34,"MUNICIPIUL ALBA IULIA",1017,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 10:30:25",1474,1461,7,6,0,577,571,0,6,0,548,20,1600,1023,12,34,92,198,48,10,154
1,ALBA,"GRĂDINIȚA CU PROGRAM NORMAL NR. 10",33,"MUNICIPIUL ALBA IULIA",1017,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:28:47",1677,1667,1,9,0,698,689,0,9,0,658,40,1800,1102,27,42,108,242,65,11,163
1,ALBA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 3",160,"ORAŞ OCNA MUREŞ",1794,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:16:25",1404,1391,2,7,4,704,693,0,7,4,690,14,1500,796,13,19,72,341,27,46,172
1,ALBA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 5",155,"ORAŞ OCNA MUREŞ",1794,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:09:17",1304,1297,0,6,1,603,596,0,6,1,581,22,1400,797,4,22,57,261,29,46,162
1,ALBA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 5 PARTOŞ",43,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:31:27",831,824,1,5,1,406,400,0,5,1,390,16,991,585,7,9,68,176,45,4,81
1,ALBA,"GRĂDINIŢA CU PROGRAM NORMAL OARDA DE SUS",50,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:14:23",740,728,5,7,0,348,341,0,7,0,338,10,900,552,5,13,66,151,27,4,72
1,ALBA,"GRĂDINIȚA CU PROGRAM NORMAL ”PRICHINDELUL”",248,FĂRĂU,4302,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:21:04",477,451,0,10,16,312,286,0,10,16,295,17,470,158,1,2,8,254,3,5,22
1,ALBA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”LUMEA COPIILOR” BLAJ",77,"MUNICIPIUL BLAJ",1348,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 20:28:15",571,561,1,9,0,297,288,0,9,0,284,13,600,303,3,7,17,164,39,6,48
1,ALBA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 11",19,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:29:58",1100,1086,2,12,0,399,386,1,12,0,390,9,1300,901,9,13,72,152,42,12,90
1,ALBA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 13",24,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:55:39",1027,1016,0,11,0,445,434,0,11,0,429,16,1200,755,6,14,56,183,44,3,123
1,ALBA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 13",25,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:23:30",1167,1158,0,9,0,571,562,0,9,0,555,16,1300,729,9,12,87,236,67,6,138
1,ALBA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 16",37,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:43:02",1570,1564,1,5,0,638,632,1,5,0,632,6,1700,1062,9,33,92,253,85,16,144
1,ALBA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 9",15,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:36:40",1263,1250,3,10,0,473,463,0,10,0,456,17,1400,927,10,27,92,171,54,7,95
1,ALBA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”PITICOT” CUGIR",146,"ORAŞ CUGIR",1696,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:55:02",1133,1127,1,5,0,506,501,0,5,0,494,12,1300,794,7,16,34,205,72,9,151
1,ALBA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”PRIMII PAŞI” AIUD",57,"MUNICIPIUL AIUD",1213,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:18:09",1060,1050,4,6,0,540,534,0,6,0,503,35,1150,604,13,9,30,120,27,58,246
1,ALBA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”PRIMII PAŞI” AIUD",56,"MUNICIPIUL AIUD",1213,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:34:54",407,398,0,6,3,398,389,0,6,3,398,0,968,570,4,8,39,90,28,90,139
1,ALBA,"GRĂDINIŢA CU PROGRAM PRELUNGIT STEP BY STEP NR. 12",21,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:23:03",1012,1005,4,3,0,444,440,1,3,0,438,6,1200,756,5,17,48,194,40,9,125
1,ALBA,"GRĂDINIŢA CU PROGRAM PRELUNGIT STEP BY STEP NR. 12",20,"MUNICIPIUL ALBA IULIA",1017,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:50:05",997,984,3,10,0,451,440,1,10,0,431,17,1100,652,7,14,73,172,53,8,104
1,ALBA,"GRADINIŢA DE COPII CU PROGRAM NORMAL ICLOD",380,SÂNCEL,7348,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:01:42",310,297,0,7,6,137,124,0,7,6,127,10,327,190,0,3,11,48,3,1,61
1,ALBA,"GRUP ȘCOLAR DE TURISM ARIEȘENI",195,ARIEŞENI,2381,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:10:51",519,458,2,27,32,466,406,1,27,32,457,9,600,134,2,3,29,238,9,7,169
1,ALBA,"GRUP ȘCOLAR DE TURISM ARIEȘENI",194,ARIEŞENI,2381,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:05:57",584,541,0,21,22,477,434,0,21,22,464,13,600,123,1,6,34,263,9,4,147
1,ALBA,"INTERNAT ŞCOLAR - OCOLIŞ",330,OCOLIŞ,6119,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:47:36",251,228,1,15,7,197,175,0,15,7,190,7,250,53,4,4,6,149,6,1,20
1,ALBA,"LICEUL ”CORNELIU MEDREA” ZLATNA",175,"ORAŞ ZLATNA",1936,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 14:38:45",1291,1277,3,9,2,641,630,0,9,2,620,21,1446,805,0,33,54,310,31,9,183
1,ALBA,"LICEUL CU PROGRAM SPORTIV",28,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:30:26",1398,1382,5,11,0,636,625,0,11,0,621,15,1600,964,6,13,79,272,87,13,151
1,ALBA,"LICEUL CU PROGRAM SPORTIV",26,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:40:59",1316,1301,2,13,0,584,571,0,13,0,571,13,1400,816,11,12,89,244,56,9,150
1,ALBA,"LICEUL CU PROGRAM SPORTIV",27,"MUNICIPIUL ALBA IULIA",1017,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 10:26:51",1301,1293,0,8,0,601,593,0,8,0,570,23,1404,803,13,17,89,215,72,11,153
1,ALBA,"LICEUL CU PROGRAM SPORTIV",29,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:29:37",968,954,1,13,0,398,385,0,13,0,384,14,1100,702,8,14,52,167,50,5,88
1,ALBA,"LICEUL CU PROGRAM SPORTIV SEBEŞ",98,"MUNICIPIUL SEBEŞ",1874,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:21:34",1393,1386,2,3,2,644,639,0,3,2,614,30,1560,916,8,17,77,303,57,8,144
1,ALBA,"LICEUL CU PROGRAM SPORTIV SEBEŞ",100,"MUNICIPIUL SEBEŞ",1874,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:11:52",1278,1261,10,7,0,586,579,0,7,0,573,13,1408,822,9,22,84,251,45,7,155
1,ALBA,"LICEUL CU PROGRAM SPORTIV SEBEŞ",99,"MUNICIPIUL SEBEŞ",1874,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:31:24",1442,1410,8,16,8,697,672,1,16,8,669,28,1568,871,13,28,107,331,52,9,129
1,ALBA,"LICEUL ”DR. LAZĂR CHIRILĂ”",119,"ORAŞ BAIA DE ARIEŞ",2915,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:25:43",590,575,0,7,8,342,327,0,7,8,335,7,630,288,6,4,117,122,16,6,64
1,ALBA,"LICEUL ”HOREA, CLOŞCA ŞI CRIŞAN” ABRUD",116,"ORAŞ ABRUD",1151,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:55:21",1023,986,1,32,4,578,542,0,32,4,554,24,1100,522,9,23,45,182,22,11,262
1,ALBA,"LICEUL TEHNOLOGIC AGRICOL ”ALEXANDRU BORZA” CIUMBRUD",71,"MUNICIPIUL AIUD",1213,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:22:22",1055,1049,0,3,3,545,539,0,3,3,532,13,1200,655,1,17,33,108,6,130,237
1,ALBA,"LICEUL TEHNOLOGIC AIUD",65,"MUNICIPIUL AIUD",1213,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 10:34:24",637,628,0,7,2,292,283,0,7,2,279,4,700,408,4,4,19,80,27,42,103
1,ALBA,"LICEUL TEHNOLOGIC AIUD",64,"MUNICIPIUL AIUD",1213,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:48:36",720,712,0,7,1,322,314,0,7,1,320,2,800,478,4,11,18,94,19,53,121
1,ALBA,"LICEUL TEHNOLOGIC „ION D.LĂZĂRESCU” CUGIR",144,"ORAŞ CUGIR",1696,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:03:59",979,970,2,5,2,369,361,1,5,2,350,19,1100,731,1,14,48,103,57,7,120
1,ALBA,"LICEUL TEHNOLOGIC SEBEŞ",97,"MUNICIPIUL SEBEŞ",1874,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:59:54",1035,1021,2,12,0,470,458,0,12,0,462,8,1140,670,2,21,91,228,28,2,90
1,ALBA,"LICEUL TEHNOLOGIC SEBEŞ",96,"MUNICIPIUL SEBEŞ",1874,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:55:22",1072,1058,5,8,1,547,538,0,8,1,517,30,1166,619,7,19,116,178,53,3,141
1,ALBA,"LICEUL TEHNOLOGIC SEBEŞ",94,"MUNICIPIUL SEBEŞ",1874,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 20:22:40",1495,1477,1,14,3,692,675,0,14,3,620,72,1636,944,1,8,89,461,2,16,43
1,ALBA,"LICEUL TEHNOLOGIC SEBEŞ",95,"MUNICIPIUL SEBEŞ",1874,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:14:30",1626,1606,7,10,3,818,805,0,10,3,804,14,1780,962,10,21,130,405,65,12,161
1,ALBA,"LICEUL TEHNOLOGIC ”ŞTEFAN MANCIULEA” BLAJ",82,"MUNICIPIUL BLAJ",1348,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:37:40",637,611,7,6,13,306,287,0,6,13,295,11,700,394,3,16,17,158,43,4,54
1,ALBA,"LICEUL TEHNOLOGIC ”TIMOTEI CIPARIU”",85,"MUNICIPIUL BLAJ",1348,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:39:36",1390,1383,2,1,4,783,777,1,1,4,764,19,1500,717,4,15,58,440,121,20,106
1,ALBA,"LICEUL TEORETIC ”PETRU MAIOR”",159,"ORAŞ OCNA MUREŞ",1794,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:34:50",1280,1264,0,8,8,581,565,0,8,8,552,29,1400,819,4,23,55,239,15,39,177
1,ALBA,"LICEUL TEORETIC TEIUŞ",168,"ORAŞ TEIUŞ",8096,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:03:14",1395,1380,2,6,7,807,794,0,6,7,774,33,1528,721,8,21,144,239,28,29,305
1,ALBA,"LOCUINȚE SOCIALE - CĂRPINIȘ",364,"ROŞIA MONTANĂ",6761,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:31:21",630,626,1,0,3,440,437,0,0,3,417,23,730,290,4,14,102,136,25,5,131
1,ALBA,"PIAŢA AGROALIMENTARĂ",76,"MUNICIPIUL BLAJ",1348,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:52:48",951,951,0,0,0,459,459,0,0,0,448,11,1146,687,2,21,38,256,49,12,70
1,ALBA,"PRIMĂRIA CENADE",220,CENADE,3761,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:04:55",812,769,3,7,33,461,421,0,7,33,432,29,899,438,3,32,12,337,10,4,34
1,ALBA,"PRIMĂRIA COMUNEI ALMAȘU MARE",189,"ALMAŞU MARE",2309,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:39:43",325,305,0,12,8,261,241,0,12,8,252,9,337,76,2,5,46,80,29,3,87
1,ALBA,"PRIMARIA COMUNEI BLANDIANA",209,BLANDIANA,3397,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:00:37",444,405,1,9,29,324,286,0,9,29,317,7,463,139,1,5,16,133,9,12,141
1,ALBA,"PRIMĂRIA COMUNEI CÎLNIC",218,CÂLNIC,4106,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:33:25",1231,1186,2,24,19,788,745,0,24,19,750,38,1225,437,5,9,33,572,8,7,116
1,ALBA,"PRIMĂRIA COMUNEI CIURULEASA",236,CIURULEASA,4008,5,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:44:18",599,555,0,23,21,453,409,0,23,21,421,32,611,158,1,12,61,38,16,11,282
1,ALBA,"PRIMĂRIA COMUNEI CRĂCIUNELU DE JOS",238,"CRĂCIUNELU DE JOS",4188,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:24:10",863,836,1,12,14,592,566,0,12,14,564,28,965,373,5,11,46,234,159,15,94
1,ALBA,"PRIMĂRIA COMUNEI GÂRBOVA",260,GÂRBOVA,4482,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:46:47",1282,1206,2,22,52,853,781,0,22,50,789,64,1370,517,2,16,36,384,17,33,301
