precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DRULĂ  CĂTĂLIN-UNIUNEA SALVAȚI ROMÂNIA-voturi","BĂLUȚĂ  DANIEL-PARTIDUL SOCIAL DEMOCRAT-voturi","BURCEA  GEORGE-VALENTIN-PARTIDUL OAMENILOR TINERI-voturi","CIUCU  CIPRIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","CICEALĂ  ANA-MARIA-SĂNĂTATE EDUCAȚIE NATURĂ SUSTENABILITATE-voturi","FLOAREA  LIVIU-GHEORGHE-PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU-MIHALACHE-voturi","MACOVEI  GHEORGHE-PARTIDUL ROMÂNIA MARE-voturi","CREȚU  OANA-PARTIDUL SOCIAL DEMOCRAT UNIT-voturi","LASCA  MIHAI-IOAN-PATRIOȚII POPORULUI ROMÂN-voturi","LAZĂR  RAREȘ-PARTIDUL ROMÂNIA ÎN ACȚIUNE-voturi","ALEXANDRESCU  ANCA-NICOLETA-DREPTATE PENTRU BUCUREȘTI-voturi","TRIFU DĂNUȚ-ANGELO-CANDIDAT INDEPENDENT-voturi","TEODOROVICI  EUGEN-ORLANDO-CANDIDAT INDEPENDENT-voturi","NEȚOIU  GHEORGHE-CANDIDAT INDEPENDENT-voturi","GHEORGHE  VLAD-DAN-CANDIDAT INDEPENDENT-voturi","NEGROTĂ  ANGELA-CANDIDAT INDEPENDENT-voturi","FILIP  CONSTANTIN-TITIAN-CANDIDAT INDEPENDENT-voturi"
45,"MUNICIPIUL BUCUREŞTI - SECTOR 2","ŞCOALA GIMNAZIALĂ NR. 25 ( FOSTA GRĂDINITĂ NR. 11)",235,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:09:50",1653,1611,25,17,0,495,478,0,17,0,493,2,1800,1305,65,115,0,135,31,0,1,0,0,0,141,1,2,0,1,1,0
45,"MUNICIPIUL BUCUREŞTI - SECTOR 2","ŞCOALA GIMNAZIALĂ NR. 27",200,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 21:57:52",1026,970,47,9,0,387,378,0,9,0,386,1,1200,813,79,74,0,131,22,0,2,0,0,0,77,0,1,0,0,0,0
45,"MUNICIPIUL BUCUREŞTI - SECTOR 2","ŞCOALA GIMNAZIALĂ NR. 27",197,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:49:07",1459,1440,11,8,0,524,516,0,8,0,523,1,1600,1076,79,131,1,178,27,0,0,0,0,0,100,1,1,3,0,1,1
45,"MUNICIPIUL BUCUREŞTI - SECTOR 2","ŞCOALA GIMNAZIALĂ NR. 27",196,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:36:13",1352,1329,13,7,3,417,407,0,7,3,415,2,1600,1183,68,94,0,122,31,0,0,0,1,2,93,0,4,0,0,0,0
45,"MUNICIPIUL BUCUREŞTI - SECTOR 2","ŞCOALA GIMNAZIALĂ NR. 27",198,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 21:53:51",1287,1140,139,7,1,395,387,0,7,1,394,1,1400,1005,65,74,0,144,21,1,0,0,0,0,83,1,2,1,1,0,1
45,"MUNICIPIUL BUCUREŞTI - SECTOR 2","ŞCOALA GIMNAZIALĂ NR. 27",199,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:56:54",1272,1239,21,12,0,436,424,0,12,0,433,3,1400,964,77,89,0,139,34,1,0,1,0,0,87,0,3,0,1,0,1
49,"MUNICIPIUL BUCUREŞTI - SECTOR 6","ŞCOALA GIMNAZIALĂ NR.279",1130,"BUCUREŞTI SECTORUL 6",179196,2,PART,PRCNCT,PCJ,PG_SV,"2025-12-08 03:13:53",1973,1935,29,9,0,683,674,0,9,0,681,2,2202,1519,78,81,2,380,32,0,0,1,0,0,105,0,1,1,0,0,0
49,"MUNICIPIUL BUCUREŞTI - SECTOR 6","ŞCOALA GIMNAZIALĂ NR.279",1124,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:38:55",1987,1977,5,5,0,738,733,0,5,0,735,3,2200,1462,60,102,2,421,31,1,0,0,2,0,112,0,1,1,0,0,2
49,"MUNICIPIUL BUCUREŞTI - SECTOR 6","ŞCOALA GIMNAZIALĂ NR.279",1125,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:50:16",2025,2012,7,6,0,673,667,0,6,0,667,6,2200,1527,42,81,0,386,45,0,1,0,1,0,110,0,1,0,0,0,0
49,"MUNICIPIUL BUCUREŞTI - SECTOR 6","ŞCOALA GIMNAZIALĂ NR.279",1126,"BUCUREŞTI SECTORUL 6",179196,2,PART,PRCNCT,PCJ,PG_SV,"2025-12-08 03:02:31",1994,1965,22,7,0,781,774,0,7,0,779,2,2200,1419,74,98,0,455,29,0,0,2,0,0,121,0,0,0,0,0,0
49,"MUNICIPIUL BUCUREŞTI - SECTOR 6","ŞCOALA GIMNAZIALĂ NR.279",1127,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:57:42",1874,1860,9,5,0,634,628,1,5,0,632,2,2200,1566,34,107,4,335,30,0,0,1,0,0,116,2,2,0,0,1,0
49,"MUNICIPIUL BUCUREŞTI - SECTOR 6","ŞCOALA GIMNAZIALĂ NR.279",1128,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:19:46",1795,1788,2,5,0,728,723,0,5,0,724,4,2200,1472,75,89,0,398,28,0,0,0,2,0,128,0,3,0,0,1,0
49,"MUNICIPIUL BUCUREŞTI - SECTOR 6","ŞCOALA GIMNAZIALĂ NR.279",1129,"BUCUREŞTI SECTORUL 6",179196,2,PART,PRCNCT,PCJ,PG_SV,"2025-12-08 05:24:16",1964,1945,10,9,0,641,632,0,9,0,639,2,2201,1560,53,69,1,385,27,0,0,0,1,0,102,0,0,0,0,1,0
45,"MUNICIPIUL BUCUREŞTI - SECTOR 2","ŞCOALA GIMNAZIALĂ NR. 28",167,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 23:01:54",2591,2538,45,8,0,576,568,0,8,0,571,5,2800,2224,106,105,0,229,24,0,1,2,0,0,100,0,1,1,0,1,1
45,"MUNICIPIUL BUCUREŞTI - SECTOR 2","ŞCOALA GIMNAZIALĂ NR. 28",169,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:28:03",1506,1372,118,16,0,531,514,1,16,0,528,3,1600,1069,103,102,0,187,29,2,0,0,0,1,101,0,0,2,0,0,1
45,"MUNICIPIUL BUCUREŞTI - SECTOR 2","ŞCOALA GIMNAZIALĂ NR. 28",168,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:43:29",1198,1092,26,12,68,512,438,0,12,62,507,5,1199,687,83,90,0,217,17,0,0,3,0,0,95,2,0,0,0,0,0
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","ȘCOALA GIMNAZIALĂ NR.280",931,"BUCUREŞTI SECTORUL 5",179187,2,PART,PRCNCT,PCJ,PG_SV,"2025-12-08 01:06:36",1022,1007,5,10,0,390,380,0,10,0,386,4,1004,614,46,81,0,136,29,2,0,0,0,0,89,0,1,1,0,1,0
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","ȘCOALA GIMNAZIALĂ NR.280",932,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:01:38",979,967,2,10,0,353,342,1,10,0,351,2,1000,647,36,83,0,113,27,0,1,0,0,0,87,0,1,2,0,1,0
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","ȘCOALA GIMNAZIALĂ NR.280",933,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:45:05",1140,1131,2,7,0,370,363,0,7,0,367,3,1200,830,47,97,2,113,10,1,0,0,0,0,96,0,0,0,0,1,0
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","ȘCOALA GIMNAZIALĂ NR.280",928,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:28:41",1297,1289,0,8,0,451,443,0,8,0,448,3,1400,949,57,97,1,138,32,0,0,0,0,0,120,0,1,0,1,0,1
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","ȘCOALA GIMNAZIALĂ NR.280",929,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:21:03",1058,1044,1,12,1,352,339,0,12,1,350,2,1200,848,31,92,0,100,18,2,1,3,0,0,102,0,1,0,0,0,0
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","ȘCOALA GIMNAZIALĂ NR.280",930,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:16:35",943,933,3,7,0,316,309,0,7,0,311,5,1000,684,44,71,1,109,11,0,1,0,0,0,72,0,2,0,0,0,0
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","ȘCOALA GIMNAZIALĂ NR.280",934,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:51:28",1117,1101,6,9,1,345,335,0,9,1,342,3,1200,855,44,99,1,97,16,2,0,0,0,0,79,0,1,1,0,2,0
48,"MUNICIPIUL BUCUREŞTI - SECTOR 5","ȘCOALA GIMNAZIALĂ NR.280",935,"BUCUREŞTI SECTORUL 5",179187,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:25:33",971,960,2,9,0,283,274,0,9,0,280,3,1000,717,41,68,3,67,21,0,0,0,1,1,77,0,0,0,0,1,0
45,"MUNICIPIUL BUCUREŞTI - SECTOR 2","ŞCOALA GIMNAZIALĂ NR. 307",345,"BUCUREŞTI SECTORUL 2",179150,2,PART,PRCNCT,PCJ,PG_SV,"2025-12-08 03:45:13",1237,1219,11,7,0,519,512,0,7,0,514,5,1400,881,93,113,0,173,25,1,0,2,0,0,104,0,0,1,1,1,0
45,"MUNICIPIUL BUCUREŞTI - SECTOR 2","ŞCOALA GIMNAZIALĂ NR. 307",346,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 21:59:22",1051,975,71,5,0,282,277,0,5,0,278,4,1200,918,58,53,0,88,24,0,0,0,2,1,52,0,0,0,0,0,0
45,"MUNICIPIUL BUCUREŞTI - SECTOR 2","ŞCOALA GIMNAZIALĂ NR. 307",347,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:43:34",1368,1344,17,7,0,545,538,0,7,0,540,5,1600,1055,81,143,1,200,18,1,0,1,0,1,88,0,4,0,2,0,0
47,"MUNICIPIUL BUCUREŞTI - SECTOR 4","ŞCOALA GIMNAZIALĂ NR. 308",808,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:22:10",1228,1217,4,7,0,459,452,0,7,0,452,7,1300,841,48,144,0,86,19,1,0,1,0,1,145,0,2,2,0,3,0
47,"MUNICIPIUL BUCUREŞTI - SECTOR 4","ŞCOALA GIMNAZIALĂ NR. 308",811,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:58:36",1424,1416,1,7,0,420,413,0,7,0,417,3,1600,1180,46,135,2,66,23,0,0,1,0,1,141,0,0,0,0,0,2
47,"MUNICIPIUL BUCUREŞTI - SECTOR 4","ŞCOALA GIMNAZIALĂ NR. 308",810,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:05:47",1287,1273,4,10,0,409,399,0,10,0,405,4,1400,991,48,122,0,100,17,0,1,0,0,0,110,1,0,1,3,2,0
47,"MUNICIPIUL BUCUREŞTI - SECTOR 4","ŞCOALA GIMNAZIALĂ NR. 308",806,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:42:23",1351,1341,5,5,0,417,412,0,5,0,412,5,1500,1083,43,146,0,74,25,0,1,0,1,0,116,0,2,1,1,1,1
47,"MUNICIPIUL BUCUREŞTI - SECTOR 4","ŞCOALA GIMNAZIALĂ NR. 308",809,"BUCUREŞTI SECTORUL 4",179178,2,PART,PRCNCT,PCJ,PG_SV,"2025-12-08 03:49:20",1123,1114,2,7,0,380,373,0,7,0,373,7,1200,820,43,130,1,81,19,0,0,0,2,0,93,1,3,0,0,0,0
47,"MUNICIPIUL BUCUREŞTI - SECTOR 4","ȘCOALA GIMNAZIALĂ NR. 308",807,"BUCUREŞTI SECTORUL 4",179178,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:21:45",1302,1289,7,6,0,489,483,0,6,0,484,5,1400,911,62,169,0,98,25,1,0,0,0,0,128,1,0,0,0,0,0
49,"MUNICIPIUL BUCUREŞTI - SECTOR 6","ŞCOALA GIMNAZIALĂ NR.309",1163,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 23:11:03",1829,1789,32,8,0,621,613,0,8,0,618,3,1800,1179,60,75,1,309,35,0,0,0,0,0,133,0,2,0,1,1,1
49,"MUNICIPIUL BUCUREŞTI - SECTOR 6","ŞCOALA GIMNAZIALĂ NR.309",1158,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:13:19",1393,1383,1,9,0,481,472,0,9,0,479,2,1400,919,43,88,0,224,22,0,0,0,0,0,94,1,1,4,0,2,0
49,"MUNICIPIUL BUCUREŞTI - SECTOR 6","ŞCOALA GIMNAZIALĂ NR.309",1159,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:03:34",1387,1375,2,10,0,427,417,0,10,0,424,3,1400,973,50,65,0,183,20,0,0,0,0,1,103,1,0,1,0,0,0
49,"MUNICIPIUL BUCUREŞTI - SECTOR 6","ŞCOALA GIMNAZIALĂ NR.309",1160,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:55:24",1345,1336,2,7,0,464,457,0,7,0,460,4,1400,936,47,91,4,194,20,0,0,0,2,0,99,0,2,0,0,0,1
49,"MUNICIPIUL BUCUREŞTI - SECTOR 6","ŞCOALA GIMNAZIALĂ NR.309",1161,"BUCUREŞTI SECTORUL 6",179196,2,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 23:32:56",1481,1472,2,7,0,447,440,0,7,0,446,1,1603,1156,46,72,0,208,13,0,0,3,2,0,100,0,1,1,0,0,0
49,"MUNICIPIUL BUCUREŞTI - SECTOR 6","ŞCOALA GIMNAZIALĂ NR.309",1162,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:37:28",1265,1260,1,4,0,438,434,0,4,0,435,3,1400,962,42,75,0,222,26,0,0,1,1,0,68,0,0,0,0,0,0
45,"MUNICIPIUL BUCUREŞTI - SECTOR 2","ŞCOALA GIMNAZIALĂ NR. 31",182,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:32:27",1654,1603,43,8,0,617,609,0,8,0,609,8,1800,1183,87,119,1,230,27,0,0,1,0,0,137,2,4,0,0,0,1
45,"MUNICIPIUL BUCUREŞTI - SECTOR 2","ŞCOALA GIMNAZIALĂ NR. 31",181,"BUCUREŞTI SECTORUL 2",179150,2,PART,PRCNCT,PCJ,PG_SV,"2025-12-08 03:24:48",1994,1933,51,9,1,711,699,2,9,1,702,9,2200,1489,95,146,2,266,34,1,1,0,0,0,149,2,1,2,0,1,2
45,"MUNICIPIUL BUCUREŞTI - SECTOR 2","ŞCOALA GIMNAZIALĂ NR. 31",180,"BUCUREŞTI SECTORUL 2",179150,2,PART,PRCNCT,PCJ,PG_SV,"2025-12-08 01:20:44",1350,1341,0,9,0,492,483,0,9,0,485,7,1600,1108,60,114,2,155,28,0,0,4,1,1,117,1,0,0,1,1,0
45,"MUNICIPIUL BUCUREŞTI - SECTOR 2","ŞCOALA GIMNAZIALĂ NR. 31",184,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:30:38",1796,1758,31,7,0,585,577,1,7,0,583,2,2000,1415,73,119,0,246,39,0,1,1,0,0,98,0,0,4,1,0,1
45,"MUNICIPIUL BUCUREŞTI - SECTOR 2","ŞCOALA GIMNAZIALĂ NR. 31",183,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:39:34",1594,1542,46,6,0,562,556,0,6,0,560,2,1800,1238,99,110,1,201,33,1,0,1,2,0,110,0,1,0,0,1,0
49,"MUNICIPIUL BUCUREŞTI - SECTOR 6","ŞCOALA GIMNAZIALĂ NR.311",1054,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:03:49",1322,1310,1,11,0,468,457,0,11,0,466,2,1400,932,44,82,3,216,19,1,1,1,0,0,94,0,1,0,1,3,0
49,"MUNICIPIUL BUCUREŞTI - SECTOR 6","ŞCOALA GIMNAZIALĂ NR.311",1055,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:36:45",1372,1363,3,6,0,589,583,0,6,0,585,4,1400,811,47,98,1,313,18,0,0,2,1,0,100,1,1,2,0,1,0
49,"MUNICIPIUL BUCUREŞTI - SECTOR 6","ŞCOALA GIMNAZIALĂ NR.311",1056,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:29:44",1349,1338,5,6,0,587,581,0,6,0,582,5,1397,810,54,96,0,306,22,0,0,1,0,0,101,0,0,1,0,1,0
49,"MUNICIPIUL BUCUREŞTI - SECTOR 6","ŞCOALA GIMNAZIALĂ NR.311",1057,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:43:42",1200,1194,1,5,0,481,476,0,5,0,479,2,1200,719,42,66,0,224,25,0,1,1,0,0,118,0,1,1,0,0,0
49,"MUNICIPIUL BUCUREŞTI - SECTOR 6","ŞCOALA GIMNAZIALĂ NR.311",1058,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:00:28",1095,1080,11,4,0,479,475,0,4,0,474,5,1200,721,39,80,2,250,18,0,1,0,0,0,83,0,1,0,0,0,0
49,"MUNICIPIUL BUCUREŞTI - SECTOR 6","ŞCOALA GIMNAZIALĂ NR.311",1053,"BUCUREŞTI SECTORUL 6",179196,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:30:27",1389,1376,4,9,0,594,585,0,9,0,592,2,1400,806,78,92,0,252,29,0,0,1,1,0,136,1,1,0,0,1,0
45,"MUNICIPIUL BUCUREŞTI - SECTOR 2","ŞCOALA GIMNAZIALĂ NR. 32",228,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 21:53:27",1838,1677,150,10,1,512,501,0,10,1,511,1,1800,1288,49,129,0,116,27,0,3,1,1,1,176,2,5,1,0,0,0
45,"MUNICIPIUL BUCUREŞTI - SECTOR 2","ŞCOALA GIMNAZIALĂ NR. 32",227,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:02:27",1685,1672,6,7,0,523,516,0,7,0,517,6,1800,1277,72,117,2,141,28,0,0,0,1,0,148,0,5,1,0,1,1
45,"MUNICIPIUL BUCUREŞTI - SECTOR 2","ŞCOALA GIMNAZIALĂ NR. 32",226,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 23:03:07",1723,1669,18,11,25,472,440,0,11,21,470,2,1800,1328,60,106,1,92,29,0,2,2,0,1,171,0,2,1,0,3,0
45,"MUNICIPIUL BUCUREŞTI - SECTOR 2","ŞCOALA GIMNAZIALĂ NR. 32",229,"BUCUREŞTI SECTORUL 2",179150,2,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 23:32:20",2300,2007,284,8,1,491,482,0,8,1,486,5,2202,1711,70,119,0,142,22,0,0,0,0,0,127,0,0,0,1,4,1
45,"MUNICIPIUL BUCUREŞTI - SECTOR 2","ŞCOALA GIMNAZIALĂ NR. 32",230,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:07:44",1192,1175,9,8,0,337,328,1,8,0,330,7,1400,1063,38,70,0,90,21,0,4,0,1,0,103,0,3,0,0,0,0
45,"MUNICIPIUL BUCUREŞTI - SECTOR 2","ŞCOALA GIMNAZIALĂ NR. 39",216,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:42:14",1542,1474,61,7,0,453,445,1,7,0,452,1,1601,1148,58,125,0,148,28,0,0,0,1,0,88,0,2,0,0,1,1
45,"MUNICIPIUL BUCUREŞTI - SECTOR 2","ŞCOALA GIMNAZIALĂ NR. 39",214,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 21:55:01",1649,1522,123,4,0,527,523,0,4,0,523,4,1600,1073,81,144,0,143,20,0,1,0,1,0,124,1,1,3,0,2,2
45,"MUNICIPIUL BUCUREŞTI - SECTOR 2","ŞCOALA GIMNAZIALĂ NR. 39",213,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 21:51:12",1515,1413,98,4,0,469,465,0,4,0,468,1,1600,1131,50,116,0,150,24,1,0,0,0,0,122,1,0,2,2,0,0
45,"MUNICIPIUL BUCUREŞTI - SECTOR 2","ŞCOALA GIMNAZIALĂ NR. 39",215,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:59:12",1867,1673,182,12,0,491,478,1,12,0,489,2,1800,1309,84,121,2,131,33,0,0,1,0,0,116,0,1,0,0,0,0
45,"MUNICIPIUL BUCUREŞTI - SECTOR 2","ŞCOALA GIMNAZIALĂ NR. 39",210,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:58:35",1743,1642,91,10,0,620,610,0,10,0,617,3,1801,1181,113,136,2,209,23,0,0,0,0,1,126,1,1,0,2,2,1
45,"MUNICIPIUL BUCUREŞTI - SECTOR 2","ŞCOALA GIMNAZIALĂ NR. 39",211,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:13:53",1669,1315,343,11,0,457,446,0,11,0,452,5,1400,943,63,96,0,136,29,1,1,1,0,0,118,1,2,1,1,2,0
45,"MUNICIPIUL BUCUREŞTI - SECTOR 2","ŞCOALA GIMNAZIALĂ NR. 39",212,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:03:38",1597,1547,33,6,11,427,410,0,6,11,421,6,1800,1373,43,88,0,111,35,1,0,2,0,0,133,2,0,3,0,2,1
45,"MUNICIPIUL BUCUREŞTI - SECTOR 2","ŞCOALA GIMNAZIALĂ NR. 4",287,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 23:03:40",1537,1514,14,9,0,530,521,0,9,0,522,8,1600,1070,85,117,0,172,24,0,0,0,0,1,116,1,4,0,1,0,1
45,"MUNICIPIUL BUCUREŞTI - SECTOR 2","ŞCOALA GIMNAZIALĂ NR. 4",288,"BUCUREŞTI SECTORUL 2",179150,2,PART,PRCNCT,PCJ,PG_SV,"2025-12-08 01:08:20",1564,1533,22,9,0,524,515,0,9,0,520,4,1800,1276,69,141,2,150,28,0,0,1,0,1,119,2,3,1,1,1,1
45,"MUNICIPIUL BUCUREŞTI - SECTOR 2","ŞCOALA GIMNAZIALĂ NR. 4",289,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:37:25",1617,1610,0,7,0,577,570,0,7,0,573,4,1800,1223,82,131,1,162,33,0,0,1,2,1,156,0,0,2,0,1,1
45,"MUNICIPIUL BUCUREŞTI - SECTOR 2","ŞCOALA GIMNAZIALĂ NR. 4",290,"BUCUREŞTI SECTORUL 2",179150,2,PART,PRCNCT,PCJ,PG_SV,"2025-12-08 01:37:38",1813,1790,16,7,0,642,635,0,7,0,639,3,2000,1358,102,150,0,216,33,0,0,1,1,1,132,0,1,2,0,0,0
45,"MUNICIPIUL BUCUREŞTI - SECTOR 2","ŞCOALA GIMNAZIALĂ NR. 4",291,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:17:12",1339,1327,5,7,0,467,460,0,7,0,463,4,1600,1133,65,125,0,157,24,1,0,0,0,0,87,1,0,2,0,0,1
45,"MUNICIPIUL BUCUREŞTI - SECTOR 2","ŞCOALA GIMNAZIALĂ NR. 40",222,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:02:29",1852,1835,15,2,0,488,486,0,2,0,485,3,2000,1512,57,117,1,92,27,0,1,1,2,0,181,1,1,2,0,1,1
45,"MUNICIPIUL BUCUREŞTI - SECTOR 2","ŞCOALA GIMNAZIALĂ NR. 40",219,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:11:13",1629,1609,11,9,0,513,504,0,9,0,507,6,1800,1287,64,120,0,127,29,1,3,1,1,0,157,0,0,2,1,1,0
45,"MUNICIPIUL BUCUREŞTI - SECTOR 2","ŞCOALA GIMNAZIALĂ NR. 40",220,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:04:39",1650,1561,84,5,0,454,449,0,5,0,451,3,1800,1346,60,84,2,107,19,0,1,1,0,1,172,1,2,0,0,1,0
45,"MUNICIPIUL BUCUREŞTI - SECTOR 2","ŞCOALA GIMNAZIALĂ NR. 40",221,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:15:56",1924,1904,19,1,0,517,516,0,1,0,510,7,2000,1483,79,116,0,108,21,0,1,0,1,0,176,1,2,4,1,0,0
45,"MUNICIPIUL BUCUREŞTI - SECTOR 2","ŞCOALA GIMNAZIALĂ NR. 40",217,"BUCUREŞTI SECTORUL 2",179150,1,PART,PRCNCT,PCJ,PG_SV,"2025-12-07 22:27:23",1724,1704,13,7,0,439,432,0,7,0,433,6,1800,1361,49,92,1,82,21,0,0,0,0,1,181,1,1,3,0,0,1
